
[00:00:00.000 --> 00:00:01.660]  剛剛讀完聖經
[00:00:01.660 --> 00:00:03.300]  就在這裏提出一件事
[00:00:03.300 --> 00:00:04.980]  你們要離開
[00:00:04.980 --> 00:00:06.320]  留意,不是離開教會
[00:00:06.320 --> 00:00:08.540]  離開基督道理的什麼?
[00:00:08.540 --> 00:00:09.940]  開端
[00:00:09.940 --> 00:00:11.240]  頂智慧這個很重要的
[00:00:11.240 --> 00:00:12.160]  幫我提醒一下你
[00:00:12.160 --> 00:00:13.520]  要離開開端
[00:00:13.520 --> 00:00:16.320]  要離開開端
[00:00:16.320 --> 00:00:17.880]  開端就是什麼?
[00:00:17.880 --> 00:00:19.100]  起步的那件事
[00:00:19.100 --> 00:00:21.280]  剛剛開始走的那個位置
[00:00:21.280 --> 00:00:22.480]  就叫開端
[00:00:22.480 --> 00:00:25.080]  當然啦,穆斯林離開很久了
[00:00:25.080 --> 00:00:26.560]  我信耶穌都三年了
[00:00:26.560 --> 00:00:28.120]  或者穆斯林今天洗禮了
[00:00:28.120 --> 00:00:29.960]  我當然洗禮之前都信了耶穌
[00:00:29.960 --> 00:00:31.280]  又栽培班
[00:00:31.280 --> 00:00:32.080]  又回小組
[00:00:32.080 --> 00:00:32.960]  又課程
[00:00:32.960 --> 00:00:34.920]  我們離開了很久了
[00:00:34.920 --> 00:00:37.120]  我猜這個離開
[00:00:37.120 --> 00:00:39.000]  我們很難去硬比較的
[00:00:39.000 --> 00:00:41.200]  離開一年還是離開兩年
[00:00:41.200 --> 00:00:42.840]  或者離開了多少經歷
[00:00:42.840 --> 00:00:44.640]  或者離開了多少學識
[00:00:44.640 --> 00:00:47.760]  或者離開了多少在屬靈裏面的事情
[00:00:47.760 --> 00:00:48.640]  不過
[00:00:48.640 --> 00:00:49.840]  不論如何
[00:00:49.840 --> 00:00:51.520]  有很多東西我們都要離開
[00:00:51.520 --> 00:00:53.920]  離開不是說不再信那些東西
[00:00:53.920 --> 00:00:57.640]  也不是說離開就是假的,猜錯的
[00:00:57.640 --> 00:00:58.440]  也不是
[00:00:58.440 --> 00:01:01.720]  而是要離開信仰起步的時候
[00:01:01.720 --> 00:01:03.680]  我們會容易有的東西
[00:01:03.680 --> 00:01:05.480]  例如什麼呢?
[00:01:05.480 --> 00:01:10.320]  每當洗禮我都有機會想起自己信耶穌的
[00:01:10.320 --> 00:01:13.040]  我是1981年信耶穌的
[00:01:13.040 --> 00:01:14.880]  那一年是我中一
[00:01:14.880 --> 00:01:16.920]  將要放暑假的時候
[00:01:16.920 --> 00:01:19.160]  大家馬上就很清楚我今年幾歲了
[00:01:19.160 --> 00:01:22.280]  臨放暑假的時間
[00:01:22.280 --> 00:01:25.160]  我學校有些暑期承認班
[00:01:25.160 --> 00:01:27.320]  我那個時候在那個地方決志信耶穌
[00:01:27.320 --> 00:01:28.680]  我以前也講過,很記得的
[00:01:28.680 --> 00:01:30.440]  那次報道會是喬雲先生
[00:01:30.440 --> 00:01:33.080]  講他怎麼撞飛機不死
[00:01:33.080 --> 00:01:34.720]  就是燒了腳毛的故事
[00:01:34.720 --> 00:01:37.080]  我在那個時候信了耶穌
[00:01:37.080 --> 00:01:38.600]  信了耶穌之後我也很興奮
[00:01:38.600 --> 00:01:40.840]  哇!信耶穌啦!好啊!
[00:01:40.840 --> 00:01:42.200]  於是我就祈禱了
[00:01:42.200 --> 00:01:43.120]  留意
[00:01:43.120 --> 00:01:44.840]  我特別跟你講那個是什麼日子
[00:01:44.840 --> 00:01:45.920]  那個是暑假
[00:01:45.920 --> 00:01:48.400]  一個正常的學生放暑假
[00:01:48.400 --> 00:01:50.000]  我的時代沒什麼功課
[00:01:50.000 --> 00:01:52.920]  現在的很厲害的
[00:01:52.920 --> 00:01:54.080]  暑假比上學還辛苦
[00:01:54.080 --> 00:01:55.000]  那些不算了
[00:01:55.000 --> 00:01:56.920]  當然很想去玩
[00:01:56.920 --> 00:01:59.920]  於是在那天開始我就禱告
[00:01:59.920 --> 00:02:01.160]  上帝你這麼真
[00:02:01.160 --> 00:02:03.120]  我真的期望我這個暑假
[00:02:03.120 --> 00:02:05.480]  每一天都可以有好天去游泳
[00:02:05.480 --> 00:02:06.880]  於是我開始這麼祈禱
[00:02:06.880 --> 00:02:07.680]  今天祈禱
[00:02:07.680 --> 00:02:08.840]  明天好天
[00:02:08.840 --> 00:02:09.600]  三十度
[00:02:09.600 --> 00:02:10.680]  去不去游泳?
[00:02:10.680 --> 00:02:11.520]  去
[00:02:11.520 --> 00:02:12.640]  後天又祈禱
[00:02:12.640 --> 00:02:13.920]  哇!繼續好天
[00:02:13.920 --> 00:02:14.760]  三十一度
[00:02:14.760 --> 00:02:15.720]  去不去?
[00:02:15.720 --> 00:02:16.760]  去
[00:02:16.760 --> 00:02:17.600]  第三天
[00:02:17.600 --> 00:02:18.320]  又好天
[00:02:18.320 --> 00:02:19.000]  三十三度
[00:02:19.000 --> 00:02:19.920]  去不去?
[00:02:19.920 --> 00:02:20.720]  去
[00:02:20.720 --> 00:02:21.760]  好,如是者
[00:02:21.760 --> 00:02:23.240]  就好像我們這一輪那樣
[00:02:23.240 --> 00:02:25.240]  每一天都三十多度
[00:02:25.240 --> 00:02:25.800]  三十三度
