
[00:00:00.000 --> 00:00:03.000]  不知爲什麼今天站在這裏好像有點不習慣
[00:00:03.000 --> 00:00:06.520]  原因是昨天才剛剛放假回來
[00:00:06.520 --> 00:00:10.040]  其實還在一個holiday mood裏面
[00:00:10.040 --> 00:00:13.420]  這次很開心
[00:00:13.420 --> 00:00:16.820]  爲什麼呢?因爲和一對牧師夫婦去遊船河
[00:00:16.820 --> 00:00:19.660]  當然大家如果有去過遊船河的話
[00:00:19.660 --> 00:00:24.320]  你們知道中途裏面除了享盡美食之外
[00:00:24.320 --> 00:00:28.160]  又不用收拾牀,不用洗碗,不用打掃
[00:00:28.160 --> 00:00:30.260]  最開心的是什麼呢?
[00:00:30.260 --> 00:00:34.240]  可以和老友記談天說地
[00:00:34.240 --> 00:00:36.460]  有伴真是很不一樣
[00:00:36.460 --> 00:00:38.460]  這次旅途當中
[00:00:38.460 --> 00:00:39.880]  我們參加了很多workshop
[00:00:39.880 --> 00:00:41.980]  從來我以前不會有興趣參加的
[00:00:41.980 --> 00:00:44.280]  這次不是了,因爲買了相機
[00:00:44.280 --> 00:00:47.060]  於是就學怎麼去拍照
[00:00:47.060 --> 00:00:50.480]  學怎麼去修相,學怎麼把相片剪輯成短片
[00:00:50.480 --> 00:00:52.880]  相當豐富
[00:00:52.880 --> 00:00:55.720]  所以仍然好像放假
[00:00:55.720 --> 00:00:57.980]  還沒上來敬拜一樣
[00:00:57.980 --> 00:00:59.980]  說回來
[00:00:59.980 --> 00:01:01.980]  其實真的很感謝主
[00:01:01.980 --> 00:01:06.980]  因爲從來沒想過我們可以有這樣的機會
[00:01:06.980 --> 00:01:08.980]  有這樣的能力
[00:01:08.980 --> 00:01:10.980]  享受人生
[00:01:10.980 --> 00:01:12.980]  大家不要誤會
[00:01:12.980 --> 00:01:14.980]  基督徒是要捱苦的,不是的
[00:01:14.980 --> 00:01:16.980]  我們有捱苦的心
[00:01:16.980 --> 00:01:18.980]  但是我們看聖經的時候
[00:01:18.980 --> 00:01:21.980]  時時給我們很多天父的恩典
[00:01:21.980 --> 00:01:24.980]  特別你看傳道書的時候
[00:01:24.980 --> 00:01:27.980]  教導我們,如果天父給我們恩典祝福的話
[00:01:27.980 --> 00:01:29.980]  我們絕對可以去享受
[00:01:29.980 --> 00:01:32.980]  當然我們有合而的態度
[00:01:32.980 --> 00:01:34.980]  所以我覺得這次
[00:01:34.980 --> 00:01:38.980]  跟牧師的朋友一路遊船河聊天
[00:01:38.980 --> 00:01:41.980]  都很享受,很感謝天父
[00:01:41.980 --> 00:01:43.980]  給我們有些時間去休息
[00:01:43.980 --> 00:01:46.980]  因爲原來聊天的時候
[00:01:46.980 --> 00:01:49.980]  服事主是很大壓力的
[00:01:49.980 --> 00:01:52.980]  能夠有一個禮拜的時間
[00:01:52.980 --> 00:01:54.980]  去做一些不同的事情
[00:01:54.980 --> 00:01:56.980]  可以舒緩一下社會上的壓力
[00:01:56.980 --> 00:01:59.980]  我相信對我們以後的服事更加有幫助
[00:01:59.980 --> 00:02:01.980]  不過說來說去
[00:02:01.980 --> 00:02:04.980]  始終老朋友聊天什麼都會說
[00:02:04.980 --> 00:02:06.980]  說着說着很自然
[00:02:06.980 --> 00:02:08.980]  像我們這樣的年紀
[00:02:08.980 --> 00:02:10.980]  就會說到那些什麼時間
[00:02:10.980 --> 00:02:13.980]  去領取社會保障金好呢
[00:02:13.980 --> 00:02:15.980]  會拿多少呢
[00:02:15.980 --> 00:02:17.980]  立刻算一下
[00:02:17.980 --> 00:02:19.980]  其實都會擔心
[00:02:19.980 --> 00:02:25.980]  美國的銀子不斷貶值
[00:02:25.980 --> 00:02:30.980]  如果要拿到安全保障金的時間
[00:02:30.980 --> 00:02:32.980]  還要供屋供車
[00:02:32.980 --> 00:02:36.980]  又有電費水費垃圾費煤氣費
[00:02:36.980 --> 00:02:38.980]  還有保險費
[00:02:38.980 --> 00:02:40.980]  還有什麼費啊
[00:02:40.980 --> 00:02:42.980]  總之就是很多費
[00:02:42.980 --> 00:02:45.980]  我在想這些的時候
[00:02:45.980 --> 00:02:49.980]  不期然都會有一個疑問
[00:02:49.980 --> 00:02:52.980]  能不能夠維持我們現時生活的質素呢
[00:02:52.980 --> 00:02:55.980]  我相信這個不需要等到你退休年齡纔去想
[00:02:55.980 --> 00:02:58.980]  很多時間當我們一想遠一點
[00:02:58.980 --> 00:03:00.980]  只要你想遠一點的話
[00:03:00.980 --> 00:03:02.980]  這些問題就會出現
[00:03:02.980 --> 00:03:04.980]  當然我們看回聖經
[00:03:04.980 --> 00:03:08.980]  聖經其實很清楚教導我們基督徒
[00:03:08.980 --> 00:03:11.980]  不要貪愛錢財
[00:03:11.980 --> 00:03:14.980]  但是生活還是要生活的
[00:03:14.980 --> 00:03:15.980]  很現實的
[00:03:15.980 --> 00:03:17.980]  在世界上生活的時候
[00:03:17.980 --> 00:03:19.980]  每一件事都要講錢的
[00:03:19.980 --> 00:03:23.980]  所以今天和大家分享的是什麼呢
[00:03:23.980 --> 00:03:25.980]  沒錯
[00:03:25.980 --> 00:03:28.980]  聖經教導我們不要貪愛錢財
[00:03:28.980 --> 00:03:30.980]  這是不爭的事實
[00:03:30.980 --> 00:03:31.980]  隨時你會找到的
[00:03:31.980 --> 00:03:33.980]  但是大家不要誤會
[00:03:33.980 --> 00:03:37.980]  聖經從來沒有叫我們厭惡錢財
[00:03:37.980 --> 00:03:39.980]  起碼我在聖經裏找不到
[00:03:39.980 --> 00:03:41.980]  OK
[00:03:41.980 --> 00:03:43.980]  不要貪愛錢財
[00:03:43.980 --> 00:03:46.980]  我們不需要因爲信耶穌就要厭惡錢財
[00:03:46.980 --> 00:03:48.980]  這不是聖經的教導
[00:03:48.980 --> 00:03:49.980]  大家不要誤會
[00:03:49.980 --> 00:03:51.980]  聖經只是教導我們
[00:03:51.980 --> 00:03:54.980]  學習如何去管理錢財
[00:03:54.980 --> 00:03:57.980]  做一個錢財的主人
[00:03:57.980 --> 00:03:59.980]  說起退休
[00:03:59.980 --> 00:04:02.980]  65歲67歲66歲
[00:04:02.980 --> 00:04:06.980]  根據社會保障局的調查顯示
[00:04:06.980 --> 00:04:09.980]  原來到了65歲要退休的人裏
[00:04:09.980 --> 00:04:11.980]  只有2%的人
[00:04:11.980 --> 00:04:14.980]  是可以經濟獨立的
[00:04:14.980 --> 00:04:16.980]  很多美國人原來沒什麼積蓄
[00:04:16.980 --> 00:04:19.980]  特別是那些第二次世界大戰出世之後
[00:04:19.980 --> 00:04:22.980]  所謂嬰兒潮出生的那些
[00:04:22.980 --> 00:04:23.980]  情況更差了
[00:04:23.980 --> 00:04:26.980]  因爲第二次世界大戰之後
[00:04:26.980 --> 00:04:29.980]  經濟慢慢的發展
[00:04:29.980 --> 00:04:31.980]  很多人在美國
[00:04:31.980 --> 00:04:33.980]  特別是培養了一種文化
[00:04:33.980 --> 00:04:34.980]  是什麼呢
[00:04:34.980 --> 00:04:35.980]  是要即時擁有
[00:04:35.980 --> 00:04:37.980]  和先洗未來錢
[00:04:37.980 --> 00:04:39.980]  特別是那些baby boomer
[00:04:39.980 --> 00:04:40.980]  嬰兒潮出生的人
[00:04:40.980 --> 00:04:42.980]  情況更加嚴重
[00:04:42.980 --> 00:04:44.980]  所以很多美國人
[00:04:44.980 --> 00:04:45.980]  到了真的退休的時候
[00:04:45.980 --> 00:04:47.980]  他真的要靠social security
[00:04:47.980 --> 00:04:48.980]  社會保障金
[00:04:48.980 --> 00:04:49.980]  去生活
