
[00:00:00.000 --> 00:00:03.120]  當我們看第十三章的時候
[00:00:03.120 --> 00:00:07.680]  我們經常都會問一些問題
[00:00:07.680 --> 00:00:16.520]  那群以色列人為什麼經常都想回到埃及那個地方
[00:00:16.520 --> 00:00:23.240]  究竟他們在抗野兜轉的四十年裏面
[00:00:23.240 --> 00:00:25.640]  其實是些什麼環境呢
[00:00:25.640 --> 00:00:28.280]  我們看看抗野是些什麼環境
[00:00:28.280 --> 00:00:34.320]  讓我們慢慢一步一步來看這段經文
[00:00:34.320 --> 00:00:44.840]  這裏大家看到三角形的地方就是那些抗野的地方
[00:00:44.840 --> 00:00:48.240]  大家看到中間那裏很大有巴蘭抗野
[00:00:48.240 --> 00:00:51.080]  右邊那裏就是尋抗野
[00:00:51.080 --> 00:00:58.760]  就會這樣取道上去 進入迦南 停留在那裏的地方
[00:00:58.760 --> 00:01:01.760]  好 下一張
[00:01:01.760 --> 00:01:05.040]  抗野就是這些地方 是不是
[00:01:05.040 --> 00:01:08.680]  你在這裏生活四十年 你怎樣生活呢
[00:01:08.680 --> 00:01:11.200]  好 下一張
[00:01:11.200 --> 00:01:16.120]  對了 這個應該是巴蘭的抗野
[00:01:16.120 --> 00:01:20.520]  都是網上的 你上網打抗野都有齊這些圖片
[00:01:20.520 --> 00:01:21.880]  好 下一張
[00:01:21.880 --> 00:01:25.600]  對了 有些旅行團
[00:01:25.600 --> 00:01:27.840]  好 下一張
[00:01:27.840 --> 00:01:34.280]  這裏就是中間那些河谷之間 有些可以種植的地方
[00:01:34.280 --> 00:01:37.080]  好 下一張
[00:01:37.080 --> 00:01:40.200]  埃及有些什麼吸引的地方呢
[00:01:40.200 --> 00:01:44.040]  好 看看 在網上找到一些片段
[00:01:44.040 --> 00:01:53.400]  講到尼羅河怎樣滋潤了埃及這個地方
[00:01:53.400 --> 00:01:56.800]  就是一個這樣的對照底下
[00:01:56.800 --> 00:02:00.760]  所以大家會開始初步慢慢來理解
[00:02:00.760 --> 00:02:03.360]  如果比喻是你
[00:02:03.360 --> 00:02:08.440]  都開始有些明白到當時的情況
[00:02:08.440 --> 00:02:12.440]  話說當時是昌埃及的第二年
[00:02:12.440 --> 00:02:15.480]  摩西收到上帝的御靈
[00:02:15.480 --> 00:02:19.240]  是時候入迦南了
[00:02:19.240 --> 00:02:22.440]  就去到 下一張的powerpoint
[00:02:22.440 --> 00:02:26.280]  這裏就是尼羅河的農業
[00:02:26.280 --> 00:02:28.480]  好 下一張
[00:02:28.480 --> 00:02:30.320]  這裏就是灌溉的水溝
[00:02:30.320 --> 00:02:32.080]  好 再下一張
[00:02:32.080 --> 00:02:35.920]  對了 就是
[00:02:35.920 --> 00:02:37.760]  等一下再介紹
[00:02:37.760 --> 00:02:41.320]  就是在一個這樣的情況底下
[00:02:41.320 --> 00:02:46.080]  之後上帝就叫摩西叫十二支派
[00:02:46.080 --> 00:02:48.840]  每一個支派派一個代表出來
[00:02:48.840 --> 00:02:53.200]  然後整個故事就是由入迦南地
[00:02:53.200 --> 00:02:55.240]  就是這裏來到開始
[00:02:55.240 --> 00:02:59.080]  所以信仰和地圖
[00:02:59.080 --> 00:03:02.400]  是一個很密切的聯繫
[00:03:02.400 --> 00:03:04.560]  究竟迦南是什麼地方
[00:03:04.560 --> 00:03:06.680]  這個地方有什麼特別
[00:03:06.680 --> 00:03:08.680]  有什麼戰略的重要性
[00:03:08.680 --> 00:03:11.880]  為什麼以色列人經常想回到埃及
[00:03:11.880 --> 00:03:14.920]  入迦南又是代表什麼呢
[00:03:14.920 --> 00:03:19.240]  要追溯回去 在主前
[00:03:19.240 --> 00:03:22.040]  就是大概
[00:03:22.040 --> 00:03:25.680]  大概一千四百年的古代近東的世界
[00:03:25.680 --> 00:03:27.960]  那裏來到它開始
[00:03:27.960 --> 00:03:31.480]  大家會看到有一個綠色的地帶
[00:03:31.480 --> 00:03:34.320]  延至去尼羅河那裏 埃及
[00:03:34.320 --> 00:03:39.400]  就是這個學者稱為肥沃的彎月
[00:03:39.400 --> 00:03:42.320]  或者是新月沃土這樣的地方
[00:03:42.320 --> 00:03:48.480]  上面是由一些高山圍繞
[00:03:48.480 --> 00:03:51.520]  由東面延伸到西面
[00:03:51.520 --> 00:03:55.440]  這個去到一個叫做
[00:03:55.440 --> 00:03:57.520]  地中海 是西面的界限
[00:03:57.520 --> 00:04:01.040]  南面有一個叫做敘利亞阿拉伯沙漠
[00:04:01.040 --> 00:04:06.480]  就是來到下面這裏的地方
[00:04:06.480 --> 00:04:10.400]  就是延至去到埃及
[00:04:10.400 --> 00:04:15.600]  在當時古代近東一個叫做肥沃的彎月
[00:04:15.600 --> 00:04:17.800]  新月沃土這裏的地方
[00:04:17.800 --> 00:04:20.320]  在今天這個新月沃土
[00:04:20.320 --> 00:04:23.800]  就是被不同的中東國家所瓜分了
[00:04:23.800 --> 00:04:27.840]  有科威特 伊拉克 敘利亞 黎巴嫩
[00:04:27.840 --> 00:04:30.960]  約旦 以色列和埃及這些國家
[00:04:30.960 --> 00:04:36.560]  籠統來說這個新月沃土可以分為三個地區
[00:04:36.560 --> 00:04:40.120]  那就是下一張圖了 麻煩你
[00:04:40.120 --> 00:04:42.640]  那三個地區就是包括
[00:04:42.640 --> 00:04:45.800]  米索不達米亞 有迦南
[00:04:45.800 --> 00:04:49.200]  還有埃及 這三個地方
[00:04:49.200 --> 00:04:54.120]  因著他們地理的天然環境
[00:04:54.120 --> 00:04:58.720]  都有不同的生存空間
[00:04:58.720 --> 00:05:02.120]  包括水土 地質
[00:05:02.120 --> 00:05:05.320]  就是有沒有平地 山地等等
[00:05:05.320 --> 00:05:10.000]  和之後上帝叫那十二個探子進去看的
[00:05:10.000 --> 00:05:12.360]  是很類似的
[00:05:12.360 --> 00:05:15.720]  首先米索不達米亞大家會見到
[00:05:15.720 --> 00:05:18.400]  就是在兩條大河
[00:05:18.400 --> 00:05:20.800]  就是叫什麼河呢 讓我看看
[00:05:20.800 --> 00:05:24.960]  就是叫做又法拉底和底格里斯河
[00:05:24.960 --> 00:05:26.920]  因為每年都氾濫
[00:05:26.920 --> 00:05:29.240]  所以中間這一塊的地方
[00:05:29.240 --> 00:05:33.600]  是很肥沃的土地給人耕作的
[00:05:33.600 --> 00:05:36.000]  方便挖河溝耕種
[00:05:36.000 --> 00:05:42.200]  所以引發一個很繁茂的
[00:05:42.200 --> 00:05:46.080]  由河流引至的農業和捕魚業
[00:05:46.080 --> 00:05:47.960]  運輸都是靠這兩條河
[00:05:47.960 --> 00:05:54.200]  就是水路交通運一些物資去到不同的地方
[00:05:54.200 --> 00:05:58.680]  所以是一個魚米之鄉 一個安樂窩
[00:05:58.680 --> 00:06:02.200]  也是一個遠古國家的發源地
[00:06:02.200 --> 00:06:07.040]  因為這麼繁茂的一些物資
[00:06:07.040 --> 00:06:11.080]  另外就看一下埃及這一帶的地方
[00:06:11.080 --> 00:06:12.560]  剛才都看到了
[00:06:12.560 --> 00:06:17.520]  埃及擁有世界上最長的河流就是尼羅河
[00:06:17.520 --> 00:06:19.000]  也都同樣類似的
[00:06:19.000 --> 00:06:22.560]  就是因為這條河流而引發河岸兩邊的
[00:06:22.560 --> 00:06:25.720]  農業 畜牧等等
[00:06:25.720 --> 00:06:27.960]  以及水利運輸的發達
[00:06:27.960 --> 00:06:30.760]  所以也都在當中來到去
[00:06:30.760 --> 00:06:33.120]  引用出一個高度的文明
[00:06:33.120 --> 00:06:37.320]  讓埃及雄霸在當時的古代世界
[00:06:37.320 --> 00:06:40.720]  相對之下 迦南地都是這個彎月延伸的
[00:06:40.720 --> 00:06:44.040]  一個中間的一部份
[00:06:44.040 --> 00:06:48.880]  在中間的部份相對就沒有這些優勢了
[00:06:48.880 --> 00:06:50.800]  如果大家再看地圖
[00:06:50.800 --> 00:06:53.080]  迦南地沒有大的河流
[00:06:53.080 --> 00:06:55.960]  最有名的那條河就叫做約旦河
[00:06:55.960 --> 00:07:00.360]  本身約旦河就是一條較為狹小
[00:07:00.360 --> 00:07:04.080]  相對又法拉底 底加利斯和尼羅河
[00:07:04.080 --> 00:07:06.240]  是一條小河
[00:07:06.240 --> 00:07:08.680]  就是一條比較小的河流
[00:07:08.680 --> 00:07:11.400]  源頭就是在黑門的山腳
[00:07:11.400 --> 00:07:14.320]  流入加利利海之後
[00:07:14.320 --> 00:07:15.880]  再經過約旦河谷
[00:07:15.880 --> 00:07:18.040]  最後就是流入死海
[00:07:18.040 --> 00:07:22.400]  中間有三個圈 在聖經地圖時常都見到
[00:07:22.400 --> 00:07:25.080]  在海拔不斷下降
[00:07:25.080 --> 00:07:30.200]  跌至423米
[00:07:30.200 --> 00:07:32.680]  去到死海這個地方
[00:07:32.680 --> 00:07:36.880]  所以大家會見到相對之下
[00:07:36.880 --> 00:07:40.440]  迦南是較為貧瘠
[00:07:40.440 --> 00:07:43.440]  在一個先天不足的情況之下
[00:07:43.440 --> 00:07:45.680]  土壤肥沃的程度
[00:07:45.680 --> 00:07:50.280]  是不夠米索不達米亞和埃及
[00:07:50.280 --> 00:07:53.560]  是不多有利於耕種
[00:07:53.560 --> 00:07:56.240]  你說河溝條這麼小
[00:07:56.240 --> 00:07:59.720]  相對來說都不是太好
[00:07:59.720 --> 00:08:04.520]  迦南地沒有一些大型的河流
[00:08:04.520 --> 00:08:08.680]  它的雨水或者水量
[00:08:08.680 --> 00:08:14.120]  完全是靠一個來自天然的雨水來供應
[00:08:14.120 --> 00:08:17.360]  它的雨季是由9月尾至10月開始
[00:08:17.360 --> 00:08:20.440]  然後去到4月之間
[00:08:20.440 --> 00:08:25.640]  看上去好像雨季的時間都相當長
[00:08:25.640 --> 00:08:27.160]  但問題是
[00:08:27.160 --> 00:08:30.120]  迦南地的雨水是
[00:08:30.120 --> 00:08:32.320]  你不知道它何時會下的
[00:08:32.320 --> 00:08:33.920]  就是它那個所謂的雨季
[00:08:33.920 --> 00:08:37.200]  所以每年的降雨量都不一樣
[00:08:37.200 --> 00:08:40.480]  迦南地的人民
[00:08:40.480 --> 00:08:44.960]  可以這麼說 由第一件事 地勢 雨量開始
[00:08:44.960 --> 00:08:48.240]  他們都是要聽天由命
[00:08:48.240 --> 00:08:50.960]  他們真的要很靠天
[00:08:50.960 --> 00:08:54.040]  所以地理來說
[00:08:54.040 --> 00:08:55.400]  一些這樣的環境之下
[00:08:55.400 --> 00:08:59.360]  迦南地也不是建立一個
[00:08:59.360 --> 00:09:02.200]  大國的一個合適的地方
[00:09:02.200 --> 00:09:03.400]  所以在歷史上面
[00:09:03.400 --> 00:09:08.080]  迦南地都不是一些大邦大國
[00:09:08.080 --> 00:09:10.200]  在那裏只是一些小城邦
[00:09:10.200 --> 00:09:15.680]  就是一些不同的城邦在那裏發展
[00:09:15.680 --> 00:09:17.360]  所以後來大家會見到
[00:09:17.360 --> 00:09:18.560]  進入迦南的時候
[00:09:18.560 --> 00:09:21.520]  是要打迦南七族 是不是
[00:09:21.520 --> 00:09:23.440]  在當中
[00:09:23.440 --> 00:09:28.440]  也都在這些環境的底下
[00:09:28.440 --> 00:09:33.080]  天然的資源比較缺乏
[00:09:33.080 --> 00:09:37.960]  所以在這些的情況底下
[00:09:37.960 --> 00:09:40.920]  有些什麼優勢在當中
[00:09:40.920 --> 00:09:43.720]  來讓他們不思想
[00:09:43.720 --> 00:09:47.680]  來思想到不如回埃及吧
[00:09:47.680 --> 00:09:50.960]  那裏起碼有東西吃 有東西種
[00:09:50.960 --> 00:09:57.360]  或者是兩餐不會太憂迷
[00:09:57.360 --> 00:10:02.760]  但是當我們這樣去看的時候
[00:10:02.760 --> 00:10:06.680]  會不會如果單從天然資源
[00:10:06.680 --> 00:10:08.360]  來去看
[00:10:08.360 --> 00:10:11.160]  是 迦南可能是最短缺的
[00:10:11.160 --> 00:10:13.680]  就是那一帶的地方
[00:10:13.680 --> 00:10:19.280]  但是迦南最重要
[00:10:19.280 --> 00:10:21.840]  就是進迦南最重要的功課
[00:10:21.840 --> 00:10:26.320]  可能上帝不只是叫我們
[00:10:26.320 --> 00:10:30.600]  單單去看這些天然資源足不足夠
[00:10:30.600 --> 00:10:33.280]  就聖經自己本身
[00:10:33.280 --> 00:10:37.640]  藉著在《新永記》摩西所說的話
[00:10:37.640 --> 00:10:39.120]  都印證了這件事
[00:10:39.120 --> 00:10:42.680]  迦南地相對來說
[00:10:42.680 --> 00:10:47.960]  其實不是這麼豐富
[00:10:47.960 --> 00:10:49.520]  但是它豐富的地方
[00:10:49.520 --> 00:10:54.280]  卻是表現在上帝及時的供應
[00:10:54.280 --> 00:10:55.160]  我讀給大家聽
[00:10:55.160 --> 00:10:58.680]  在《新永記》第十一章第十二節
[00:10:58.680 --> 00:11:00.000]  正如摩西所說
[00:11:00.000 --> 00:11:03.480]  「這是耶和華你神所眷顧的
[00:11:03.480 --> 00:11:04.760]  從歲首到年終
[00:11:04.760 --> 00:11:06.960]  耶和華你神的眼目慈祥
[00:11:06.960 --> 00:11:09.160]  看顧那地」
[00:11:09.160 --> 00:11:11.080]  接著在第十四節
[00:11:11.080 --> 00:11:14.560]  「如果神的子民謹守信服神的話
[00:11:14.560 --> 00:11:19.640]  神必按時降秋雨春雨
[00:11:19.640 --> 00:11:21.320]  在你們的地上
[00:11:21.320 --> 00:11:24.120]  使你們可以收藏五穀
[00:11:24.120 --> 00:11:25.560]  生走和尤
[00:11:25.560 --> 00:11:27.960]  也必使你們吃得飽足
[00:11:27.960 --> 00:11:33.200]  並使田野為你的畜牧長草」
