
[00:00:00.000 --> 00:00:01.700]  近幾個月來
[00:00:01.700 --> 00:00:08.820]  大家是否每個星期都在網上崇拜呢?
[00:00:08.820 --> 00:00:12.940]  大家是否很嚮往實體崇拜呢?
[00:00:12.940 --> 00:00:19.500]  省長說如果我們打兩針的人數達到70%的時候
[00:00:19.500 --> 00:00:21.340]  他會有些特別的安排
[00:00:21.340 --> 00:00:26.220]  可能會開放給我們更多人來崇拜
[00:00:26.220 --> 00:00:28.620]  今天我們所讀的這段經文
[00:00:28.620 --> 00:00:32.300]  詩人其實跟我們的心情差不多
[00:00:32.300 --> 00:00:37.980]  因為他很久沒有回到聖殿來崇拜了
[00:00:37.980 --> 00:00:40.620]  他很嚮往神的同在
[00:00:40.620 --> 00:00:44.260]  今天他要告訴我們他的心聲是怎樣
[00:00:44.260 --> 00:00:49.740]  現在讓我們來看看他所說的是甚麼
[00:00:49.740 --> 00:00:53.260]  首先我們看看這首詩的背景
[00:00:53.260 --> 00:00:57.860]  我們都知道詩篇一共有五卷
[00:00:57.860 --> 00:01:02.860]  是代表大衛的五個王朝的階段
[00:01:02.860 --> 00:01:07.260]  而從五卷詩歌的結構來看
[00:01:07.260 --> 00:01:10.100]  第一第二多數是大衛的詩
[00:01:10.100 --> 00:01:11.900]  是屬於哀歌
[00:01:11.900 --> 00:01:16.300]  是代表王朝是從盛而衰落的
[00:01:16.300 --> 00:01:19.980]  而第四第五卷多數是讚美的詩歌
[00:01:19.980 --> 00:01:24.180]  是代表義和華仍然作王
[00:01:24.180 --> 00:01:33.980]  他們對尼賽亞仍然保住盼望
[00:01:33.980 --> 00:01:43.980]  而第三卷剛好是銜接前後各卷的作用
[00:01:43.980 --> 00:01:49.060]  從這裏可以看到大衛的詩只有一首
[00:01:49.060 --> 00:01:51.740]  其他都是利未人的詩
[00:01:51.740 --> 00:01:58.340]  例如阿薩、可拉、希曼和以譚等人的詩
[00:01:58.340 --> 00:02:00.220]  是反映出在這時候
[00:02:00.220 --> 00:02:06.380]  以色列人他們正陷於一個掙扎和反省的狀態
[00:02:06.380 --> 00:02:10.020]  以色列人對神的公義和慈愛
[00:02:10.020 --> 00:02:14.380]  其實是慢慢有更加深刻的認識
[00:02:14.380 --> 00:02:16.180]  他們明白納約的神
[00:02:16.180 --> 00:02:19.380]  和子民之間的獨特關係
[00:02:19.380 --> 00:02:21.940]  以致在這卷詩歌裏面
[00:02:21.940 --> 00:02:29.140]  他們對神充滿信心和盼望
[00:02:29.140 --> 00:02:30.980]  而第四卷就是84卷
[00:02:30.980 --> 00:02:34.860]  剛好是在這卷裏面
[00:02:34.860 --> 00:02:37.180]  從這個標題可以看到
[00:02:37.180 --> 00:02:40.100]  它是屬於一個可拉後裔的詩
[00:02:40.100 --> 00:02:44.860]  教與靈長用迦特樂器等等這些字
[00:02:44.860 --> 00:02:47.260]  可拉到底是甚麼人呢?
[00:02:47.260 --> 00:02:50.020]  原來他也是屬於利未之派
[00:02:50.020 --> 00:02:53.500]  是與摩西同輩兄弟
[00:02:53.500 --> 00:02:57.740]  因為曾經挑戰摩西和亞倫的領導地位
[00:02:57.740 --> 00:03:00.460]  結果被神所擊殺
[00:03:00.460 --> 00:03:03.380]  而利未人為了知道是神
[00:03:03.380 --> 00:03:07.140]  只派他們在聖殿裏面供職
[00:03:07.140 --> 00:03:12.140]  他們每年按著各種不同的班次來侍奉神
[00:03:12.140 --> 00:03:14.460]  當進入迦南地之後
[00:03:14.460 --> 00:03:16.740]  他們沒有侍奉的日子
[00:03:16.740 --> 00:03:23.100]  他們都會在所屬的城邑裏靠耕種自給自足
[00:03:23.100 --> 00:03:26.180]  作者說他們是可拉的後裔
[00:03:26.180 --> 00:03:32.380]  可能是一些聖殿的師班成員
[00:03:32.380 --> 00:03:34.220]  除了他們在聖殿
[00:03:34.220 --> 00:03:38.300]  扮演著各種崇拜的角色之外
[00:03:38.300 --> 00:03:40.060]  例如唱詩
[00:03:40.060 --> 00:03:45.940]  他們平時還要在聖殿裏面做守門
[00:03:45.940 --> 00:03:50.540]  以及製作陳設餅
[00:03:50.540 --> 00:03:54.140]  這首詩是一首求告的詩
[00:03:54.140 --> 00:03:58.340]  作者當時的處境有兩種說法
[00:03:58.340 --> 00:04:02.220]  第一個是因為亞述王西拿基納
[00:04:02.220 --> 00:04:04.340]  攻打耶路撒冷
[00:04:04.340 --> 00:04:09.860]  而作者不能回到聖殿裏面侍奉
[00:04:09.860 --> 00:04:14.660]  另一個說法是利未人已經被擄了
[00:04:14.660 --> 00:04:17.180]  他現在只是流亡在外
[00:04:17.180 --> 00:04:19.740]  但從內容裏面
[00:04:19.740 --> 00:04:23.340]  你會發覺他也是為王祈禱的時候
[00:04:23.340 --> 00:04:28.100]  這首詩歌極可能是被擄之前的作品
[00:04:28.100 --> 00:04:30.620]  這首詩有三個特點
[00:04:30.620 --> 00:04:34.260]  我們先來看一看
[00:04:34.260 --> 00:04:37.100]  第一點是說到神的名
[00:04:37.100 --> 00:04:39.740]  在短短十二節的經文裏
[00:04:39.740 --> 00:04:42.900]  作者用了十六個不同的神的名字
[00:04:42.900 --> 00:04:44.660]  來講述
[00:04:44.660 --> 00:04:48.780]  除了第四至第六節沒有神的名字外
[00:04:48.780 --> 00:04:57.820]  其他每一節都有一個至多個神的名字
[00:04:57.820 --> 00:05:01.940]  首先是說到萬君之耶和華
[00:05:01.940 --> 00:05:04.180]  神是天君的統帥
[00:05:04.180 --> 00:05:06.860]  統管宇宙是滿有能力
[00:05:06.860 --> 00:05:10.540]  在這裏出現了四次
[00:05:10.540 --> 00:05:14.020]  更加有單獨的耶和華
[00:05:14.020 --> 00:05:19.860]  耶和華這個名字是以色列與以色列納約的神
[00:05:19.860 --> 00:05:23.540]  與子民有親密的關係
[00:05:23.540 --> 00:05:26.860]  在這裏更加出現了七次
[00:05:26.860 --> 00:05:30.300]  其他還有單數的神
[00:05:30.300 --> 00:05:31.500]  眾數的神
[00:05:31.500 --> 00:05:33.100]  Elohim
[00:05:33.100 --> 00:05:35.460]  大家會以為神不是只有一個嗎?
[00:05:35.460 --> 00:05:38.020]  為何會有眾數?
[00:05:38.020 --> 00:05:43.900]  眾數代表崇高和尊貴
[00:05:43.900 --> 00:05:45.860]  更加有至尊的神
[00:05:45.860 --> 00:05:47.780]  這是嚴宗版的翻譯
[00:05:47.780 --> 00:05:49.860]  其他還有永生的神
[00:05:49.860 --> 00:05:51.780]  即是神是自有永有
[00:05:51.780 --> 00:05:55.020]  是賜生命的神
[00:05:55.020 --> 00:06:03.620]  其他還有用王、亞國的神、日頭和盾牌來代表
[00:06:03.620 --> 00:06:08.140]  在《耶利米蘇第十章》第十節裏
[00:06:08.140 --> 00:06:10.020]  更加將神的名字串在一起
[00:06:10.020 --> 00:06:15.220]  「唯有祢是真神,是永生的神,是永恆的君王」
[00:06:15.220 --> 00:06:21.140]  大家看到這些都是代表神的名稱
[00:06:21.140 --> 00:06:23.820]  所以在這裏可以看到
[00:06:23.820 --> 00:06:26.300]  詩人用這麼多神的名字
[00:06:26.300 --> 00:06:28.100]  其實他對神的名字
[00:06:28.100 --> 00:06:32.380]  即是神背後所代表的屬性
[00:06:32.380 --> 00:06:38.340]  是非常認識和更有經歷
[00:06:38.340 --> 00:06:43.340]  第二點是神的「家」
[00:06:43.340 --> 00:06:46.020]  《頂周詩》裏面一共有八節
[00:06:46.020 --> 00:06:56.060]  都是講述「家」和祂有關的名稱
[00:06:56.060 --> 00:06:58.860]  首先是講述房屋和電
[00:06:58.860 --> 00:07:02.220]  在希伯來文其實是同一個字
[00:07:02.220 --> 00:07:04.060]  然後有關於錫安
[00:07:04.060 --> 00:07:07.860]  大家都知道錫安是聖殿的所在地
[00:07:07.860 --> 00:07:10.740]  然後就是回末
[00:07:10.740 --> 00:07:12.940]  回末其實是聖殿的前身
[00:07:12.940 --> 00:07:17.100]  Tabernacle其實是指帳篷
[00:07:17.100 --> 00:07:19.900]  然後當然有錫安大道、流淚谷
[00:07:19.900 --> 00:07:25.740]  這些地方都是朝聖的人所必經的地方
[00:07:25.740 --> 00:07:28.460]  因為以色列人是以約桂、維耶華
[00:07:28.460 --> 00:07:31.220]  和他們同在的象徵
[00:07:31.220 --> 00:07:35.020]  大衛更是將約桂搬回耶路撒冷
[00:07:35.020 --> 00:07:37.540]  後來他的兒子所羅門
[00:07:37.540 --> 00:07:40.980]  更是從錫安山上建造聖殿
[00:07:40.980 --> 00:07:42.780]  來安放約桂
[00:07:42.780 --> 00:07:45.340]  所以耶華同在
[00:07:45.340 --> 00:07:55.100]  等於與約桂、聖殿和錫安山掛勾
[00:07:55.100 --> 00:07:57.660]  第三點是有關「有福」
[00:07:57.660 --> 00:08:01.620]  「有福」翻譯成為「快樂」
[00:08:01.620 --> 00:08:05.660]  「有福」在此出現了三次
[00:08:05.660 --> 00:08:10.180]  三次「有福」在同一詩篇中出現
[00:08:10.180 --> 00:08:12.020]  只有這一首
[00:08:12.020 --> 00:08:16.220]  大家是否記得詩篇第一篇
[00:08:16.220 --> 00:08:17.060]  「有福」的人
[00:08:17.060 --> 00:08:18.420]  即是快樂的人
[00:08:18.420 --> 00:08:21.500]  就是信服神的訓誨的人
[00:08:21.500 --> 00:08:24.660]  在此作者更告訴我們
[00:08:24.660 --> 00:08:29.260]  與神同在才是何等「有福」
[00:08:29.260 --> 00:08:35.260]  這就是詩人要告訴我們的心聲
[00:08:35.260 --> 00:08:37.980]  所以整篇詩其實是環繞著
