
[00:00:00.000 --> 00:00:03.540]  好 那麼今天要講的經文就是
[00:00:03.540 --> 00:00:06.140]  剛才大家讀過的《彈耳理書》
[00:00:06.140 --> 00:00:09.500]  是三章的 全章三章
[00:00:09.500 --> 00:00:12.000]  不過大家讀經文的時候
[00:00:12.000 --> 00:00:13.840]  如果讀三章全章的話
[00:00:13.840 --> 00:00:15.000]  可能就會太長
[00:00:15.000 --> 00:00:17.540]  那我就將中間的部分剪掉
[00:00:17.540 --> 00:00:21.540]  我們大家剛才就是讀了三章的中間部分
[00:00:21.540 --> 00:00:25.140]  其實整章三章的內容講什麼呢
[00:00:25.140 --> 00:00:26.800]  就是講一件事件
[00:00:26.800 --> 00:00:31.300]  剛才大家讀的時候應該也能理解到一點
[00:00:31.300 --> 00:00:33.460]  這件事件也挺特別的
[00:00:33.460 --> 00:00:36.100]  有一件神蹟發生了在當中
[00:00:36.100 --> 00:00:44.500]  我很想我們先從一套卡通去看一看
[00:00:44.500 --> 00:00:48.960]  讓大家對三章的內容更加深刻印象
[00:00:48.960 --> 00:00:50.600]  我們可以播片了
[00:00:50.600 --> 00:00:53.860]  三分多鐘的
[00:00:53.860 --> 00:00:55.300]  《熾熱的火爐》
[00:00:56.800 --> 00:00:58.860]  曾經有三個猶太人
[00:00:58.860 --> 00:01:03.400]  沙德拉 米薩 和阿伯利哥
[00:01:03.400 --> 00:01:06.200]  他們小時候被帶到以色列
[00:01:06.200 --> 00:01:09.740]  住在一個叫做巴比倫的地方
[00:01:09.740 --> 00:01:13.440]  當時巴比倫國王是尼布加里薩
[00:01:13.440 --> 00:01:15.940]  That's it! Almost there!
[00:01:15.940 --> 00:01:19.700]  他做了一個高九十英尺的金雕像
[00:01:19.700 --> 00:01:21.940]  國王傳達了一個命令
[00:01:21.940 --> 00:01:25.760]  要求所有人向他的雕像跪拜
[00:01:25.760 --> 00:01:28.960]  當所有人聚集的時候
[00:01:28.960 --> 00:01:32.160]  就宣佈各個種族 國家
[00:01:32.160 --> 00:01:34.100]  不同語言的人
[00:01:34.100 --> 00:01:37.500]  當聽到樂器響起的時候
[00:01:37.500 --> 00:01:42.900]  就要向尼布加里薩王的雕像跪拜
[00:01:42.900 --> 00:01:44.900]  如果有人不遵從
[00:01:44.900 --> 00:01:47.700]  就會將他扔進火爐
[00:01:47.700 --> 00:01:48.600]  因為這樣
[00:01:48.600 --> 00:01:51.100]  當大家聽到樂器響起的時候
[00:01:51.100 --> 00:01:53.800]  就要趴在地上跪拜
[00:01:53.800 --> 00:01:57.700]  只有沙德拉 米薩 和阿伯利哥沒有這樣做
[00:01:57.700 --> 00:01:59.700]  因為他們是猶太人
[00:01:59.700 --> 00:02:02.200]  只會敬拜真正的上帝
[00:02:02.200 --> 00:02:12.200]  有幾個巴比倫的學者就去見國王
[00:02:12.200 --> 00:02:14.800]  指責沙德拉 米薩 和阿伯利哥
[00:02:14.800 --> 00:02:17.300]  拒絕向雕像跪拜
[00:02:17.300 --> 00:02:18.200]  What?
[00:02:18.200 --> 00:02:20.300]  國王聽到很生氣
[00:02:20.300 --> 00:02:23.400]  他責問沙德拉 米薩 和阿伯利哥
[00:02:23.400 --> 00:02:27.300]  是否不肯向雕像跪拜
[00:02:27.300 --> 00:02:30.500]  國王說給他們最後一次機會
[00:02:30.500 --> 00:02:32.200]  如果還不肯跪拜
[00:02:32.200 --> 00:02:35.100]  就會將他們扔進火爐
[00:02:35.100 --> 00:02:38.300]  沙德拉 米薩 和阿伯利哥就說
[00:02:38.300 --> 00:02:41.900]  他們不需要向國王解釋
[00:02:41.900 --> 00:02:46.100]  如果我們被扔進熾熱的火爐
[00:02:46.100 --> 00:02:49.300]  我們所服侍的上帝會拯救我們
[00:02:49.300 --> 00:02:52.500]  他會將我們從國王的手上拯救過來
[00:02:52.500 --> 00:02:54.500]  國王 我想告訴你
[00:02:54.500 --> 00:02:56.500]  就算上帝沒有救我們
[00:02:56.500 --> 00:02:59.100]  我們都不會服侍你的神
[00:02:59.100 --> 00:03:03.700]  我們將永遠不會敬拜你的金雕像
[00:03:03.700 --> 00:03:06.300]  國王非常憤怒
[00:03:06.300 --> 00:03:11.400]  他命令將火爐加熱到平時的七倍
[00:03:11.400 --> 00:03:16.000]  然後他下令綁住他們三個人
[00:03:16.000 --> 00:03:18.500]  扔他們進火裡
[00:03:18.500 --> 00:03:20.400]  火燒得很猛烈
[00:03:20.400 --> 00:03:23.700]  甚至燒死扔他們進火爐的士兵
[00:03:23.700 --> 00:03:26.200]  沙德拉 米薩 和阿伯利哥
[00:03:26.200 --> 00:03:28.000]  就被扔進火爐裡
[00:03:28.000 --> 00:03:30.100]  國王突然跳起來
[00:03:30.100 --> 00:03:31.600]  他對盟士說
[00:03:31.600 --> 00:03:33.800]  我們不是綁住這三個人
[00:03:33.800 --> 00:03:35.900]  扔他們進火爐嗎
[00:03:35.900 --> 00:03:37.200]  盟士贊同
[00:03:37.200 --> 00:03:37.900]  Yes
[00:03:37.900 --> 00:03:38.900]  但是國王說
[00:03:38.900 --> 00:03:42.800]  看看 我看到四個人在火旁邊安然無恙
[00:03:42.800 --> 00:03:46.000]  第四個 看起來好像是神
[00:03:46.000 --> 00:03:49.900]  然後國王對沙德拉 米薩 和阿伯利哥大叫
[00:03:49.900 --> 00:03:52.400]  出來呀
[00:03:52.400 --> 00:03:56.000]  沙德拉 米薩 和阿伯利哥走出火爐
[00:03:56.000 --> 00:03:58.400]  大家看到大火沒有燒到他們
[00:03:58.400 --> 00:04:01.400]  甚至完全沒有燒焦的氣味
[00:04:01.400 --> 00:04:04.400]  然後尼布卡利薩王就頌讚那個
[00:04:04.400 --> 00:04:09.600]  從大火裡救出沙德拉 米薩 和阿伯利哥的上帝
[00:04:09.600 --> 00:04:11.900]  國王下達了新的命令
[00:04:11.900 --> 00:04:15.200]  凡對沙德拉 米薩 和阿伯利哥的神
[00:04:15.200 --> 00:04:17.100]  說任何壞話的人
[00:04:17.100 --> 00:04:19.800]  都將受到極大的懲罰
[00:04:19.800 --> 00:04:23.800]  然後 他在皇宮中 晉升了他們三個
[00:04:23.800 --> 00:04:27.700]  沙德拉 米薩 和阿伯利哥都信靠上帝
[00:04:27.700 --> 00:04:29.700]  他們寧願死都不會跪拜
[00:04:29.700 --> 00:04:32.400]  上帝以外的其他神
[00:04:32.400 --> 00:04:37.900]  好
[00:04:37.900 --> 00:04:39.800]  我們看完這段片
[00:04:39.800 --> 00:04:45.600]  應該對三章的內容很熟悉
[00:04:45.600 --> 00:04:48.400]  很牢牢地記住
[00:04:48.400 --> 00:04:52.800]  其實我很想從第三章的結構裡面
[00:04:52.800 --> 00:04:58.000]  講出一個作者很想表達的一個重點
[00:04:58.000 --> 00:05:01.400]  首先在一開始的時候
[00:05:01.400 --> 00:05:05.300]  這裡就說尼布卡利薩王
[00:05:05.300 --> 00:05:07.500]  就是在巴比倫的一個王
[00:05:07.500 --> 00:05:08.600]  他就將
[00:05:08.600 --> 00:05:11.100]  他的背景就是
[00:05:11.100 --> 00:05:12.600]  達爾利的背景就是
[00:05:12.600 --> 00:05:15.700]  當時猶太人被擄到巴比倫
[00:05:15.700 --> 00:05:18.900]  首先被擄的那一批
[00:05:18.900 --> 00:05:21.700]  就是一些知識分子
[00:05:21.700 --> 00:05:24.200]  被擄到巴比倫
[00:05:24.200 --> 00:05:26.900]  第一第二章其實就講達爾利
[00:05:26.900 --> 00:05:28.400]  和他這三個朋友
[00:05:28.400 --> 00:05:32.700]  今天就講這三個朋友就是主角
[00:05:32.700 --> 00:05:35.200]  就是他們一開始的時候
[00:05:35.200 --> 00:05:36.900]  都仍然是
[00:05:36.900 --> 00:05:40.200]  在巴比倫一個拜別神的國家裡面
[00:05:40.200 --> 00:05:42.800]  他們仍然堅持不拜別神
[00:05:42.800 --> 00:05:46.400]  去到第三章這裡就是發生了
[00:05:46.400 --> 00:05:51.500]  他們三個朋友遇到一個很大的挑戰
[00:05:51.500 --> 00:05:56.600]  一開始就是說尼布卡利薩王要立一個像
[00:05:56.600 --> 00:06:02.300]  他這裡就很長很沉長地列出
[00:06:02.300 --> 00:06:06.200]  總督、陰差、巡撫、怨施、攀施、謀事、法官
[00:06:06.200 --> 00:06:08.200]  以及各省的官員都召來了
[00:06:08.200 --> 00:06:11.000]  為什麼要這麼沉長地去說呢
[00:06:11.000 --> 00:06:13.300]  為了表達一件事
[00:06:13.300 --> 00:06:15.700]  就是很大陣仗
[00:06:15.700 --> 00:06:19.600]  就是國王要立的這個像
[00:06:19.600 --> 00:06:23.500]  是一件全國轟動的一件事
[00:06:23.500 --> 00:06:27.200]  所以這個就是一開始就是說
[00:06:27.200 --> 00:06:29.900]  尼布卡利薩王他去高舉
[00:06:29.900 --> 00:06:33.700]  他自己所要立的那個金像
[00:06:33.700 --> 00:06:39.800]  這個就是他要全國人都要去拜的一個偶像
[00:06:39.800 --> 00:06:45.300]  而之後就說當時也都
[00:06:45.300 --> 00:06:47.600]  於是有那些人就來了
[00:06:47.600 --> 00:06:53.400]  所有的官員就來了去觀禮
[00:06:53.400 --> 00:06:56.000]  去觀這個開光之禮
[00:06:56.000 --> 00:07:01.200]  這裡就是在說尼布卡利薩
[00:07:01.200 --> 00:07:05.600]  他手下的官員一起去見證著
[00:07:05.600 --> 00:07:11.100]  尼布卡利薩王所要去高舉的這個偶像
[00:07:11.100 --> 00:07:16.000]  然後到這一部份就是王很生氣
[00:07:16.000 --> 00:07:18.700]  就是剛才我們看的那段片就是
[00:07:18.700 --> 00:07:20.200]  為什麼他很生氣
[00:07:20.200 --> 00:07:22.500]  就是因為沙德拉、米薩、阿伯尼哥
[00:07:22.500 --> 00:07:24.500]  就是達爾里的那三個朋友
[00:07:24.500 --> 00:07:28.900]  他們是很堅持相信耶和華真神
[00:07:28.900 --> 00:07:33.200]  所以他們就算是一個全國的命令
[00:07:33.200 --> 00:07:35.900]  就是已經公開了頒布的一個命令
[00:07:35.900 --> 00:07:38.700]  就是當聽到有樂器響的時候
[00:07:38.700 --> 00:07:41.700]  全國的人都要向這個偶像去跪拜
[00:07:41.700 --> 00:07:43.300]  但是他們三個呢
[00:07:43.300 --> 00:07:46.500]  這裡沒有說達爾里
[00:07:46.500 --> 00:07:48.100]  不過我們相信呢
[00:07:48.100 --> 00:07:49.900]  縱使達爾里在當中
[00:07:49.900 --> 00:07:51.900]  達爾里都是同樣地
[00:07:51.900 --> 00:07:55.600]  都是不會去跪拜偶像的
[00:07:55.600 --> 00:07:57.100]  那這裡就是在說
[00:07:57.100 --> 00:08:00.700]  當他們不聽王的命令、王的指令
[00:08:00.700 --> 00:08:05.700]  這裡就是紀錄王尼布卡利薩王他很生氣
[00:08:05.700 --> 00:08:09.300]  然後接著就有一段
[00:08:09.300 --> 00:08:12.900]  在三章裡面唯一一段
[00:08:12.900 --> 00:08:16.300]  三個朋友沙德拉、米薩、阿伯尼哥
[00:08:16.300 --> 00:08:18.500]  他們說的說話
[00:08:18.500 --> 00:08:23.100]  而這裡就是他們唯一的一段說話
[00:08:23.100 --> 00:08:27.600]  接著再下去就去到十九至二十三節
[00:08:27.600 --> 00:08:31.300]  就是我們看到尼布卡利薩王很生氣
[00:08:31.300 --> 00:08:35.600]  那就是說王很生氣
[00:08:35.600 --> 00:08:37.500]  獅派都是在說
[00:08:37.500 --> 00:08:39.900]  其實他跟獅是相對的
[00:08:39.900 --> 00:08:42.100]  就是在說都是王很生氣
[00:08:42.100 --> 00:08:45.400]  並且他這次要決定將三個朋友
[00:08:45.400 --> 00:08:47.500]  扔進火窯那裡
[00:08:47.500 --> 00:08:50.500]  然後去到廿四至到廿七節
[00:08:50.500 --> 00:08:55.500]  就是說他的官員
[00:08:55.500 --> 00:08:58.300]  一起來去見證一件事
[00:08:58.300 --> 00:09:03.200]  就是見證著三個朋友所敬拜的那個神
[00:09:03.200 --> 00:09:07.300]  他做了一件奇事在中間
[00:09:07.300 --> 00:09:09.600]  接著再下去到最後
[00:09:09.600 --> 00:09:12.300]  我們看到這裡我們剛才讀的
[00:09:12.300 --> 00:09:14.000]  在廿八節那裡
[00:09:14.000 --> 00:09:18.800]  就是說尼布卡利薩對沙德拉、米薩、阿伯尼哥說
[00:09:18.800 --> 00:09:24.800]  就說沙德拉、米薩、阿伯尼哥的王的神是應當稱重的
[00:09:24.800 --> 00:09:30.400]  就是在說跟第二A那裡是相對的
[00:09:30.400 --> 00:09:34.900]  A一開始尼布卡利薩王是要高舉自己的神
[00:09:34.900 --> 00:09:39.200]  但是在這裡到最後發生了整件事之後
[00:09:39.200 --> 00:09:43.500]  尼布卡利薩王他是稱重三個朋友的神
[00:09:43.500 --> 00:09:47.100]  我們看到這個就是一個線型的結構
[00:09:47.100 --> 00:09:52.400]  猶太人他們書寫的文章那個結構
[00:09:52.400 --> 00:09:56.300]  就跟我們有些不同的我們中國人寫的
[00:09:56.300 --> 00:09:59.300]  有隱然、內容、總結是吧
[00:09:59.300 --> 00:10:01.500]  有些起承轉合的
[00:10:01.500 --> 00:10:06.100]  但是猶太人他們寫的文章就是
[00:10:06.100 --> 00:10:10.500]  會是以一個線型的結構來去書寫的
[00:10:10.500 --> 00:10:15.000]  而線型結構我們也可以說是三文治結構
[00:10:15.000 --> 00:10:16.700]  我上次也有說
[00:10:16.700 --> 00:10:19.900]  三文治最重要的那一塊是什麼
[00:10:19.900 --> 00:10:21.400]  就是那個餡
[00:10:21.400 --> 00:10:23.500]  就是那個餡
[00:10:23.500 --> 00:10:26.900]  我今天這份 sandwich 是有什麼吃的
[00:10:26.900 --> 00:10:30.300]  究竟是 ham and cheese 還是吞拿魚是吧
[00:10:30.300 --> 00:10:35.100]  今天這個線型結構中間D這一部分
[00:10:35.100 --> 00:10:40.400]  原來就是作者很想表達的一個很重要的部分
[00:10:40.400 --> 00:10:44.400]  就是這三個朋友他們唯一的一段說話
[00:10:44.400 --> 00:10:48.100]  他們唯一的一段說話是什麼呢
[00:10:48.100 --> 00:10:52.200]  其實跟我們看這三張的內容
[00:10:52.200 --> 00:10:53.400]  有一點點不同的
[00:10:53.400 --> 00:10:54.900]  我們要調整一下自己
[00:10:54.900 --> 00:10:56.900]  因為當我們看的時候
[00:10:56.900 --> 00:10:59.900]  可能剛才大家看完那套短片
[00:10:59.900 --> 00:11:01.900]  最 catch 到你的是什麼
[00:11:01.900 --> 00:11:03.700]  最 catch 到你的就是
[00:11:03.700 --> 00:11:07.100]  嘩 神蹟發生了 是不是
[00:11:07.100 --> 00:11:08.500]  最 catch 到你的應該是
[00:11:08.500 --> 00:11:11.300]  嘩 為什麼可以丟他入火窯
[00:11:11.300 --> 00:11:12.700]  都不會燒死的
[00:11:12.700 --> 00:11:16.400]  嘩 神真的很厲害 有神蹟發生
[00:11:16.400 --> 00:11:20.800]  不過在這裡作者很想表達的是什麼呢
[00:11:20.800 --> 00:11:23.600]  原來就是 16 至 18 節
[00:11:23.600 --> 00:11:26.800]  三個朋友的唯一一段說話
[00:11:26.800 --> 00:11:29.300]  是作者很想表達的一樣東西
[00:11:29.300 --> 00:11:30.800]  我們一起來看看
[00:11:30.800 --> 00:11:33.500]  究竟這段說話說什麼
[00:11:33.500 --> 00:11:34.600]  這段說話說
[00:11:34.600 --> 00:11:38.300]  塞德拉米薩亞伯尼哥對王說
[00:11:38.300 --> 00:11:39.300]  尼布教尼撒亞
[00:11:39.300 --> 00:11:43.500]  這件事我們不會回答你的
[00:11:43.500 --> 00:11:44.900]  就算是這樣
[00:11:44.900 --> 00:11:46.700]  我們所侍奉的神
[00:11:46.700 --> 00:11:50.000]  都會將我們在火窯那裡救出來的
[00:11:50.000 --> 00:11:54.000]  王啊 祂一定會救我們脫離你的手
[00:11:54.000 --> 00:11:55.200]  即是說不言就是
[00:11:55.200 --> 00:11:56.800]  就算不是
[00:11:56.800 --> 00:12:00.800]  王 你當知道我們一定不會侍奉你的神
[00:12:00.800 --> 00:12:04.000]  也都不會敬拜你所立的像
[00:12:04.000 --> 00:12:07.000]  那我們看看在 16 節這裡說
[00:12:07.000 --> 00:12:08.600]  他們說這件事
[00:12:08.600 --> 00:12:10.500]  尼布教尼撒亞王問他們
[00:12:10.500 --> 00:12:13.700]  為什麼你當音樂響起的時候
[00:12:13.700 --> 00:12:14.900]  你不跪拜啊
[00:12:14.900 --> 00:12:18.900]  他說這件事我們一定不會回答你的
[00:12:18.900 --> 00:12:21.700]  為什麼他會不回答他呢
[00:12:21.700 --> 00:12:24.600]  是因為他們覺得
[00:12:24.600 --> 00:12:26.500]  我所做的事是
[00:12:26.500 --> 00:12:30.800]  其實你想想他們當刻害不害怕
[00:12:30.800 --> 00:12:32.400]  害怕的
[00:12:32.400 --> 00:12:35.500]  因為面對的是生死關頭
[00:12:35.500 --> 00:12:36.800]  還要面對的是
[00:12:36.800 --> 00:12:38.200]  王很生氣
[00:12:38.200 --> 00:12:40.100]  衝衝大怒
[00:12:40.100 --> 00:12:42.200]  面對一個這麼有權力的人
[00:12:42.200 --> 00:12:44.800]  在你面前衝衝大怒
[00:12:44.800 --> 00:12:46.400]  你一定會害怕的
[00:12:46.400 --> 00:12:48.800]  但是為什麼他們三個這麼有吉祥呢
[00:12:48.800 --> 00:12:50.700]  這麼有吉祥回答王說
[00:12:50.700 --> 00:12:53.200]  這件事我一定不會回答你的
[00:12:53.200 --> 00:12:55.400]  就是為什麼他說我一定不會回答你
[00:12:55.400 --> 00:12:58.000]  就是因為事實已經擺在眼前了
[00:12:58.000 --> 00:13:00.300]  我不需要為自己去狡辯
[00:13:00.300 --> 00:13:02.600]  我不需要說不是
[00:13:02.600 --> 00:13:05.000]  王 剛才我們只不過是聽不到
[00:13:05.000 --> 00:13:07.200]  即是如果我們要說的話
[00:13:07.200 --> 00:13:10.200]  可能我們就是有一些事要去狡辯
[00:13:10.200 --> 00:13:13.300]  但是他就說我們必不回答你
[00:13:13.300 --> 00:13:14.600]  的意思就是
[00:13:14.600 --> 00:13:15.900]  我很理直氣壯
[00:13:15.900 --> 00:13:17.800]  我知道自己在做什麼
[00:13:17.800 --> 00:13:20.400]  我就不跪拜你的神了
[00:13:20.400 --> 00:13:21.600]  事實已經擺在眼前了
[00:13:21.600 --> 00:13:23.200]  你不用再問我了
[00:13:23.200 --> 00:13:26.300]  這個就是他們的信心
[00:13:26.300 --> 00:13:28.400]  那個堅決的信心
[00:13:28.400 --> 00:13:32.800]  而這個信心就是
[00:13:32.800 --> 00:13:35.600]  就是他說即便如此
[00:13:35.600 --> 00:13:37.500]  即便如此是什麼意思呢
[00:13:37.500 --> 00:13:40.500]  就是說就算是這樣
[00:13:40.500 --> 00:13:43.400]  就算王你已經下了一個命令
[00:13:43.400 --> 00:13:49.000]  是如果我們不敬拜你所立的金像
[00:13:49.000 --> 00:13:51.600]  你會把我們扔進火窯
[00:13:51.600 --> 00:13:54.500]  但是我們相信
[00:13:54.500 --> 00:13:57.700]  我們所侍奉的神是會救我們
[00:13:57.700 --> 00:14:00.100]  他們有一個很大的信心
[00:14:00.100 --> 00:14:03.700]  相信神一定會救他們
[00:14:03.700 --> 00:14:05.600]  接著再下
[00:14:05.600 --> 00:14:08.500]  十八節他說即或不言
[00:14:08.500 --> 00:14:10.600]  就算沒有
[00:14:10.600 --> 00:14:15.300]  即是就算神沒有救我們
[00:14:15.300 --> 00:14:17.700]  沒有在火窯那裡救我們
[00:14:17.700 --> 00:14:19.900]  王你也當知道
[00:14:19.900 --> 00:14:23.300]  我們一定不會侍奉你的神
[00:14:23.300 --> 00:14:26.500]  這裡他們說的這段話
[00:14:26.500 --> 00:14:27.500]  各位弟兄姊妹
[00:14:27.500 --> 00:14:28.800]  我們要留意一件事
[00:14:28.800 --> 00:14:31.200]  那個時序
[00:14:31.200 --> 00:14:33.100]  這一段他們所說的話
[00:14:33.100 --> 00:14:35.300]  他說即或不言的時候
[00:14:35.300 --> 00:14:39.000]  其實是未被扔進火窯
[00:14:39.000 --> 00:14:41.600]  未被神拯救
[00:14:41.600 --> 00:14:44.700]  當他面對一個很大的困難
[00:14:44.700 --> 00:14:47.100]  一個困境在面前
[00:14:47.100 --> 00:14:52.300]  就是他知道他的性命將要沒有的時候
[00:14:52.300 --> 00:14:54.200]  他對神那個信心
[00:14:54.200 --> 00:14:57.500]  是一個即或不言的信心
[00:14:57.500 --> 00:15:01.600]  就是知道就算神
[00:15:01.600 --> 00:15:06.000]  不救我們離開這個火窯也好
[00:15:06.000 --> 00:15:11.600]  我仍然堅決不跪拜金像
[00:15:11.600 --> 00:15:16.300]  然後才到後續發生的事情
[00:15:16.300 --> 00:15:17.300]  弟兄姊妹
[00:15:17.300 --> 00:15:19.500]  這個即或不言的信心
[00:15:19.500 --> 00:15:21.500]  就是一個
[00:15:21.500 --> 00:15:22.400]  嘩
[00:15:22.400 --> 00:15:23.700]  很大的信心
[00:15:23.700 --> 00:15:25.600]  可能我們都會有
[00:15:25.600 --> 00:15:28.900]  好像沙特拉米薩亞伯尼哥的
[00:15:28.900 --> 00:15:31.100]  那個即便如此的信心
[00:15:31.100 --> 00:15:33.300]  當我們面對困難的時候
[00:15:33.300 --> 00:15:35.300]  我們可能都會想
