
[00:00:00.000 --> 00:00:02.000]  丁千惠平安
[00:00:02.000 --> 00:00:05.500]  我們雖然經歷了一段頗長的時間
[00:00:05.500 --> 00:00:07.500]  疫情的時間
[00:00:07.500 --> 00:00:12.000]  讓人都不容易相聚
[00:00:12.000 --> 00:00:14.500]  但是今天我們都是感恩
[00:00:14.500 --> 00:00:16.500]  特別在全世界很多地方
[00:00:16.500 --> 00:00:18.500]  加拿大都漸漸的開朗了
[00:00:18.500 --> 00:00:21.500]  我們現在都可以有實體的經歷
[00:00:21.500 --> 00:00:24.500]  讓主在我們當中繼續帶領我們
[00:00:24.500 --> 00:00:27.000]  賜給我們有祂的平安
[00:00:27.000 --> 00:00:31.500]  信息之前我們再一次同心禱告
[00:00:31.500 --> 00:00:35.000]  愛我們的天父
[00:00:35.000 --> 00:00:37.000]  我們感謝、讚美祢
[00:00:37.000 --> 00:00:39.000]  多謝祢一直的看顧我們
[00:00:39.000 --> 00:00:41.000]  祢時時的看顧
[00:00:41.000 --> 00:00:42.500]  處處的保守
[00:00:42.500 --> 00:00:46.000]  讓我們的心靈在祢裡面得著平安
[00:00:46.000 --> 00:00:48.000]  求主親自的私恩義敏
[00:00:48.000 --> 00:00:50.000]  帶領我們今天的時間
[00:00:50.000 --> 00:00:53.000]  讓我們如果心靈裡面有重擔
[00:00:53.000 --> 00:00:54.000]  我們身體有軟弱
[00:00:54.000 --> 00:00:58.000]  求主的恩守帶領、醫治、撫摸我們
[00:00:58.000 --> 00:01:01.000]  又好讓我們能夠靠著祢重新得力
[00:01:01.000 --> 00:01:03.000]  好叫我們每一天在地上
[00:01:03.000 --> 00:01:06.500]  就能夠靠著主耶穌基督打那美好的仗
[00:01:06.500 --> 00:01:08.500]  讓主祢引領我們每一個人
[00:01:08.500 --> 00:01:10.000]  又帶領我們的家人
[00:01:10.000 --> 00:01:13.500]  又保守我們所認識的每一個弟姐妹
[00:01:13.500 --> 00:01:17.000]  讓主帶領他們能夠同感一力的
[00:01:17.000 --> 00:01:18.500]  能夠去敬拜祢
[00:01:18.500 --> 00:01:20.000]  在地上去見證祢
[00:01:20.000 --> 00:01:22.500]  又讓我們今天一同的聚集
[00:01:22.500 --> 00:01:24.500]  都能夠榮耀主的名
[00:01:24.500 --> 00:01:26.500]  讓主引領我們每一個
[00:01:26.500 --> 00:01:28.500]  好叫我們的心靈歸零
[00:01:28.500 --> 00:01:30.500]  求主帶領我們今天的時間
[00:01:30.500 --> 00:01:32.500]  我們同心的祈禱
[00:01:32.500 --> 00:01:34.500]  奉靠主耶穌基督
[00:01:34.500 --> 00:01:36.000]  得聖的名靠
[00:01:36.000 --> 00:01:40.500]  這個感恩節
[00:01:40.500 --> 00:01:43.500]  我們相信在我們加拿大
[00:01:43.500 --> 00:01:45.500]  也有一段很長的日子
[00:01:45.500 --> 00:01:49.000]  是1957年才開始的
[00:01:49.000 --> 00:01:51.500]  其實這個感恩節我們知道
[00:01:51.500 --> 00:01:54.500]  特別是本土的人
[00:01:54.500 --> 00:01:57.500]  他們特別是知道那個歷史
[00:01:57.500 --> 00:01:59.500]  我們是移民來的可能不太知道
[00:01:59.500 --> 00:02:01.500]  但是我們仍然在這裡
[00:02:01.500 --> 00:02:03.500]  特別是我們作為神的兒女
[00:02:03.500 --> 00:02:06.500]  我們知道萬物都是從神而來
[00:02:06.500 --> 00:02:09.500]  我們特別在這個季節裏面
[00:02:09.500 --> 00:02:12.000]  我們都是傳出一個感恩的心
[00:02:12.000 --> 00:02:15.500]  其實昔日這個感恩節
[00:02:15.500 --> 00:02:18.000]  是在1620年的時候
[00:02:18.000 --> 00:02:21.500]  很著名的就是當年
[00:02:21.500 --> 00:02:23.500]  有一批人已經過來的
[00:02:23.500 --> 00:02:26.500]  他坐著五月花去到梅州
[00:02:26.500 --> 00:02:28.500]  去到美國下面那裏
[00:02:28.500 --> 00:02:33.500]  然後他們就過了一個漫長的冬天
[00:02:33.500 --> 00:02:36.000]  在冬天他們差不多捱不過
[00:02:36.000 --> 00:02:39.500]  差不多一半的人都死了
[00:02:39.500 --> 00:02:41.500]  在冬天裏面
[00:02:41.500 --> 00:02:45.500]  竟然有些印第安人救助他們
[00:02:45.500 --> 00:02:48.000]  也都是放下食物給他們
[00:02:48.000 --> 00:02:50.500]  他們到了春天的時候
[00:02:50.500 --> 00:02:52.000]  這些印第安人也都是教他們
[00:02:52.000 --> 00:02:54.500]  在這裏怎樣去種一些蔬果
[00:02:54.500 --> 00:02:57.500]  是可以冬天可以去儲存
[00:02:57.500 --> 00:02:59.500]  特別是我們這裡很多人
[00:02:59.500 --> 00:03:01.000]  你吃南瓜嘛
[00:03:01.000 --> 00:03:03.500]  南瓜可以儲存很久的
[00:03:03.500 --> 00:03:07.000]  在冬天裏面做很好的菜蔬
[00:03:07.000 --> 00:03:10.000]  我們知道他們現在
[00:03:10.000 --> 00:03:11.500]  在這個感恩節裏面
[00:03:11.500 --> 00:03:13.500]  已經是宗教的成物
[00:03:13.500 --> 00:03:16.500]  他們對神的心已經漸漸淡下來
[00:03:16.500 --> 00:03:18.500]  只不過真是神繼續保守
[00:03:18.500 --> 00:03:19.500]  他們在感恩節裏面
[00:03:19.500 --> 00:03:21.000]  人的相聚
[00:03:21.000 --> 00:03:23.000]  他們都是有家人的相聚
[00:03:23.000 --> 00:03:25.500]  知道有那種的親情
[00:03:25.500 --> 00:03:28.000]  其實神是非常愛我們
[00:03:28.000 --> 00:03:30.500]  我們感恩是有你
[00:03:30.500 --> 00:03:33.000]  這個你其實就是主耶穌
[00:03:33.000 --> 00:03:36.000]  主耶穌就在《馬達福音》裏面講到
[00:03:36.000 --> 00:03:38.000]  祂是猶太人的王
[00:03:38.000 --> 00:03:39.500]  祂是當年的尼塞亞
[00:03:39.500 --> 00:03:41.500]  祂是萬有的主宰
[00:03:41.500 --> 00:03:44.000]  祂是萬民的君王
[00:03:44.000 --> 00:03:46.500]  我們知道耶穌基督
[00:03:46.500 --> 00:03:48.000]  祂來到這個世界
[00:03:48.000 --> 00:03:52.500]  祂是為要將神的國彰顯
[00:03:52.500 --> 00:03:54.500]  在這十四章裏面
[00:03:54.500 --> 00:03:56.000]  我們如果是去看
[00:03:56.000 --> 00:03:59.500]  最主要一個主耶穌行的神蹟
[00:03:59.500 --> 00:04:01.500]  就是五餅二魚
[00:04:01.500 --> 00:04:04.500]  五餅二魚的神蹟很特別
[00:04:04.500 --> 00:04:06.500]  我們知道耶穌所行的神蹟
[00:04:06.500 --> 00:04:09.500]  不是捲四福音都有記載的
[00:04:09.500 --> 00:04:12.500]  但是這個五餅二魚
[00:04:12.500 --> 00:04:15.000]  四福音都有記載
[00:04:15.000 --> 00:04:19.500]  耶穌基督祂在這裏行這個神蹟
[00:04:19.500 --> 00:04:22.500]  當時的環境是怎樣的呢
[00:04:22.500 --> 00:04:25.500]  我們可以一起去思想一下
[00:04:25.500 --> 00:04:27.500]  其實在十四章的第十三節
[00:04:27.500 --> 00:04:30.500]  那裏一講到這個神蹟這段的時候
[00:04:30.500 --> 00:04:32.500]  就是說耶穌聽見了
[00:04:32.500 --> 00:04:35.500]  耶穌聽見了什麼事情發生
[00:04:35.500 --> 00:04:37.000]  聽見了什麼呢
[00:04:37.000 --> 00:04:40.000]  其實十四章那裏有一點點的交代
[00:04:40.000 --> 00:04:42.500]  一開始十四章就是說
[00:04:42.500 --> 00:04:47.000]  那時昏風的王希律聽見耶穌的名
[00:04:47.000 --> 00:04:48.500]  就對神復說
[00:04:48.500 --> 00:04:51.500]  這是獅子的約翰從死裏復活
[00:04:51.500 --> 00:04:56.500]  所以這些義能從他裏面發出來
[00:04:56.500 --> 00:04:59.500]  其實這裏講到這個希律王
[00:04:59.500 --> 00:05:02.000]  他是怎樣去看這件事
[00:05:02.000 --> 00:05:04.500]  其實獅子約翰在那個時候
[00:05:04.500 --> 00:05:07.500]  已經被希律王處決了
[00:05:07.500 --> 00:05:10.500]  在這裏他講
[00:05:10.500 --> 00:05:14.500]  說耶穌基督行這個義能
[00:05:14.500 --> 00:05:17.500]  應該是獅子約翰復活
[00:05:17.500 --> 00:05:19.500]  是一個先知的復活
[00:05:19.500 --> 00:05:22.500]  這個是他們的迷信
[00:05:22.500 --> 00:05:24.500]  或者他們一些人的思想
[00:05:24.500 --> 00:05:27.500]  這個希律王當然他不知道
[00:05:27.500 --> 00:05:32.500]  究竟神他安排主耶穌來到這個地上
[00:05:32.500 --> 00:05:35.500]  他的身份他當然不知道
[00:05:35.500 --> 00:05:37.000]  我們看到這裏
[00:05:37.000 --> 00:05:39.000]  如果你再看下去的時候
[00:05:39.000 --> 00:05:41.000]  耶穌還聽到什麼呢
[00:05:41.000 --> 00:05:42.500]  特別是十二節那裏
[00:05:42.500 --> 00:05:44.500]  約翰的門徒來
[00:05:44.500 --> 00:05:48.500]  把獅首領去賣葬禮就去告訴耶穌
[00:05:48.500 --> 00:05:52.000]  其實這個事件是有交代的十四章
[00:05:52.000 --> 00:05:55.000]  就是說希律王的評論就講返
[00:05:55.000 --> 00:05:58.500]  原來獅子約翰已經被他砍了頭了
[00:05:58.500 --> 00:06:04.500]  約翰的門徒就把這件事情告訴耶穌
[00:06:04.500 --> 00:06:08.500]  獅子約翰是耶穌的先鋒
[00:06:08.500 --> 00:06:11.500]  也是跟他很親屬的關係
[00:06:11.500 --> 00:06:13.500]  耶穌聽到這件事
[00:06:13.500 --> 00:06:15.500]  你看他就怎樣
[00:06:15.500 --> 00:06:21.500]  聽見了就上前從那裏獨自退到野地裏去
[00:06:21.500 --> 00:06:25.500]  眾人聽見就從各城裏步行跟隨他
[00:06:25.500 --> 00:06:28.500]  其實耶穌退到野地去
[00:06:28.500 --> 00:06:30.500]  我相信耶穌知道
[00:06:30.500 --> 00:06:36.500]  這個神秘他預備的先鋒已經不在了
[00:06:36.500 --> 00:06:41.500]  他要獨自去宣講這個福音
[00:06:41.500 --> 00:06:43.500]  其實耶穌基督他一出來
[00:06:43.500 --> 00:06:46.500]  他就宣講天國已經禁了
[00:06:46.500 --> 00:06:53.500]  就是說主耶穌來是要全港神的掌管
[00:06:53.500 --> 00:06:56.500]  天國是有君王有子民
[00:06:56.500 --> 00:06:58.500]  這些子民是甚麼呢
[00:06:58.500 --> 00:07:00.500]  首先當然是猶太人
[00:07:00.500 --> 00:07:01.500]  是神的選民
[00:07:01.500 --> 00:07:07.500]  但是主耶穌不單是要再一次呼召這班猶太人歸向神
[00:07:07.500 --> 00:07:11.500]  並且因著猶太人的不信
[00:07:11.500 --> 00:07:13.500]  其實神的計劃已經在這裏
[00:07:13.500 --> 00:07:19.500]  這個福音要藉著猶太人傳到萬邦
[00:07:19.500 --> 00:07:24.500]  你看主耶穌他心裏面知道時間
[00:07:24.500 --> 00:07:27.500]  他退到曠野當然是祈禱
[00:07:27.500 --> 00:07:33.500]  他當然要掌管到那個時間
