
[00:00:00.000 --> 00:00:01.040]  大英姊妹早晨
[00:00:01.040 --> 00:00:01.720]  早晨
[00:00:01.720 --> 00:00:06.040]  感謝主人夠再一次來分享神的說話
[00:00:06.040 --> 00:00:10.120]  剛才主席讀了《哈戈書》的第一章
[00:00:10.120 --> 00:00:11.920]  其實《哈戈書》不算很長
[00:00:11.920 --> 00:00:13.440]  只有兩章的經文
[00:00:13.440 --> 00:00:18.040]  主要內容是神要求回歸的猶大百姓
[00:00:18.040 --> 00:00:19.720]  去重建聖殿
[00:00:19.720 --> 00:00:21.040]  你可能會想
[00:00:21.040 --> 00:00:23.040]  我整間教會都在
[00:00:23.040 --> 00:00:25.680]  重建聖殿跟我有什麼關係呢
[00:00:25.680 --> 00:00:28.680]  應用在今天應該怎樣去應用呢
[00:00:28.680 --> 00:00:34.200]  我想先和大家看兩章的經文
[00:00:34.200 --> 00:00:35.360]  請大家讀好嗎
[00:00:35.360 --> 00:00:36.720]  兩章 預備起
[00:00:56.720 --> 00:01:00.280]  當耶穌基督為我們的罪釘在十字架
[00:01:00.280 --> 00:01:03.600]  死了 葬了 埋葬 復活 升天后
[00:01:03.600 --> 00:01:06.280]  教會就是耶穌基督的身體
[00:01:06.280 --> 00:01:10.280]  也代表教會是上帝的同在
[00:01:10.280 --> 00:01:11.880]  根據經文所說
[00:01:11.880 --> 00:01:15.040]  另外信徒的身體也是神的殿
[00:01:15.040 --> 00:01:17.360]  所以重建聖殿
[00:01:17.360 --> 00:01:20.360]  就是今天我們要思想教會的復興
[00:01:20.360 --> 00:01:22.880]  我們弟兄姊妹 靈女的復興
[00:01:22.880 --> 00:01:24.920]  所以今天我想和大家去反思
[00:01:24.920 --> 00:01:29.080]  我們教會和信徒怎樣做
[00:01:29.080 --> 00:01:31.960]  才是合乎神的心意
[00:01:31.960 --> 00:01:33.640]  所以今天我的講題是
[00:01:33.640 --> 00:01:36.200]  你們要醒察自己的行為
[00:01:36.200 --> 00:01:37.960]  這是和合本的譯本
[00:01:37.960 --> 00:01:39.320]  剛才你們讀的
[00:01:39.320 --> 00:01:42.640]  就是你們要反省自己的行為
[00:01:42.640 --> 00:01:44.400]  我先講少少背景
[00:01:44.400 --> 00:01:45.920]  剛才講哈戈書
[00:01:45.920 --> 00:01:49.600]  其實寫於大約主前的520年
[00:01:49.600 --> 00:01:51.200]  哈戈書只有兩章
[00:01:51.200 --> 00:01:52.920]  共有四個神諭
[00:01:52.920 --> 00:01:56.720]  每個神諭都是一個日子和一個句式開始
[00:01:56.720 --> 00:02:00.560]  就是耶和華的「華臨到先至下蓋」
[00:02:00.560 --> 00:02:02.400]  每一個句式都是這樣的
[00:02:02.400 --> 00:02:05.440]  讓我很簡單地去介紹一下背景
