
[00:00:00.000 --> 00:00:07.000]  有一位男士和他太太一起去聖地耶路撒冷旅行
[00:00:07.000 --> 00:00:12.000]  他太太有一個特點就是經常來餓他先生
[00:00:12.000 --> 00:00:15.000]  不過在這個歡樂的朝聖裏面
[00:00:15.000 --> 00:00:18.000]  他們本來都很開心
[00:00:18.000 --> 00:00:21.000]  不過有一件意外發生
[00:00:21.000 --> 00:00:23.000]  就是他太太身體不舒服
[00:00:23.000 --> 00:00:26.000]  突然間嚇死異鄉
[00:00:28.000 --> 00:00:32.000]  先生就為他太太辦理身後事
[00:00:32.000 --> 00:00:36.000]  找到當地一間殯儀館來協助
[00:00:36.000 --> 00:00:40.000]  殯儀館的人對先生說
[00:00:40.000 --> 00:00:42.000]  你有兩個選擇
[00:00:42.000 --> 00:00:46.000]  一是你可以用十萬
[00:00:46.000 --> 00:00:52.000]  我可以將你太太遺體送回你的國家
[00:00:52.000 --> 00:00:57.000]  第二你可以葬在耶路撒冷
[00:00:57.000 --> 00:01:00.000]  只要花兩千元
[00:01:00.000 --> 00:01:06.000]  這個先生聽完殯儀館的建議之後
[00:01:06.000 --> 00:01:09.000]  他先生就想了一會
[00:01:09.000 --> 00:01:12.000]  就決定用第一個建議
[00:01:12.000 --> 00:01:18.000]  用十萬元將他太太運回自己的家鄉
[00:01:18.000 --> 00:01:22.000]  這個殯儀館的人知道他先生的決定之後
[00:01:22.000 --> 00:01:23.000]  就很奇怪了
[00:01:23.000 --> 00:01:25.000]  就問他先生
[00:01:25.000 --> 00:01:31.000]  為什麼你情願花十萬元運你太太遺體回家鄉安葬
[00:01:31.000 --> 00:01:38.000]  而不願意用兩千元葬在耶路撒冷呢?
[00:01:38.000 --> 00:01:43.000]  這個先生毫不考慮就這樣回答
[00:01:43.000 --> 00:01:45.000]  因為很久以前
[00:01:45.000 --> 00:01:47.000]  這裡有一個人死了
[00:01:47.000 --> 00:01:49.000]  埋葬了
[00:01:49.000 --> 00:01:52.000]  坐了三天又復活了
[00:01:52.000 --> 00:01:59.000]  我就是不想冒這個險
[00:01:59.000 --> 00:02:03.000]  不知道你會怎麼想
[00:02:03.000 --> 00:02:08.000]  有多少男士你不想你太太復活呢?
[00:02:08.000 --> 00:02:13.000]  或者有多少女士你都不想先生復活呢?
[00:02:13.000 --> 00:02:16.000]  或者有多少人你不想有些人
[00:02:16.000 --> 00:02:19.000]  在復活的時候你見到他呢?
[00:02:19.000 --> 00:02:21.000]  你有沒有這樣想?
[00:02:21.000 --> 00:02:25.000]  復活節
[00:02:25.000 --> 00:02:29.000]  有時候會帶給我們心裡面
[00:02:29.000 --> 00:02:32.000]  未必是一定好的消息
[00:02:32.000 --> 00:02:37.000]  可能甚至心裡面有不舒服的感覺
[00:02:37.000 --> 00:02:40.000]  不舒服因為復活
[00:02:40.000 --> 00:02:43.000]  不是說靈魂復活
[00:02:43.000 --> 00:02:45.000]  是說身體復活
[00:02:45.000 --> 00:02:49.000]  人可不可以死了可以復活呢?
[00:02:49.000 --> 00:02:56.000]  你有沒有想和我們人的想法是很難的?
[00:02:56.000 --> 00:03:01.000]  最近德國有一個92歲的老人家
[00:03:01.000 --> 00:03:05.000]  被誤認為死了
[00:03:05.000 --> 00:03:07.000]  送了去殯儀館
[00:03:07.000 --> 00:03:11.000]  然後殯儀館職員發現他還沒死
[00:03:11.000 --> 00:03:14.000]  送回醫院繼續搶救
[00:03:14.000 --> 00:03:16.000]  幾天之後死了
[00:03:16.000 --> 00:03:19.000]  人死可不可以復活呢?
[00:03:19.000 --> 00:03:21.000]  這個人未火化
[00:03:21.000 --> 00:03:24.000]  或者可能有機會
[00:03:24.000 --> 00:03:26.000]  你說我火化了
[00:03:26.000 --> 00:03:28.000]  變了灰
[00:03:28.000 --> 00:03:31.000]  還可不可以復活呢?
[00:03:31.000 --> 00:03:34.000]  有時候對很多人來說
[00:03:34.000 --> 00:03:37.000]  難以置信
[00:03:37.000 --> 00:03:39.000]  但對基督徒來說
[00:03:39.000 --> 00:03:40.000]  復活
[00:03:40.000 --> 00:03:42.000]  耶穌復活
[00:03:42.000 --> 00:03:45.000]  是基督徒信仰的核心
[00:03:45.000 --> 00:03:47.000]  如果沒有基督復活
[00:03:47.000 --> 00:03:49.000]  就沒有基督的信仰
[00:03:49.000 --> 00:03:53.000]  教會其實都不需要存在
[00:03:53.000 --> 00:03:55.000]  對基督徒來說
[00:03:55.000 --> 00:03:58.000]  復活是一個大喜的訊息
[00:03:58.000 --> 00:04:00.000]  耶穌復活
[00:04:00.000 --> 00:04:03.000]  今天我們看這一段聖經
[00:04:03.000 --> 00:04:07.000]  可以從幾個方面來看
[00:04:07.000 --> 00:04:11.000]  第十五章從第一至十一節
[00:04:11.000 --> 00:04:15.000]  講到耶穌基督從死人中復活
[00:04:15.000 --> 00:04:17.000]  祂不只是復活
[00:04:17.000 --> 00:04:19.000]  是從死人裡復活
[00:04:19.000 --> 00:04:20.000]  是一個身體的復活
[00:04:20.000 --> 00:04:22.000]  這是一個事實
[00:04:22.000 --> 00:04:24.000]  所以這十一節聖經
[00:04:24.000 --> 00:04:26.000]  就講這個事實
[00:04:26.000 --> 00:04:27.000]  怎樣是一個事實
[00:04:27.000 --> 00:04:29.000]  第二件事
[00:04:29.000 --> 00:04:31.000]  講耶穌復活
[00:04:31.000 --> 00:04:33.000]  信耶穌復活
[00:04:33.000 --> 00:04:35.000]  和不信耶穌復活
[00:04:35.000 --> 00:04:38.000]  有什麼後果
[00:04:38.000 --> 00:04:42.000]  那個結果影響到我們今天
[00:04:42.000 --> 00:04:43.000]  怎樣去生活
[00:04:43.000 --> 00:04:46.000]  究竟那個結果是怎樣的
[00:04:46.000 --> 00:04:49.000]  所以保羅說
[00:04:49.000 --> 00:04:51.000]  如果沒有耶穌復活
[00:04:51.000 --> 00:04:53.000]  我們所信的是謊言
[00:04:53.000 --> 00:04:55.000]  如果沒有耶穌復活
[00:04:55.000 --> 00:04:57.000]  我們為耶穌所做一切
[00:04:57.000 --> 00:04:58.000]  都是謊言
[00:04:58.000 --> 00:05:00.000]  是一個對比
[00:05:00.000 --> 00:05:03.000]  而在中間二十至二十八節
[00:05:03.000 --> 00:05:07.000]  再次肯定耶穌復活的真理
[00:05:07.000 --> 00:05:10.000]  第三個小段
[00:05:10.000 --> 00:05:13.000]  復活究竟會是怎樣呢
[00:05:13.000 --> 00:05:17.000]  和我們現在的身體有沒有不同呢
[00:05:17.000 --> 00:05:21.000]  所以在第三十五至四十九節
[00:05:21.000 --> 00:05:23.000]  講到這個復活的身體
[00:05:23.000 --> 00:05:26.000]  是一個什麼性質的身體
[00:05:26.000 --> 00:05:29.000]  然後什麼時候復活呢
