
[00:00:00.000 --> 00:00:01.360]  兄弟姊妹早晨
[00:00:01.360 --> 00:00:03.360]  弟兄姊妹平安,早上好
[00:00:03.360 --> 00:00:08.640]  最近香港有一件很大的事情發生了
[00:00:08.640 --> 00:00:11.720]  最近香港有一件很大的事情發生了
[00:00:11.720 --> 00:00:14.600]  我是說對某些人是大事
[00:00:14.600 --> 00:00:18.080]  我指的是對某些人來說是件大事
[00:00:18.080 --> 00:00:21.120]  因為在中環某一條街很多人排隊
[00:00:21.120 --> 00:00:24.760]  因為在中環某一條街道上有很多人排隊
[00:00:24.760 --> 00:00:26.800]  大家知不知道發生什麼事
[00:00:26.800 --> 00:00:28.800]  大家知道發生什麼事嗎
[00:00:28.800 --> 00:00:31.320]  六合彩
[00:00:31.320 --> 00:00:33.320]  為什麼這麼多人去排隊呢
[00:00:33.320 --> 00:00:35.320]  為什麼有這麼多人去排隊呢
[00:00:35.320 --> 00:00:37.320]  因為這次的獎金是多少呢
[00:00:37.320 --> 00:00:40.360]  因為這次的獎金是多少呢
[00:00:40.360 --> 00:00:41.600]  十億
[00:00:41.600 --> 00:00:42.600]  是十個億
[00:00:42.600 --> 00:00:43.800]  說錯了
[00:00:43.800 --> 00:00:45.680]  後來更正回來一億
[00:00:45.680 --> 00:00:47.680]  後來更正是一個億
[00:00:47.680 --> 00:00:49.840]  一億元都很多
[00:00:49.840 --> 00:00:51.480]  一個億是已經很多了
[00:00:51.480 --> 00:00:53.560]  所以很多人去排隊
[00:00:53.560 --> 00:00:54.960]  所以很多人去排隊
[00:00:54.960 --> 00:00:56.360]  去碰一下運氣
[00:00:56.360 --> 00:00:57.680]  去碰一下運氣
[00:00:57.680 --> 00:01:01.200]  買一個機會
[00:01:01.200 --> 00:01:05.520]  帶來人生一個希望
[00:01:05.520 --> 00:01:07.520]  但是這個希望或者盼望
[00:01:07.520 --> 00:01:09.840]  是不是一個最美好的盼望呢
[00:01:09.840 --> 00:01:14.040]  但是這個盼望希望是不是一個最美好的盼望呢
[00:01:14.040 --> 00:01:18.840]  聖經是神向人說話的一個主要方法
[00:01:18.840 --> 00:01:22.960]  聖經是神向人講話語的一個方法
[00:01:22.960 --> 00:01:29.480]  神往往是透過聖經向人啟示祂自己和祂作供的心意
[00:01:29.480 --> 00:01:34.560]  神往往透過聖經向人啟示祂自己作供的心意
[00:01:34.560 --> 00:01:36.200]  在舊約聖經裏面
[00:01:36.200 --> 00:01:40.560]  神是主要藉著眾先知向人說話
[00:01:40.560 --> 00:01:41.640]  在舊約聖經
[00:01:41.640 --> 00:01:44.680]  神主要是透過先知來向人說話
[00:01:44.680 --> 00:01:47.720]  直到耶穌來了之後
[00:01:47.720 --> 00:01:53.120]  祂的生平事蹟就被祂的門徒記載了在新約聖經裏面
[00:01:53.120 --> 00:01:57.440]  祂的生平事蹟就讓門徒記載在新約聖經裏面
[00:01:57.440 --> 00:02:01.200]  除了這四本的福音書之外
[00:02:01.200 --> 00:02:03.320]  除了四本的福音書之外
[00:02:03.320 --> 00:02:06.160]  新約聖經還有《使徒行傳》
[00:02:06.160 --> 00:02:08.080]  新約聖經還有《使徒行傳》
[00:02:08.080 --> 00:02:10.640]  是記錄了初期教會的歷史
[00:02:10.640 --> 00:02:14.080]  是記錄初期教會的歷史
[00:02:14.080 --> 00:02:17.320]  還有大約是二十封的教會的書信
[00:02:17.320 --> 00:02:20.040]  還有大約是二十封的教會的書信
[00:02:20.040 --> 00:02:23.040]  到了新約聖經最後一卷
[00:02:23.040 --> 00:02:25.360]  到了新約聖經的最後一卷
[00:02:25.360 --> 00:02:28.000]  使徒約翰聽了神的吩咐
[00:02:28.000 --> 00:02:30.440]  使徒約翰聽了神的吩咐
[00:02:30.440 --> 00:02:35.400]  將神在意象當中特別的啟示寫下
[00:02:35.400 --> 00:02:38.760]  將神在意象當中的啟示寫下
[00:02:38.760 --> 00:02:45.680]  這就是他從神那裏所聽到的說話和所看到的事
[00:02:45.680 --> 00:02:50.840]  這就是他從神那裏所聽到的說話和所看到的事
[00:02:50.840 --> 00:02:53.360]  他所寫成的這一卷聖經
[00:02:53.360 --> 00:02:55.440]  他所寫成的這一卷聖經
[00:02:55.440 --> 00:02:58.120]  就是今天我們讀到的啟示錄
[00:02:58.120 --> 00:03:00.040]  就是我們今天讀到的啟示錄
[00:03:00.040 --> 00:03:04.040]  啟示錄第二十一和第二十二章
[00:03:04.040 --> 00:03:06.880]  啟示錄的第二十一到二十二章
[00:03:06.880 --> 00:03:08.680]  也就是最後那兩章
