
[00:00:00.000 --> 00:00:02.640]  在講到之前我們一起祈禱
[00:00:02.640 --> 00:00:10.640]  因為祂讓我們一起去聽上帝的說話
[00:00:10.640 --> 00:00:17.040]  還有就是上帝當日去創造阿當和夏娃的時候
[00:00:17.040 --> 00:00:19.440]  當初設立婚姻的時候
[00:00:19.440 --> 00:00:23.520]  祂讓我們很清晰知道上帝的心意是什麼
[00:00:23.520 --> 00:00:34.560]  讓我們很願意在任何階段結婚也好未結婚也好
[00:00:34.560 --> 00:00:45.040]  我們都很願意將每一個未來或是他們的婚姻交託上給你
[00:00:45.040 --> 00:00:49.560]  讓我們在人生裏去榮耀上帝
[00:00:49.560 --> 00:00:54.760]  更加在我們的婚姻裏去榮耀上帝
[00:00:54.760 --> 00:00:57.560]  求主祢親自去憐憫帶領我們
[00:00:57.560 --> 00:01:00.720]  求主祢幫助我們由謙卑的心去聽祢的話語
[00:01:00.720 --> 00:01:04.120]  祈禱奉主耶穌基督的名 阿門
[00:01:04.120 --> 00:01:06.920]  我不知道大家認不認識什麼叫A0
[00:01:06.920 --> 00:01:08.520]  大家認不認識?
[00:01:08.520 --> 00:01:11.680]  在座的應該是年輕的才認識
[00:01:11.680 --> 00:01:14.440]  在大學裏面這個名詞也很出名
[00:01:14.440 --> 00:01:20.920]  經常問對方或是身邊的同學你是A什麼A什麼
[00:01:20.920 --> 00:01:24.760]  A0就代表未拍拖 A1就拍了一次
[00:01:24.760 --> 00:01:26.760]  所以告訴大家
[00:01:26.760 --> 00:01:29.000]  但他們很介意自己這個數字
[00:01:29.000 --> 00:01:30.400]  A什麼
[00:01:30.400 --> 00:01:31.400]  他們很介意
[00:01:31.400 --> 00:01:36.400]  所以當有人問的時候很尷尬自己是什麼數字去說
[00:01:36.400 --> 00:01:39.560]  所以我服侍的是大學和初職的群體
[00:01:39.560 --> 00:01:45.080]  基本上80%的人都在面對這個課題
[00:01:45.080 --> 00:01:48.040]  所以今天我們就從聖經裏探討
[00:01:48.040 --> 00:01:52.760]  不知道大家一群年輕人有沒有去問過
[00:01:52.760 --> 00:01:54.760]  除了網上的年輕人
[00:01:54.760 --> 00:01:56.760]  你們有沒有去問過
[00:01:56.760 --> 00:02:02.760]  太古城堂有這麼多美好婚姻的長輩在我們面前的時候
[00:02:02.760 --> 00:02:07.600]  有沒有問過他們怎樣去找伴侶
[00:02:07.600 --> 00:02:12.200]  我聽過 因為我也有服侍普通話的媽媽
[00:02:12.200 --> 00:02:17.080]  服侍不同的結婚的夫婦
[00:02:17.080 --> 00:02:21.360]  我聽過大致在婚姻有兩類的故事
[00:02:21.360 --> 00:02:24.320]  有兩種流淚的情況
[00:02:24.320 --> 00:02:27.280]  我想問是否有個pointer給我按
[00:02:27.280 --> 00:02:33.600]  好 麻煩你
[00:02:33.600 --> 00:02:36.840]  大致上有兩類的故事
[00:02:36.840 --> 00:02:39.320]  但兩種故事都是哭的
[00:02:39.320 --> 00:02:47.000]  有一種是一個在港台很有信心的牧師
[00:02:47.000 --> 00:02:50.560]  他一直在講上帝的說話
[00:02:50.560 --> 00:02:57.680]  但去到私底下和好朋友談及自己的婚姻的時候
[00:02:57.680 --> 00:03:00.920]  眼裏眼濕濕的
[00:03:00.920 --> 00:03:05.920]  他的婚姻就說好像一個沉重的石頭
[00:03:05.920 --> 00:03:08.960]  神一直都在使用他的生命
[00:03:08.960 --> 00:03:12.280]  但在人生婚姻的旅程上
[00:03:12.280 --> 00:03:17.560]  就好像沒有穿鞋走在碎石上
[00:03:17.560 --> 00:03:22.200]  每一步都覺得很痛 受傷
[00:03:22.200 --> 00:03:26.880]  這類型的故事我不是只在男人身上聽到
[00:03:26.880 --> 00:03:30.680]  我在已婚的姐妹身上都聽到
[00:03:30.680 --> 00:03:38.080]  另一種是一個女人哭著和我分享
[00:03:38.080 --> 00:03:40.360]  除了耶穌之外
[00:03:40.360 --> 00:03:43.080]  我的丈夫就是我最大的喜樂源頭
[00:03:43.080 --> 00:03:45.600]  不知道姐妹是否這樣
[00:03:45.600 --> 00:03:47.800]  最大的喜樂源頭
[00:03:47.800 --> 00:03:52.640]  兩種婚姻不同的結果出現
[00:03:52.640 --> 00:03:56.880]  就發現原來確實是有不同的
[00:03:56.880 --> 00:04:03.920]  「Tears of Pain」和「Tears of Joy」
[00:04:03.920 --> 00:04:06.760]  兩個不同的結果
[00:04:06.760 --> 00:04:13.200]  一個婚姻就像揹著旁邊的人揹著背負十架
[00:04:13.200 --> 00:04:16.480]  每走一步都很沉重
[00:04:16.480 --> 00:04:18.600]  另一個就是他們的聯合
[00:04:18.600 --> 00:04:25.240]  就好像可以遇上天國的喜樂
[00:04:25.240 --> 00:04:27.600]  這兩種其實是很不同的
[00:04:27.600 --> 00:04:32.320]  但他們兩種都是基督徒
[00:04:32.320 --> 00:04:37.320]  都是基督教 基督徒裏的結合
[00:04:37.320 --> 00:04:41.120]  但為何會造成這兩個結果的不同呢?
[00:04:41.120 --> 00:04:45.440]  重點就在今天的講道裏
[00:04:45.440 --> 00:04:48.000]  婚姻其實是一個很重要的決定
[00:04:48.000 --> 00:04:51.200]  所以我很想大家在這個年紀的時候
[00:04:51.200 --> 00:04:56.840]  好好地分析 一起祈禱 找著我們的長輩
[00:04:56.840 --> 00:04:59.560]  找著我們已婚的夫婦
[00:04:59.560 --> 00:05:03.560]  一起同行去祈禱 求上帝去帶領
[00:05:03.560 --> 00:05:07.680]  首先我們看聖經裏面問為何要結婚
[00:05:07.680 --> 00:05:09.760]  第十五節開始
[00:05:09.760 --> 00:05:13.960]  「耶和華神將乃人安置在伊甸園
[00:05:13.960 --> 00:05:16.600]  使他修理看守
[00:05:16.600 --> 00:05:20.880]  耶和華神吩咐他說園中各樣樹上的果子
[00:05:20.880 --> 00:05:24.920]  你可以隨意吃 只是分別善惡樹上的果子
[00:05:24.920 --> 00:05:28.240]  你不可吃 因為你吃的日子必定死
[00:05:28.240 --> 00:05:32.640]  使他修理看守」這兩個字特別想講
[00:05:32.640 --> 00:05:37.680]  修理其實英文就是to serve
[00:05:37.680 --> 00:05:41.240]  乃人就是阿當
[00:05:41.240 --> 00:05:44.320]  神就將阿當放在伊甸園裏面
[00:05:44.320 --> 00:05:48.520]  伊甸園就是神賜給人享受的地方
[00:05:48.520 --> 00:05:51.560]  給阿當的工作就是修理看守
[00:05:51.560 --> 00:05:53.800]  修理不是維修伊甸園
[00:05:53.800 --> 00:05:55.960]  不是做園丁
[00:05:55.960 --> 00:05:57.840]  而是to serve
[00:05:57.840 --> 00:06:02.840]  這個字用得最多是在《利美記》
[00:06:02.840 --> 00:06:07.240]  《利美記》裏面寫利美人要怎樣在回眸裏面
[00:06:07.240 --> 00:06:10.000]  去侍奉 去serve上帝
[00:06:10.000 --> 00:06:15.680]  即是放不同的聖物在他的回眸裏面
[00:06:15.680 --> 00:06:18.440]  而看守這個字英文的譯文
[00:06:18.440 --> 00:06:24.400]  就是保護養育的意思
[00:06:24.400 --> 00:06:29.520]  所以一開始當沒有夏娃出現的時候
[00:06:29.520 --> 00:06:32.200]  上帝其實已經給人有使命
[00:06:32.200 --> 00:06:34.480]  而且有神的說話告訴你
[00:06:34.480 --> 00:06:38.120]  就是你可以吃各樣的東西
[00:06:38.120 --> 00:06:43.000]  但分別是善惡樹的果子就不可以吃
[00:06:43.000 --> 00:06:45.520]  上帝又有說話告訴你
[00:06:45.520 --> 00:06:48.600]  但第三章是犯罪
[00:06:48.600 --> 00:06:50.840]  我們稍後會說
[00:06:50.840 --> 00:06:58.280]  所以阿當在未遇到夏娃之前
[00:06:58.280 --> 00:07:01.200]  他是拿著上帝給他的使命
[00:07:01.200 --> 00:07:06.160]  就是去修理 去服侍
[00:07:06.160 --> 00:07:08.000]  在伊甸園裏面服侍
[00:07:08.000 --> 00:07:11.800]  然後又去保護伊甸園
[00:07:11.800 --> 00:07:17.600]  其中在美國有一個很出名的家庭事工牧師
[00:07:17.600 --> 00:07:19.800]  叫做Gary Thomas
[00:07:19.800 --> 00:07:25.680]  他很多次在有名的基督徒婚姻的電視節目裏面
[00:07:25.680 --> 00:07:28.120]  節目叫做《Focus on the Family》
[00:07:28.120 --> 00:07:30.480]  《Family Life Today》
