
[00:00:00.000 --> 00:00:05.000]  男人除了易憤怒 好憎恨之外
[00:00:05.000 --> 00:00:07.000]  還有一個特點
[00:00:07.000 --> 00:00:09.000]  就是男人好色
[00:00:09.000 --> 00:00:11.000]  好幾年前
[00:00:11.000 --> 00:00:15.000]  當世界性的金融海嘯席捲全球的時候
[00:00:15.000 --> 00:00:17.000]  全世界的各個國家
[00:00:17.000 --> 00:00:20.000]  他們都面對著經濟的不景
[00:00:20.000 --> 00:00:24.000]  很多的行業的銷情都不理想
[00:00:24.000 --> 00:00:27.000]  生意額急劇的下降
[00:00:27.000 --> 00:00:30.000]  世界各地很多人都因此失業
[00:00:30.000 --> 00:00:33.000]  社會裡面都瀰漫著不安的情緒
[00:00:33.000 --> 00:00:35.000]  不過有一個行業
[00:00:35.000 --> 00:00:39.000]  它在這個世界性的經濟消遣的時候
[00:00:39.000 --> 00:00:41.000]  它可以逆流而上
[00:00:41.000 --> 00:00:43.000]  它的營業額不斷的上升
[00:00:43.000 --> 00:00:44.000]  這個行業
[00:00:44.000 --> 00:00:46.000]  你知不知道是什麼行業
[00:00:46.000 --> 00:00:50.000]  就是這個色情的行業
[00:00:50.000 --> 00:00:52.000]  從這個小小的經濟現象
[00:00:52.000 --> 00:00:54.000]  就讓我們可以看見
[00:00:54.000 --> 00:00:57.000]  這個行業的市場是多麼的廣大
[00:00:57.000 --> 00:01:00.000]  前景也都是多麼的廣闊
[00:01:00.000 --> 00:01:03.000]  只是從這個這麼廣闊的前景
[00:01:03.000 --> 00:01:04.000]  就揭示給我們知道
[00:01:04.000 --> 00:01:07.000]  人類的慾望是多麼的無窮
[00:01:07.000 --> 00:01:09.000]  人類情慾的氾濫
[00:01:09.000 --> 00:01:11.000]  男性對色情的渴求
[00:01:11.000 --> 00:01:15.000]  和這個社會道德的低下
[00:01:15.000 --> 00:01:16.000]  男人好色
[00:01:16.000 --> 00:01:20.000]  是自古以來古今中外的一個共識
[00:01:20.000 --> 00:01:22.000]  並不是一件新鮮的事物
[00:01:22.000 --> 00:01:23.000]  而聖經裏面
[00:01:23.000 --> 00:01:25.000]  也都很早就提醒著我們
[00:01:25.000 --> 00:01:26.000]  這個是真理
[00:01:26.000 --> 00:01:28.000]  所以史圖保羅教導提摩太太的時候
[00:01:28.000 --> 00:01:29.000]  他說
[00:01:29.000 --> 00:01:31.000]  我越南人無憤怒
[00:01:31.000 --> 00:01:33.000]  無爭論
[00:01:33.000 --> 00:01:34.000]  舉起聖潔的手
[00:01:34.000 --> 00:01:36.000]  隨處禱告
[00:01:36.000 --> 00:01:38.000]  而聖潔也都的確是
[00:01:38.000 --> 00:01:42.000]  很多的男性需要努力的方向
[00:01:42.000 --> 00:01:43.000]  男性系列
[00:01:43.000 --> 00:01:44.000]  今天是第三講
[00:01:44.000 --> 00:01:46.000]  我們的題目是
[00:01:46.000 --> 00:01:48.000]  我越南人聖潔
[00:01:48.000 --> 00:01:52.000]  讓我們一起來在神面前禱告
[00:01:52.000 --> 00:01:54.000]  親愛的主我們求祢
[00:01:54.000 --> 00:01:57.000]  在我們當中親自的教導我們
[00:01:57.000 --> 00:01:58.000]  聖靈求祢
[00:01:58.000 --> 00:02:00.000]  在我們每一頂心靈當中光照我們
[00:02:00.000 --> 00:02:02.000]  讓我們知道我們的主
[00:02:02.000 --> 00:02:05.000]  是察看人心靈的主
[00:02:05.000 --> 00:02:06.000]  也讓我們知道
[00:02:06.000 --> 00:02:08.000]  我們的主會在聖潔當中
[00:02:08.000 --> 00:02:10.000]  教我們來依靠主
[00:02:10.000 --> 00:02:11.000]  跟從主
[00:02:11.000 --> 00:02:13.000]  會在主的聖潔裏面
[00:02:13.000 --> 00:02:16.000]  奉耶穌基督名求
[00:02:16.000 --> 00:02:18.000]  小時候香港的色情文化
[00:02:18.000 --> 00:02:20.000]  沒有今天那麼露骨
[00:02:20.000 --> 00:02:23.000]  小時候我們能夠接觸到的色情資訊
[00:02:23.000 --> 00:02:25.000]  大概就是報紙上
[00:02:25.000 --> 00:02:28.000]  那些女明星穿著的泳衣照
[00:02:28.000 --> 00:02:30.000]  而這些所謂的露肉的照片
[00:02:30.000 --> 00:02:32.000]  通常都是黑白的
[00:02:32.000 --> 00:02:34.000]  並且都是低清的
[00:02:34.000 --> 00:02:35.000]  如果你想看清楚一點
[00:02:35.000 --> 00:02:37.000]  拿個放大鏡來看的話
[00:02:37.000 --> 00:02:40.000]  你只會看見很多黑點
[00:02:40.000 --> 00:02:42.000]  我還記得小時候
[00:02:42.000 --> 00:02:43.000]  上課的時候
[00:02:43.000 --> 00:02:45.000]  那科叫做「沙銀紙」
[00:02:45.000 --> 00:02:47.000]  英文叫做Science
[00:02:47.000 --> 00:02:48.000]  即是科學
[00:02:48.000 --> 00:02:50.000]  老師就教我們
[00:02:50.000 --> 00:02:52.000]  告訴我們一些科學的知識
[00:02:52.000 --> 00:02:55.000]  教我們用放大鏡來看這些相片
[00:02:55.000 --> 00:02:57.000]  通常這些黑白照片放大後
[00:02:57.000 --> 00:02:59.000]  你只會看見很多很多的黑點
[00:02:59.000 --> 00:03:01.000]  然後老師就教我們
[00:03:01.000 --> 00:03:04.000]  這些黑點怎樣可以組成一張圖片
[00:03:04.000 --> 00:03:06.000]  這些黑點的密和疏
[00:03:06.000 --> 00:03:07.000]  就可以怎樣製造出圖片裏面的
[00:03:07.000 --> 00:03:09.000]  深和淺的感覺
[00:03:09.000 --> 00:03:12.000]  所以當你看見報紙裏面的照片
[00:03:12.000 --> 00:03:14.000]  你想看清楚一點
[00:03:14.000 --> 00:03:16.000]  拿個放大鏡來看
[00:03:16.000 --> 00:03:17.000]  結果放大後
[00:03:17.000 --> 00:03:18.000]  你只會看見黑點
[00:03:18.000 --> 00:03:20.000]  看不見美女
[00:03:20.000 --> 00:03:23.000]  所以我們對色情的資訊
[00:03:23.000 --> 00:03:25.000]  很多時候都是懵懵懂懂
[00:03:25.000 --> 00:03:26.000]  不太認識
[00:03:26.000 --> 00:03:29.000]  所以「男人愛偷聲」這個詞語
[00:03:29.000 --> 00:03:32.000]  其實我認識了不久
[00:03:32.000 --> 00:03:34.000]  「男人愛偷聲」這個詞語
[00:03:34.000 --> 00:03:36.000]  究竟是甚麼意思呢
[00:03:36.000 --> 00:03:38.000]  是否表示男人不太喜歡洗澡
[00:03:38.000 --> 00:03:41.000]  所以會有一陣臭味呢
[00:03:41.000 --> 00:03:43.000]  其實這個詞語的意思是
[00:03:43.000 --> 00:03:46.000]  男性都是好色的
[00:03:46.000 --> 00:03:48.000]  每次在教會團契裏面
[00:03:48.000 --> 00:03:51.000]  教導青少年人關於戀愛的時候
[00:03:51.000 --> 00:03:53.000]  我通常都告訴姐妹們
[00:03:53.000 --> 00:03:55.000]  你看看隔壁的男孩子
[00:03:55.000 --> 00:03:58.000]  他是色狼來的
[00:03:58.000 --> 00:03:59.000]  你看看他
[00:03:59.000 --> 00:04:02.000]  不過很多姐妹都不太相信這件事
[00:04:02.000 --> 00:04:04.000]  她看見隔壁那位這麼可愛
[00:04:04.000 --> 00:04:06.000]  這麼美麗的男孩子
[00:04:06.000 --> 00:04:08.000]  就情深款款地看著他
[00:04:08.000 --> 00:04:10.000]  他真是可愛
[00:04:10.000 --> 00:04:11.000]  他是白馬王子來的
[00:04:11.000 --> 00:04:13.000]  一點都不像狼
[00:04:13.000 --> 00:04:15.000]  其實他們個個都是狼
[00:04:15.000 --> 00:04:18.000]  因為男性通常我們叫狼君
[00:04:18.000 --> 00:04:20.000]  所以是狼來的
[00:04:20.000 --> 00:04:22.000]  很多年前我在教會侍奉的時候
[00:04:22.000 --> 00:04:24.000]  要跟進一對夫婦
