
[00:00:00.000 --> 00:00:02.480]  添福我們感謝祢讓我們一起去
[00:00:02.480 --> 00:00:04.560]  有很開心的時間
[00:00:04.560 --> 00:00:08.080]  我們回到崇拜都是開心的
[00:00:08.080 --> 00:00:09.160]  我們慶祝的
[00:00:09.160 --> 00:00:10.200]  我們感恩的
[00:00:10.200 --> 00:00:12.800]  主人我們就將以下時間
[00:00:12.800 --> 00:00:16.200]  我們要去講到關於聖誕的訊息
[00:00:16.200 --> 00:00:18.560]  在這段十二月的時間
[00:00:18.560 --> 00:00:20.480]  通常都是講聖誕的訊息
[00:00:20.480 --> 00:00:22.280]  但是在聖誕訊息裡面
[00:00:22.280 --> 00:00:23.800]  很多時候我們忽略了一些東西
[00:00:23.800 --> 00:00:25.200]  或者我們甚至有錯誤的
[00:00:25.200 --> 00:00:26.400]  先入為主的觀念
[00:00:26.400 --> 00:00:28.920]  我們也求主幫助我們一起
[00:00:28.920 --> 00:00:31.240]  在這裡一起
[00:00:31.240 --> 00:00:33.000]  透過崇拜講道的時間
[00:00:33.000 --> 00:00:35.760]  去再一次去思想關於聖誕訊息
[00:00:35.760 --> 00:00:37.880]  尤其是路加講出來的
[00:00:37.880 --> 00:00:40.400]  一個聖誕的故事是一個什麼故事
[00:00:40.400 --> 00:00:42.360]  讓我們看到那個重點
[00:00:42.360 --> 00:00:44.760]  以致我們去更新
[00:00:44.760 --> 00:00:47.520]  無論觀念上或者我們怎樣實踐你的道
[00:00:47.520 --> 00:00:48.720]  我們都能夠更新
[00:00:48.720 --> 00:00:50.040]  特別是為了一些
[00:00:50.040 --> 00:00:53.200]  我們當中初信或者比較新的
[00:00:53.200 --> 00:00:56.240]  來去了解我們信仰的朋友
[00:00:56.240 --> 00:00:57.800]  在今天的講道裡面
[00:00:57.800 --> 00:01:01.120]  都能夠更加的去明白
[00:01:01.120 --> 00:01:02.920]  究竟發生什麼事情
[00:01:02.920 --> 00:01:05.800]  以致知道教育信仰的核心
[00:01:05.800 --> 00:01:07.240]  這個聖誕
[00:01:07.240 --> 00:01:09.800]  耶穌來這個世界的真正意義
[00:01:09.800 --> 00:01:10.960]  多謝主聽我們禱告
[00:01:10.960 --> 00:01:12.200]  奉耶穌基督的名字
[00:01:12.200 --> 00:01:13.200]  阿們
[00:01:13.200 --> 00:01:16.760]  我的題目就叫做
[00:01:16.760 --> 00:01:18.720]  報佳音中的諷刺
[00:01:18.720 --> 00:01:21.320]  其實報佳音怎麼會諷刺呢?
[00:01:21.320 --> 00:01:22.840]  諷刺的意思
[00:01:22.840 --> 00:01:26.800]  意思就是很弔詭或者很矛盾
[00:01:26.800 --> 00:01:28.200]  或者是一種對比
[00:01:28.200 --> 00:01:29.560]  因為一般來說
[00:01:29.560 --> 00:01:34.200]  可能大家就算你不是花開教會
[00:01:34.200 --> 00:01:37.280]  你去接觸聖誕給你什麼感覺?
[00:01:37.280 --> 00:01:39.280]  就是開心
[00:01:39.280 --> 00:01:41.000]  買東西
[00:01:41.000 --> 00:01:43.280]  所以很多人都要提醒
[00:01:43.280 --> 00:01:44.880]  聖誕不只是買東西的
[00:01:44.880 --> 00:01:47.280]  要留意一下
[00:01:47.280 --> 00:01:50.120]  究竟聖誕的意思是什麼
[00:01:50.120 --> 00:01:52.000]  這個信息也很重要
[00:01:52.000 --> 00:01:55.520]  聖誕是耶穌作為救主來這個世界
[00:01:55.520 --> 00:01:56.920]  拯救世人
[00:01:56.920 --> 00:01:57.520]  是不是?
[00:01:57.520 --> 00:02:00.120]  那麼耶穌怎麼可以承擔我們的罪呢?
[00:02:00.120 --> 00:02:01.720]  祂就要來這個世界
[00:02:01.720 --> 00:02:03.240]  祂怎麼來這個世界呢?
[00:02:03.240 --> 00:02:05.240]  祂就很謙卑地來這個世界
[00:02:05.240 --> 00:02:07.560]  好像其實
[00:02:07.560 --> 00:02:09.200]  如果再想這件事情
[00:02:09.200 --> 00:02:13.600]  為什麼耶穌來的時候是一個嬰兒來呢?
[00:02:13.600 --> 00:02:16.080]  這個其實也是很重要的
[00:02:16.080 --> 00:02:17.720]  為什麼來這個世界的時候
[00:02:17.720 --> 00:02:20.080]  是會選擇這個家庭
[00:02:20.080 --> 00:02:23.080]  或者待會我們讀聖經發生這些事情
[00:02:23.080 --> 00:02:25.160]  其實我們在想的時候
[00:02:25.160 --> 00:02:27.640]  我們會去體會不同的
[00:02:27.640 --> 00:02:30.440]  對聖誕可能有更多的想法
[00:02:30.440 --> 00:02:31.840]  尤其是路加
[00:02:31.840 --> 00:02:32.720]  大家記得了
[00:02:32.720 --> 00:02:35.720]  他是寫給一個官員的
[00:02:35.720 --> 00:02:36.720]  提亞菲羅
[00:02:36.720 --> 00:02:38.960]  他寫這些信息是有他的意思的
[00:02:38.960 --> 00:02:40.400]  所以你看到聖經
[00:02:40.400 --> 00:02:43.360]  有不同記載聖誕的事蹟
[00:02:43.360 --> 00:02:44.600]  是有不同重點的
[00:02:44.600 --> 00:02:46.920]  今天就處理一下路加的問題
[00:02:46.920 --> 00:02:50.560]  我們明白聖誕是路加怎麼說的
[00:02:50.560 --> 00:02:51.800]  所以
[00:02:51.800 --> 00:02:53.800]  道佳音色諷刺的意思就是
[00:02:53.800 --> 00:02:55.240]  很多時候我們只是看了一面
[00:02:55.240 --> 00:02:56.400]  哇~開心
[00:02:56.400 --> 00:02:58.440]  但是其實道佳音裡面
[00:02:58.440 --> 00:03:01.200]  同時是一個很矛盾的
[00:03:01.200 --> 00:03:05.600]  很多問題的一個時代
[00:03:05.600 --> 00:03:06.200]  好
[00:03:06.200 --> 00:03:08.400]  我們先讀一讀聖經
[00:03:08.400 --> 00:03:10.840]  這本聖經其實有一節是很容易記的
[00:03:10.840 --> 00:03:12.160]  大概可以分三段
[00:03:12.160 --> 00:03:13.280]  每段七節
[00:03:13.280 --> 00:03:15.080]  所以一邊讀的時候
[00:03:15.080 --> 00:03:16.560]  你會看到不同的段落
[00:03:16.560 --> 00:03:17.560]  第一個段落
[00:03:17.560 --> 00:03:19.960]  就是整個二章一至二十一節
[00:03:19.960 --> 00:03:21.800]  就是耶穌出生的時間
[00:03:21.800 --> 00:03:24.080]  那個描述
[00:03:24.080 --> 00:03:27.600]  第一段就是耶穌出生的背景或者情景
[00:03:27.600 --> 00:03:29.400]  我們讀一讀
[00:03:29.400 --> 00:03:30.600]  看不看得到?
[00:03:30.600 --> 00:03:31.440]  會不會太小?
[00:03:31.440 --> 00:03:32.080]  OK吧?
[00:03:32.080 --> 00:03:33.440]  如果看得到的話
[00:03:33.440 --> 00:03:34.800]  我們一起慢慢讀好不好?
[00:03:34.800 --> 00:03:35.400]  好,預備
[00:03:35.400 --> 00:03:36.320]  一二三
[00:03:36.320 --> 00:03:38.200]  當那些日子
[00:03:38.200 --> 00:03:41.960]  凱撒奧古士督有旨意下來
[00:03:41.960 --> 00:03:45.040]  叫天下人民都報名上策
[00:03:45.040 --> 00:03:49.480]  這是居尼柳做敘利亞巡撫的時候
[00:03:49.480 --> 00:03:57.320]  「頭一次行報名上策的是眾人各個姓」
[00:03:57.320 --> 00:04:01.400]  「一失也從加利利的拿撒勒城上猶太去」
[00:04:01.400 --> 00:04:04.360]  「到了大衛的城名叫伯利恆」
[00:04:04.360 --> 00:04:07.360]  「因他本是大衛一族一家的人」
