
[00:00:00.000 --> 00:00:02.520]  大家都想要經歷神蹟嗎?
[00:00:02.520 --> 00:00:09.000]  第二個問題,大家都想要傳揚福音嗎?
[00:00:09.000 --> 00:00:16.320]  經歷神蹟和傳揚福音是神的心意
[00:00:16.320 --> 00:00:20.120]  我們不能只是經歷神蹟而不傳揚福音
[00:00:20.120 --> 00:00:25.320]  我今天帶著一個負擔和一個感動
[00:00:25.320 --> 00:00:27.720]  來跟大家分享神的話
[00:00:28.920 --> 00:00:31.720]  我相信當我們在傳講神的話語的時候
[00:00:31.720 --> 00:00:33.320]  聖靈會教慣你們
[00:00:33.320 --> 00:00:34.400]  阿們
[00:00:34.400 --> 00:00:37.520]  特別你有帶著重擔的
[00:00:37.520 --> 00:00:39.520]  神一定有話對你說
[00:00:39.520 --> 00:00:41.520]  那我們一同來禱告
[00:00:41.520 --> 00:00:44.120]  前來天父,我們來到你面前
[00:00:44.120 --> 00:00:46.920]  主啊,你是何等信實的神
[00:00:46.920 --> 00:00:51.920]  主啊,你是與你的教會弟兄姊妹同在的那位神
[00:00:51.920 --> 00:00:54.720]  主啊,主啊,是以馬內利的上帝
[00:00:54.720 --> 00:00:56.120]  讓我們來認識你
[00:00:56.120 --> 00:00:58.720]  主啊,主啊,你的話語是何等的
[00:00:58.720 --> 00:01:02.320]  有能力,何等的寶貴,何等的有生命
[00:01:02.320 --> 00:01:05.120]  主啊,讓這氣息進入我們的心裡面
[00:01:05.120 --> 00:01:08.120]  主啊,我們要奉你的名,趕出一切沉睡的靈
[00:01:08.120 --> 00:01:11.520]  主教,我們聽見你的話語,生命被你更新
[00:01:11.520 --> 00:01:13.520]  主你施恩在我們當中
[00:01:13.520 --> 00:01:15.920]  垂聽我們的禱告,奉靠耶穌的名
[00:01:15.920 --> 00:01:17.320]  阿們
[00:01:26.320 --> 00:01:29.720]  我想問的問題是,我們都經歷神蹟
[00:01:29.720 --> 00:01:32.520]  但是我們有沒有時常的經歷神蹟
[00:01:32.520 --> 00:01:38.520]  如果我們時常經歷神蹟
[00:01:38.520 --> 00:01:41.920]  我們就會有見證可分享
[00:01:41.920 --> 00:01:45.120]  而這個見證是新鮮的見證
[00:01:45.120 --> 00:01:50.520]  好像你昨天吃到了一個還不錯的餡餅
[00:01:50.520 --> 00:01:55.320]  你會很想跟大家分享,這個餡餅太好吃了
[00:01:56.320 --> 00:01:57.920]  我昨天真的是有吃到餡餅
[00:01:57.920 --> 00:02:03.520]  還有我們願不願意持續的傳揚福音
[00:02:03.520 --> 00:02:06.120]  可能我們傳揚福音的經驗
[00:02:06.120 --> 00:02:08.920]  還停留在剛信主的時候
[00:02:08.920 --> 00:02:10.720]  或者是兩三年前
[00:02:10.720 --> 00:02:15.120]  或者是門訊被格木斯逼得要上街頭
[00:02:15.120 --> 00:02:21.320]  我們有沒有這種持續想傳福音的動力在我們裡面
[00:02:21.320 --> 00:02:23.920]  今天我跟大家分享這樣的信息
[00:02:23.920 --> 00:02:26.720]  同時也在我的裡面不斷的震蕩我
[00:02:26.720 --> 00:02:31.920]  昨天我跟前幾天在默想這段經文的時候
[00:02:31.920 --> 00:02:36.720]  我覺得神有超過字面上的話語對我說
[00:02:36.720 --> 00:02:41.920]  但我們先從聖經的話來認識
[00:02:41.920 --> 00:02:44.520]  最基本的認識神的作為
[00:02:44.520 --> 00:02:48.320]  認識神到底在祂的教會裡面,祂的心意是什麼
[00:02:48.320 --> 00:02:51.320]  所以我今天想借這個故事
[00:02:51.920 --> 00:02:55.520]  抽取的兩大點,就是兩個見證
[00:02:55.520 --> 00:02:57.920]  一個是以尼亞的見證
[00:02:57.920 --> 00:03:00.520]  這個人從癱瘓到行走
[00:03:00.520 --> 00:03:03.320]  見證了一智大能的主
[00:03:03.320 --> 00:03:06.720]  另外一位是大比大
[00:03:06.720 --> 00:03:10.120]  就是我們熟悉的,他的名字叫多加
[00:03:10.120 --> 00:03:12.720]  他從死亡到復活
[00:03:12.720 --> 00:03:18.120]  他見證了,這件事見證了生命盼望的主
[00:03:19.520 --> 00:03:22.320]  大家看,這個神蹟都有一個目的
[00:03:22.320 --> 00:03:24.120]  就是見證主
[00:03:24.120 --> 00:03:28.520]  當然當中的人他們受惠
[00:03:28.520 --> 00:03:31.120]  我們來看這個故事的背景
[00:03:31.120 --> 00:03:34.520]  這是在一個使徒行傳裡面的一段故事
[00:03:34.520 --> 00:03:36.920]  但是這個故事有前因有後果
[00:03:36.920 --> 00:03:39.320]  如果我們只看這個神蹟的故事的話
[00:03:39.320 --> 00:03:45.320]  你可能就會想,對我有什麼幫助呢
[00:03:45.320 --> 00:03:48.720]  但是我們今天要從這整個的背景來認識的話
[00:03:48.720 --> 00:03:49.920]  你就會清楚知道
[00:03:49.920 --> 00:03:53.520]  神在祂的教會寫歷史
[00:03:53.520 --> 00:03:56.920]  也會在我們小小的個人身上寫歷史
[00:03:56.920 --> 00:04:04.320]  耶穌復活之後,祂與門徒們在一起生活
[00:04:04.320 --> 00:04:09.920]  後來耶穌在地上跟門徒聚集在一起
[00:04:09.920 --> 00:04:14.320]  耶穌復活顯現之後,有四十天之久跟門徒生活在一起
[00:04:15.320 --> 00:04:18.920]  在此之後,耶穌要升天了對不對
[00:04:18.920 --> 00:04:24.120]  耶穌在升天之前,門徒問了很多有關於神國度的問題
[00:04:24.120 --> 00:04:27.120]  神德國的時候,到底是什麼時候呢
[00:04:27.120 --> 00:04:29.920]  但是耶穌沒有正面的回答他們
[00:04:29.920 --> 00:04:33.320]  耶穌對他們說,但聖靈降臨在你們身上
[00:04:33.320 --> 00:04:35.120]  你們就必得著能力
[00:04:35.120 --> 00:04:38.520]  並要在耶路撒冷猶太權帝撒瑪利亞之道地級
[00:04:38.520 --> 00:04:41.120]  做我的見證
[00:04:41.120 --> 00:04:44.720]  我故意把做我的見證凸顯
[00:04:45.720 --> 00:04:46.920]  做什麼見證呢
[00:04:46.920 --> 00:04:48.520]  做耶穌的見證
[00:04:48.520 --> 00:04:50.520]  到底見證什麼呢
[00:04:50.520 --> 00:04:52.920]  見證耶穌是主
[00:04:52.920 --> 00:04:56.520]  整個使徒行傳,你看那個故事
[00:04:56.520 --> 00:05:00.720]  彼得也好,保羅也好,他們進入會堂裡面
[00:05:00.720 --> 00:05:03.520]  他們碰到猶太人,他們新神蹟
[00:05:03.520 --> 00:05:06.920]  後面都會帶出一個信息,耶穌是主
[00:05:07.920 --> 00:05:17.320]  耶穌是主成為使徒行傳裡面,一個很重要神要做的事情
