
[00:00:00.000 --> 00:00:05.680]  頂姐妹,今天我們再一次回到一同思想已忽所書的信息
[00:00:05.680 --> 00:00:09.880]  順著經文的安排,今天我們來到已忽所書第五章
[00:00:09.880 --> 00:00:12.440]  是一段我們都熟悉的經文
[00:00:12.440 --> 00:00:16.160]  是關於夫婦相處之道的經文
[00:00:16.160 --> 00:00:18.920]  這段經文比較多是在婚禮裏面
[00:00:18.920 --> 00:00:25.280]  用來訓練、勉勵一對新人來說的
[00:00:25.280 --> 00:00:28.680]  頂姐妹,今天當我們在同去思想這段經文的時候
[00:00:28.680 --> 00:00:30.760]  我知道在我們當中
[00:00:30.760 --> 00:00:34.040]  我們有不同婚姻狀況的弟兄姊妹
[00:00:34.040 --> 00:00:37.600]  我們有已婚的、有單身的
[00:00:37.600 --> 00:00:40.400]  或者有再次單身的弟兄姊妹
[00:00:40.400 --> 00:00:44.760]  無論如何,我盼望今天的信息能夠為你帶來幫助
[00:00:44.760 --> 00:00:47.240]  我特別想說
[00:00:47.240 --> 00:00:50.200]  其實聖經裏面沒有說我們一定要結婚
[00:00:50.200 --> 00:00:53.720]  無論是結婚、沒有結婚
[00:00:53.720 --> 00:00:56.680]  套用保羅在《哥林多前書7章》裏所說
[00:00:56.680 --> 00:00:58.840]  都是神給我們的恩賜
[00:00:58.840 --> 00:01:00.440]  都是神給我們的禮物
[00:01:00.440 --> 00:01:03.440]  只要我們忠心地去跟從主
[00:01:03.440 --> 00:01:05.000]  信著聖靈的帶領
[00:01:05.000 --> 00:01:07.720]  我們仍然能夠活出豐盛的生命
[00:01:07.720 --> 00:01:12.680]  活出完整美麗的人生
[00:01:12.680 --> 00:01:16.880]  如果我們姐妹不是在婚姻的關係裏面的時候
[00:01:16.880 --> 00:01:23.080]  我盼望今天的信息不會給你有太多旁聽的感覺
[00:01:23.080 --> 00:01:25.160]  如果你在婚姻裏面
[00:01:25.160 --> 00:01:29.400]  我也知道,其實可能我們在婚姻的經歷各有不同
[00:01:29.400 --> 00:01:31.000]  我們會有不同的遭遇
[00:01:31.000 --> 00:01:33.520]  我們會有不同的體會
[00:01:33.520 --> 00:01:37.560]  甚至我們可能正在經歷一些婚姻裏面的艱難
[00:01:37.560 --> 00:01:41.080]  求主,我祈求聖靈來幫助我們
[00:01:41.080 --> 00:01:44.000]  讓今天的信息能夠給你有啟迪
[00:01:44.000 --> 00:01:47.800]  以及看得見有盼望
[00:01:47.800 --> 00:01:51.880]  今個月我們繼續教會有祝福別人的行動
[00:01:51.880 --> 00:01:56.320]  大家知不知道今個月的對象是誰?是甚麼人?
[00:01:56.320 --> 00:01:58.000]  是我們家人吧?
[00:01:58.000 --> 00:01:59.360]  是的,沒錯的
[00:01:59.360 --> 00:02:02.760]  有時我們真的要刻意地去製造一些機會
[00:02:02.760 --> 00:02:05.400]  向我們的家人,向我們所愛的人
[00:02:05.400 --> 00:02:07.680]  來表達我們對他們的關心
[00:02:07.680 --> 00:02:09.360]  表達那份愛意
[00:02:09.360 --> 00:02:15.840]  很多時候我們會不知不覺地去忽略了我們所愛的人
[00:02:15.840 --> 00:02:18.480]  因為每一天我們都見面的時候
[00:02:18.480 --> 00:02:21.120]  反而我們可能少了一份珍惜
[00:02:21.120 --> 00:02:23.440]  少了一份尊重
[00:02:23.440 --> 00:02:25.920]  這個忽略在家庭關係
[00:02:25.920 --> 00:02:29.200]  在夫婦關係裏面是最常見的
[00:02:29.200 --> 00:02:30.640]  頂尖的我問一問你
[00:02:30.640 --> 00:02:32.720]  你還會不會為了你的家人
[00:02:32.720 --> 00:02:34.280]  或者為了你的配偶
[00:02:34.280 --> 00:02:36.440]  你悉心打扮?
[00:02:36.440 --> 00:02:39.240]  或者你會不會去想一下
[00:02:39.240 --> 00:02:42.760]  有時怎樣可以令到你的家人
[00:02:42.760 --> 00:02:46.840]  令到你的配偶能夠感覺到快樂一點?
[00:02:46.840 --> 00:02:48.520]  有時我們可能會覺得
[00:02:48.520 --> 00:02:50.680]  我們已經很了解對方
[00:02:50.680 --> 00:02:52.000]  也沒有什麼驚喜
[00:02:52.000 --> 00:02:53.640]  也沒有什麼驚嚇
[00:02:53.640 --> 00:02:56.040]  有時也無謂多此一舉
[00:02:56.040 --> 00:02:58.920]  不過今天保羅給我們的提醒
[00:02:58.920 --> 00:03:00.880]  是夫婦關係
[00:03:00.880 --> 00:03:02.840]  延伸開去的家庭關係
[00:03:02.840 --> 00:03:07.160]  是可以比我們想像當中豐富很多的
[00:03:07.160 --> 00:03:11.200]  就好像基督和教會的關係一樣
[00:03:11.200 --> 00:03:13.640]  是一個超乎想像
[00:03:13.640 --> 00:03:16.240]  一個極大的奧秘
[00:03:16.240 --> 00:03:17.720]  是可以不斷地更新
[00:03:17.720 --> 00:03:20.040]  不斷地有突破
[00:03:20.040 --> 00:03:22.000]  首先讓我們一起來看今天的經文
[00:03:22.000 --> 00:03:27.080]  已忽所書五章二十一至三十三節
[00:03:27.080 --> 00:03:29.800]  讓我們同讀這段經文
[00:03:29.800 --> 00:03:32.560]  「又當傳敬畏基督的心
[00:03:32.560 --> 00:03:35.760]  彼此信服你們作妻子的
[00:03:35.760 --> 00:03:38.080]  當信服自己的丈夫
[00:03:38.080 --> 00:03:39.920]  如同信服主
[00:03:39.920 --> 00:03:42.520]  因為丈夫是妻子的頭
[00:03:42.520 --> 00:03:45.120]  如同基督是教會的頭
[00:03:45.120 --> 00:03:48.360]  他又是教會全體的救主
[00:03:48.360 --> 00:03:51.000]  教會怎樣信服基督
[00:03:51.000 --> 00:03:54.920]  妻子也要怎樣凡事信服丈夫
[00:03:54.920 --> 00:03:56.680]  你們作丈夫的
[00:03:56.680 --> 00:03:58.720]  要愛你們的妻子
[00:03:58.720 --> 00:04:00.760]  正如基督愛教會
[00:04:00.760 --> 00:04:02.760]  為教會舍己
[00:04:02.760 --> 00:04:06.360]  要用水藉著渡把教會洗淨
[00:04:06.360 --> 00:04:07.920]  成為聖潔
[00:04:07.920 --> 00:04:10.160]  可以獻給自己
[00:04:10.160 --> 00:04:12.360]  作個榮耀的教會
[00:04:12.360 --> 00:04:13.880]  毫無玷污
[00:04:13.880 --> 00:04:15.840]  受民等類的病
[00:04:15.840 --> 00:04:18.880]  乃是聖潔沒有瑕疵的
[00:04:18.880 --> 00:04:21.840]  丈夫也當照樣愛妻子
[00:04:21.840 --> 00:04:24.320]  如同愛自己的身子
[00:04:24.320 --> 00:04:27.520]  愛妻子便是愛自己了
[00:04:27.520 --> 00:04:31.080]  從來沒有人恨惡自己的身子
[00:04:31.080 --> 00:04:33.360]  總是保養顧息
[00:04:33.360 --> 00:04:36.320]  正像基督待教會一樣
[00:04:36.320 --> 00:04:39.560]  因我們是他身上的肢體
[00:04:39.560 --> 00:04:41.240]  為這個緣故
[00:04:41.240 --> 00:04:43.280]  人要離開父母
[00:04:43.280 --> 00:04:45.080]  與妻子聯合
[00:04:45.080 --> 00:04:47.240]  二人成為一體
[00:04:47.240 --> 00:04:49.560]  這是極大的奧秘
[00:04:49.560 --> 00:04:53.280]  但我是只著基督和教會說的
[00:04:53.280 --> 00:04:56.960]  然而你們各人都當愛妻子
[00:04:56.960 --> 00:04:59.120]  如同愛自己一樣
[00:04:59.120 --> 00:05:02.880]  妻子也當敬重她的丈夫
[00:05:02.880 --> 00:05:06.280]  今天的題目是「信服與愛」
[00:05:06.280 --> 00:05:07.560]  在今早清早堂之後
[00:05:07.560 --> 00:05:08.520]  有弟兄姊妹提醒我
[00:05:08.520 --> 00:05:11.840]  要小心不要讀了「馴服」
[00:05:11.840 --> 00:05:16.240]  妻子馴服丈夫就像馴獸一樣
[00:05:16.240 --> 00:05:19.080]  是馴服丈夫
[00:05:19.080 --> 00:05:22.840]  「馴服」和「捨己」的「愛」
[00:05:22.840 --> 00:05:26.040]  是這段經文裡最強調的行動
[00:05:26.040 --> 00:05:27.360]  但在這個世代裡
[00:05:27.360 --> 00:05:30.000]  要說哪一個要馴服哪一個
[00:05:30.000 --> 00:05:32.680]  哪一個要作哪一個的頭
[00:05:32.680 --> 00:05:34.880]  其實並不是一個容易被人接受
[00:05:34.880 --> 00:05:37.480]  容易受落的觀念
[00:05:37.480 --> 00:05:39.040]  在婚禮當中
[00:05:39.040 --> 00:05:42.440]  我們有時應景聽聽也無傷大雅
[00:05:42.440 --> 00:05:47.680]  大家在台下抱著祝福新人的心情
[00:05:47.680 --> 00:05:51.240]  為他們聽這篇道理也不錯
[00:05:51.240 --> 00:05:52.480]  但當有一天
[00:05:52.480 --> 00:05:56.600]  這篇教導要實踐在我們身上的時候
[00:05:56.600 --> 00:05:58.920]  可能我們又會有一些保留
[00:05:58.920 --> 00:06:00.960]  特別是當一些未認識神的人
[00:06:00.960 --> 00:06:02.960]  他們聽到這段教導的時候
[00:06:02.960 --> 00:06:05.000]  或者一些弟兄姊妹
[00:06:05.000 --> 00:06:09.400]  他們從來沒有認真去思想過這段經文的時候
[00:06:09.400 --> 00:06:12.720]  當人去領受這段經文的教導
[00:06:12.720 --> 00:06:14.760]  很容易會犯上一個錯誤
[00:06:14.760 --> 00:06:17.280]  是斷章取義的錯誤
[00:06:17.280 --> 00:06:19.720]  我只是強調部分的經文
[00:06:19.720 --> 00:06:20.960]  舉個例子
[00:06:20.960 --> 00:06:24.480]  當我們說「丈夫是妻子的頭」
[00:06:24.480 --> 00:06:26.400]  特別是當弟兄去說這句的時候
[00:06:26.400 --> 00:06:30.040]  很容易會有意無意省略了下面那半句
[00:06:30.040 --> 00:06:33.280]  「如同基督是教會的頭」
[00:06:33.280 --> 00:06:34.680]  這後半句很重要的
