
[00:00:00.000 --> 00:00:02.880]  讓我們再一次去禱告
[00:00:02.880 --> 00:00:05.360]  讓我們再次禱告
[00:00:05.360 --> 00:00:07.320]  好,我們一起去禱告
[00:00:07.320 --> 00:00:12.080]  親愛的天父,我們的主耶穌基督
[00:00:12.080 --> 00:00:14.800]  我們感謝你給我們有崇拜的機會
[00:00:14.800 --> 00:00:17.400]  我們感謝你讓我們有崇拜的機會
[00:00:17.400 --> 00:00:19.080]  我們知道每一個崇拜
[00:00:19.080 --> 00:00:22.800]  都不是必然我們有機會去參與
[00:00:22.800 --> 00:00:24.680]  我們知道不是每一個崇拜
[00:00:24.680 --> 00:00:27.200]  我們都必然有機會去參與
[00:00:27.200 --> 00:00:28.560]  這個末世的時代
[00:00:28.560 --> 00:00:30.720]  讓我們一同的警醒
[00:00:30.720 --> 00:00:32.080]  在這末世的時代
[00:00:32.080 --> 00:00:33.680]  讓我們一同警醒
[00:00:33.680 --> 00:00:36.720]  求你在今天這個崇拜的時間
[00:00:36.720 --> 00:00:39.280]  聖靈就進入我們的心裡面
[00:00:39.280 --> 00:00:41.000]  讓在崇拜的時候
[00:00:41.000 --> 00:00:43.040]  聖靈進入我們的心裡
[00:00:43.040 --> 00:00:46.640]  真理的靈去幫助我們去明白你的話語
[00:00:46.640 --> 00:00:50.280]  真理的聖靈讓我們去明白你的話語
[00:00:50.280 --> 00:00:52.920]  求你也都赦免我們一切的罪
[00:00:52.920 --> 00:00:55.200]  求你赦免我們一切的罪
[00:00:55.200 --> 00:00:57.200]  也都有謙卑受教的心
[00:00:57.200 --> 00:00:59.960]  說的和聽的一同去領受你的話語
[00:00:59.960 --> 00:01:01.400]  也有謙卑受教的心
[00:01:01.400 --> 00:01:04.320]  讓講的和聽的一同領受你的話語
[00:01:04.320 --> 00:01:07.360]  我們將以下時間來交托
[00:01:07.360 --> 00:01:08.720]  和耶穌基督的名求
[00:01:08.720 --> 00:01:10.440]  我們將以下的時間交托
[00:01:10.440 --> 00:01:12.080]  奉耶穌基督的名求
[00:01:12.080 --> 00:01:13.080]  答案
[00:01:13.080 --> 00:01:15.680]  我想問一下大家
[00:01:15.680 --> 00:01:17.280]  如果說到末世
[00:01:17.280 --> 00:01:18.520]  你想起什麼
[00:01:18.520 --> 00:01:20.760]  我想問大家如果說到末世
[00:01:20.760 --> 00:01:21.880]  你想到什麼
[00:01:21.880 --> 00:01:23.760]  或者說
[00:01:23.760 --> 00:01:25.280]  說到末世
[00:01:25.280 --> 00:01:27.560]  你會立刻去
[00:01:27.560 --> 00:01:29.640]  會不會想到地震
[00:01:29.640 --> 00:01:31.440]  飢荒
[00:01:31.440 --> 00:01:32.200]  說到末世
[00:01:32.200 --> 00:01:35.160]  你會不會立刻想到地震和飢荒
[00:01:35.160 --> 00:01:38.800]  我知道現在很多人回鄉
[00:01:38.800 --> 00:01:40.640]  去日本
[00:01:40.640 --> 00:01:43.760]  我知道現在大家要回家鄉去日本
[00:01:43.760 --> 00:01:46.160]  當然現在的東西又便宜
[00:01:46.160 --> 00:01:47.480]  也都很好玩
[00:01:47.480 --> 00:01:49.080]  不過我就沒有機會去
[00:01:49.080 --> 00:01:51.360]  現在很多東西都便宜
[00:01:51.360 --> 00:01:52.080]  也很好玩
[00:01:52.080 --> 00:01:53.760]  但是我沒有機會去
[00:01:53.760 --> 00:01:55.440]  但我經常覺得人們都很勇敢的
[00:01:55.440 --> 00:01:57.080]  因為其實
[00:01:57.080 --> 00:01:59.880]  日本是很有機會地震的
[00:01:59.880 --> 00:02:06.200]  有些人想到關於末世
[00:02:06.200 --> 00:02:08.520]  就是有地震出現
[00:02:08.520 --> 00:02:11.640]  天災人禍才會想到末世
[00:02:11.640 --> 00:02:20.280]  其實
[00:02:20.280 --> 00:02:23.640]  飢荒戰爭這些東西出現
[00:02:23.640 --> 00:02:25.480]  也是末世的徵兆
[00:02:25.480 --> 00:02:32.000]  在十月初的時間
[00:02:32.000 --> 00:02:38.040]  一個英國的陸軍將前參謀長
[00:02:38.040 --> 00:02:40.000]  叫做Patrick Sanders
[00:02:40.000 --> 00:02:47.280]  他說第三次世界大戰
[00:02:47.280 --> 00:02:49.000]  會在五年內爆發
[00:02:50.280 --> 00:02:54.680]  會有一個軸心聯盟已經出現了
[00:02:54.680 --> 00:03:00.720]  接著在十月中
[00:03:00.720 --> 00:03:02.600]  有另外一個新聞
[00:03:02.600 --> 00:03:10.520]  就是北韓參與俄烏的戰爭
[00:03:10.520 --> 00:03:18.080]  是第一次正式有一個外國參與
[00:03:18.080 --> 00:03:24.080]  一個外國參與俄羅斯和烏克蘭的戰爭
[00:03:24.080 --> 00:03:31.880]  接著報道說
[00:03:31.880 --> 00:03:39.040]  俄烏戰爭的方向可能會使多國戰爭
[00:03:39.040 --> 00:03:42.080]  變成第三次世界大戰
[00:03:48.680 --> 00:03:52.280]  進而變為第三次世界大戰
[00:03:52.280 --> 00:03:54.480]  十月尾前幾天
[00:03:54.480 --> 00:04:00.480]  摩根大通銀行首席執行官
[00:04:00.480 --> 00:04:02.720]  Jamie Dimon
[00:04:02.720 --> 00:04:10.560]  他在一個國際金融協會的演講中
[00:04:10.560 --> 00:04:12.160]  你有沒有看到他的報道
[00:04:17.880 --> 00:04:20.960]  他說第三次世界大戰已經開始了
[00:04:20.960 --> 00:04:27.560]  你覺不覺得已經開始了
[00:04:27.560 --> 00:04:30.160]  hello
[00:04:30.160 --> 00:04:34.880]  如果開始了我們的反應是怎樣呢
[00:04:34.880 --> 00:04:37.760]  呆了
[00:04:37.760 --> 00:04:40.720]  當然了
[00:04:40.720 --> 00:04:44.240]  這個報道這麼多人聽的一個演講
[00:04:44.240 --> 00:04:46.000]  就有很多人回應了
[00:04:48.880 --> 00:04:52.480]  他說其中有一個評論家
[00:04:52.480 --> 00:04:54.560]  他就說還沒開始
[00:04:54.560 --> 00:05:00.400]  只是可能而已
[00:05:00.400 --> 00:05:01.400]  你覺得怎樣
[00:05:01.400 --> 00:05:07.200]  因為如果一個廣義的世界大戰的一個角度來說
[00:05:07.200 --> 00:05:14.600]  參照第一次和第二次世界大戰的發生
[00:05:17.200 --> 00:05:18.400]  打到並不發能
[00:05:18.400 --> 00:05:22.840]  當然是各個國家一起打的時候才叫世界大戰
[00:05:22.840 --> 00:05:31.400]  但是通常就不會突然之間有很多國家一起打的
[00:05:31.400 --> 00:05:37.880]  兩個大戰你參考的時候
[00:05:37.880 --> 00:05:40.640]  就是在早十年或者幾年
[00:05:40.640 --> 00:05:45.400]  已經是有些不同的國家已經在打一些局部的
[00:05:47.200 --> 00:05:53.040]  參考來說早在十年就已經有一些局部的國家
[00:05:53.040 --> 00:05:54.520]  已經開始戰爭了
[00:05:54.520 --> 00:05:56.920]  所以現在正在打的大戰
[00:05:56.920 --> 00:05:58.960]  其中正在打的戰爭
[00:05:58.960 --> 00:06:00.280]  俄灣戰爭打了三年
[00:06:00.280 --> 00:06:01.200]  是吧
[00:06:01.200 --> 00:06:02.200]  那現在來說
[00:06:02.200 --> 00:06:04.440]  俄部戰爭已經開始了三年
[00:06:04.440 --> 00:06:05.960]  而有些人去算
[00:06:05.960 --> 00:06:07.760]  如果用這個來起點
