
[00:00:00.000 --> 00:00:05.720]  我們現在已經進入了《爾弗所書》的下半章
[00:00:05.720 --> 00:00:08.420]  就是4-6章
[00:00:08.420 --> 00:00:12.520]  我們看到是在實踐的部分
[00:00:12.520 --> 00:00:14.520]  現在要實踐
[00:00:14.520 --> 00:00:17.200]  我們要走出基督徒的樣式
[00:00:17.200 --> 00:00:19.200]  上一次跟大家說
[00:00:19.200 --> 00:00:22.620]  就是我們要走出這個新人
[00:00:22.620 --> 00:00:26.180]  新的已經來到,舊的要去
[00:00:26.180 --> 00:00:28.180]  我們要脫去我們的舊人
[00:00:28.180 --> 00:00:30.180]  專上我們的新人
[00:00:30.180 --> 00:00:32.180]  今天要跟大家說的
[00:00:32.180 --> 00:00:36.900]  是如何能夠走在愛和光明的裏面
[00:00:36.900 --> 00:00:40.740]  這是《爾弗所書》的第5章
[00:00:40.740 --> 00:00:45.400]  我們不妨做一點點的回顧和前瞻
[00:00:45.400 --> 00:00:48.400]  我們說《爾弗所書》的1-3章
[00:00:48.400 --> 00:00:52.740]  是神學,是有關教會的教導
[00:00:52.740 --> 00:00:56.580]  保羅說我們很有屬靈的福氣基督徒
[00:00:56.580 --> 00:01:00.640]  我們有很多屬靈的智慧
[00:01:00.640 --> 00:01:02.640]  有屬靈的地位
[00:01:02.640 --> 00:01:05.720]  現在是4-6章
[00:01:05.720 --> 00:01:08.740]  不可以停留在腦子裏的知識
[00:01:08.740 --> 00:01:11.180]  我們要將這一切活出來
[00:01:11.180 --> 00:01:13.420]  我們要將我們的智慧
[00:01:13.420 --> 00:01:18.540]  將我們的地位,我們的身份活出來
[00:01:18.540 --> 00:01:21.040]  如何活出來呢?
[00:01:21.040 --> 00:01:23.640]  在4章的1-3章
[00:01:23.640 --> 00:01:27.180]  我們說這是一條謙卑的道路
[00:01:27.180 --> 00:01:29.180]  如果大家記得的話
[00:01:29.180 --> 00:01:35.180]  我說我們是要謙虛、溫柔、忍耐彼此的歡容
[00:01:35.180 --> 00:01:37.640]  是一條謙虛的道路
[00:01:37.640 --> 00:01:41.940]  4-16章是一條合一的道路
[00:01:41.940 --> 00:01:45.680]  我們要在主內合而爲一
[00:01:45.680 --> 00:01:49.180]  上一次跟大家說的17-32章
[00:01:49.180 --> 00:01:51.980]  是一條不一樣的道路
[00:01:51.980 --> 00:01:56.580]  我們不要像世人,不要像外邦人一樣
[00:01:56.580 --> 00:02:00.580]  我們是要活出我們的新人
[00:02:00.580 --> 00:02:03.780]  今天5-2會跟大家說
[00:02:03.780 --> 00:02:06.280]  如何是走在愛裏面
[00:02:06.280 --> 00:02:11.380]  5-8是如何能夠走在光明裏面
[00:02:11.380 --> 00:02:13.480]  而下一次會跟大家說
[00:02:13.480 --> 00:02:17.980]  5-15是如何走在智慧裏面
[00:02:17.980 --> 00:02:21.880]  和18是如何走在聖靈裏面
[00:02:21.880 --> 00:02:23.980]  就是要被聖靈來充滿
[00:02:23.980 --> 00:02:26.880]  要被聖靈來帶領
[00:02:26.880 --> 00:02:29.780]  而第6章也是告訴我們
[00:02:29.780 --> 00:02:35.480]  我們要走在屬靈的真正生命裏面
[00:02:35.480 --> 00:02:36.780]  所以我們看到
[00:02:36.780 --> 00:02:41.380]  全部是要將我們所識得的走出來
[00:02:41.380 --> 00:02:44.680]  今天只有時間說兩點
[00:02:44.680 --> 00:02:47.380]  就是如何走在愛裏面
[00:02:47.380 --> 00:02:52.580]  和如何走在光明裏面
[00:02:52.580 --> 00:02:54.580]  而佛所說的五章一節
[00:02:54.580 --> 00:02:57.880]  所以你們要效法神
[00:02:57.880 --> 00:03:01.380]  好像蒙慈愛的兒女一樣
[00:03:01.380 --> 00:03:05.880]  效法這個字在英文是mimic
[00:03:05.880 --> 00:03:10.280]  就是如何來學一個人,模仿一個人
[00:03:10.280 --> 00:03:12.280]  如果我們是蒙慈愛的兒女
[00:03:12.280 --> 00:03:15.080]  我們應該學習我們的天賦
[00:03:15.080 --> 00:03:18.980]  就好像弟弟學習他們的父母一樣
[00:03:18.980 --> 00:03:21.180]  尤其是兩三歲的弟弟
[00:03:21.180 --> 00:03:22.580]  真的很可愛
[00:03:22.580 --> 00:03:24.480]  他們喜歡穿大人的鞋
[00:03:24.480 --> 00:03:26.980]  他們喜歡勾大人的衣服
[00:03:26.980 --> 00:03:30.480]  掛着大人的手袋來扮大人
[00:03:30.480 --> 00:03:32.180]  我們也是一樣
[00:03:32.180 --> 00:03:34.180]  一個基督徒的生命
[00:03:34.180 --> 00:03:39.880]  可以說是一個學習模仿神的生命
[00:03:39.880 --> 00:03:42.580]  其實在第4章
[00:03:42.580 --> 00:03:46.080]  我們已經開始了模仿神
[00:03:46.080 --> 00:03:47.780]  不知道大家有沒有注意
[00:03:47.780 --> 00:03:50.380]  我說第4章教我們要謙卑
[00:03:50.380 --> 00:03:52.080]  這條是謙卑的道路
[00:03:52.080 --> 00:03:53.580]  是合一的道路
[00:03:53.580 --> 00:03:55.980]  是不一樣的道路
[00:03:55.980 --> 00:03:57.980]  我們已經開始模仿神了
[00:03:57.980 --> 00:04:00.080]  神就是謙卑的
[00:04:00.080 --> 00:04:02.080]  祂道成肉身來到世上
[00:04:02.080 --> 00:04:03.380]  祂是謙卑的神
[00:04:03.380 --> 00:04:05.780]  我們要學習祂
[00:04:05.780 --> 00:04:07.980]  神也是合一的神
[00:04:07.980 --> 00:04:11.680]  我們所信的是三位一體的神
[00:04:11.680 --> 00:04:13.480]  父子性靈
[00:04:13.480 --> 00:04:15.080]  三個位格
[00:04:15.080 --> 00:04:16.880]  但是隻有一位神
[00:04:16.880 --> 00:04:19.080]  祂是合一的
[00:04:19.080 --> 00:04:21.780]  祂也是不一樣的神
[00:04:21.780 --> 00:04:23.980]  所以我們要學習祂
[00:04:23.980 --> 00:04:26.380]  我們這位神是不一樣的
[00:04:26.380 --> 00:04:29.080]  祂是分別爲性的神
[00:04:29.080 --> 00:04:31.280]  今天會和大家說
[00:04:31.280 --> 00:04:33.080]  就是走在愛裏面
[00:04:33.080 --> 00:04:35.380]  和走在光裏面
[00:04:35.380 --> 00:04:36.880]  神就在愛裏面
[00:04:36.880 --> 00:04:40.280]  在光裏面
[00:04:40.280 --> 00:04:42.680]  我們要效法神
[00:04:42.680 --> 00:04:44.180]  怎樣效法?
[00:04:44.180 --> 00:04:46.380]  約翰一書四章八節
[00:04:46.380 --> 00:04:49.580]  說沒有愛心的就不認識神
[00:04:49.580 --> 00:04:51.680]  神就是愛
[00:04:51.680 --> 00:04:54.480]  如果我們的生命裏面是沒有愛
[00:04:54.480 --> 00:04:58.180]  如果我們不懂得去愛弟兄姊妹的話
[00:04:58.180 --> 00:04:59.580]  聖經告訴我們
[00:04:59.580 --> 00:05:01.780]  我們根本不認識神
[00:05:01.780 --> 00:05:05.680]  我們也不是真正神的兒女
[00:05:05.680 --> 00:05:08.180]  怎樣能夠去效法神?
[00:05:08.180 --> 00:05:09.680]  去愛人?
[00:05:09.680 --> 00:05:11.480]  首先我們要知道
[00:05:11.480 --> 00:05:14.580]  靠我們自己是做不到的
[00:05:14.580 --> 00:05:17.880]  所以保羅在《書爾弗所書》的第三章
[00:05:17.880 --> 00:05:19.880]  十六和十七節
[00:05:19.880 --> 00:05:22.280]  他是爲信徒來禱告
[00:05:22.280 --> 00:05:25.580]  他是求聖靈能夠幫助我們裏面的人
[00:05:25.580 --> 00:05:27.080]  剛強起來
[00:05:27.080 --> 00:05:30.280]  所以第一點是要靠禱告
[00:05:30.280 --> 00:05:33.480]  第二點在十九節第三章
[00:05:33.480 --> 00:05:34.880]  保羅說
[00:05:34.880 --> 00:05:39.180]  便叫神一切所充滿的充滿你們
[00:05:39.180 --> 00:05:42.780]  第二點是要靠聖靈來幫助我們
[00:05:42.780 --> 00:05:44.680]  讓聖靈來帶領
[00:05:44.680 --> 00:05:50.280]  讓聖靈來充滿我們
[00:05:50.280 --> 00:05:51.680]  要走在愛裏面
[00:05:51.680 --> 00:05:54.480]  這其實是一個寬恕的愛
[00:05:54.480 --> 00:05:57.880]  在《書爾弗所書》的四章三十二節
[00:05:57.880 --> 00:05:58.880]  保羅說
[00:05:58.880 --> 00:06:01.480]  並要以恩慈相待
[00:06:01.480 --> 00:06:03.280]  傳廉民的心
[00:06:03.280 --> 00:06:04.680]  彼此饒恕
[00:06:04.680 --> 00:06:09.080]  正如神在基督裏饒恕了你們一樣
[00:06:09.080 --> 00:06:13.180]  今天我們說五章一節是要效法神
[00:06:13.180 --> 00:06:15.680]  神如何寬恕我們?
[00:06:15.680 --> 00:06:18.780]  我們見到耶穌基督寬恕了我們
[00:06:18.780 --> 00:06:21.080]  赦免了我們的罪
[00:06:21.080 --> 00:06:24.280]  本來應該釘十字架的是我們
[00:06:24.280 --> 00:06:25.680]  是我們的罪
[00:06:25.680 --> 00:06:27.880]  但是祂替我們釘了十字架
[00:06:27.880 --> 00:06:29.680]  祂寬恕了我們
[00:06:29.680 --> 00:06:31.380]  所以我們學祂的話
[00:06:31.380 --> 00:06:34.080]  我們一樣要去寬恕別人
[00:06:34.080 --> 00:06:36.780]  寬恕大兄姊妹
[00:06:36.780 --> 00:06:39.180]  我們的愛心有多大
[00:06:39.180 --> 00:06:42.880]  在乎我們被神寬恕了多少
[00:06:42.880 --> 00:06:45.480]  我們越是被神寬恕得多
[00:06:45.480 --> 00:06:47.880]  我們的愛心就越大
[00:06:47.880 --> 00:06:50.380]  我們越是被神寬恕得少
[00:06:50.380 --> 00:06:54.380]  我們的愛心就越小
[00:06:54.380 --> 00:06:58.180]  這其實是耶穌基督自己的教導
[00:06:58.180 --> 00:07:00.080]  耶穌基督在世的時候
[00:07:00.080 --> 00:07:03.880]  在《路加福音》第七章說到有一件事
[00:07:03.880 --> 00:07:08.580]  就是有一個法利塞人請耶穌基督去他家喫飯
[00:07:08.580 --> 00:07:11.380]  這個法利塞人叫西門
[00:07:11.380 --> 00:07:13.780]  西門不是西門彼得
[00:07:13.780 --> 00:07:15.680]  不是耶穌基督的門徒
[00:07:15.680 --> 00:07:18.180]  這是一個法利塞人
[00:07:18.180 --> 00:07:20.680]  他請耶穌基督去他家喫飯
[00:07:20.680 --> 00:07:23.780]  當時城裏有一個女人
[00:07:23.780 --> 00:07:26.180]  聖經沒有說她是誰
[00:07:26.180 --> 00:07:28.480]  但是很明顯她是一個罪人
[00:07:28.480 --> 00:07:31.580]  可能是一個妓女
[00:07:31.580 --> 00:07:35.580]  她聽見法利塞人請耶穌基督去她家喫飯
[00:07:35.580 --> 00:07:38.780]  她就帶着一瓶很名貴的香膏
[00:07:38.780 --> 00:07:43.080]  價值連城的香膏走到法利塞人的家
[00:07:43.080 --> 00:07:45.580]  她首先站在耶穌基督的背後
[00:07:45.580 --> 00:07:48.680]  她慢慢靠近耶穌基督的腳
[00:07:48.680 --> 00:07:50.780]  她開始哭泣
[00:07:50.780 --> 00:07:52.780]  她爲什麼哭呢?
[00:07:52.780 --> 00:07:56.080]  因爲她知道自己是一個罪人
[00:07:56.080 --> 00:07:59.580]  她是爲了自己的罪來哭泣
[00:07:59.580 --> 00:08:02.980]  她的眼淚是沾溼了耶穌基督的腳
[00:08:02.980 --> 00:08:07.480]  所以她用自己的頭髮幫耶穌基督的腳擦乾
[00:08:07.480 --> 00:08:12.780]  然後她在耶穌基督的腳上連連親嘴
[00:08:12.780 --> 00:08:18.580]  然後她將香膏抹在耶穌基督的腳上
[00:08:18.580 --> 00:08:20.680]  經文告訴我們
[00:08:20.680 --> 00:08:23.780]  在路加福音七章三十九節
[00:08:23.780 --> 00:08:25.780]  法利塞人見到之後
[00:08:25.780 --> 00:08:27.580]  他的心裏就在想
[00:08:27.580 --> 00:08:30.280]  如果耶穌基督真的先知的話
[00:08:30.280 --> 00:08:32.980]  他沒理由不知道這個女人是誰
[00:08:32.980 --> 00:08:35.680]  他應該知道這個女人是一個罪人
[00:08:35.680 --> 00:08:41.180]  爲什麼還讓他大庭廣衆來接觸自己
[00:08:41.180 --> 00:08:44.180]  這個法利塞人就是沒有憐憫的心
[00:08:44.180 --> 00:08:45.980]  他一點愛心都沒有
[00:08:45.980 --> 00:08:48.480]  他不覺得自己是一個罪人
[00:08:48.480 --> 00:08:51.980]  他不需要耶穌基督來赦免他的罪
[00:08:51.980 --> 00:08:54.780]  他不懂得怎樣去愛人
[00:08:54.780 --> 00:08:56.180]  所以我剛纔說
[00:08:56.180 --> 00:08:58.780]  越是知道自己是一個罪人
[00:08:58.780 --> 00:09:02.480]  越是感激自己的罪被神赦免
[00:09:02.480 --> 00:09:04.280]  就越懂得去愛人
[00:09:04.280 --> 00:09:06.580]  越懂得去憐憫人
[00:09:06.580 --> 00:09:10.080]  但是如果一個人不覺得自己是一個罪人
[00:09:10.080 --> 00:09:13.680]  他根本不珍惜自己的罪被赦免的話
[00:09:13.680 --> 00:09:15.580]  他就不懂得去愛人
[00:09:15.580 --> 00:09:19.580]  他就不懂得去憐憫人
[00:09:19.580 --> 00:09:21.980]  耶穌基督當然知道
[00:09:21.980 --> 00:09:25.180]  那個法利塞人西門在想什麼
[00:09:25.180 --> 00:09:28.180]  所以耶穌基督是說了一個比喻
[00:09:28.180 --> 00:09:30.180]  來問西門
[00:09:30.180 --> 00:09:34.980]  他說如果有兩個人欠了一個債主錢
[00:09:34.980 --> 00:09:37.080]  一個人欠了50兩
[00:09:37.080 --> 00:09:39.780]  另外一個是欠了5兩
[00:09:39.780 --> 00:09:42.780]  兩個人都沒有能力來償還
[00:09:42.780 --> 00:09:47.080]  債主最後開恩免了他們的債
[00:09:47.080 --> 00:09:49.580]  究竟哪一個欠債的人
[00:09:49.580 --> 00:09:52.780]  會更加愛這個債主
[00:09:52.780 --> 00:09:56.080]  是欠50兩還是5兩
[00:09:56.080 --> 00:09:59.580]  西門這個法利塞人是懂得回答
[00:09:59.580 --> 00:10:01.280]  他說當然就是
[00:10:01.280 --> 00:10:05.980]  被赦免得多的就更加愛這個債主
[00:10:05.980 --> 00:10:08.580]  耶穌基督說你答對了
[00:10:08.580 --> 00:10:10.180]  接着耶穌基督說
