
[00:00:00.000 --> 00:00:02.600]  頂姊妹 早安
[00:00:02.600 --> 00:00:05.600]  剛剛聽完一個那麼醒神的見證
[00:00:05.600 --> 00:00:08.080]  你應該不會打瞌睡
[00:00:08.080 --> 00:00:14.440]  第二 你應該放眼看上帝祂自己奇妙的手
[00:00:14.440 --> 00:00:16.440]  在我們這個大時代
[00:00:16.440 --> 00:00:19.680]  上帝有祂自己的工作要完成
[00:00:19.680 --> 00:00:24.600]  頂姊妹 今天你的心有沒有真的歸向神
[00:00:24.600 --> 00:00:27.200]  今天你人生有沒有遺憾
[00:00:27.200 --> 00:00:33.200]  是在乎你的生命裡有沒有真的遇到神
[00:00:33.200 --> 00:00:36.200]  我們每一個人的生命裡的經歷
[00:00:36.200 --> 00:00:42.000]  我相信沒有一個經歷遭遇是浪費的
[00:00:42.000 --> 00:00:45.800]  上帝容許任何事發生都一定有祂的美意
[00:00:45.800 --> 00:00:50.000]  而且要引發我們去思考一件很重要的事
[00:00:50.000 --> 00:00:52.600]  就是你有沒有歸向神
[00:00:52.600 --> 00:00:57.200]  你的心究竟有沒有真正的歸向神
[00:00:57.200 --> 00:00:59.200]  在阿摩斯書裡面
[00:00:59.200 --> 00:01:03.200]  到中部的書卷裡面
[00:01:03.200 --> 00:01:05.200]  由第三章到第六章結尾
[00:01:05.200 --> 00:01:10.600]  其實就是三篇很嚴厲責備神的子民的信息
[00:01:10.600 --> 00:01:15.200]  不覺以色列人他們怎樣離開了上帝的恩典
[00:01:15.200 --> 00:01:17.600]  他們怎樣為自己著重偶像
[00:01:17.600 --> 00:01:22.200]  他們怎樣生活到貪婪
[00:01:22.200 --> 00:01:24.200]  越走越遠
[00:01:24.200 --> 00:01:26.200]  但是上帝要興起先知
[00:01:26.200 --> 00:01:30.200]  在他那個時代向他的子民發出這些宣告
[00:01:30.200 --> 00:01:32.200]  而這三篇的信息
[00:01:32.200 --> 00:01:35.200]  在上一堂我們有同工已經和大家分享了
[00:01:35.200 --> 00:01:38.200]  是種瓜得瓜的信息
[00:01:38.200 --> 00:01:40.200]  是有因果的
[00:01:40.200 --> 00:01:42.200]  你做所有的事情是有後果的
[00:01:42.200 --> 00:01:46.200]  但是你有沒有真的醒一醒神
[00:01:46.200 --> 00:01:51.200]  你有沒有去反思我今天有沒有來到歸向神
[00:01:51.200 --> 00:01:54.200]  而我們今天所看的信息在第四章裡面
[00:01:54.200 --> 00:01:59.200]  就是不要過一個虛有其表的宗教性的信徒
[00:01:59.200 --> 00:02:01.200]  你今天是神的子民
[00:02:01.200 --> 00:02:03.200]  你說你是基督徒的話
[00:02:03.200 --> 00:02:05.200]  請你不要只是禮拜六禮拜日
[00:02:05.200 --> 00:02:07.200]  回來禮拜堂敬拜唱詩
[00:02:07.200 --> 00:02:09.200]  讚美禱告讀經聽道
[00:02:09.200 --> 00:02:11.200]  那就算了
[00:02:11.200 --> 00:02:13.200]  你離開這個禮拜堂的時候
[00:02:13.200 --> 00:02:17.200]  究竟你平日一至五或者一至六週間的時候
[00:02:17.200 --> 00:02:20.200]  你的行事為人人在你身上看見的
[00:02:20.200 --> 00:02:22.200]  是不是一個活著的基督
[00:02:22.200 --> 00:02:26.200]  是不是一個真正有基督的榮美生命的
[00:02:26.200 --> 00:02:28.200]  你是一個這樣的門徒
[00:02:28.200 --> 00:02:30.200]  我的問題擺在大家面前
[00:02:30.200 --> 00:02:32.200]  就是你要鄭重這些信息
[00:02:32.200 --> 00:02:34.200]  因為去到第三篇的信息
[00:02:34.200 --> 00:02:36.200]  死得人的
[00:02:36.200 --> 00:02:38.200]  這個就是亡國
[00:02:38.200 --> 00:02:40.200]  北角以色列是要覆亡
[00:02:40.200 --> 00:02:43.200]  第五章到第六章第十四節
[00:02:43.200 --> 00:02:47.200]  我們看看這個阿摩斯書的佈局的時候
[00:02:47.200 --> 00:02:52.200]  我參考過李思敬博士很多年前寫的一本書
[00:02:52.200 --> 00:02:56.200]  叫做恩怨情仇論舊約
[00:02:56.200 --> 00:03:00.200]  舊約裏面有很多豐富的歷史
[00:03:00.200 --> 00:03:04.200]  但這些歷史和情節並非雜亂無章
[00:03:04.200 --> 00:03:08.200]  上帝在其中透過先知阿摩斯
[00:03:08.200 --> 00:03:11.200]  這三篇這麼重要摘備的信息
[00:03:11.200 --> 00:03:13.200]  都有一個結構在裏面
[00:03:13.200 --> 00:03:18.200]  這個結構在文學上來說就是一個扇形的組織
[00:03:18.200 --> 00:03:19.200]  什麼是扇形呢?
[00:03:19.200 --> 00:03:21.200]  大家也用過那些扇
[00:03:21.200 --> 00:03:23.200]  你要扇要打開
[00:03:23.200 --> 00:03:25.200]  你張開的時候
[00:03:25.200 --> 00:03:27.200]  這把扇張到一半的時候
[00:03:27.200 --> 00:03:29.200]  就是最頂點
[00:03:29.200 --> 00:03:31.200]  然後再張下去
[00:03:31.200 --> 00:03:33.200]  其實在很多文學上的表達
[00:03:33.200 --> 00:03:36.200]  你看保羅書信有很多這方面的結構
[00:03:36.200 --> 00:03:39.200]  ABC然後是BπAπ
[00:03:39.200 --> 00:03:41.200]  再下去
[00:03:41.200 --> 00:03:43.200]  主題的信息就在C那裏
[00:03:43.200 --> 00:03:45.200]  我們今天這個段落
[00:03:45.200 --> 00:03:47.200]  由第三章到第六章
[00:03:47.200 --> 00:03:50.200]  他其實是在說一個ABCDE
[00:03:50.200 --> 00:03:52.200]  這個最高峰的
[00:03:52.200 --> 00:03:55.200]  就是這個E的段落
[00:03:55.200 --> 00:03:58.200]  是由起初怎樣摘備
[00:03:58.200 --> 00:04:00.200]  以色列民他們是囤積居奇
[00:04:00.200 --> 00:04:02.200]  他們貪婪
[00:04:02.200 --> 00:04:04.200]  他們在他們的生活裏面
[00:04:04.200 --> 00:04:06.200]  只是來欺壓那些窮人
[00:04:06.200 --> 00:04:09.200]  他們粉飾太平的意思就是
[00:04:09.200 --> 00:04:13.200]  他們只是在當中享受
[00:04:13.200 --> 00:04:18.200]  他們所謂很豐富的生活
[00:04:18.200 --> 00:04:20.200]  但他們繼續有宗教生活
[00:04:20.200 --> 00:04:22.200]  他們繼續獻祭
[00:04:22.200 --> 00:04:24.200]  繼續去聖殿朝見神
[00:04:24.200 --> 00:04:27.200]  上帝說你們去朝聖
[00:04:27.200 --> 00:04:29.200]  那個目的、那個動機
[00:04:29.200 --> 00:04:31.200]  敬拜的動機都是偏差
[00:04:31.200 --> 00:04:33.200]  因為他們只是想榮耀自己
[00:04:33.200 --> 00:04:36.200]  而最後第四方面就是漠視境界
[00:04:36.200 --> 00:04:39.200]  上帝多次的摘備他們的子民
[00:04:39.200 --> 00:04:43.200]  但他們多次不肯歸回上帝
[00:04:43.200 --> 00:04:46.200]  所以到最後上帝出手的時候
[00:04:46.200 --> 00:04:49.200]  第五章頭這十七節就告訴我們
[00:04:49.200 --> 00:04:51.200]  上帝要傾覆
[00:04:51.200 --> 00:04:54.200]  要滅亡這個北角以色列
[00:04:54.200 --> 00:04:57.200]  他們在722主前的時候
[00:04:57.200 --> 00:04:59.200]  是被這個亞述國所滅
[00:04:59.200 --> 00:05:03.200]  我們看到這個中心的部分
