
[00:00:00.000 --> 00:00:04.240]  我們上個星期就查到機電被神蒙照
[00:00:04.240 --> 00:00:08.880]  但是它就要有很多的確據、證據
[00:00:08.880 --> 00:00:11.000]  然後才肯踏上
[00:00:11.000 --> 00:00:13.740]  我上個星期都說如果有時間
[00:00:13.740 --> 00:00:16.960]  就會分享一下我自己被神呼召
[00:00:16.960 --> 00:00:21.080]  我踏上這一條奉獻的路的經歷
[00:00:21.080 --> 00:00:24.720]  也都說 甚至有一天我離開了世界的時候
[00:00:24.720 --> 00:00:26.440]  都立此存照
[00:00:26.440 --> 00:00:28.360]  但是上個星期因為太豐富了
[00:00:28.360 --> 00:00:29.440]  所以說不出
[00:00:29.440 --> 00:00:32.800]  我今天在這個查經的後半段
[00:00:32.800 --> 00:00:34.000]  完結之前
[00:00:34.000 --> 00:00:36.400]  如果有時間就會跟大家分享
[00:00:36.400 --> 00:00:38.660]  機電被神呼召
[00:00:38.660 --> 00:00:40.720]  他在酒寨裡打麥
[00:00:40.720 --> 00:00:43.760]  他怕米顛人來搶他的東西
[00:00:43.760 --> 00:00:44.800]  但是神就跟他說
[00:00:44.800 --> 00:00:46.200]  大能的勇士
[00:00:46.200 --> 00:00:50.680]  究竟是奉賜他還是看到他的質素呢?
[00:00:50.680 --> 00:00:55.200]  後來機電就要神給他一些確據
[00:00:55.200 --> 00:00:56.440]  第一
[00:00:56.440 --> 00:01:00.800]  就是讓那個製物在磐石上
[00:01:00.800 --> 00:01:02.800]  然後磐石出火
[00:01:02.800 --> 00:01:05.960]  將那些製物帶進去燒了
[00:01:05.960 --> 00:01:08.440]  後來它要再拿證據
[00:01:08.440 --> 00:01:09.680]  就是大家很熟悉的
[00:01:09.680 --> 00:01:13.360]  就是將羊毛放在螢幕外面
[00:01:13.360 --> 00:01:14.440]  羊毛要濕
[00:01:14.440 --> 00:01:16.240]  周圍的地下要乾
[00:01:16.240 --> 00:01:17.840]  這樣就成功了
[00:01:17.840 --> 00:01:19.840]  但是它仍然缺乏這份的信心
[00:01:19.840 --> 00:01:21.520]  又再要求什麼呢?
[00:01:21.520 --> 00:01:23.160]  就是要羊毛乾
[00:01:23.160 --> 00:01:25.840]  但是地下是濕的
[00:01:25.840 --> 00:01:26.880]  我已經講過了
[00:01:26.880 --> 00:01:27.920]  是較為困難的
[00:01:27.920 --> 00:01:29.160]  因為
[00:01:29.160 --> 00:01:31.160]  早上太陽一出來的時候
[00:01:31.160 --> 00:01:33.920]  霧水就已經消散了
[00:01:33.920 --> 00:01:35.560]  如果只是羊毛濕
[00:01:35.560 --> 00:01:36.360]  而地下乾
[00:01:36.360 --> 00:01:37.600]  是較為困難的
[00:01:37.600 --> 00:01:40.360]  但是神都來答應了
[00:01:40.360 --> 00:01:43.640]  然後他的疑慮消除了之後
[00:01:43.640 --> 00:01:46.160]  他就願意信服神的召命了
[00:01:46.160 --> 00:01:48.440]  我們看一看今次
[00:01:48.440 --> 00:01:52.440]  我們看機電如何用很少的人
[00:01:52.440 --> 00:01:56.120]  來戰勝多餘海沙的米電人
[00:01:56.120 --> 00:01:59.480]  所以今次的題目就叫《以少勝多》
[00:01:59.480 --> 00:02:03.760]  其實今次機電真的以兔撲獅
[00:02:03.760 --> 00:02:05.760]  不是以獅撲兔
[00:02:05.760 --> 00:02:08.640]  是微小的力量
[00:02:08.640 --> 00:02:10.520]  去對付龐大的軍力
[00:02:10.520 --> 00:02:13.640]  我們看看《史詩記》第七章
[00:02:13.640 --> 00:02:14.840]  我們先看第一節
[00:02:14.840 --> 00:02:16.840]  我一直都鼓勵弟兄姊妹
[00:02:16.840 --> 00:02:18.040]  如果我查警之前
[00:02:18.040 --> 00:02:21.240]  你知道我下一堂是講什麼的時候
[00:02:21.240 --> 00:02:23.520]  你先看一次會對你幫助大一些的
[00:02:23.520 --> 00:02:25.520]  《史詩記》第七章第一節
[00:02:25.520 --> 00:02:27.840]  耶路巴力就是機電
[00:02:27.840 --> 00:02:30.680]  他和一切跟隨的人早晨起來
[00:02:30.680 --> 00:02:32.920]  在哈律全旁安營
[00:02:32.920 --> 00:02:37.760]  米電仍在他們北邊的平原靠近摩利干
[00:02:37.760 --> 00:02:42.240]  留意到聖經作者刻意稱他為耶路巴力
[00:02:42.240 --> 00:02:44.480]  記不記得耶路巴力是什麼意思?
[00:02:44.480 --> 00:02:48.160]  就是機電去拆毀了巴力的祭壇
[00:02:48.160 --> 00:02:53.320]  後來他們要逼機電的父親將機電交出來
[00:02:53.320 --> 00:02:56.280]  但是機電的父親愛機電
[00:02:56.280 --> 00:02:59.440]  本來他是米電人那些異教的祭師
[00:02:59.440 --> 00:03:02.560]  但這次就說到如果巴力是真的
[00:03:02.560 --> 00:03:05.520]  讓貝爾巴力和他們爭拗
[00:03:05.520 --> 00:03:09.040]  這個意思是有人稱他為耶路巴力
[00:03:09.040 --> 00:03:11.960]  聖經作者刻意稱他為耶路巴力
[00:03:11.960 --> 00:03:14.120]  然後就稱他為機電
[00:03:14.120 --> 00:03:20.560]  這就是他蒙神呼召時藉著名字、行動、爭戰
[00:03:20.560 --> 00:03:22.160]  來彰顯神的能力
[00:03:22.160 --> 00:03:26.240]  神力工作是由機電個人的家庭開始
[00:03:26.240 --> 00:03:28.600]  要他清除那些偶像
[00:03:28.600 --> 00:03:33.160]  因為他父親是米電人、拜異教的祭師
[00:03:33.160 --> 00:03:34.920]  但很可惜
[00:03:34.920 --> 00:03:37.240]  他沒有引以為鑒
[00:03:37.240 --> 00:03:43.520]  結果後來他的家庭卻是極度失敗
[00:03:43.520 --> 00:03:47.480]  甚至引致自己的民族都受影響
[00:03:47.480 --> 00:03:52.160]  這就是下一節和下一節我們會探討的
[00:03:52.160 --> 00:03:56.800]  我們看看機電如何去面對這班米電人
[00:03:56.800 --> 00:04:00.680]  我們看《史詩記》第七章第二、第三兩節
[00:04:00.680 --> 00:04:02.600]  耶和華對機電說:
[00:04:02.600 --> 00:04:04.360]  「跟隨你的人過多
[00:04:04.360 --> 00:04:07.680]  我不能將米電人交在他們手中
[00:04:07.680 --> 00:04:10.120]  免得以色列人向我誇大說
[00:04:10.120 --> 00:04:12.640]  「借我們自己的手救了我們」
[00:04:12.640 --> 00:04:15.160]  現在你要向這些人宣告說
[00:04:15.160 --> 00:04:18.880]  凡懼怕膽怯的可以離開機電山回去
[00:04:18.880 --> 00:04:21.320]  於是有二萬二千人回去
[00:04:21.320 --> 00:04:22.760]  只剩下一萬」
[00:04:22.760 --> 00:04:27.000]  當機電呼召人來迎敵的時候
