
[00:00:00.000 --> 00:00:04.280]  這個教育雪梨華人宣導會眾弟子姐妹平安
[00:00:04.280 --> 00:00:11.160]  也都代表劉尼旺華人教會向你們做人民安
[00:00:11.160 --> 00:00:14.200]  想和大家分享一個故事
[00:00:14.200 --> 00:00:21.080]  在2021年美國的康乃狄克州有一個這樣的故事
[00:00:21.080 --> 00:00:24.100]  有一個古董的愛好者
[00:00:24.100 --> 00:00:26.740]  他在一個很普通的週末裡面
[00:00:26.740 --> 00:00:30.140]  就去到一個當地的庭園拍賣
[00:00:30.140 --> 00:00:34.240]  這種庭園拍賣是很平常的一件事情
[00:00:34.240 --> 00:00:37.240]  就是那些人把自己家裡不要的東西
[00:00:37.240 --> 00:00:40.520]  就搬出來在自己的門口那裡
[00:00:40.520 --> 00:00:47.180]  就變成有些舊的家具、舊的餐具、舊的書、舊的擺設
[00:00:47.180 --> 00:00:50.420]  總之他們不想要的東西就拿出來
[00:00:50.420 --> 00:00:54.780]  看起來就好像一堆雜物那樣
[00:00:54.780 --> 00:01:01.480]  在這堆雜物裡面來講
[00:01:01.480 --> 00:01:08.460]  這個古董的愛好者發現見到一隻碗
[00:01:08.460 --> 00:01:12.180]  就是一個小小的白色的瓷碗
[00:01:12.180 --> 00:01:16.280]  看起來都不是很顯眼 也都沒有什麼華麗的包裝
[00:01:16.280 --> 00:01:18.280]  也都沒有人介紹這隻碗是什麼
[00:01:18.280 --> 00:01:21.980]  它就是靜悄悄地被人擺在角落裡面
[00:01:21.980 --> 00:01:25.820]  這些碗可能你家裡都有十隻八隻了 是不是啊?會不會啊?
[00:01:25.820 --> 00:01:32.220]  沒有啊 OK 但是看起來都很簡單這隻碗 是不是啊?
[00:01:32.220 --> 00:01:36.180]  但是不知道為什麼它就停下來
[00:01:36.180 --> 00:01:39.180]  被這隻碗吸引著 於是它就拿上手
[00:01:39.180 --> 00:01:41.500]  摸一下它 看一下它
[00:01:41.500 --> 00:01:43.780]  它心裡突然有一種感覺
[00:01:43.780 --> 00:01:47.620]  它就覺得這隻碗好像不是很普通的一隻東西
[00:01:47.620 --> 00:01:49.420]  但是又不是很確定
[00:01:49.420 --> 00:01:52.780]  始終它都買了下來
[00:01:52.780 --> 00:01:57.940]  它用了35塊美金買了這隻碗
[00:01:57.940 --> 00:02:02.880]  不知道算是貴還是便宜 那時是2021年
[00:02:02.880 --> 00:02:09.220]  不過35塊美金相等於美國一頓飯的價錢左右
[00:02:09.220 --> 00:02:12.900]  不是很貴的一隻碗
[00:02:12.900 --> 00:02:19.460]  拿這隻碗回家的時候 看著它就越來越覺得好奇
[00:02:19.460 --> 00:02:23.980]  它覺得那種手感非常細滑
[00:02:23.980 --> 00:02:29.100]  上面那種藍色的花紋也都很柔和 很有層次感
[00:02:29.100 --> 00:02:32.900]  當然我不是古董的好者
[00:02:32.900 --> 00:02:35.980]  未必懂得分辨這些有沒有層次感
[00:02:35.980 --> 00:02:38.240]  但是對它來說就覺得很特別
[00:02:38.240 --> 00:02:39.940]  它就開始懷疑
[00:02:39.940 --> 00:02:44.100]  究竟這隻碗會不會真的是一隻古董來的呢?
[00:02:44.100 --> 00:02:50.780]  這張照片就拍了一張 寄到它的拍賣行蘇富比
[00:02:50.780 --> 00:02:53.660]  大家都認識蘇富比
[00:02:53.660 --> 00:02:59.660]  它是一間世界著名的藝術品和古董的拍賣行
[00:02:59.660 --> 00:03:02.780]  幾天之後專家就打電話給它
[00:03:02.780 --> 00:03:07.920]  它說你可不可以親自將這隻碗帶過來給我們看一下
[00:03:07.920 --> 00:03:15.380]  去到現場 當蘇富比的專家拿上手的時候
[00:03:15.380 --> 00:03:18.300]  整個團隊就很震驚
[00:03:18.300 --> 00:03:22.000]  原來他們發現這真的不是一個普通的瓷碗
[00:03:22.000 --> 00:03:25.260]  而是來自中國明朝
[00:03:25.260 --> 00:03:29.340]  距離六百多年的東西
[00:03:29.340 --> 00:03:33.800]  是永樂時期御用的瓷器
[00:03:33.800 --> 00:03:41.380]  全世界已知的 包括這隻 只有七隻這麼多
[00:03:41.380 --> 00:03:45.440]  最後在這個拍賣行裡面拍賣
[00:03:45.440 --> 00:03:52.240]  你猜一下這三十五塊錢的碗最後拍賣了多少錢呢?
[00:03:52.240 --> 00:03:56.320]  多少?
[00:03:56.320 --> 00:03:59.960]  最後拍賣了七十二萬美金
[00:03:59.960 --> 00:04:02.580]  相當的很大的距離
[00:04:02.580 --> 00:04:05.760]  所以你家裡有什麼碗不要亂丟
[00:04:05.760 --> 00:04:09.580]  可能是古董來的
[00:04:09.580 --> 00:04:13.780]  今天想和大家分享的題目是「和祥之前」
[00:04:13.780 --> 00:04:19.120]  讓禮前才有個祈禱 好嗎?
[00:04:19.120 --> 00:04:20.640]  親愛的天父上帝
[00:04:20.640 --> 00:04:23.860]  我求祢親自安靜我們做人的心
[00:04:23.860 --> 00:04:26.500]  也打開我們的眼睛
[00:04:26.500 --> 00:04:29.780]  讓我們不單單看到表面
[00:04:29.780 --> 00:04:34.200]  看不到我們所看到的需要
[00:04:34.200 --> 00:04:37.660]  求祢藉著祢的話語親自對我們說話
[00:04:37.660 --> 00:04:39.920]  讓我們明白祢的心意
[00:04:39.920 --> 00:04:42.420]  也賜給我們一顆願意回應的心
[00:04:42.420 --> 00:04:46.920]  奉主耶穌基督的名禱告 阿們
[00:04:46.920 --> 00:04:48.860]  今天我們所讀的經文
[00:04:48.860 --> 00:04:52.440]  是記載在《馬太福音》第九章的活段
[00:04:52.440 --> 00:04:54.700]  在《馬太福音》前幾章裡面來說
[00:04:54.700 --> 00:04:58.700]  聖經作者一直都是記載耶穌在各地的侍奉
[00:04:58.700 --> 00:05:00.880]  例如教他耶穌的教導人
[00:05:00.880 --> 00:05:02.920]  宣講天國的福音
[00:05:02.920 --> 00:05:04.820]  也都醫治各樣的病症
[00:05:04.820 --> 00:05:09.820]  去到這裡 馬太突然間好像將鏡頭停了下來
[00:05:09.820 --> 00:05:12.900]  沒有再記錄耶穌要去哪裏
[00:05:12.900 --> 00:05:14.220]  要做些什麼
[00:05:14.220 --> 00:05:20.440]  就是單單記下了現在這個時刻
[00:05:20.440 --> 00:05:22.040]  這段經文很短
[00:05:22.040 --> 00:05:27.420]  但是它卻是一個很承接的位置
[00:05:27.420 --> 00:05:31.620]  一方面它總結了耶穌前面的侍奉
[00:05:31.620 --> 00:05:36.100]  另一方面也為後面的門徒被差遣出去做一個準備
[00:05:36.100 --> 00:05:39.760]  今天我想從三方面去思想這段經文
[00:05:39.760 --> 00:05:43.100]  第一方面 進入耶穌的眼光
[00:05:43.100 --> 00:05:46.080]  經文在4:35-36是這樣說的
[00:05:46.080 --> 00:05:48.260]  「耶穌走遍各城各鄉
[00:05:48.260 --> 00:05:50.580]  在他們的會堂裡教導人
[00:05:50.580 --> 00:05:52.260]  宣講天國的福音
[00:05:52.260 --> 00:05:54.460]  又醫治各樣的病症
[00:05:54.460 --> 00:05:58.100]  他看見一大群人就憐憫他們
[00:05:58.100 --> 00:06:00.140]  因為他們困苦無助
[00:06:00.140 --> 00:06:03.620]  如同羊沒有牧人一樣」
[00:06:03.620 --> 00:06:06.560]  這次在五到八月期間
[00:06:06.560 --> 00:06:08.900]  我和太太就回香港述職
[00:06:08.900 --> 00:06:11.360]  我們每三年就回香港一次
[00:06:11.360 --> 00:06:14.340]  每次述職回到香港都會住不同的地方
[00:06:14.340 --> 00:06:18.620]  因為我們都看看哪個地方可以收容我們
[00:06:18.620 --> 00:06:20.940]  這次我們住的地方是需要搭電梯的
[00:06:20.940 --> 00:06:23.420]  不過香港很多地方都是需要搭電梯的
[00:06:23.420 --> 00:06:26.540]  在這裏有一個很特別的花紋
[00:06:26.540 --> 00:06:29.800]  出現了一個這樣的花紋
[00:06:29.800 --> 00:06:31.840]  當然這是平面圖
[00:06:31.840 --> 00:06:34.960]  但你會發覺這個花紋其實是立體的
[00:06:34.960 --> 00:06:36.520]  而且立體之餘
[00:06:36.520 --> 00:06:39.880]  你會發覺它是可以
[00:06:39.880 --> 00:06:41.380]  不同的角度看
[00:06:41.380 --> 00:06:47.000]  是有不同的立體的 行不行?
[00:06:47.000 --> 00:06:49.460]  即是那個凸的地方可以是凹的地方
[00:06:49.460 --> 00:06:51.500]  大家看不看得到?
[00:06:51.500 --> 00:06:54.100]  你看到的話你的眼睛也是很厲害的
[00:06:54.100 --> 00:06:55.900]  我每次搭電梯都會看一看它
[00:06:55.900 --> 00:06:57.100]  我每次都會看
[00:06:57.100 --> 00:06:59.300]  究竟這次我上次看到的
[00:06:59.300 --> 00:07:03.900]  和我這次看到的會不會是不同的呢?
[00:07:03.900 --> 00:07:10.880]  在《馬太福音》9章36節提到一個很重要的動詞
[00:07:10.880 --> 00:07:14.020]  「看見」
[00:07:14.020 --> 00:07:20.080]  這個「看見」不是普通的看一眼 看一看
[00:07:20.080 --> 00:07:23.140]  我們發現耶穌的「看見」
[00:07:23.140 --> 00:07:26.040]  它是帶著一個很重要的回應
[00:07:26.040 --> 00:07:28.920]  就是帶著一個憐憫
[00:07:28.920 --> 00:07:30.420]  在原文裏面來說
[00:07:30.420 --> 00:07:33.480]  憐憫是一個非常強烈的字眼
[00:07:33.480 --> 00:07:34.960]  它的意思是
[00:07:34.960 --> 00:07:41.060]  好像是整個肺腑心腸被牽動的一種情況
[00:07:41.060 --> 00:07:44.760]  不是一個覺得你可憐
[00:07:44.760 --> 00:07:49.300]  或者是一種沒辦法就手旁觀的一種感覺
[00:07:49.300 --> 00:07:55.580]  為甚麼耶穌會有這個憐憫呢?
[00:07:55.580 --> 00:07:58.380]  因為當耶穌看見這群人的時候
[00:07:58.380 --> 00:08:01.360]  就發現他們是困苦無助
[00:08:01.360 --> 00:08:04.680]  如同羊沒有牧人一樣
[00:08:04.680 --> 00:08:09.260]  這裏不是說那些人沒有飯吃、沒有衣服穿
[00:08:09.260 --> 00:08:12.500]  這是形容一幅屬靈的圖畫
[00:08:12.500 --> 00:08:16.620]  就是那些羊在草地上走來走去
[00:08:16.620 --> 00:08:20.220]  但是它們不知道危險 也不知道方向
[00:08:20.220 --> 00:08:21.420]  好話不好聽
[00:08:21.420 --> 00:08:23.620]  一個不小心遇到豺狼的話
[00:08:23.620 --> 00:08:25.560]  它們就糟糕了
[00:08:25.560 --> 00:08:27.500]  耶穌的「看見」
[00:08:27.500 --> 00:08:30.640]  不只是看到外面好像很正常
[00:08:30.640 --> 00:08:34.620]  但是不僅看到外面很正常
[00:08:34.620 --> 00:08:39.040]  也看到它裏面那種困苦無助的生命
[00:08:39.040 --> 00:08:41.280]  這群人仍然在生活
[00:08:41.280 --> 00:08:42.960]  但是它們沒有方向
[00:08:42.960 --> 00:08:44.020]  它們很忙碌
