
[00:00:00.000 --> 00:00:02.740]  大家新年好 願你們平安
[00:00:02.740 --> 00:00:04.960]  昨天啊
[00:00:04.960 --> 00:00:07.640]  昨天按照民俗說
[00:00:07.640 --> 00:00:09.580]  昨天是大年初五了
[00:00:09.580 --> 00:00:11.100]  昨天是年初五
[00:00:11.100 --> 00:00:14.600]  但是按照民俗講 我不知道南方北方是不是一樣
[00:00:14.600 --> 00:00:19.660]  按照民間的習俗 我不知道北方和南方是不是一樣
[00:00:19.660 --> 00:00:21.900]  昨天叫破五
[00:00:21.900 --> 00:00:24.460]  昨天是破五
[00:00:24.460 --> 00:00:27.240]  我從小我就不明白爲什麼叫破五
[00:00:27.240 --> 00:00:30.240]  我小時候一直都不明白什麼是破五
[00:00:30.240 --> 00:00:32.580]  我說過年挺好的 幹嘛說人家破
[00:00:32.580 --> 00:00:35.320]  過年挺好的 爲什麼要破呢
[00:00:35.320 --> 00:00:37.760]  後來我才知道原來是說
[00:00:37.760 --> 00:00:39.920]  新的一年可能
[00:00:39.920 --> 00:00:43.120]  人生裏會有五種不好的情況
[00:00:43.120 --> 00:00:47.920]  原來後來我知道在人生裏可能會有五種不好的情況
[00:00:47.920 --> 00:00:52.680]  這一天會有一些活動想破除這五種不好
[00:00:52.680 --> 00:00:58.520]  這一天會有一些活動想破除這五種不好
[00:00:58.520 --> 00:01:05.660]  後來我發現初五這天要歡迎五路財神
[00:01:05.660 --> 00:01:11.180]  後來我發現原來初五這天要歡迎五路財神
[00:01:11.180 --> 00:01:15.280]  昨天的微信朋友圈裏很多很多這個內容
[00:01:15.280 --> 00:01:19.880]  昨天的微信朋友圈裏有很多這些內容
[00:01:19.880 --> 00:01:22.380]  我就跟我的一羣老同學說
[00:01:22.380 --> 00:01:25.060]  我就跟我的一羣老同學說
[00:01:25.060 --> 00:01:27.040]  我說我上個星期剛講到
[00:01:27.040 --> 00:01:29.000]  我上個星期剛講到
[00:01:29.000 --> 00:01:31.260]  我說我們有四重的福分
[00:01:31.260 --> 00:01:33.200]  我們有四重的福分
[00:01:33.200 --> 00:01:36.060]  所以我們不介意什麼五種都不好
[00:01:36.060 --> 00:01:38.440]  所以我們不介意五種不好的東西
[00:01:38.440 --> 00:01:40.780]  因爲我們有天國的基業
[00:01:40.780 --> 00:01:43.040]  因爲我們有天國的基業
[00:01:43.040 --> 00:01:45.760]  所以我們也不在乎財力
[00:01:45.760 --> 00:01:49.120]  所以我們也不在乎財力
[00:01:49.120 --> 00:01:53.440]  (主持人:今天我們來看以弗所書第一章的後半)
[00:01:53.440 --> 00:01:56.920]  (主持人:今天我們來看以弗所書第一章的後半)
[00:01:56.920 --> 00:02:00.140]  (主持人:第15節一上來他說因此)
[00:02:00.140 --> 00:02:05.000]  (主持人:第15節一上來他說因此)
[00:02:05.000 --> 00:02:11.520]  (主持人:很明顯跟第一章的上半部有因果關係)
[00:02:11.520 --> 00:02:18.520]  (主持人:很明顯跟第一章的上半部有因果關係)
[00:02:18.520 --> 00:02:20.760]  (主持人:因爲上面那四重的福分)
[00:02:20.760 --> 00:02:23.060]  (主持人:因爲上面那四重的福分)
[00:02:23.060 --> 00:02:25.220]  (主持人:所以纔會說下面這些話)
[00:02:25.220 --> 00:02:28.600]  (主持人:所以纔會說下面這些話)
[00:02:28.600 --> 00:02:31.720]  (主持人:保羅一上來先說)
[00:02:31.720 --> 00:02:36.600]  (主持人:他爲以弗所教會的衆聖徒很感恩)
[00:02:36.600 --> 00:02:43.500]  (主持人:保羅一開始就說他爲以弗所的聖徒很感恩)
[00:02:43.500 --> 00:02:49.760]  (主持人:他說因爲他知道這些信徒們有對耶穌基督的信心)
[00:02:49.760 --> 00:02:53.800]  (主持人:他說因爲他知道這些信徒們有對耶穌基督的信心)
[00:02:53.800 --> 00:02:56.100]  (主持人:彼此之間也很有愛心)
[00:02:56.100 --> 00:02:58.640]  (主持人:彼此之間也很有愛心)
[00:02:58.640 --> 00:03:00.360]  (主持人:他從這句話開始)
[00:03:00.360 --> 00:03:01.760]  (主持人:他從這句話開始)
[00:03:01.760 --> 00:03:04.520]  (主持人:整個第一章的後半部)
[00:03:04.520 --> 00:03:07.680]  (主持人:整個第一章的後半部)
[00:03:07.680 --> 00:03:11.640]  (主持人:其實是一篇感謝的禱告和頌讚)
[00:03:11.640 --> 00:03:16.520]  (主持人:其實是一篇感謝的禱告和頌讚)
[00:03:16.520 --> 00:03:20.420]  (主持人:因着我們這些罪人蒙了這四重的福分)
[00:03:20.420 --> 00:03:23.720]  (主持人:因爲我們這些聖徒蒙了這四重的福分)
[00:03:23.720 --> 00:03:29.720]  (主持人:所以這些蒙恩的罪人應當獻上感恩和頌讚)
[00:03:29.720 --> 00:03:36.880]  (主持人:所以這些罪人應當獻上感謝和頌讚)
[00:03:36.880 --> 00:03:39.320]  (主持人:我們來仔細地看一下)
[00:03:39.320 --> 00:03:42.120]  (主持人:我們來仔細地看一下)
[00:03:42.120 --> 00:03:45.540]  (主持人:人得了四重的福分之後)
[00:03:45.540 --> 00:03:49.360]  (主持人:人得了四重的福分之後)
[00:03:49.360 --> 00:03:53.080]  (主持人:要感慨三個何等的大福)
[00:03:53.080 --> 00:03:56.520]  (主持人:要感慨三個何等的大福)
[00:03:56.520 --> 00:04:00.480]  (主持人:這一段聖經中用了三個何等)
[00:04:00.480 --> 00:04:05.020]  (主持人:這一段聖經中用了三個何等)
[00:04:05.020 --> 00:04:07.000]  (主持人:都在十八十九節)
[00:04:07.000 --> 00:04:08.960]  (主持人:都在十八十九節)
[00:04:08.960 --> 00:04:11.400]  (主持人:我們來重新讀一下十八十九節)
[00:04:11.400 --> 00:04:15.840]  (主持人:我們來重新讀一下十八十九節)
[00:04:15.840 --> 00:04:19.640]  (主持人:並且照明你們心中的眼睛)
[00:04:19.640 --> 00:04:24.240]  (主持人:使你們知道祂的恩昭有何等指望)
[00:04:24.240 --> 00:04:29.120]  (主持人:祂在聖徒中得的基業有何等豐盛的榮耀)
[00:04:29.120 --> 00:04:36.280]  (主持人:並知道祂向我們這信的人所顯的能力何等浩大)
[00:04:36.280 --> 00:04:38.280]  (主持人:你看他說了三個何等)
[00:04:38.280 --> 00:04:40.360]  (主持人:你看他說了三個何等)
[00:04:40.360 --> 00:04:42.760]  (主持人:他一上來先說有何等的指望)
[00:04:42.760 --> 00:04:46.440]  (主持人:他一開始就說有何等的指望)
[00:04:46.440 --> 00:04:51.120]  (主持人:這個指望指的就是耶穌基督對人的恩昭)
[00:04:51.120 --> 00:04:55.000]  (主持人:這個指望就是說耶穌基督對人的恩昭)
[00:04:55.000 --> 00:04:57.880]  (主持人:就是恩典的召喚)
[00:04:57.880 --> 00:05:00.640]  (主持人:就是恩典的召喚)
[00:05:00.640 --> 00:05:04.360]  (主持人:祂使得我們這些罪人我們能夠來到祂面前)
[00:05:04.360 --> 00:05:07.000]  (主持人:使我們這些罪人可以來到祂的面前)
[00:05:07.000 --> 00:05:09.000]  聖經裏有句話特別重要
[00:05:09.000 --> 00:05:11.000]  (主持人:聖經裏有句話特別重要)
[00:05:11.000 --> 00:05:15.000]  若非聖靈感動沒有人會口稱耶穌基督爲主
[00:05:15.000 --> 00:05:18.040]  (主持人:就是若非聖靈所感)
[00:05:18.040 --> 00:05:21.440]  (主持人:沒有人會口稱耶穌基督爲主)
[00:05:21.440 --> 00:05:24.400]  就是因爲我們全然墮落嗎人
[00:05:24.400 --> 00:05:26.200]  (主持人:我們是全然墮落的人)
[00:05:26.200 --> 00:05:29.080]  所以人不會自發的
[00:05:29.080 --> 00:05:33.560]  有一天會因着一個什麼樣的知識的積累
[00:05:33.560 --> 00:05:37.000]  (主持人:人不會因爲自發因爲知識的積累)
[00:05:37.000 --> 00:05:41.080]  或者是因爲一些什麼事情讓他產生一種反省
[00:05:41.080 --> 00:05:44.360]  (主持人:或者是因爲什麼事令到他反省)
[00:05:44.360 --> 00:05:49.360]  竟然能夠相信跟承認主耶穌是基督
[00:05:49.360 --> 00:05:53.400]  (主持人:竟然會相信或者承認主耶穌是基督)
[00:05:53.400 --> 00:05:57.120]  祂只可能是因着完完全全上帝的恩典
[00:05:57.120 --> 00:05:59.920]  (主持人:這個完完全全是上帝的恩典)
[00:05:59.920 --> 00:06:04.680]  是聖靈祂的恩典臨到我們的呼召我們
[00:06:04.680 --> 00:06:08.480]  (主持人:是聖靈的恩典臨到我們呼召我們)
[00:06:08.480 --> 00:06:11.800]  若沒有這些的話那些福分都跟我們一點關係都沒有
[00:06:11.800 --> 00:06:16.000]  (主持人:若果不是這樣的話那些福分跟我們一點關係都沒有)
[00:06:16.000 --> 00:06:18.480]  接着祂說何等的豐盛
[00:06:18.480 --> 00:06:20.840]  (主持人:接着祂又說何等的豐盛)
[00:06:20.840 --> 00:06:26.000]  這種豐盛是因着上帝給我們積業的那種榮耀
[00:06:26.000 --> 00:06:30.000]  (主持人:這種豐盛是因着上帝給我們積業的那種榮耀)
[00:06:30.000 --> 00:06:34.080]  大家可以想象一下
[00:06:34.080 --> 00:06:38.360]  我們所有的古今中外的聖徒
[00:06:38.360 --> 00:06:41.320]  (主持人:我們古今中外的所有的)
[00:06:41.320 --> 00:06:42.320]  這些聖徒們
[00:06:42.320 --> 00:06:43.000]  (主持人:這些聖徒)
[00:06:43.000 --> 00:06:44.080]  這些基督徒們
[00:06:44.080 --> 00:06:45.080]  (主持人:這些基督徒)
[00:06:45.080 --> 00:06:47.600]  有一天他們要有榮耀的身體
[00:06:47.600 --> 00:06:50.080]  (主持人:有一天他們會有榮耀的身體)
[00:06:50.080 --> 00:06:55.840]  我們要在上帝新的更新的創造裏
[00:06:55.840 --> 00:06:59.720]  (主持人:我們有一天要在上帝更新的創造裏)
[00:06:59.720 --> 00:07:02.120]  要在祂的光明和愛裏
[00:07:02.120 --> 00:07:03.800]  (主持人:要在祂的光明和愛裏)
[00:07:03.800 --> 00:07:06.680]  跟祂一起享受永恆
[00:07:06.680 --> 00:07:08.960]  (主持人:跟祂一起享受永恆)
[00:07:08.960 --> 00:07:13.120]  您可以想象一下這種積業的榮耀是多麼的大
[00:07:13.120 --> 00:07:16.880]  (主持人:您可以想象一下這種積業的榮耀是多麼的大)
[00:07:16.880 --> 00:07:22.320]  我們再回看一下自己軟弱卑微的內心
[00:07:22.320 --> 00:07:26.480]  (主持人:我們再回看一下自己軟弱卑微的內心)
[00:07:26.480 --> 00:07:31.440]  我們這一個一個的罪人竟然能夠有那樣的榮耀
[00:07:31.440 --> 00:07:31.440]  (主持人:我們這一個一個的罪人竟然能夠有那樣的榮耀)
[00:07:31.440 --> 00:07:37.200]  我們這一個一個的罪人竟然能夠有那樣的榮耀
[00:07:37.200 --> 00:07:40.280]  所以保羅說是何等的豐盛
[00:07:40.280 --> 00:07:42.600]  (主持人:所以保羅說是何等的豐盛)
[00:07:42.600 --> 00:07:47.000]  是我們現在所很難充分想象和理解的
[00:07:47.000 --> 00:07:51.000]  (主持人:是我們現階段很難充分想象和理解的)
[00:07:51.000 --> 00:07:54.000]  最後他說何等浩大
[00:07:54.000 --> 00:07:56.160]  (主持人:最後他說何等浩大)
[00:07:56.160 --> 00:07:58.920]  浩大指的是神的能力
[00:07:58.920 --> 00:08:02.800]  (主持人:這個浩大是說到神的能力)
[00:08:02.800 --> 00:08:05.640]  前面這兩個指望和豐盛
[00:08:05.640 --> 00:08:08.440]  (主持人:前面所提到的指望和豐盛)
[00:08:08.440 --> 00:08:10.760]  保羅並沒有多做解釋
[00:08:10.760 --> 00:08:12.520]  (主持人:保羅並沒有解釋太多)
[00:08:12.520 --> 00:08:15.200]  但是後面這個浩大的能力
[00:08:15.200 --> 00:08:17.760]  (主持人:但是後面這裏說到的浩大的能力)
[00:08:17.760 --> 00:08:20.600]  他用了幾句話來做的解釋
[00:08:20.600 --> 00:08:22.320]  (主持人:他用了幾句話來做的解釋)
[00:08:22.320 --> 00:08:25.520]  我可以把它總結成是三層的能力
[00:08:25.520 --> 00:08:28.240]  (主持人:我可以總結成是三層的能力)
[00:08:28.240 --> 00:08:30.400]  我們來再看一下
[00:08:30.400 --> 00:08:33.600]  (主持人:我們再來看一下)
[00:08:33.600 --> 00:08:38.160]  保羅在這裏說
[00:08:38.160 --> 00:08:40.640]  從死裏復活
[00:08:40.640 --> 00:08:44.480]  叫他在天上坐在自己的右邊
[00:08:44.480 --> 00:08:49.880]  超越一切執政掌權有能主制和一切有名的
[00:08:49.880 --> 00:08:52.680]  不但是今世的連來世的也超過
[00:08:52.680 --> 00:08:55.240]  又將萬有扶在他腳下
[00:08:55.240 --> 00:08:59.400]  使他爲教會做萬有之首
[00:08:59.400 --> 00:09:01.920]  你可以看到他
[00:09:01.920 --> 00:09:05.360]  遞進關係的提到了三種能力
[00:09:05.360 --> 00:09:09.440]  (主持人:他在這裏遞進提到三種能力)
[00:09:09.440 --> 00:09:12.280]  首先我們看到他是掌握生命的能力
[00:09:12.280 --> 00:09:15.600]  (主持人:首先我們看到神掌握生命的能力)
[00:09:15.600 --> 00:09:19.640]  天父上帝讓他獨生愛子耶穌基督死裏復活
[00:09:19.640 --> 00:09:23.400]  (主持人:天父上帝讓他獨生愛子耶穌基督死裏復活)
[00:09:23.400 --> 00:09:27.720]  你看耶穌基督他醫病趕鬼
[00:09:27.720 --> 00:09:30.080]  (主持人:耶穌基督他醫病趕鬼)
[00:09:30.080 --> 00:09:32.520]  甚至他讓很多人都復活了
[00:09:32.520 --> 00:09:34.400]  (主持人:甚至他讓很多人都復活)
[00:09:34.400 --> 00:09:36.160]  那最有名的不是拉撒路嗎
[00:09:36.160 --> 00:09:37.880]  (主持人:最有名的就是拉撒路了)
[00:09:37.880 --> 00:09:42.600]  那你可以想象一個人若是有這種能力
[00:09:42.600 --> 00:09:45.960]  (主持人:你想象下若是有這樣的能力)
[00:09:45.960 --> 00:09:48.840]  那這個人活着有這種能力
[00:09:48.840 --> 00:09:51.000]  (主持人:這個人活着有這樣的能力)
