
[00:00:00.000 --> 00:00:02.000]  歡迎大家來到我們的「週六崇拜」
[00:00:02.000 --> 00:00:04.000]  整整一年前
[00:00:04.000 --> 00:00:06.000]  二零二三年的五月
[00:00:06.000 --> 00:00:10.000]  我們開始了一個新的講道系列
[00:00:10.000 --> 00:00:12.000]  耶和華的十誡
[00:00:12.000 --> 00:00:14.000]  耶穌基督的十誡
[00:00:14.000 --> 00:00:16.000]  聖經中的十誡
[00:00:16.000 --> 00:00:19.000]  大概可以分為兩半
[00:00:19.000 --> 00:00:21.000]  頭五誡講的是
[00:00:21.000 --> 00:00:23.000]  盡心愛上帝
[00:00:23.000 --> 00:00:25.000]  後五誡講的是
[00:00:25.000 --> 00:00:29.000]  盡心愛鄰舍
[00:00:29.000 --> 00:00:31.000]  頭五誡是哪五誡呢
[00:00:31.000 --> 00:00:33.000]  必無他神
[00:00:33.000 --> 00:00:35.000]  必無他將
[00:00:35.000 --> 00:00:37.000]  必無他名
[00:00:37.000 --> 00:00:39.000]  紀念安息日
[00:00:39.000 --> 00:00:41.000]  當孝敬父母
[00:00:41.000 --> 00:00:45.000]  當孝敬敬畏上帝的父母
[00:00:45.000 --> 00:00:47.000]  如果你有聽過我講第五誡
[00:00:47.000 --> 00:00:49.000]  你就明白這個意思
[00:00:49.000 --> 00:00:51.000]  所以頭五誡其實都是關乎
[00:00:51.000 --> 00:00:54.000]  愛上帝的誡命
[00:00:54.000 --> 00:00:56.000]  所以我們問一個很重要的問題
[00:00:56.000 --> 00:00:58.000]  如果有人不愛上帝
[00:00:58.000 --> 00:01:01.000]  如果有人干犯這五誡的時候
[00:01:01.000 --> 00:01:04.000]  他們會得到什麼的處罰呢
[00:01:04.000 --> 00:01:06.000]  我講的不是一個
[00:01:06.000 --> 00:01:09.000]  沒有辦法完美遵守這五誡的人
[00:01:09.000 --> 00:01:10.000]  我不是講這個
[00:01:10.000 --> 00:01:11.000]  沒有人可以的
[00:01:11.000 --> 00:01:12.000]  除了耶穌之外
[00:01:12.000 --> 00:01:13.000]  我講的是
[00:01:13.000 --> 00:01:16.000]  如果有個人他硬著頸巷
[00:01:16.000 --> 00:01:18.000]  這個聖經講的
[00:01:18.000 --> 00:01:20.000]  硬著頸巷
[00:01:20.000 --> 00:01:22.000]  掩耳不聽
[00:01:22.000 --> 00:01:24.000]  不願意守這五誡
[00:01:24.000 --> 00:01:27.000]  不願意降服在這五誡的底下
[00:01:27.000 --> 00:01:32.000]  這個人將得到什麼的處罰呢
[00:01:32.000 --> 00:01:34.000]  聖經給我們的答案是
[00:01:34.000 --> 00:01:43.000]  死刑
[00:01:43.000 --> 00:01:46.000]  這個是十誡的頭五誡
[00:01:46.000 --> 00:01:50.000]  並且犯了法的人
[00:01:50.000 --> 00:01:52.000]  當得的刑罰就是
[00:01:52.000 --> 00:01:56.000]  死刑
[00:01:56.000 --> 00:01:58.000]  我們再問
[00:01:58.000 --> 00:02:02.000]  十誡的後五誡又是怎樣呢
[00:02:02.000 --> 00:02:05.000]  後五誡講的是要愛倫舍
[00:02:05.000 --> 00:02:06.000]  我們可能會想
[00:02:06.000 --> 00:02:08.000]  應該沒有那麼嚴重
[00:02:08.000 --> 00:02:11.000]  應該那個懲罰可能沒有那麼嚴厲
[00:02:11.000 --> 00:02:13.000]  原來不是
[00:02:13.000 --> 00:02:16.000]  原來到了後五誡的時候
[00:02:16.000 --> 00:02:18.000]  一樣是同一樣的嚴重
[00:02:18.000 --> 00:02:22.000]  同一樣的嚴厲
[00:02:22.000 --> 00:02:24.000]  十誡的第六誡是不可殺人
[00:02:24.000 --> 00:02:27.000]  不可殺人的處罰是什麼呢
[00:02:27.000 --> 00:02:28.000]  殺了人的處罰是什麼呢
[00:02:28.000 --> 00:02:29.000]  是死刑
[00:02:29.000 --> 00:02:33.000]  第七誡是不可姦淫
[00:02:33.000 --> 00:02:36.000]  姦淫的處罰又是什麼呢
[00:02:36.000 --> 00:02:40.000]  又是死刑
[00:02:40.000 --> 00:02:41.000]  當然我不是講香港
[00:02:41.000 --> 00:02:42.000]  不是講這個世界
[00:02:42.000 --> 00:02:44.000]  我講聖經裡面
[00:02:44.000 --> 00:02:46.000]  犯姦淫要當的處罰是什麼呢
[00:02:46.000 --> 00:02:48.000]  是死刑
[00:02:48.000 --> 00:02:51.000]  原來後五誡和首五誡是一樣
[00:02:51.000 --> 00:02:56.000]  同一樣的嚴重 同一樣的嚴厲
[00:02:56.000 --> 00:02:57.000]  其中一個很重要的原因
[00:02:57.000 --> 00:03:01.000]  因為後五誡不是單單關於愛倫舍的
[00:03:01.000 --> 00:03:03.000]  其實後五誡都是
[00:03:03.000 --> 00:03:04.000]  和前五誡一樣的
[00:03:04.000 --> 00:03:06.000]  都是關於愛上帝
[00:03:06.000 --> 00:03:08.000]  就像我之前所講過
[00:03:08.000 --> 00:03:11.000]  十誡好像是一個十節的火車
[00:03:11.000 --> 00:03:13.000]  然後頭一節就是一個火車頭
[00:03:13.000 --> 00:03:15.000]  火車頭是什麼呢
[00:03:15.000 --> 00:03:17.000]  隨我意外變無他神
[00:03:17.000 --> 00:03:19.000]  於是你要盡心盡性盡意愛上帝
[00:03:19.000 --> 00:03:21.000]  跟著其他的九節車
[00:03:21.000 --> 00:03:25.000]  其實都是跟著火車頭走同一個方向
[00:03:25.000 --> 00:03:27.000]  你不會說頭五節向上
[00:03:27.000 --> 00:03:29.000]  下五節向下
[00:03:29.000 --> 00:03:30.000]  沒有的
[00:03:30.000 --> 00:03:32.000]  後五節和頭五節一樣
[00:03:32.000 --> 00:03:34.000]  全部都是走向同一個方向
[00:03:34.000 --> 00:03:36.000]  那個方向是什麼呢
[00:03:36.000 --> 00:03:38.000]  隨我意外變無他神
[00:03:38.000 --> 00:03:43.000]  你當盡心盡性盡意愛上帝
[00:03:43.000 --> 00:03:47.000]  我要帶大家進入第八誡不可偷渡
[00:03:47.000 --> 00:03:49.000]  我要問兩條問題
[00:03:49.000 --> 00:03:52.000]  第一 第八誡和愛上帝有什麼關係
[00:03:52.000 --> 00:03:56.000]  第二 如果有人犯了第八誡
[00:03:56.000 --> 00:04:00.000]  他應該得到的處罰是什麼呢
[00:04:00.000 --> 00:04:04.000]  難道又是死刑
[00:04:04.000 --> 00:04:09.000]  關於第八誡不可偷渡這條誡名
[00:04:09.000 --> 00:04:11.000]  有很多猶太拉比留意到
[00:04:11.000 --> 00:04:13.000]  這條誡名只有動詞
[00:04:13.000 --> 00:04:15.000]  缺乏了個名詞
