
[00:00:00.000 --> 00:00:04.280]  我們怎樣可以成為一個越來越有憐憫心的人
[00:00:04.280 --> 00:00:06.120]  第一點就是
[00:00:06.120 --> 00:00:08.920]  為什麼憐憫這麼重要呢
[00:00:08.920 --> 00:00:10.240]  有四個原因
[00:00:10.240 --> 00:00:13.440]  第一個原因就是神先憐憫了我們
[00:00:13.440 --> 00:00:15.800]  因為神先憐憫了我們
[00:00:15.800 --> 00:00:19.880]  在《馬特福音》第18章32-33節
[00:00:19.880 --> 00:00:21.480]  是這麼說的
[00:00:21.480 --> 00:00:24.520]  「於是王叫那個僕人來對他說
[00:00:24.520 --> 00:00:26.320]  你這惡奴
[00:00:26.320 --> 00:00:31.600]  只因你向我要求我免了你所有的債
[00:00:31.600 --> 00:00:34.560]  你不該寬容你的同伴
[00:00:34.560 --> 00:00:37.640]  像我寬容你一樣嗎」
[00:00:37.640 --> 00:00:41.040]  這段聖經其實是在說
[00:00:41.040 --> 00:00:42.600]  彼得先問主耶穌
[00:00:42.600 --> 00:00:44.600]  假如有人得罪了我
[00:00:44.600 --> 00:00:48.040]  我大概應該原諒他多少次呢
[00:00:48.040 --> 00:00:50.240]  彼得就說七次夠不夠呢
[00:00:50.240 --> 00:00:52.640]  七次其實都算很多了
[00:00:52.640 --> 00:00:54.720]  大部分我認識的人
[00:00:54.720 --> 00:00:57.040]  他的獎金大概是三次
[00:00:57.040 --> 00:00:58.120]  我請你吃飯
[00:00:58.120 --> 00:01:00.400]  我飛機三次大概差不多了
[00:01:00.400 --> 00:01:01.800]  三次已經算不錯了
[00:01:01.800 --> 00:01:03.800]  七次已經很大方了
[00:01:03.800 --> 00:01:04.800]  很寬容
[00:01:04.800 --> 00:01:07.360]  但主耶穌就說七十個七次
[00:01:07.360 --> 00:01:10.000]  意思就是不要算了
[00:01:10.000 --> 00:01:12.200]  完了之後主耶穌就說了一個故事
[00:01:12.200 --> 00:01:14.560]  告訴他為什麼
[00:01:14.560 --> 00:01:18.280]  他需要我們可以原諒人這麼多次呢
[00:01:18.280 --> 00:01:19.600]  這個故事是這樣的
[00:01:19.600 --> 00:01:22.880]  有個人欠了王一千萬兩
[00:01:22.880 --> 00:01:25.280]  因為還不起他就向王求情
[00:01:25.280 --> 00:01:27.520]  王就說算了你也還不起
[00:01:27.520 --> 00:01:29.360]  赦免你那一千萬兩
[00:01:29.360 --> 00:01:31.360]  免了你的債
[00:01:31.360 --> 00:01:32.880]  這個人免了債之後
[00:01:32.880 --> 00:01:35.520]  出來見到有另一個人欠了他十兩
[00:01:35.520 --> 00:01:37.560]  他就插著那個人的脖子
[00:01:37.560 --> 00:01:39.000]  說快點還錢
[00:01:39.000 --> 00:01:41.200]  不還錢就掐死你
[00:01:41.200 --> 00:01:44.680]  後來有人看不過眼就告訴王
[00:01:44.680 --> 00:01:48.600]  王就說了剛剛那句話
[00:01:48.600 --> 00:01:51.080]  我免了你一千萬兩的債
[00:01:51.080 --> 00:01:54.400]  你出去一點憐憫心都沒有
[00:01:54.400 --> 00:01:56.480]  就追著那個欠你十兩的
[00:01:56.480 --> 00:01:58.240]  插著他的脖子
[00:01:58.240 --> 00:01:59.960]  趕不過他
[00:01:59.960 --> 00:02:02.560]  我曾經參加過一個婚禮
[00:02:02.560 --> 00:02:05.960]  婚禮完了之後大家散場
[00:02:05.960 --> 00:02:08.120]  散場之後
[00:02:08.120 --> 00:02:09.920]  在我前面的兩個人
[00:02:09.920 --> 00:02:12.480]  有一段很有趣的對話
[00:02:12.480 --> 00:02:13.880]  那段對話是這樣的
[00:02:13.880 --> 00:02:18.200]  旁邊一個就很有感觸地說
[00:02:18.200 --> 00:02:21.720]  這個人真的很化學 說走就走
[00:02:21.720 --> 00:02:24.520]  時光短暫 我們要珍惜當下
[00:02:24.520 --> 00:02:25.960]  很有感觸
[00:02:25.960 --> 00:02:28.280]  旁邊那個突然間說了一句
[00:02:28.280 --> 00:02:31.520]  我記得你好像還欠我錢沒還
[00:02:31.520 --> 00:02:33.880]  追債就見得多
[00:02:33.880 --> 00:02:36.360]  追到婚禮就很少見
[00:02:36.360 --> 00:02:38.760]  有時我們都是這樣
[00:02:38.760 --> 00:02:40.240]  欠我們十兩永遠都記得
[00:02:40.240 --> 00:02:42.440]  追到婚禮都追
[00:02:42.440 --> 00:02:44.040]  但是你要明白
[00:02:44.040 --> 00:02:46.080]  當別人得罪你的時候
[00:02:46.080 --> 00:02:48.280]  我們有時是相反的
[00:02:48.280 --> 00:02:49.920]  我們總是覺得
[00:02:49.920 --> 00:02:51.800]  神免了我們的債
[00:02:51.800 --> 00:02:53.640]  只是免了十兩
[00:02:53.640 --> 00:02:56.920]  但是他欠我的應該是一千萬兩
[00:02:56.920 --> 00:02:59.280]  所以怎樣都要追回來
[00:02:59.280 --> 00:03:02.200]  但是聖經給我們一個相反的看法
[00:03:02.200 --> 00:03:03.680]  這個觀念就是
[00:03:03.680 --> 00:03:05.680]  無論別人怎樣得罪你
[00:03:05.680 --> 00:03:06.720]  你要明白
[00:03:06.720 --> 00:03:09.680]  他欠你的可能只是十兩
[00:03:09.680 --> 00:03:12.560]  但是你欠神的是一千萬兩
[00:03:12.560 --> 00:03:17.120]  所以神如果都可以免你那一千萬兩
[00:03:17.120 --> 00:03:21.520]  神都期待你能夠將這份欽點憐憫
[00:03:21.520 --> 00:03:25.680]  都賜給你身邊虧欠你的人
[00:03:25.680 --> 00:03:28.040]  所以接下來的日子
[00:03:28.040 --> 00:03:31.240]  如果你還想起誰誰得罪過你
[00:03:31.240 --> 00:03:33.440]  他在老闆面前戳你背
[00:03:33.440 --> 00:03:35.160]  各種的傷害
[00:03:35.160 --> 00:03:37.160]  你以前覺得他欠你一千萬兩
[00:03:37.160 --> 00:03:39.240]  這些是不可能的
[00:03:39.240 --> 00:03:42.120]  我想你重新想一想
[00:03:42.120 --> 00:03:44.120]  為什麼主耶穌叫我們要憐憫
[00:03:44.120 --> 00:03:46.120]  不斷去赦免身邊的人
[00:03:46.120 --> 00:03:48.120]  其實原因很簡單
[00:03:48.120 --> 00:03:51.120]  其實原來我們所得的赦免是大的
[00:03:51.120 --> 00:03:54.120]  我們已經被赦免了一千萬兩
[00:03:54.120 --> 00:03:56.120]  旁邊的人無論怎樣得罪我們
[00:03:56.120 --> 00:03:58.120]  其實都是欠了十兩
[00:03:58.120 --> 00:04:03.520]  所以有時候不需要太過於斤斤計較
[00:04:03.520 --> 00:04:06.120]  既然蒙了憐憫赦了罪
[00:04:06.120 --> 00:04:09.120]  有時候就有些事情需要放棄
[00:04:09.120 --> 00:04:11.120]  第二個原因
[00:04:11.120 --> 00:04:14.120]  就是因為神都喜悅我們有憐憫的人
[00:04:14.120 --> 00:04:18.120]  神本身的性格是喜歡憐憫
[00:04:18.120 --> 00:04:20.120]  《河山日書》六章六節是這樣說的
[00:04:20.120 --> 00:04:24.120]  耶和華在說神
[00:04:24.120 --> 00:04:26.120]  我喜愛廉恤
[00:04:26.120 --> 00:04:30.120]  不喜愛祭祀
[00:04:30.120 --> 00:04:33.120]  我喜愛人認識神的知識
[00:04:33.120 --> 00:04:36.120]  勝過人獻的繁祭
[00:04:36.120 --> 00:04:39.120]  其實主耶穌經常在《新約聖經》
[00:04:39.120 --> 00:04:41.120]  引用這一段經文
[00:04:41.120 --> 00:04:44.120]  祂是告訴我們父神的性格是怎樣
[00:04:44.120 --> 00:04:47.120]  祂本身喜歡甚麼
[00:04:47.120 --> 00:04:49.120]  原來祂是喜悅憐憫的
[00:04:49.120 --> 00:04:52.120]  祂喜悅憐憫多過你去獻祭
[00:04:52.120 --> 00:04:55.120]  所以祂喜悅我們有憐憫的心
[00:04:55.120 --> 00:04:57.120]  有一段經文我沒有打在powerpoint
[00:04:57.120 --> 00:04:58.120]  我讀給你聽
[00:04:58.120 --> 00:04:59.120]  很特別的一段經文
[00:04:59.120 --> 00:05:02.120]  在詩篇的三十篇第五節
[00:05:02.120 --> 00:05:05.120]  詩人在說神
[00:05:05.120 --> 00:05:10.120]  因為祂的怒氣 不過是轉眼之間
[00:05:10.120 --> 00:05:14.120]  祂的恩典乃是一生之久
[00:05:14.120 --> 00:05:16.120]  一夜雖然有哭泣
[00:05:16.120 --> 00:05:20.120]  早晨便必歡呼
[00:05:20.120 --> 00:05:22.120]  這裡再一次說到神的性格
[00:05:22.120 --> 00:05:24.120]  詩人說神的性格是怎樣
[00:05:24.120 --> 00:05:26.120]  神會不會生氣呢
