
[00:00:00.000 --> 00:00:04.800]  讀一段聖經,在菲律賓書第四章第四節。
[00:00:04.800 --> 00:00:07.800]  這一節的聖經,我們一同來念。
[00:00:07.800 --> 00:00:12.400]  你們要靠主常常喜樂,我再說你們要喜樂。
[00:00:12.400 --> 00:00:13.600]  再讀一遍,來。
[00:00:13.600 --> 00:00:20.100]  你們要靠主常常喜樂,我再說你們要喜樂。
[00:00:20.100 --> 00:00:24.000]  基督徒的人生是一個喜樂的人生。
[00:00:24.000 --> 00:00:28.600]  所以A.W. Tozer曾經說,信仰是喜樂的,
[00:00:28.600 --> 00:00:32.200]  否則天堂有什麼意義呢?
[00:00:32.200 --> 00:00:35.500]  所以我們看見保羅也在這裡再次提醒我們說,
[00:00:35.500 --> 00:00:41.700]  你們要靠主喜樂,我再說你們要喜樂。
[00:00:41.700 --> 00:00:44.700]  你要注意,當保羅在講這句話的時候,
[00:00:44.700 --> 00:00:49.200]  並不是說保羅在一個非常順利的環境裡面。
[00:00:49.200 --> 00:00:52.100]  菲律賓書信是一個監獄書信。
[00:00:52.100 --> 00:00:57.300]  換句話說,保羅是在監獄裡面寫這封信。
[00:00:57.300 --> 00:01:02.800]  可見得對一個基督徒來講,有一件事情是很重要。
[00:01:02.800 --> 00:01:05.900]  那就是無論你的環境是如何,
[00:01:05.900 --> 00:01:12.600]  你需要在每天生活當中保持一個喜樂的心態。
[00:01:12.600 --> 00:01:17.500]  你說我們怎麼樣能夠保持在主裡面的喜樂呢?
[00:01:17.500 --> 00:01:20.800]  當然有人想到最簡單的方法,
[00:01:20.800 --> 00:01:23.900]  就是換個環境不就好了嗎?
[00:01:23.900 --> 00:01:27.700]  但事實上生命當中有很多的事情,
[00:01:27.700 --> 00:01:31.800]  不是換一個環境那麼簡單而已。
[00:01:31.800 --> 00:01:37.100]  生命中的喜樂也不是換個環境就能夠得到。
[00:01:37.100 --> 00:01:43.200]  因為換個環境常常只換來不同的問題而已嘛,不是嗎?
[00:01:43.200 --> 00:01:51.100]  生命中的喜樂其實是需要在生活當中操練去學習的。
[00:01:51.100 --> 00:01:55.500]  保羅在講喜樂不是一種感覺,
[00:01:55.500 --> 00:02:02.600]  他所講的喜樂是一種依靠神而得到的一種喜樂。
[00:02:02.600 --> 00:02:08.300]  那你說我們怎麼樣能夠依靠神得到這種喜樂呢?
[00:02:08.300 --> 00:02:10.200]  今天早上從四方面來跟大家分享。
[00:02:10.200 --> 00:02:17.600]  第一個,一定要數算神的恩典,根據上要數算神的恩典。
[00:02:17.600 --> 00:02:23.000]  因為一個感恩的心能夠使我們的心胸寬廣嘛。
[00:02:23.000 --> 00:02:26.500]  否則多少時候當你在忙碌的生活當中,
[00:02:26.500 --> 00:02:29.800]  你的眼目會越變越狹窄。
[00:02:29.800 --> 00:02:31.400]  在忙碌的生活當中,
[00:02:31.400 --> 00:02:35.200]  你眼睛所看見只是眼前的成功跟失敗,
[00:02:35.200 --> 00:02:39.600]  你所看重的就是眼前是不是成功失敗。
[00:02:39.600 --> 00:02:42.900]  卻忽略了人的一生啊。
[00:02:42.900 --> 00:02:50.800]  這個生命是遠比目前的成功跟失敗更加寬廣的。
[00:02:50.800 --> 00:02:53.900]  所以無論你現在的環境是如何,
[00:02:53.900 --> 00:02:59.500]  你一定要學習先來數算神的恩典。
[00:02:59.500 --> 00:03:01.700]  你說怎麼數算法呢?
[00:03:01.700 --> 00:03:05.800]  兩方面,第一個要往回數。
[00:03:05.800 --> 00:03:09.100]  跟你們說要往回數。
[00:03:09.100 --> 00:03:12.800]  你要數算神過去在你生命當中,
[00:03:12.800 --> 00:03:15.500]  神所給你的一切的恩典。
[00:03:15.500 --> 00:03:18.200]  你說為什麼要數算祂的恩典呢?
[00:03:18.200 --> 00:03:20.500]  因為你不數算的話,
[00:03:20.500 --> 00:03:24.200]  你就會忘記神的恩典,不是嗎?
[00:03:24.200 --> 00:03:26.000]  你還記得有一次耶穌
[00:03:26.000 --> 00:03:28.900]  醫治了十個長大麻瘋的,
[00:03:28.900 --> 00:03:31.700]  結果有多少人回來感恩呢?
[00:03:31.700 --> 00:03:33.400]  只有一個。
[00:03:33.400 --> 00:03:35.800]  連耶穌都很驚訝,
[00:03:35.800 --> 00:03:38.500]  連耶穌都很驚訝,
[00:03:38.500 --> 00:03:40.800]  怎麼只有一個回來呀?
[00:03:40.800 --> 00:03:44.800]  那九個到哪裡去了?
[00:03:44.800 --> 00:03:50.800]  而你我常常就是那九個其中之一啦,不是嗎?
[00:03:50.800 --> 00:03:55.300]  事實上,今天如果你不數算神的恩典,
[00:03:55.300 --> 00:03:59.800]  你就會數落別人的不是,對不對?
[00:03:59.800 --> 00:04:00.900]  你不數算恩典,
[00:04:00.900 --> 00:04:03.900]  你就會數算別人對不起你的地方。
[00:04:03.900 --> 00:04:07.400]  你越數算,你就心裡越苦澀,
[00:04:07.400 --> 00:04:09.500]  心裡越埋怨。
[00:04:09.500 --> 00:04:13.000]  所以你不願意心中苦澀埋怨的話,
[00:04:13.000 --> 00:04:16.300]  那你一定來數算神的恩典,
[00:04:16.300 --> 00:04:19.300]  神所給你一切的恩典。
[00:04:19.300 --> 00:04:22.300]  也許你說,牧師這有什麼好數算的,
[00:04:22.300 --> 00:04:25.800]  這一切難道不都是理所當然的嗎?
[00:04:25.800 --> 00:04:28.800]  我所花的是我賺來的,
[00:04:28.800 --> 00:04:32.800]  我所享受是我勞力換取來的。
[00:04:32.800 --> 00:04:35.700]  但如果你仔細來想一想,
[00:04:35.700 --> 00:04:41.200]  請問你這些事情真的是像你所想像理所當然嗎?
[00:04:41.200 --> 00:04:45.200]  我告訴你,若不是因為神的恩典跟憐憫,
[00:04:45.200 --> 00:04:51.200]  你就根本不可能享受這一切,擁有這一切。
[00:04:51.200 --> 00:04:56.200]  你知道,我常常這些年在非洲做宣教的工作,
[00:04:56.200 --> 00:05:00.200]  只要你一到非洲,你就發現一件事情,
[00:05:00.200 --> 00:05:04.700]  非洲什麼都不多,小孩子最多,
[00:05:04.700 --> 00:05:08.200]  到處都充滿小孩子,一個小小的房間,
[00:05:08.200 --> 00:05:11.700]  我們想最多大充其量五十個人在這裡,
[00:05:11.700 --> 00:05:13.700]  所以拿個五十個糖進去,
[00:05:13.700 --> 00:05:17.200]  結果一發糖,兩百個孩子在裡面,哇!
[00:05:17.200 --> 00:05:19.200]  都是集滿啊!
[00:05:19.200 --> 00:05:23.200]  每次我在非洲看見那些孩子們,
