
[00:00:00.000 --> 00:00:02.040]  靜姐妹平安啊
[00:00:02.040 --> 00:00:04.160]  Long time no see
[00:00:04.160 --> 00:00:06.560]  回來很開心
[00:00:06.560 --> 00:00:08.160]  很感動
[00:00:08.160 --> 00:00:08.960]  對我來說
[00:00:08.960 --> 00:00:12.080]  今天站在這裡是一個神蹟
[00:00:12.080 --> 00:00:13.400]  如果你知道的
[00:00:13.400 --> 00:00:14.800]  上個星期日
[00:00:14.800 --> 00:00:16.000]  其實我也很感動
[00:00:16.000 --> 00:00:17.520]  回到第一堂崇拜
[00:00:17.520 --> 00:00:19.280]  一會兒告訴你為什麼感動
[00:00:19.280 --> 00:00:21.440]  帶著感動感恩
[00:00:21.440 --> 00:00:22.720]  很開心的心情
[00:00:22.720 --> 00:00:25.080]  就和何牧師去了山頂
[00:00:25.080 --> 00:00:27.360]  看到山頂那間舊的餐廳
[00:00:27.360 --> 00:00:29.480]  你也知道我說哪一間
[00:00:29.480 --> 00:00:33.080]  我們多少次的結婚周年都在那裡度過
[00:00:33.080 --> 00:00:35.280]  於是何牧師牽著我的手
[00:00:35.280 --> 00:00:37.560]  我們就準備去那個餐廳
[00:00:37.560 --> 00:00:38.640]  何牧師就說
[00:00:38.640 --> 00:00:40.000]  不知道開不開呢
[00:00:40.000 --> 00:00:41.280]  十一點多
[00:00:41.280 --> 00:00:42.800]  接著一下電梯看到
[00:00:42.800 --> 00:00:43.960]  啊 開啊
[00:00:43.960 --> 00:00:45.880]  我就甩開他的手
[00:00:45.880 --> 00:00:47.800]  向餐廳直奔
[00:00:47.800 --> 00:00:50.600]  冷不提防地下有碎石
[00:00:50.600 --> 00:00:53.760]  於是我就向前整個撲在那裡
[00:00:53.760 --> 00:00:57.200]  到最後落地的是我兩隻門牙
[00:00:57.200 --> 00:01:01.680]  當我的口咬著那些碎的門牙的時候
[00:01:01.680 --> 00:01:03.720]  我第一個最擔心的就是
[00:01:03.720 --> 00:01:06.000]  我變了崩牙圈
[00:01:06.000 --> 00:01:09.160]  (笑)
[00:01:09.160 --> 00:01:11.800]  也害怕的
[00:01:11.800 --> 00:01:13.560]  然後
[00:01:13.560 --> 00:01:14.120]  起床
[00:01:14.120 --> 00:01:15.960]  其實現在一隻牙補回來了
[00:01:15.960 --> 00:01:19.080]  給他們看了也挺漂亮的
[00:01:19.080 --> 00:01:21.320]  但我想最難得的是這個星期
[00:01:21.320 --> 00:01:22.840]  或者這幾個月
[00:01:22.840 --> 00:01:24.520]  在疫情期間
[00:01:24.520 --> 00:01:25.640]  我見證了很多事
[00:01:25.640 --> 00:01:26.600]  我經歷了很多事
[00:01:26.600 --> 00:01:29.080]  我真的終於明白什麼叫做
[00:01:29.080 --> 00:01:32.520]  在痛苦之中依然有大喜樂
[00:01:32.520 --> 00:01:34.400]  其實這幾個月
[00:01:34.400 --> 00:01:37.080]  見證了很多生命的改變
[00:01:37.080 --> 00:01:39.280]  為什麼過去一個星期
[00:01:39.280 --> 00:01:43.640]  人們說你的樣子都不像受傷的
[00:01:43.640 --> 00:01:46.360]  我說是因為我裡面有很大很大的喜樂
[00:01:46.360 --> 00:01:49.720]  因為見證了生命的改變
[00:01:49.720 --> 00:01:51.840]  大概兩個星期之前
[00:01:51.840 --> 00:01:53.840]  接到一個電話
[00:01:53.840 --> 00:01:54.840]  有個校長跟我說
[00:01:54.840 --> 00:01:59.440]  你願不願意見我一對的同事
[00:01:59.440 --> 00:02:00.920]  我說我認不認識他們
[00:02:00.920 --> 00:02:01.680]  你又不是很認識
[00:02:01.680 --> 00:02:04.120]  不過很想你見他們
[00:02:04.120 --> 00:02:09.080]  因為我太太剛發現癌症第四期
[00:02:09.080 --> 00:02:11.400]  他們很難過
[00:02:11.400 --> 00:02:13.040]  不知道怎麼處理
[00:02:13.040 --> 00:02:15.240]  那為什麼找我呢
[00:02:15.240 --> 00:02:17.520]  他說因為有看臉書
[00:02:17.520 --> 00:02:18.960]  他們認識你
[00:02:18.960 --> 00:02:20.200]  那你願不願意去呢
[00:02:20.200 --> 00:02:21.680]  去不去
[00:02:21.680 --> 00:02:22.360]  去
[00:02:22.360 --> 00:02:22.800]  我當然去
[00:02:22.800 --> 00:02:25.880]  你知道我去到
[00:02:25.880 --> 00:02:28.160]  看到他們一路在哭
[00:02:28.160 --> 00:02:29.320]  一對很年輕
[00:02:29.320 --> 00:02:30.520]  很有為
[00:02:30.520 --> 00:02:32.480]  很恩愛的夫婦
[00:02:32.480 --> 00:02:34.280]  捉住太太的手
[00:02:34.280 --> 00:02:35.680]  告訴我很害怕
[00:02:35.680 --> 00:02:37.920]  又問我怎麼樣
[00:02:37.920 --> 00:02:39.600]  我說我真的沒辦法幫到你
[00:02:39.600 --> 00:02:41.920]  但是耶穌可以
[00:02:41.920 --> 00:02:44.760]  我講回我自己經歷很多病痛的時候
[00:02:44.760 --> 00:02:45.760]  上帝怎麼痛了
[00:02:45.760 --> 00:02:46.880]  我說耶穌可以
[00:02:46.880 --> 00:02:50.120]  你們兩個願不願意今天信耶穌
[00:02:50.120 --> 00:02:52.360]  他們說願意
[00:02:52.360 --> 00:02:53.880]  當日
[00:02:53.880 --> 00:02:55.040]  祈禱
[00:02:55.040 --> 00:02:56.600]  決志
[00:02:56.600 --> 00:02:57.480]  兩個人告訴我
[00:02:57.480 --> 00:02:58.880]  小時候聽過福音
[00:02:58.880 --> 00:03:01.440]  不過覺得不需要
[00:03:01.440 --> 00:03:03.240]  但是到了人生這些關頭
[00:03:03.240 --> 00:03:05.320]  他們知道沒有什麼渣拿了
[00:03:05.320 --> 00:03:07.520]  除了耶穌
[00:03:07.520 --> 00:03:08.640]  信了耶穌
[00:03:08.640 --> 00:03:09.560]  幾個星期之後
[00:03:09.560 --> 00:03:11.440]  昨天我和他們
[00:03:11.440 --> 00:03:12.960]  Zoom Prayer Meeting
[00:03:12.960 --> 00:03:13.560]  大家明白了
[00:03:13.560 --> 00:03:14.640]  因為無謂
[00:03:14.640 --> 00:03:17.120]  他身體比較弱
[00:03:17.120 --> 00:03:18.240]  他們兩個人告訴我
[00:03:18.240 --> 00:03:20.360]  師母和上帝真的聽祈禱
[00:03:20.360 --> 00:03:21.600]  自從那天決志之後
[00:03:21.600 --> 00:03:23.600]  我們兩個每晚捉著手祈禱
[00:03:23.600 --> 00:03:24.520]  我們不懂祈禱
[00:03:24.520 --> 00:03:25.400]  就在那裡這樣說
[00:03:25.400 --> 00:03:26.880]  行不行
[00:03:26.880 --> 00:03:27.960]  行
[00:03:27.960 --> 00:03:29.000]  他們一邊說
[00:03:29.000 --> 00:03:31.800]  裡面真的有很大的平安
[00:03:31.800 --> 00:03:37.600]  我們現在不怕
[00:03:37.600 --> 00:03:39.840]  所以這些痛
[00:03:39.840 --> 00:03:41.560]  算了
[00:03:41.560 --> 00:03:42.600]  崩了一隻牙
[00:03:42.600 --> 00:03:45.000]  算了,可以補回來
[00:03:45.000 --> 00:03:47.160]  但是最重要的是
[00:03:47.160 --> 00:03:49.560]  耶穌在這裡
[00:03:49.560 --> 00:03:51.520]  耶穌從沒離開
[00:03:51.520 --> 00:03:54.920]  我們一起祈禱
[00:03:54.920 --> 00:03:55.920]  我們親愛的主耶穌
[00:03:55.920 --> 00:03:58.240]  祢愛我們
[00:03:58.240 --> 00:04:00.960]  祢沒有因為我們曾經說過什麼
[00:04:00.960 --> 00:04:02.000]  做過什麼
[00:04:02.000 --> 00:04:02.680]  祢嫌棄我們
[00:04:02.680 --> 00:04:05.920]  祢從來沒有
[00:04:05.920 --> 00:04:06.800]  主我們求祢
[00:04:06.800 --> 00:04:09.960]  零開我們的眼
[00:04:09.960 --> 00:04:12.080]  讓我們重現對祢的愛
[00:04:12.080 --> 00:04:13.680]  重現對這個城市的愛
[00:04:13.680 --> 00:04:15.360]  為祢贏得這個城市
[00:04:15.360 --> 00:04:16.720]  求祢聽我們的禱告
[00:04:16.720 --> 00:04:17.600]  這樣的禱告
[00:04:17.600 --> 00:04:19.160]  奉我救主耶穌基督
[00:04:19.160 --> 00:04:21.000]  得勝的名字後
[00:04:21.000 --> 00:04:23.000]  Amen
[00:04:23.000 --> 00:04:24.200]  坐下來跟隔壁的人說
[00:04:24.200 --> 00:04:25.720]  沒有隔壁找過人
[00:04:25.720 --> 00:04:27.680]  為基督贏得這個城市
[00:04:27.680 --> 00:04:28.320]  好不好
[00:04:28.320 --> 00:04:29.920]  為基督贏得這個城市
[00:04:29.920 --> 00:04:33.640]  坐下來,弟兄姊妹
[00:04:33.640 --> 00:04:35.800]  今天和大家分享的題目叫做
[00:04:35.800 --> 00:04:39.080]  「逆中有信」
[00:04:39.080 --> 00:04:40.280]  其實我講過好幾次
[00:04:40.280 --> 00:04:42.400]  不過每一次都改
[00:04:42.400 --> 00:04:44.120]  最初這篇道
[00:04:44.120 --> 00:04:45.720]  是和何牧師一起預備
[00:04:45.720 --> 00:04:47.920]  就把聖經所有講信心的經文
[00:04:47.920 --> 00:04:48.800]  全部找出來
[00:04:48.800 --> 00:04:50.040]  很多
[00:04:50.040 --> 00:04:51.960]  都不知道從哪裏講起
[00:04:51.960 --> 00:04:55.920]  又讓它安靜慢慢慢慢升遷
[00:04:55.920 --> 00:04:59.480]  所以就有了今天這篇道
[00:04:59.480 --> 00:05:00.560]  「逆中有信」
[00:05:00.560 --> 00:05:01.440]  講一下什麼叫「逆」
[00:05:01.440 --> 00:05:02.880]  逆境
[00:05:02.880 --> 00:05:04.440]  逆情
[00:05:04.440 --> 00:05:05.880]  我都在想今天
[00:05:05.880 --> 00:05:07.480]  明天應該還要講的
[00:05:07.480 --> 00:05:09.920]  是嗎
[00:05:09.920 --> 00:05:11.200]  沒什麼制令
[00:05:11.200 --> 00:05:13.160]  因為經常都改變
[00:05:13.160 --> 00:05:14.240]  我現在的討論
[00:05:14.240 --> 00:05:15.400]  每個星期都打來說
[00:05:15.400 --> 00:05:18.560]  暫時都還有
[00:05:18.560 --> 00:05:21.600]  沒了常規
[00:05:21.600 --> 00:05:22.280]  沒了常規
[00:05:22.280 --> 00:05:24.440]  其實沒了什麼安全感
[00:05:24.440 --> 00:05:26.400]  本來的事有規有矩
[00:05:26.400 --> 00:05:27.520]  八點鐘起床
[00:05:27.520 --> 00:05:28.440]  然後怎樣上班
[00:05:28.440 --> 00:05:30.880]  現在都不知道怎樣上不上學
[00:05:30.880 --> 00:05:32.400]  又不上學了
[00:05:32.400 --> 00:05:35.600]  那些爹地媽咪最頭痛
[00:05:35.600 --> 00:05:36.880]  不能計劃
[00:05:36.880 --> 00:05:37.960]  失去我又加劇
[00:05:37.960 --> 00:05:39.080]  我有很多朋友跟我說
[00:05:39.080 --> 00:05:40.160]  好辛苦
[00:05:40.160 --> 00:05:41.360]  全年都沒得出去
[00:05:41.360 --> 00:05:42.960]  我說不要緊
[00:05:42.960 --> 00:05:44.200]  學學收拾行李
[00:05:44.200 --> 00:05:46.360]  我有個朋友去了那些假期
[00:05:46.360 --> 00:05:49.320]  她說很開心終於可以收拾行李了
[00:05:49.320 --> 00:05:50.280]  我說行了吧
[00:05:50.280 --> 00:05:51.320]  都好
[00:05:51.320 --> 00:05:52.200]  最難的是什麼
[00:05:52.200 --> 00:05:55.480]  家庭中的困獸鬥
[00:05:55.480 --> 00:05:56.800]  在這幾個月
[00:05:56.800 --> 00:05:58.600]  我經常在我Facebook的訊息
[00:05:58.600 --> 00:06:02.320]  收到不同人的一些
[00:06:02.320 --> 00:06:03.120]  講得很長
[00:06:03.120 --> 00:06:05.160]  他自己家裡發生什麼事
[00:06:05.160 --> 00:06:06.120]  都不便講這麼多
[00:06:06.120 --> 00:06:09.240]  無論婚姻家庭親子家
[00:06:09.240 --> 00:06:10.200]  繁重的家務
[00:06:10.200 --> 00:06:12.280]  沒了個人的空間
[00:06:12.280 --> 00:06:13.680]  沒機會見好朋友
[00:06:13.680 --> 00:06:15.320]  失業減薪
[00:06:15.320 --> 00:06:20.000]  我還漏了一個工作加班
[00:06:20.000 --> 00:06:21.600]  做多了很多事
[00:06:21.600 --> 00:06:22.680]  不要以為少
[00:06:22.680 --> 00:06:23.680]  我都以為少
[00:06:23.680 --> 00:06:24.120]  沒有訊息
[00:06:24.120 --> 00:06:25.200]  現在不是了
[00:06:25.200 --> 00:06:26.080]  訊息都來了
[00:06:26.080 --> 00:06:27.320]  全部一會兒有Zoom訊息
[00:06:27.320 --> 00:06:28.920]  一會兒有15分鐘訊息
[00:06:28.920 --> 00:06:29.920]  一會兒有一個小時訊息
[00:06:29.920 --> 00:06:33.400]  都不知道搞了多少
[00:06:33.400 --> 00:06:34.720]  不過
[00:06:34.720 --> 00:06:36.760]  抑鬱病發
[00:06:36.760 --> 00:06:37.960]  真的
[00:06:37.960 --> 00:06:39.920]  因為我有一個委員會叫做
[00:06:39.920 --> 00:06:41.120]  Mental Health
[00:06:41.120 --> 00:06:44.200]  調查數字是可怕的
[00:06:44.200 --> 00:06:47.160]  親人家人患病的壓力
[00:06:47.160 --> 00:06:51.000]  加起來家裡突然有人病了
[00:06:51.000 --> 00:06:52.680]  上個星期我跌倒的時候
[00:06:52.680 --> 00:06:54.360]  有些不同的弟兄姊妹就跟我說
[00:06:54.360 --> 00:06:55.720]  師母你不如去
[00:06:55.720 --> 00:06:57.040]  不知道什麼
[00:06:57.040 --> 00:06:59.960]  要求賠償投訴
[00:06:59.960 --> 00:07:01.160]  我沒有做
[00:07:01.160 --> 00:07:02.680]  我有所謂投訴
[00:07:02.680 --> 00:07:04.960]  就是希望路政署整好塊地
[00:07:04.960 --> 00:07:07.000]  有人拍了照給我整好了
[00:07:07.000 --> 00:07:08.520]  是不是挺好
[00:07:08.520 --> 00:07:10.120]  為人家做了些好事
[00:07:10.120 --> 00:07:11.920]  但我就沒有投訴要求賠償
[00:07:11.920 --> 00:07:15.640]  我覺得太多這些了
[00:07:15.640 --> 00:07:18.760]  上帝有供應不緊要的
[00:07:18.760 --> 00:07:22.080]  逆中有順
[00:07:22.080 --> 00:07:24.120]  其實在疫情當中
[00:07:24.120 --> 00:07:27.600]  我們每天都在經歷信心
[00:07:27.600 --> 00:07:30.640]  你今天回來夠膽坐在這裡
[00:07:30.640 --> 00:07:32.320]  你都是有信心的
[00:07:32.320 --> 00:07:34.840]  我有些朋友半年沒出過街
[00:07:34.840 --> 00:07:35.880]  有沒有
[00:07:35.880 --> 00:07:36.320]  有啊
[00:07:36.320 --> 00:07:37.920]  不敢出街
[00:07:37.920 --> 00:07:39.200]  困在家裡
[00:07:39.200 --> 00:07:41.000]  在加拿大我們的親戚
[00:07:41.000 --> 00:07:43.120]  四個月沒出街
[00:07:43.120 --> 00:07:45.200]  你今天坐在這裡
[00:07:45.200 --> 00:07:47.120]  是信心來的
[00:07:47.120 --> 00:07:49.320]  你怎麼知道隔壁那個有沒有
[00:07:49.320 --> 00:07:52.280]  你憑信心回來的
[00:07:52.280 --> 00:07:53.880]  我們現在吃飯都是這樣
[00:07:53.880 --> 00:07:58.200]  你夠不夠膽死跟我出來吃飯
[00:07:58.200 --> 00:08:01.800]  好像吃一頓飯都很大勇氣信心
[00:08:01.800 --> 00:08:03.360]  在這個時候對信心是怎樣呢
[00:08:03.360 --> 00:08:05.000]  三個認定
[00:08:05.000 --> 00:08:05.800]  都是三點
[00:08:05.800 --> 00:08:08.480]  有神所賜不出於己
[00:08:08.480 --> 00:08:10.600]  學無仰望更新改變
[00:08:10.600 --> 00:08:12.000]  活在當下
[00:08:12.000 --> 00:08:14.640]  讓愛走動
[00:08:14.640 --> 00:08:16.440]  我們今天不單止聽
[00:08:16.440 --> 00:08:19.440]  我希望我們將這個道走出來
[00:08:19.440 --> 00:08:21.040]  《希伯留書》第十一章
[00:08:21.040 --> 00:08:23.120]  一節六節我們一起讀
[00:08:23.120 --> 00:08:24.480]  一二三
[00:08:24.480 --> 00:08:28.320]  信就是所望之時的實體
[00:08:28.320 --> 00:08:30.400]  見之時的確具
[00:08:30.400 --> 00:08:31.920]  人非有信
[00:08:31.920 --> 00:08:34.600]  就不能得神的喜悅
[00:08:34.600 --> 00:08:37.400]  因為到神面前來的人
[00:08:37.400 --> 00:08:39.200]  必須信有神
[00:08:39.200 --> 00:08:43.280]  且信他賞賜那尋求他的人
[00:08:43.280 --> 00:08:44.520]  是不是很好
[00:08:44.520 --> 00:08:46.920]  原來信是上帝喜悅的
[00:08:46.920 --> 00:08:49.040]  而且他會賞賜尋求他人
[00:08:49.040 --> 00:08:51.880]  你要尋求上帝就會賞賜你
[00:08:51.880 --> 00:08:54.800]  跟隔壁說上帝賞賜你信心
[00:08:54.800 --> 00:08:56.440]  是呀
[00:08:56.440 --> 00:08:57.440]  我覺得很好
[00:08:57.440 --> 00:08:59.040]  你們知道你們真的很怪
[00:08:59.040 --> 00:09:00.400]  我有時候去其他教會
[00:09:00.400 --> 00:09:04.280]  我跟隔壁說沒有人理睬我
[00:09:04.280 --> 00:09:06.160]  所以回來是很好的
[00:09:06.160 --> 00:09:07.840]  有神所賜不出於己
[00:09:07.840 --> 00:09:10.000]  亦不所輸第二章第八節
[00:09:10.000 --> 00:09:12.840]  你們得救是本乎因也因著信
[00:09:12.840 --> 00:09:15.760]  並不是出於自己乃是神所賜的
[00:09:15.760 --> 00:09:17.200]  我們每個人信耶穌
[00:09:17.200 --> 00:09:18.480]  都是上帝給我們機會
[00:09:18.480 --> 00:09:21.360]  上帝尋求我們信不信
[00:09:21.360 --> 00:09:22.440]  幾個星期前
[00:09:22.440 --> 00:09:25.920]  我有機會去一間學校講道
[00:09:25.920 --> 00:09:28.040]  想不到坐在下面的
[00:09:28.040 --> 00:09:31.080]  是我信耶穌的團契主席
[00:09:31.080 --> 00:09:33.520]  即是我大學團契主席坐在那裏
[00:09:33.520 --> 00:09:35.600]  我不知道你是否像我這樣
[00:09:35.600 --> 00:09:37.920]  本來不記得那些東西
[00:09:37.920 --> 00:09:39.120]  因為見到那個人的樣子
[00:09:39.120 --> 00:09:40.640]  聲音就噗啪噗啪地湧出來
[00:09:40.640 --> 00:09:41.760]  有沒有這樣的感覺
[00:09:41.760 --> 00:09:45.680]  如果有你就中年了
[00:09:45.680 --> 00:09:47.120]  我站在台上
[00:09:47.120 --> 00:09:48.720]  就湧起那個感覺是甚麼呢
[00:09:48.720 --> 00:09:51.680]  就湧起我信耶穌
[00:09:51.680 --> 00:09:53.400]  然後我信了耶穌
[00:09:53.400 --> 00:09:56.040]  兩個星期之後就要上Montreux讀書
[00:09:56.040 --> 00:09:58.560]  然後要找團契的時候
[00:09:58.560 --> 00:09:59.520]  是沒有地址的
[00:09:59.520 --> 00:10:00.640]  是不知道哪裏的
[00:10:00.640 --> 00:10:01.680]  然後我就問那個牧師
[00:10:01.680 --> 00:10:02.880]  那個牧師說
[00:10:02.880 --> 00:10:03.840]  「祈禱吧」
[00:10:03.840 --> 00:10:05.040]  我說「那怎麼祈禱」
[00:10:05.040 --> 00:10:07.440]  他說「你祈禱 上帝幫你找到」
[00:10:07.440 --> 00:10:09.360]  你有沒有試過這樣
[00:10:09.360 --> 00:10:10.160]  我真的相信
[00:10:10.160 --> 00:10:11.840]  因為當時很單純
[00:10:11.840 --> 00:10:14.320]  我真的去到禮拜六晚上
[00:10:14.320 --> 00:10:16.240]  就在那幾條街上祈禱
[00:10:16.240 --> 00:10:17.280]  「主啊 祢讓我找到了」
[00:10:17.280 --> 00:10:19.280]  「主啊 祢讓我找到團契了」
[00:10:19.280 --> 00:10:24.240]  然後去到一棟舊樓
[00:10:24.240 --> 00:10:26.000]  聽到歌聲
[00:10:26.000 --> 00:10:27.920]  那首歌是這樣的
[00:10:27.920 --> 00:10:33.280]  It only takes a spark
[00:10:33.280 --> 00:10:36.960]  To get the fire going
[00:10:36.960 --> 00:10:42.560]  懂得唱歌的都起碼五十歲了
[00:10:42.560 --> 00:10:44.960]  年輕的不懂吧
[00:10:44.960 --> 00:10:49.440]  還沒有聽過吧
[00:10:49.440 --> 00:10:52.160]  我就跟著這個歌聲上去
[00:10:52.160 --> 00:10:58.240]  第一個見到的團友叫Peter Ho
[00:10:58.240 --> 00:10:59.520]  然後他就告訴我
[00:10:59.520 --> 00:11:00.640]  「我也是這個團契的」
[00:11:00.640 --> 00:11:01.600]  我說「你信了耶穌嗎」
[00:11:01.600 --> 00:11:03.520]  他說「不是 我信天主教的」
[00:11:03.520 --> 00:11:09.600]  所以我應該比他早兩個禮拜信耶穌
[00:11:09.600 --> 00:11:11.760]  上帝很奇妙
[00:11:11.760 --> 00:11:13.360]  祂尋找我們
[00:11:13.360 --> 00:11:15.200]  讓我們能夠經歷祂
[00:11:15.200 --> 00:11:17.360]  相信祂
[00:11:17.360 --> 00:11:20.960]  在剛才說很多很紛亂的日子
[00:11:20.960 --> 00:11:22.560]  為什麼我們要說信心
[00:11:22.560 --> 00:11:24.240]  為什麼我們要說這件事呢
[00:11:24.240 --> 00:11:26.720]  大家可能都認識一個人叫馬丁路德
[00:11:26.720 --> 00:11:28.320]  不是馬丁路德金
[00:11:28.320 --> 00:11:29.520]  是馬丁路德
[00:11:29.520 --> 00:11:31.360]  站很遠的 很不同的
[00:11:31.360 --> 00:11:32.560]  他宗教改革
[00:11:32.560 --> 00:11:35.760]  1517年10月31日
[00:11:35.760 --> 00:11:40.480]  他在德國威騰城堡教會
[00:11:40.480 --> 00:11:44.480]  貼了95條要求改革的東西
[00:11:44.480 --> 00:11:46.800]  當中其實綜合來說
[00:11:46.800 --> 00:11:50.800]  有五個唯獨的
[00:11:50.800 --> 00:11:52.240]  是他和一班神學家
[00:11:52.240 --> 00:11:54.320]  大家知道神學家有不同的看法
[00:11:54.320 --> 00:11:58.720]  誰知道能夠有五個大家共同的信念
[00:11:58.720 --> 00:11:59.840]  唯獨聖經
[00:11:59.840 --> 00:12:00.640]  唯獨恩典
[00:12:00.640 --> 00:12:01.520]  唯獨信心
[00:12:01.520 --> 00:12:03.360]  最初只有三個
