
[00:00:00.000 --> 00:00:02.000]  祈禱地祈禱平安
[00:00:02.000 --> 00:00:04.000]  一請大家再一次低頭祈禱
[00:00:04.000 --> 00:00:06.000]  願我口中的言語
[00:00:06.000 --> 00:00:08.000]  眾大兄姊妹的心思意念
[00:00:08.000 --> 00:00:10.000]  都同夢尚主月立
[00:00:10.000 --> 00:00:12.000]  祈禱奉主耶穌基督的名求
[00:00:12.000 --> 00:00:14.000]  阿們
[00:00:14.000 --> 00:00:16.000]  今日的三大經課
[00:00:16.000 --> 00:00:18.000]  舊約就是
[00:00:18.000 --> 00:00:20.000]  二長下書的六十五章一節九節
[00:00:20.000 --> 00:00:22.000]  這一段經文是
[00:00:22.000 --> 00:00:24.000]  上帝回應二長下先知
[00:00:24.000 --> 00:00:26.000]  祂的禱告
[00:00:26.000 --> 00:00:28.000]  先知在前面的章節
[00:00:28.000 --> 00:00:30.000]  是為百姓
[00:00:30.000 --> 00:00:32.000]  來祈禱
[00:00:32.000 --> 00:00:34.000]  其實先知心裏面知道
[00:00:34.000 --> 00:00:36.000]  百姓不是
[00:00:36.000 --> 00:00:38.000]  有什麼好處
[00:00:38.000 --> 00:00:40.000]  值得上帝
[00:00:40.000 --> 00:00:42.000]  去寬恕他們
[00:00:42.000 --> 00:00:44.000]  他們確實是罪惡心重
[00:00:44.000 --> 00:00:46.000]  並且是
[00:00:46.000 --> 00:00:48.000]  不配來求上帝
[00:00:48.000 --> 00:00:50.000]  但先知這樣的祈求
[00:00:50.000 --> 00:00:52.000]  是因為他知道上帝的
[00:00:52.000 --> 00:00:54.000]  本質是憐憫
[00:00:54.000 --> 00:00:56.000]  和慈愛
[00:00:56.000 --> 00:00:58.000]  加上
[00:00:58.000 --> 00:01:00.000]  百姓是上帝所做的
[00:01:00.000 --> 00:01:02.000]  祂是我們的
[00:01:02.000 --> 00:01:04.000]  父
[00:01:04.000 --> 00:01:06.000]  祂也是我們的救贖主
[00:01:06.000 --> 00:01:08.000]  先知祈求
[00:01:08.000 --> 00:01:10.000]  上帝帶領百姓去
[00:01:10.000 --> 00:01:12.000]  轉離惡行
[00:01:12.000 --> 00:01:14.000]  去轉向上帝
[00:01:14.000 --> 00:01:16.000]  沒有人有這個能力
[00:01:16.000 --> 00:01:18.000]  因為只有上帝才有能力
[00:01:18.000 --> 00:01:20.000]  去救他們
[00:01:20.000 --> 00:01:22.000]  去脫離自己的罪惡
[00:01:22.000 --> 00:01:24.000]  六十五章的一節九節
[00:01:24.000 --> 00:01:26.000]  就是上帝對先知的
[00:01:26.000 --> 00:01:28.000]  祈禱的回應
[00:01:28.000 --> 00:01:30.000]  他說他一直都給機會
[00:01:30.000 --> 00:01:32.000]  以色列民的
[00:01:32.000 --> 00:01:34.000]  一直主動去找他們
[00:01:34.000 --> 00:01:36.000]  去讓他們看到自己
[00:01:36.000 --> 00:01:38.000]  不過
[00:01:38.000 --> 00:01:40.000]  以色列民是一班
[00:01:40.000 --> 00:01:42.000]  不祈禱的人
[00:01:42.000 --> 00:01:44.000]  他們反而去求告偶像
[00:01:44.000 --> 00:01:46.000]  假神
[00:01:46.000 --> 00:01:48.000]  用占卜問米
[00:01:48.000 --> 00:01:50.000]  去達到自己想要的
[00:01:50.000 --> 00:01:52.000]  事情
[00:01:52.000 --> 00:01:54.000]  在敬拜的時候
[00:01:54.000 --> 00:01:56.000]  比較多年青人
[00:01:56.000 --> 00:01:58.000]  我問他們知不知道什麼叫問米
[00:01:58.000 --> 00:02:00.000]  大部份都不知道
[00:02:00.000 --> 00:02:02.000]  所以我相信
[00:02:02.000 --> 00:02:04.000]  我不需要在這裡解釋
[00:02:04.000 --> 00:02:06.000]  如果你真的不認識
[00:02:06.000 --> 00:02:08.000]  我們都有些年青人
[00:02:08.000 --> 00:02:10.000]  你打算Google問什麼叫問米
[00:02:10.000 --> 00:02:12.000]  是不是拿粥米來問一下
[00:02:12.000 --> 00:02:14.000]  我們不單止
[00:02:14.000 --> 00:02:16.000]  用占卜和問米的方法
[00:02:16.000 --> 00:02:18.000]  敬拜假神的方法
[00:02:18.000 --> 00:02:20.000]  來想得到他們的東西
[00:02:20.000 --> 00:02:22.000]  我們更加在
[00:02:22.000 --> 00:02:24.000]  宇教的偶像
[00:02:24.000 --> 00:02:26.000]  他們的廟裡面
[00:02:26.000 --> 00:02:28.000]  去講上帝的壞話
[00:02:28.000 --> 00:02:30.000]  他們吃一些
[00:02:30.000 --> 00:02:32.000]  不潔淨的食物
[00:02:32.000 --> 00:02:34.000]  這些食物是上帝明明禁止他們吃的
[00:02:34.000 --> 00:02:36.000]  以及他們
[00:02:36.000 --> 00:02:38.000]  去吃那些敬拜假神的祭物
[00:02:38.000 --> 00:02:40.000]  公然去
[00:02:40.000 --> 00:02:42.000]  令到上帝
[00:02:42.000 --> 00:02:44.000]  很發怒
[00:02:44.000 --> 00:02:46.000]  上帝說
[00:02:46.000 --> 00:02:48.000]  他一定會懲罰
[00:02:48.000 --> 00:02:50.000]  所以我們來看看
[00:02:50.000 --> 00:02:52.000]  詳細看看
[00:02:52.000 --> 00:02:54.000]  這一九節的聖經
[00:02:54.000 --> 00:02:56.000]  在說什麼
[00:02:56.000 --> 00:02:58.000]  第一第二節
[00:02:58.000 --> 00:03:00.000]  上帝說他一直
[00:03:00.000 --> 00:03:02.000]  很渴望別人來尋求他
[00:03:02.000 --> 00:03:04.000]  甚至他讓
[00:03:04.000 --> 00:03:06.000]  沒有問他
[00:03:06.000 --> 00:03:08.000]  沒有求問他
[00:03:08.000 --> 00:03:10.000]  沒有來找他
[00:03:10.000 --> 00:03:12.000]  沒有去呼求他們的人們
[00:03:12.000 --> 00:03:14.000]  上帝主動去找他們
[00:03:14.000 --> 00:03:16.000]  並且讓他們找到自己
[00:03:16.000 --> 00:03:18.000]  去看到自己
[00:03:18.000 --> 00:03:20.000]  第二節說
[00:03:20.000 --> 00:03:22.000]  上帝整天向那些叛逆
[00:03:22.000 --> 00:03:24.000]  他的百姓去招手
[00:03:24.000 --> 00:03:26.000]  不過他們
[00:03:26.000 --> 00:03:28.000]  不太理睬上帝
[00:03:28.000 --> 00:03:30.000]  第二節在
[00:03:30.000 --> 00:03:32.000]  中文日本的翻譯是這樣說的
[00:03:32.000 --> 00:03:34.000]  他說這是一個
[00:03:34.000 --> 00:03:36.000]  不向我禱告的國家
[00:03:36.000 --> 00:03:38.000]  神的選民
[00:03:38.000 --> 00:03:40.000]  不向上帝祈禱
[00:03:40.000 --> 00:03:42.000]  千萬不要
[00:03:42.000 --> 00:03:44.000]  覺得奇怪
[00:03:44.000 --> 00:03:46.000]  最近有一位牧師分享
[00:03:46.000 --> 00:03:48.000]  他在神學院教書
[00:03:48.000 --> 00:03:50.000]  他說他接觸了很多
[00:03:50.000 --> 00:03:52.000]  傳道牧者
[00:03:52.000 --> 00:03:54.000]  因為很多傳道人
[00:03:54.000 --> 00:03:56.000]  很多牧者都在
[00:03:56.000 --> 00:03:58.000]  侍奉他們的同時
[00:03:58.000 --> 00:04:00.000]  他們會回神學院進修
[00:04:00.000 --> 00:04:02.000]  他說很多傳道牧者
[00:04:02.000 --> 00:04:04.000]  很坦白地跟我們說
[00:04:04.000 --> 00:04:06.000]  他們並沒有建立起
[00:04:06.000 --> 00:04:08.000]  每一天分別一個
[00:04:08.000 --> 00:04:10.000]  時間出來祈禱
[00:04:10.000 --> 00:04:12.000]  讀經親近神
[00:04:12.000 --> 00:04:14.000]  不過是將自己預備戴茶經
[00:04:14.000 --> 00:04:16.000]  預備講章的那段時間
[00:04:16.000 --> 00:04:18.000]  當作是親近神的時間
[00:04:18.000 --> 00:04:22.000]  如果是這樣的話
[00:04:22.000 --> 00:04:24.000]  求上帝寬恕
[00:04:24.000 --> 00:04:26.000]  其實我們應該是在上班之前
[00:04:26.000 --> 00:04:28.000]  不是回來教會上班
[00:04:28.000 --> 00:04:30.000]  應該是上班之前
[00:04:30.000 --> 00:04:32.000]  或者上班以外的時間
[00:04:32.000 --> 00:04:34.000]  來定時定候
[00:04:34.000 --> 00:04:36.000]  每一天去撥出一段時間
[00:04:36.000 --> 00:04:38.000]  一個空間
[00:04:38.000 --> 00:04:40.000]  單單的去朝見上帝
[00:04:40.000 --> 00:04:42.000]  跟上帝約會
[00:04:42.000 --> 00:04:44.000]  藉著祈禱讀經
[00:04:44.000 --> 00:04:46.000]  安靜去親近神
[00:04:46.000 --> 00:04:48.000]  被祂塑造
[00:04:48.000 --> 00:04:50.000]  修剪
[00:04:50.000 --> 00:04:52.000]  去改變我們的生命
[00:04:52.000 --> 00:04:54.000]  以致我們越來越似耶穌基督
[00:04:54.000 --> 00:04:56.000]  傳道牧者
[00:04:56.000 --> 00:04:58.000]  更加要去謹慎
[00:04:58.000 --> 00:05:00.000]  這件事
[00:05:00.000 --> 00:05:02.000]  因為我們是上帝的僕人
[00:05:02.000 --> 00:05:04.000]  我們要明瞭
[00:05:04.000 --> 00:05:06.000]  上帝的吩咐
[00:05:06.000 --> 00:05:08.000]  我們要讓上帝去修剪
[00:05:08.000 --> 00:05:10.000]  以致我們知道怎樣去帶領
[00:05:10.000 --> 00:05:12.000]  弟兄姊妹
[00:05:12.000 --> 00:05:14.000]  帶領會眾
[00:05:14.000 --> 00:05:16.000]  去親近神
[00:05:16.000 --> 00:05:18.000]  也知道怎樣去按照上帝的吩咐
[00:05:18.000 --> 00:05:20.000]  來帶領會眾
[00:05:20.000 --> 00:05:22.000]  所以其實不單只是傳道同工
[00:05:22.000 --> 00:05:24.000]  包括我們的執事
[00:05:24.000 --> 00:05:26.000]  我們的堂位
[00:05:26.000 --> 00:05:28.000]  我們的導師
[00:05:28.000 --> 00:05:30.000]  我們教會的領袖
[00:05:30.000 --> 00:05:32.000]  更加要是這樣
[00:05:32.000 --> 00:05:34.000]  因為唯有是這樣的時候
[00:05:34.000 --> 00:05:36.000]  不知道大家記不記得
[00:05:36.000 --> 00:05:38.000]  祂說 核子領核子
[00:05:38.000 --> 00:05:40.000]  盲的去帶著盲的
[00:05:40.000 --> 00:05:42.000]  最身邊是怎樣
[00:05:42.000 --> 00:05:44.000]  一定是
[00:05:44.000 --> 00:05:46.000]  掉進心穴裡
[00:05:46.000 --> 00:05:48.000]  所以鬼弟兄姊妹
[00:05:48.000 --> 00:05:50.000]  你的禱告
