
[00:00:00.000 --> 00:00:02.000]  (主席) 各位姐妹早安
[00:00:02.000 --> 00:00:06.560]  在疫情期間 祝願各人平安
[00:00:06.560 --> 00:00:10.520]  下星期五
[00:00:10.520 --> 00:00:13.840]  就是主耶穌的受難日
[00:00:13.840 --> 00:00:18.200]  今天讓我們思想主耶穌的苦難
[00:00:18.200 --> 00:00:22.720]  苦難從來都是人類思想上的謎
[00:00:22.720 --> 00:00:27.640]  在宗教哲學裏面有一種說法
[00:00:27.640 --> 00:00:30.840]  說苦難的存在
[00:00:30.840 --> 00:00:34.920]  是為了成就更偉大的美善
[00:00:34.920 --> 00:00:38.480]  就好像一幅畫面裏面的黑暗
[00:00:38.480 --> 00:00:41.880]  是為了突然更加豐富的色彩
[00:00:41.880 --> 00:00:44.760]  我不同意這個說法
[00:00:44.760 --> 00:00:49.560]  這個說法會合理化了苦難
[00:00:49.560 --> 00:00:52.760]  我看不到在戰爭裏面
[00:00:52.760 --> 00:00:56.720]  數不盡的無辜的小孩子的死
[00:00:56.720 --> 00:01:01.320]  對文明的進步有甚麼必要性
[00:01:01.320 --> 00:01:03.280]  在舊約
[00:01:03.280 --> 00:01:06.000]  約伯記探討苦難的時候
[00:01:06.000 --> 00:01:11.320]  從來都沒有替苦難找一個合理的理由
[00:01:11.320 --> 00:01:15.160]  甚至連道德的理由都找不到
[00:01:15.160 --> 00:01:18.680]  苦難是一個謎
[00:01:18.680 --> 00:01:21.800]  約伯能夠做的是沉默
[00:01:21.800 --> 00:01:27.800]  然後神就在他的沉默裏面向他顯現
[00:01:27.800 --> 00:01:30.480]  這個不是要合理化苦難
[00:01:30.480 --> 00:01:33.720]  這個是要提升人的境界
[00:01:33.720 --> 00:01:36.400]  人在神聖的境界裏面
[00:01:36.400 --> 00:01:40.240]  才會有面對苦難的力量
[00:01:40.240 --> 00:01:43.080]  在第二次世界大戰的時候
[00:01:43.080 --> 00:01:46.960]  有一班猶太人為了逃避納粹
[00:01:46.960 --> 00:01:53.760]  他們躲在科隆的地下室裏面
[00:01:53.760 --> 00:01:56.680]  在牆上
[00:01:56.680 --> 00:01:59.360]  戰後人們在牆上
[00:01:59.360 --> 00:02:03.080]  發現他們留下了一些文字
[00:02:03.080 --> 00:02:06.840]  在牆上他們這樣寫
[00:02:06.840 --> 00:02:10.000]  「沒有陽光的日子
[00:02:10.000 --> 00:02:13.200]  我仍相信太陽
[00:02:13.200 --> 00:02:16.640]  感受不到愛的歲月
[00:02:16.640 --> 00:02:19.640]  我仍相信愛
[00:02:19.640 --> 00:02:22.520]  當上帝隱匿時
[00:02:22.520 --> 00:02:27.040]  我仍相信上帝」
[00:02:27.040 --> 00:02:28.800]  有人將這些文字
[00:02:28.800 --> 00:02:31.160]  譜成一首詩歌
[00:02:31.160 --> 00:02:32.800]  歌名英文叫做
[00:02:32.800 --> 00:02:35.480]  「Inscription of Hope」
[00:02:35.480 --> 00:02:38.760]  這首歌竟然有廣東話版本
[00:02:38.760 --> 00:02:42.720]  叫做「盼望明刻」
[00:02:42.720 --> 00:02:46.080]  這些「明刻」在牆上的文字
[00:02:46.080 --> 00:02:49.440]  說出了真正的信仰
[00:02:49.440 --> 00:02:51.880]  「當上帝隱匿時
[00:02:51.880 --> 00:02:56.080]  我仍相信上帝」
[00:02:56.080 --> 00:02:59.960]  唯當我們進入神聖的境界的時候
[00:02:59.960 --> 00:03:04.040]  才能夠在一個毫無上帝的世界
[00:03:04.040 --> 00:03:06.560]  深信上帝
[00:03:06.560 --> 00:03:08.520]  唯有深信上帝的人
[00:03:08.520 --> 00:03:11.480]  才能夠在苦難的世界裏
[00:03:11.480 --> 00:03:14.320]  堅持活出愛
[00:03:14.320 --> 00:03:17.720]  今日的講道經文是今天的書信經課
[00:03:17.720 --> 00:03:21.840]  希伯來書第五章五至十節
[00:03:21.840 --> 00:03:23.880]  經文這樣記載
[00:03:23.880 --> 00:03:25.760]  「如此
[00:03:25.760 --> 00:03:30.240]  基督也不是自取榮耀作大祭司
[00:03:30.240 --> 00:03:32.040]  乃是在乎向他說
[00:03:32.040 --> 00:03:33.440]  你是我的兒子
[00:03:33.440 --> 00:03:36.440]  我今日生你的那一位
[00:03:36.440 --> 00:03:39.120]  就如經上又有一處說
[00:03:39.120 --> 00:03:42.480]  你是照著默基使德的等次
[00:03:42.480 --> 00:03:45.280]  永遠為祭司
[00:03:45.280 --> 00:03:47.440]  基督在獄體的時候
[00:03:47.440 --> 00:03:49.240]  既大聲哀哭
[00:03:49.240 --> 00:03:51.120]  流淚禱告
[00:03:51.120 --> 00:03:55.240]  懇求那能救他免死的主
[00:03:55.240 --> 00:03:59.160]  就因他的虔誠蒙了英雲
[00:03:59.160 --> 00:04:01.080]  他雖然為兒子
[00:04:01.080 --> 00:04:03.360]  還是因所受的苦難
[00:04:03.360 --> 00:04:06.080]  學了順從
[00:04:06.080 --> 00:04:08.000]  他既得以完全
[00:04:08.000 --> 00:04:10.800]  就為凡順從他的人
[00:04:10.800 --> 00:04:13.960]  成了永遠不夠的根源
[00:04:13.960 --> 00:04:19.320]  並蒙神照著默基使德的等次
[00:04:19.320 --> 00:04:23.160]  稱他為大祭司」
[00:04:23.160 --> 00:04:26.360]  迷一樣的文字
[00:04:26.360 --> 00:04:27.680]  一般而言
[00:04:27.680 --> 00:04:29.360]  如果講道遇到這些經文
[00:04:29.360 --> 00:04:31.160]  就應該避開它
[00:04:31.160 --> 00:04:35.400]  不過我們按經課來講道
[00:04:35.400 --> 00:04:39.920]  我們總不能夠避開經課
[00:04:39.920 --> 00:04:41.000]  透過這段經文
[00:04:41.000 --> 00:04:44.680]  我們首先看看耶穌苦難的經驗
[00:04:44.680 --> 00:04:47.080]  第七節
[00:04:47.080 --> 00:04:50.120]  這裡提到耶穌的苦難經驗
[00:04:50.120 --> 00:04:52.480]  基督在獄體的時候
[00:04:52.480 --> 00:04:54.040]  既大聲哀哭
[00:04:54.040 --> 00:04:55.600]  流淚禱告
[00:04:55.600 --> 00:04:58.600]  懇求那能救他免死的主
[00:04:58.600 --> 00:05:03.480]  就因他的虔誠蒙了英雲
[00:05:03.480 --> 00:05:04.760]  基督在獄體的時候
[00:05:04.760 --> 00:05:06.200]  這裡很明顯
[00:05:06.200 --> 00:05:10.600]  講道基督在塵世的經驗
[00:05:10.600 --> 00:05:12.560]  祂沒有特權
[00:05:12.560 --> 00:05:17.440]  祂沒有特權過一種幸福快樂的生活
[00:05:17.440 --> 00:05:19.520]  不是說祂是一個特別的人物
[00:05:19.520 --> 00:05:23.600]  祂就可以過王子一樣的幸福人生
[00:05:23.600 --> 00:05:25.400]  沒有這樣的特權
[00:05:25.400 --> 00:05:26.880]  祂來到人間
[00:05:26.880 --> 00:05:31.360]  要體會人類最深刻的受苦經驗
[00:05:31.360 --> 00:05:33.160]  大家留意一下
[00:05:33.160 --> 00:05:36.520]  經文裡說「大聲哀哭」
[00:05:36.520 --> 00:05:38.920]  「流淚禱告」
[00:05:38.920 --> 00:05:41.800]  「懇求」
[00:05:41.800 --> 00:05:44.160]  你看看這些用字一連串
[00:05:44.160 --> 00:05:47.360]  又大叫
[00:05:47.360 --> 00:05:49.880]  又流淚
[00:05:49.880 --> 00:05:51.560]  又禱告
[00:05:51.560 --> 00:05:53.160]  又懇求
[00:05:53.160 --> 00:05:56.440]  一連串的用字
[00:05:56.440 --> 00:05:58.280]  大家就可以看到
[00:05:58.280 --> 00:06:02.240]  耶穌所忍受的是一種大悲苦
[00:06:02.240 --> 00:06:05.600]  大艱難
[00:06:05.600 --> 00:06:10.160]  祂求神救祂免死
[00:06:10.160 --> 00:06:12.640]  這不是普通的死
[00:06:12.640 --> 00:06:16.320]  這是受盡折磨的死
[00:06:16.320 --> 00:06:18.960]  幾乎所有人
[00:06:18.960 --> 00:06:23.200]  都會在這種折磨裡低頭
[00:06:23.200 --> 00:06:27.680]  耶穌既然在苦難中懇求
[00:06:27.680 --> 00:06:29.800]  很明顯
[00:06:29.800 --> 00:06:34.320]  祂就有一種掙扎
[00:06:34.320 --> 00:06:36.800]  那一晚
[00:06:36.800 --> 00:06:40.600]  那個苦難前夕的那一晚
[00:06:40.600 --> 00:06:43.600]  是漫漫的長夜
[00:06:43.600 --> 00:06:51.800]  萬般思緒湧上心頭
[00:06:51.800 --> 00:06:54.880]  祂可能在想
[00:06:54.880 --> 00:07:00.560]  這個苦難是否真的有意義呢?
[00:07:00.560 --> 00:07:03.840]  難道在這個墮落的世界
[00:07:03.840 --> 00:07:10.560]  會因為一個無辜的人的受苦而改變嗎?
[00:07:10.560 --> 00:07:14.560]  數不盡的無辜的人已經受過苦
[00:07:14.560 --> 00:07:18.200]  有人留意過他們嗎?
[00:07:18.200 --> 00:07:21.960]  有人會為他們流淚嗎?
[00:07:21.960 --> 00:07:24.080]  有人流淚又如何呢?
[00:07:24.080 --> 00:07:29.520]  強暴的人會放下暴力嗎?
[00:07:29.520 --> 00:07:31.360]  這個世界
[00:07:31.360 --> 00:07:34.520]  沒有一天是沒有十字架的
[00:07:34.520 --> 00:07:38.760]  沒有一天是沒有人釘在十字架上
[00:07:38.760 --> 00:07:43.760]  但這個世界會因為這樣而改變嗎?
[00:07:43.760 --> 00:07:48.960]  為何醉生夢死的人可以終日歡樂
[00:07:48.960 --> 00:07:54.600]  而我竟然孤獨背起十字架
[00:07:54.600 --> 00:07:58.400]  這是否我的天命呢?
[00:07:58.400 --> 00:08:03.560]  背起了這個天命又如何呢?
[00:08:03.560 --> 00:08:05.280]  若果我逃避
[00:08:05.280 --> 00:08:10.200]  世界真的有損失嗎?
[00:08:10.200 --> 00:08:12.480]  天地無言
[00:08:12.480 --> 00:08:14.800]  上帝隱沒
[00:08:14.800 --> 00:08:18.880]  這是最淒涼的苦難
[00:08:18.880 --> 00:08:24.640]  電影《基督最後的誘惑》
[00:08:24.640 --> 00:08:30.040]  很形象地呈現了耶穌的掙扎
[00:08:30.040 --> 00:08:32.520]  祂放下十字架
[00:08:32.520 --> 00:08:35.720]  過回一個平凡人的生活
[00:08:35.720 --> 00:08:39.040]  娶妻生子
[00:08:39.040 --> 00:08:42.280]  歸隱山林
[00:08:42.280 --> 00:08:47.600]  這樣的生活有何問題呢?
[00:08:47.600 --> 00:08:49.440]  經文說
[00:08:49.440 --> 00:08:56.000]  「就因祂的虔誠蒙了英韻」
[00:08:56.000 --> 00:08:57.840]  「虔誠」這個字
[00:08:57.840 --> 00:09:02.440]  有「尊敬」亦有「畏懼」的含義
[00:09:02.440 --> 00:09:07.080]  合起來正好是敬畏的意思
[00:09:07.080 --> 00:09:09.640]  又敬又畏
[00:09:09.640 --> 00:09:13.800]  耶穌敬畏神
[00:09:13.800 --> 00:09:15.920]  祂當然懼怕苦難
[00:09:15.920 --> 00:09:18.680]  祂不懼怕就不用哀求
[00:09:18.680 --> 00:09:20.840]  祂懼怕苦難
[00:09:20.840 --> 00:09:27.360]  但很明顯祂更加敬畏神
[00:09:27.360 --> 00:09:31.160]  祂可能對苦難的人生充滿懷疑
[00:09:31.160 --> 00:09:34.960]  但祂對神毫不懷疑
[00:09:34.960 --> 00:09:36.720]  在苦難的前夕
[00:09:36.720 --> 00:09:39.600]  祂向天父哀求
[00:09:39.600 --> 00:09:41.960]  天父默默無言
[00:09:41.960 --> 00:09:44.840]  讓祂去承受
[00:09:44.840 --> 00:09:48.400]  而祂與天父之間
[00:09:48.400 --> 00:09:52.840]  有一種愛人難以理解的交流
[00:09:52.840 --> 00:09:54.760]  在這種交流中
[00:09:54.760 --> 00:09:56.480]  漸漸地
[00:09:56.480 --> 00:09:59.680]  祂聽命於天父的心
[00:09:59.680 --> 00:10:01.360]  而這個聽命於天父的心
[00:10:01.360 --> 00:10:06.400]  就大於祂對於自身的憂慮
[00:10:06.400 --> 00:10:09.440]  而漸漸天父的無聲
[00:10:09.440 --> 00:10:15.000]  就變成了祂內心唯一的大聲
[00:10:15.000 --> 00:10:16.720]  有些人的內心
[00:10:16.720 --> 00:10:20.440]  愛人很難明白
[00:10:20.440 --> 00:10:22.200]  話說
[00:10:22.200 --> 00:10:24.120]  很多年前
[00:10:24.120 --> 00:10:26.840]  是一個颱風的日子
[00:10:26.840 --> 00:10:30.600]  有人去海邊看海
[00:10:30.600 --> 00:10:34.760]  然後就被風扯下海
[00:10:34.760 --> 00:10:37.080]  有人經過
[00:10:37.080 --> 00:10:39.760]  他下水救人
[00:10:39.760 --> 00:10:44.880]  最後被風扯下海的人獲救
[00:10:44.880 --> 00:10:51.520]  救人的人卻是遇溺死亡
[00:10:51.520 --> 00:10:55.800]  這個人
[00:10:55.800 --> 00:10:58.000]  當他見到有人
[00:10:58.000 --> 00:11:01.920]  掉下海遇溺的時候
[00:11:01.920 --> 00:11:05.800]  在那一瞬間
[00:11:05.800 --> 00:11:09.600]  在那個永恆的一剎那
[00:11:09.600 --> 00:11:15.240]  這個人到底在想什麼呢?
[00:11:15.240 --> 00:11:18.040]  他應該有想過家人
[00:11:18.040 --> 00:11:22.680]  報導說他的家人根本就在他身邊
[00:11:22.680 --> 00:11:26.520]  他應該有衡量過自己的安危
[00:11:26.520 --> 00:11:27.680]  的確
[00:11:27.680 --> 00:11:30.360]  那個不是一個尋常的日子
[00:11:30.360 --> 00:11:35.960]  那個是狂風巨浪的日子
[00:11:35.960 --> 00:11:37.440]  但是
[00:11:37.440 --> 00:11:39.200]  我想
[00:11:39.200 --> 00:11:42.560]  應該有一種很巨大的力量
[00:11:42.560 --> 00:11:45.120]  捉住他
[00:11:45.120 --> 00:11:50.240]  這個巨大的力量很沉默
[00:11:50.240 --> 00:11:52.600]  沒有聲音
[00:11:52.600 --> 00:11:56.000]  但是他的力量真的很巨大
[00:11:56.000 --> 00:11:58.040]  巨大到怎樣呢?
[00:11:58.040 --> 00:12:01.080]  巨大到讓這個人
[00:12:01.080 --> 00:12:03.400]  他放下了自己
[00:12:03.400 --> 00:12:05.560]  放下了家人
[00:12:05.560 --> 00:12:10.000]  然後走向死亡的漩渦
[00:12:10.000 --> 00:12:11.680]  或者說
[00:12:11.680 --> 00:12:14.760]  應該是有一種超乎尋常的
[00:12:14.760 --> 00:12:17.040]  高貴的生命
[00:12:17.040 --> 00:12:20.120]  在呼喚著他
[00:12:20.120 --> 00:12:22.680]  這個呼喚的力量很大
[00:12:22.680 --> 00:12:26.480]  他就心悅誠服地降伏
[00:12:26.480 --> 00:12:30.160]  然後他就放下恐懼
[00:12:30.160 --> 00:12:34.680]  走向一個需要他幫助的人
[00:12:34.680 --> 00:12:37.640]  這是超乎常理
[00:12:37.640 --> 00:12:41.960]  難以理解
[00:12:41.960 --> 00:12:44.880]  這些人和天父之間
