
[00:00:00.000 --> 00:00:02.560]  又一齊同心低頭禱告
[00:00:02.560 --> 00:00:03.560]  慈悲天父多謝祢
[00:00:03.560 --> 00:00:07.440]  讓我們可以再次回來打開祢的說話
[00:00:07.440 --> 00:00:10.240]  讓我們去明白祢的心
[00:00:10.240 --> 00:00:13.240]  明白今天怎樣去做一個信徒
[00:00:13.240 --> 00:00:17.400]  明白怎樣去走這條屬靈的道路
[00:00:17.400 --> 00:00:20.880]  當我們活在這個彎曲薄茂的世代的時候
[00:00:20.880 --> 00:00:24.920]  有很多事情已經超出我們所能夠做的事情
[00:00:24.920 --> 00:00:28.400]  但圓主祢給我們藉著祢的啟示
[00:00:28.400 --> 00:00:32.800]  能夠有一個更準確的心思意念活在這個地上
[00:00:32.800 --> 00:00:36.400]  祂能夠將主祢的教託
[00:00:36.400 --> 00:00:41.280]  能夠真是完完整整地將祂去完成
[00:00:41.280 --> 00:00:42.880]  在這個地上的裏面
[00:00:42.880 --> 00:00:46.000]  不單止我們可以有生命生活
[00:00:46.000 --> 00:00:48.200]  去享受上帝祢的創造
[00:00:48.200 --> 00:00:50.880]  同時間也要讓我們能夠有一個
[00:00:50.880 --> 00:00:54.520]  帶領人重歸於祢那份的心智
[00:00:54.520 --> 00:00:56.880]  我們將這段寶貴時間交上
[00:00:56.880 --> 00:00:59.160]  禱告奉靠主耶穌基督
[00:00:59.160 --> 00:01:00.960]  得聖的名字而靠
[00:01:00.960 --> 00:01:03.440]  阿們
[00:01:03.440 --> 00:01:06.200]  好 今天會和大家一起思想的經文
[00:01:06.200 --> 00:01:09.160]  是出自於《馬太福音》
[00:01:09.160 --> 00:01:13.520]  第七章 第21節至第23節
[00:01:13.520 --> 00:01:15.400]  今天我給了一個題目
[00:01:15.400 --> 00:01:20.200]  叫做 教會不是由士工堆砌出來的
[00:01:20.200 --> 00:01:25.440]  Church is not built up by ministries
[00:01:25.440 --> 00:01:29.480]  我相信在教會裏面
[00:01:29.480 --> 00:01:33.840]  最多時候信徒經常都問一條問題
[00:01:33.840 --> 00:01:39.480]  就是究竟我怎樣去選擇參加一間教會
[00:01:39.480 --> 00:01:42.680]  他們的侍奉
[00:01:42.680 --> 00:01:46.680]  或者怎樣我毀身在一間教會裏面
[00:01:46.680 --> 00:01:51.800]  憑什麼條件或者什麼因素
[00:01:51.800 --> 00:01:55.760]  而我去參加一間教會
[00:01:55.760 --> 00:01:58.040]  我相信這個問題
[00:01:58.040 --> 00:02:01.240]  對於所有活在教會裏面的人
[00:02:01.240 --> 00:02:05.160]  特別一些已經犯了很多年教會的信徒
[00:02:05.160 --> 00:02:10.000]  可能這個問題仍然在問這個題目
[00:02:10.000 --> 00:02:12.160]  於是乎有些人怎樣做呢
[00:02:12.160 --> 00:02:15.120]  他們就說 不如這樣 簡單一點
[00:02:15.120 --> 00:02:18.320]  我們看看他的招牌
[00:02:18.320 --> 00:02:21.120]  看招牌 按招牌去做事
[00:02:21.120 --> 00:02:26.040]  所以如果我是最初參加教會
[00:02:26.040 --> 00:02:27.200]  第一次接觸的
[00:02:27.200 --> 00:02:30.000]  甚至後來受洗的那間教會
[00:02:30.000 --> 00:02:31.880]  是叫做「浸信會」的
[00:02:31.880 --> 00:02:36.440]  那我就如果去到別的地方生活的時候
[00:02:36.440 --> 00:02:41.200]  我就找回浸信會的教會撞進去
[00:02:41.200 --> 00:02:45.360]  那我就實情一定不會有錯
[00:02:45.360 --> 00:02:48.800]  是不是真的這樣就一定沒有錯
[00:02:48.800 --> 00:02:53.640]  有些人就說 招牌都未必一定是值得相信的
[00:02:53.640 --> 00:02:57.280]  因為其實即使說浸信會也好
[00:02:57.280 --> 00:03:00.400]  我不敢說太多 在加拿大來算
[00:03:00.400 --> 00:03:05.400]  加拿大的浸信會基本都有兩大類
[00:03:05.400 --> 00:03:08.080]  即是兩大的團體
[00:03:08.080 --> 00:03:12.280]  一個就是我們所屬的福音浸信會聯會
[00:03:12.280 --> 00:03:14.760]  是屬於比較傳統上
[00:03:14.760 --> 00:03:17.720]  傳統上是比較保守的
[00:03:17.720 --> 00:03:21.200]  是很著重於聖經的教導的
[00:03:21.200 --> 00:03:25.520]  很著重於聖經的權威的
[00:03:25.520 --> 00:03:27.960]  另外的一個就是
[00:03:27.960 --> 00:03:30.440]  我們所謂的「安徽兩省」
[00:03:30.440 --> 00:03:34.440]  現在他們改了名字 以前叫做BCOQ
[00:03:34.440 --> 00:03:39.640]  現在叫做BQOC
[00:03:39.640 --> 00:03:42.560]  我不太記得他們的名字了
[00:03:42.560 --> 00:03:46.320]  於是乎 浸信會都有很多類的
[00:03:46.320 --> 00:03:48.600]  既然它的神學都有些不同的
[00:03:48.600 --> 00:03:50.280]  後者 剛才我所說的
[00:03:50.280 --> 00:03:53.440]  比較偏重於這個所謂自由神學
[00:03:53.440 --> 00:03:55.600]  一些的liberal theology
[00:03:55.600 --> 00:03:58.960]  於是乎我們就
[00:03:58.960 --> 00:04:00.600]  浸信會都未必一定這個招牌
[00:04:00.600 --> 00:04:03.600]  是很肯定是一間合神心意的教會
[00:04:03.600 --> 00:04:05.000]  於是乎怎樣
[00:04:05.000 --> 00:04:09.680]  最好就按照教會大小來處理
[00:04:09.680 --> 00:04:12.320]  人多一定好
[00:04:12.320 --> 00:04:16.440]  好似有些人說 我做事我都找一間大公司
[00:04:16.440 --> 00:04:18.480]  大公司就是怎樣
[00:04:18.480 --> 00:04:21.920]  那個人篷都很遮蔭
[00:04:21.920 --> 00:04:25.880]  有什麼他都會保護我多些
[00:04:25.880 --> 00:04:28.920]  所以回大一點的教會
[00:04:28.920 --> 00:04:32.800]  越大間的教會就應該都不會錯
[00:04:32.800 --> 00:04:35.400]  因為這麼多人都錯嗎
[00:04:35.400 --> 00:04:36.760]  機會小一點的
[00:04:36.760 --> 00:04:38.920]  有些人是用這個準則
[00:04:38.920 --> 00:04:42.880]  去決定回哪一間教會
[00:04:42.880 --> 00:04:45.080]  另外有些人還有其他的原因
[00:04:45.080 --> 00:04:47.040]  去選擇回那間教會
[00:04:47.040 --> 00:04:51.520]  可能是因為某種個人的原因
[00:04:51.520 --> 00:04:54.720]  我有班朋友在那間教會裏面
[00:04:54.720 --> 00:04:57.360]  我就參加那間教會
[00:04:57.360 --> 00:04:59.160]  不免得我去另一間教會
[00:04:59.160 --> 00:05:01.560]  一個人都不認識的 很陌生的
[00:05:01.560 --> 00:05:03.880]  於是乎這樣的情況之下
[00:05:03.880 --> 00:05:06.800]  我就會又要重新要適應
[00:05:06.800 --> 00:05:11.480]  找一班朋友 又不知道別人怎樣看我
[00:05:11.480 --> 00:05:14.080]  於是乎有些人就說
[00:05:14.080 --> 00:05:16.560]  我按照我有沒有朋友在那間教會
[00:05:16.560 --> 00:05:19.160]  而決定回哪間教會
[00:05:19.160 --> 00:05:21.560]  另外還有其他種種的原因
[00:05:21.560 --> 00:05:22.960]  我詳細說
[00:05:22.960 --> 00:05:27.320]  譬如教會有沒有名的講員在裏面
[00:05:27.320 --> 00:05:29.560]  那些牧師我認不認識
[00:05:29.560 --> 00:05:32.200]  那些侍工多不多
[00:05:32.200 --> 00:05:36.160]  他又不能夠滿足到我的屬靈需要
[00:05:36.160 --> 00:05:40.320]  還有沒有很多機會給我去發揮我侍奉的專長
[00:05:40.320 --> 00:05:43.640]  種種很多這些的原因
[00:05:43.640 --> 00:05:47.000]  但最可怕的一種原因是甚麼呢
[00:05:47.000 --> 00:05:49.280]  信徒就說我要找一間教會
[00:05:49.280 --> 00:05:52.400]  滿足到我屬靈需要
[00:05:52.400 --> 00:05:55.440]  滿足到我自己的各方面
[00:05:55.440 --> 00:05:57.720]  在這個屬靈路程上面
[00:05:57.720 --> 00:06:03.600]  種種我要求有的事情 條件
[00:06:03.600 --> 00:06:06.200]  於是乎譬如那間教會
[00:06:06.200 --> 00:06:08.600]  好多人好喜歡做運動
[00:06:08.600 --> 00:06:11.280]  有個大運動場 這間教會我要選
[00:06:11.280 --> 00:06:14.200]  因為選這間教會就好多波友
[00:06:14.200 --> 00:06:16.800]  可以同我一齊去打羽毛球
[00:06:16.800 --> 00:06:20.200]  打足球 打Baseball
[00:06:20.200 --> 00:06:23.600]  Softball等等這些活動
[00:06:23.600 --> 00:06:26.040]  甚至我曾經遇見過有些
[00:06:26.040 --> 00:06:29.480]  教會裏面有好多興趣班
[00:06:29.480 --> 00:06:35.560]  有攝影班 又有中樂班 又有西樂班
