
[00:00:00.000 --> 00:00:02.000]  剛才讀的這段聖經呢?
[00:00:02.000 --> 00:00:04.000]  剛剛讀的這段聖經
[00:00:04.000 --> 00:00:06.000]  發生在菲利比
[00:00:06.000 --> 00:00:08.000]  發生在菲利比
[00:00:08.000 --> 00:00:10.000]  菲利比這個城市
[00:00:10.000 --> 00:00:12.000]  菲利比這個城市
[00:00:12.000 --> 00:00:14.000]  是主前三百多年
[00:00:14.000 --> 00:00:16.000]  是主前三百多年
[00:00:16.000 --> 00:00:18.000]  馬其頓國王
[00:00:18.000 --> 00:00:20.000]  馬其頓國王
[00:00:20.000 --> 00:00:22.000]  菲利二世所興建
[00:00:22.000 --> 00:00:24.000]  菲利二世所興建的
[00:00:24.000 --> 00:00:26.000]  他就是後來那個
[00:00:26.000 --> 00:00:28.000]  著名的亞歷山大大帝的
[00:00:28.000 --> 00:00:30.000]  他是後來那個著名的亞歷山大二世的祖父
[00:00:30.000 --> 00:00:32.000]  他是後來那個著名的亞歷山大二世的祖父
[00:00:32.000 --> 00:00:34.000]  他是後來那個著名的亞歷山大二世的祖父
[00:00:34.000 --> 00:00:36.000]  他是後來那個著名的亞歷山大二世的祖父
[00:00:36.000 --> 00:00:38.000]  他結束了希臘的城邦時代
[00:00:38.000 --> 00:00:40.000]  他結束了希臘的城邦時代
[00:00:40.000 --> 00:00:42.000]  他結束了希臘的城邦時代
[00:00:42.000 --> 00:00:44.000]  他結束了希臘的城邦時代
[00:00:44.000 --> 00:00:46.000]  他建立了一種聯盟的體制
[00:00:46.000 --> 00:00:48.000]  他建立了一種聯盟的體制
[00:00:48.000 --> 00:00:50.000]  他建立了一種聯盟的體制
[00:00:50.000 --> 00:00:52.000]  所以三百多年到耶穌的時候
[00:00:52.000 --> 00:00:54.000]  所以三百多年到耶穌的時候
[00:00:54.000 --> 00:00:56.000]  所以三百多年到耶穌的時候
[00:00:56.000 --> 00:00:58.000]  那個城市一直都是非常繁榮的
[00:00:58.000 --> 00:01:00.000]  那個城市一直都是非常繁榮的
[00:01:00.000 --> 00:01:02.000]  在羅馬帝國的時候也是一樣
[00:01:02.000 --> 00:01:04.000]  在羅馬帝國的時候也是一樣
[00:01:04.000 --> 00:01:06.000]  在羅馬帝國的時候也是一樣
[00:01:06.000 --> 00:01:08.000]  所以保羅的這段故事就發生在這樣一個城市
[00:01:08.000 --> 00:01:10.000]  所以保羅的這段故事就發生在這樣一個城市
[00:01:10.000 --> 00:01:12.000]  所以保羅的這段故事就發生在這樣一個城市
[00:01:12.000 --> 00:01:14.000]  是古羅馬帝國的非常重要的一個城市
[00:01:14.000 --> 00:01:16.000]  是古羅馬帝國的非常重要的一個城市
[00:01:16.000 --> 00:01:18.000]  是古羅馬帝國的非常重要的一個城市
[00:01:18.000 --> 00:01:20.000]  是古羅馬帝國的非常重要的一個城市
[00:01:20.000 --> 00:01:22.000]  是古羅馬帝國的非常重要的一個城市
[00:01:22.000 --> 00:01:24.000]  是希臘文明的希臘文化圈子
[00:01:24.000 --> 00:01:26.000]  是希臘文明的希臘文化圈子
[00:01:26.000 --> 00:01:28.000]  是希臘文明的希臘文化圈子
[00:01:28.000 --> 00:01:30.000]  在剛才一開頭
[00:01:30.000 --> 00:01:32.000]  在剛才一開頭
[00:01:32.000 --> 00:01:34.000]  說到保羅去一個禱告的地方
[00:01:34.000 --> 00:01:36.000]  說到保羅去一個禱告的地方
[00:01:36.000 --> 00:01:38.000]  說到保羅去一個禱告的地方
[00:01:38.000 --> 00:01:40.000]  這個在十六章十三節提到過
[00:01:40.000 --> 00:01:42.000]  這個在十六章十三節提到過
[00:01:42.000 --> 00:01:44.000]  這個在十六章十三節提到過
[00:01:44.000 --> 00:01:46.000]  這個在十六章十三節提到過
[00:01:46.000 --> 00:01:48.000]  可能是一個猶太人的會堂
[00:01:48.000 --> 00:01:50.000]  可能是一個猶太人的會堂
[00:01:50.000 --> 00:01:52.000]  可能是一個猶太人的會堂
[00:01:52.000 --> 00:01:54.000]  或者是一個發揮公用的地方
[00:01:54.000 --> 00:01:56.000]  或者是一個發揮公用的地方
[00:01:56.000 --> 00:01:58.000]  或者是一個發揮公用的地方
[00:01:58.000 --> 00:02:00.000]  保羅在那個地方遇到一個女人
[00:02:00.000 --> 00:02:02.000]  保羅在那個地方遇到一個女人
[00:02:02.000 --> 00:02:04.000]  保羅在那個地方遇到一個女人
[00:02:04.000 --> 00:02:06.000]  保羅在那個地方遇到一個女人
[00:02:06.000 --> 00:02:08.000]  保羅在那個地方遇到一個女人
[00:02:08.000 --> 00:02:10.000]  保羅在那個地方遇到一個女人
[00:02:10.000 --> 00:02:12.000]  保羅在那個地方遇到一個女人
[00:02:12.000 --> 00:02:14.000]  保羅在那個地方遇到一個女人
[00:02:14.000 --> 00:02:16.000]  保羅在那個地方遇到一個女人
[00:02:16.000 --> 00:02:18.000]  保羅在那個地方遇到一個女人
[00:02:18.000 --> 00:02:20.000]  保羅在那個地方遇到一個女人
[00:02:20.000 --> 00:02:22.000]  保羅在那個地方遇到一個女人
[00:02:22.000 --> 00:02:24.000]  保羅在那個地方遇到一個女人
[00:02:24.000 --> 00:02:26.000]  保羅在那個地方遇到一個女人
[00:02:26.000 --> 00:02:28.000]  保羅在那個地方遇到一個女人
[00:02:28.000 --> 00:02:30.000]  保羅在那個地方遇到一個女人
[00:02:30.000 --> 00:02:32.000]  保羅在那個地方遇到一個女人
[00:02:32.000 --> 00:02:34.000]  保羅在那個地方遇到一個女人
[00:02:34.000 --> 00:02:36.000]  保羅在那個地方遇到一個女人
[00:02:36.000 --> 00:02:38.000]  保羅在那個地方遇到一個女人
[00:02:38.000 --> 00:02:40.000]  保羅在那個地方遇到一個女人
[00:02:40.000 --> 00:02:42.000]  保羅在那個地方遇到一個女人
[00:02:42.000 --> 00:02:44.000]  保羅在那個地方遇到一個女人
[00:02:44.000 --> 00:02:46.000]  保羅在那個地方遇到一個女人
[00:02:46.000 --> 00:02:48.000]  保羅在那個地方遇到一個女人
[00:02:48.000 --> 00:02:50.000]  保羅在那個地方遇到一個女人
[00:02:50.000 --> 00:02:52.000]  保羅在那個地方遇到一個女人
[00:02:52.000 --> 00:02:54.000]  保羅在那個地方遇到一個女人
[00:02:54.000 --> 00:02:56.000]  保羅在那個地方遇到一個女人
[00:02:56.000 --> 00:02:58.000]  保羅在那個地方遇到一個女人
[00:02:58.000 --> 00:03:00.000]  保羅在那個地方遇到一個女人
[00:03:00.000 --> 00:03:02.000]  保羅在那個地方遇到一個女人
[00:03:02.000 --> 00:03:04.000]  保羅在那個地方遇到一個女人
[00:03:04.000 --> 00:03:06.000]  保羅在那個地方遇到一個女人
[00:03:06.000 --> 00:03:08.000]  保羅在那個地方遇到一個女人
[00:03:08.000 --> 00:03:10.000]  保羅在那個地方遇到一個女人
[00:03:10.000 --> 00:03:12.000]  保羅在那個地方遇到一個女人
[00:03:12.000 --> 00:03:14.000]  保羅在那個地方遇到一個女人
[00:03:14.000 --> 00:03:16.000]  保羅在那個地方遇到一個女人
[00:03:16.000 --> 00:03:18.000]  保羅在那個地方遇到一個女人
[00:03:18.000 --> 00:03:20.000]  保羅在那個地方遇到一個女人
[00:03:20.000 --> 00:03:22.000]  保羅在那個地方遇到一個女人
[00:03:22.000 --> 00:03:24.000]  保羅在那個地方遇到一個女人
[00:03:24.000 --> 00:03:26.000]  保羅在那個地方遇到一個女人
[00:03:26.000 --> 00:03:28.000]  保羅在那個地方遇到一個女人
[00:03:28.000 --> 00:03:30.000]  保羅在那個地方遇到一個女人
[00:03:30.000 --> 00:03:32.000]  保羅在那個地方遇到一個女人
[00:03:32.000 --> 00:03:34.000]  保羅在那個地方遇到一個女人
[00:03:34.000 --> 00:03:36.000]  保羅在那個地方遇到一個女人
[00:03:36.000 --> 00:03:38.000]  保羅在那個地方遇到一個女人
[00:03:38.000 --> 00:03:40.000]  保羅在那個地方遇到一個女人
[00:03:40.000 --> 00:03:42.000]  保羅在那個地方遇到一個女人
[00:03:42.000 --> 00:03:44.000]  保羅在那個地方遇到一個女人
[00:03:44.000 --> 00:03:46.000]  保羅在那個地方遇到一個女人
[00:03:46.000 --> 00:03:48.000]  保羅在那個地方遇到一個女人
[00:03:48.000 --> 00:03:50.000]  保羅在那個地方遇到一個女人
[00:03:50.000 --> 00:03:52.000]  保羅在那個地方遇到一個女人
[00:03:52.000 --> 00:03:54.000]  保羅在那個地方遇到一個女人
[00:03:54.000 --> 00:03:56.000]  保羅在那個地方遇到一個女人
[00:03:56.000 --> 00:03:58.000]  保羅在那個地方遇到一個女人
[00:03:58.000 --> 00:04:00.000]  保羅在那個地方遇到一個女人
[00:04:00.000 --> 00:04:02.000]  保羅在那個地方遇到一個女人
[00:04:02.000 --> 00:04:04.000]  保羅在那個地方遇到一個女人
[00:04:04.000 --> 00:04:06.000]  保羅在那個地方遇到一個女人
[00:04:06.000 --> 00:04:08.000]  保羅在那個地方遇到一個女人
[00:04:08.000 --> 00:04:10.000]  保羅在那個地方遇到一個女人
[00:04:10.000 --> 00:04:12.000]  保羅在那個地方遇到一個女人
[00:04:12.000 --> 00:04:14.000]  保羅在那個地方遇到一個女人
[00:04:14.000 --> 00:04:16.000]  保羅在那個地方遇到一個女人
[00:04:16.000 --> 00:04:18.000]  保羅在那個地方遇到一個女人
[00:04:18.000 --> 00:04:20.000]  保羅在那個地方遇到一個女人
[00:04:20.000 --> 00:04:22.000]  保羅在那個地方遇到一個女人
[00:04:22.000 --> 00:04:24.000]  保羅在那個地方遇到一個女人
[00:04:24.000 --> 00:04:26.000]  保羅在那個地方遇到一個女人
[00:04:26.000 --> 00:04:28.000]  保羅在那個地方遇到一個女人
[00:04:28.000 --> 00:04:30.000]  保羅在那個地方遇到一個女人
[00:04:30.000 --> 00:04:32.000]  保羅在那個地方遇到一個女人
[00:04:32.000 --> 00:04:34.000]  保羅在那個地方遇到一個女人
[00:04:34.000 --> 00:04:36.000]  保羅在那個地方遇到一個女人
[00:04:36.000 --> 00:04:38.000]  保羅在那個地方遇到一個女人
[00:04:38.000 --> 00:04:40.000]  保羅在那個地方遇到一個女人
[00:04:40.000 --> 00:04:42.000]  保羅在那個地方遇到一個女人
[00:04:42.000 --> 00:04:44.000]  保羅在那個地方遇到一個女人
[00:04:44.000 --> 00:04:46.000]  保羅在那個地方遇到一個女人
[00:04:46.000 --> 00:04:48.000]  保羅在那個地方遇到一個女人
[00:04:48.000 --> 00:04:50.000]  保羅在那個地方遇到一個女人
[00:04:50.000 --> 00:04:52.000]  保羅在那個地方遇到一個女人
[00:04:52.000 --> 00:04:54.000]  保羅在那個地方遇到一個女人
[00:04:54.000 --> 00:04:56.000]  保羅在那個地方遇到一個女人
[00:04:56.000 --> 00:04:58.000]  保羅在那個地方遇到一個女人
[00:04:58.000 --> 00:05:00.000]  保羅在那個地方遇到一個女人
[00:05:00.000 --> 00:05:02.000]  保羅在那個地方遇到一個女人
[00:05:02.000 --> 00:05:04.000]  保羅在那個地方遇到一個女人
[00:05:04.000 --> 00:05:06.000]  保羅在那個地方遇到一個女人
[00:05:06.000 --> 00:05:08.000]  保羅在那個地方遇到一個女人
[00:05:08.000 --> 00:05:10.000]  保羅在那個地方遇到一個女人
[00:05:10.000 --> 00:05:12.000]  保羅在那個地方遇到一個女人
[00:05:12.000 --> 00:05:14.000]  保羅在那個地方遇到一個女人
[00:05:14.000 --> 00:05:16.000]  保羅在那個地方遇到一個女人
[00:05:16.000 --> 00:05:18.000]  保羅在那個地方遇到一個女人
[00:05:18.000 --> 00:05:20.000]  保羅在那個地方遇到一個女人
[00:05:20.000 --> 00:05:22.000]  保羅在那個地方遇到一個女人
[00:05:22.000 --> 00:05:24.000]  保羅在那個地方遇到一個女人
[00:05:24.000 --> 00:05:26.000]  保羅在那個地方遇到一個女人
[00:05:26.000 --> 00:05:28.000]  保羅在那個地方遇到一個女人
[00:05:28.000 --> 00:05:30.000]  保羅在那個地方遇到一個女人
[00:05:30.000 --> 00:05:32.000]  保羅在那個地方遇到一個女人
[00:05:32.000 --> 00:05:34.000]  保羅在那個地方遇到一個女人
[00:05:34.000 --> 00:05:36.000]  保羅在那個地方遇到一個女人
[00:05:36.000 --> 00:05:38.000]  保羅在那個地方遇到一個女人
[00:05:38.000 --> 00:05:40.000]  保羅在那個地方遇到一個女人
[00:05:40.000 --> 00:05:42.000]  保羅在那個地方遇到一個女人
[00:05:42.000 --> 00:05:44.000]  保羅在那個地方遇到一個女人
[00:05:44.000 --> 00:05:46.000]  保羅在那個地方遇到一個女人
[00:05:46.000 --> 00:05:48.000]  保羅在那個地方遇到一個女人
[00:05:48.000 --> 00:05:50.000]  保羅在那個地方遇到一個女人
[00:05:50.000 --> 00:05:52.000]  保羅在那個地方遇到一個女人
[00:05:52.000 --> 00:05:54.000]  保羅在那個地方遇到一個女人
[00:05:54.000 --> 00:05:56.000]  保羅在那個地方遇到一個女人
[00:05:56.000 --> 00:05:58.000]  保羅在那個地方遇到一個女人
[00:05:58.000 --> 00:06:00.000]  保羅在那個地方遇到一個女人
[00:06:00.000 --> 00:06:02.000]  保羅在那個地方遇到一個女人
[00:06:02.000 --> 00:06:04.000]  保羅在那個地方遇到一個女人
[00:06:04.000 --> 00:06:06.000]  保羅在那個地方遇到一個女人
[00:06:06.000 --> 00:06:08.000]  保羅在那個地方遇到一個女人
[00:06:08.000 --> 00:06:10.000]  保羅在那個地方遇到一個女人
[00:06:10.000 --> 00:06:12.000]  保羅在那個地方遇到一個女人
[00:06:12.000 --> 00:06:14.000]  保羅在那個地方遇到一個女人
[00:06:14.000 --> 00:06:16.000]  保羅在那個地方遇到一個女人
[00:06:16.000 --> 00:06:18.000]  保羅在那個地方遇到一個女人
[00:06:18.000 --> 00:06:20.000]  保羅在那個地方遇到一個女人
[00:06:20.000 --> 00:06:22.000]  保羅在那個地方遇到一個女人
[00:06:22.000 --> 00:06:24.000]  保羅在那個地方遇到一個女人
[00:06:24.000 --> 00:06:26.000]  保羅在那個地方遇到一個女人
[00:06:26.000 --> 00:06:28.000]  保羅在那個地方遇到一個女人
[00:06:28.000 --> 00:06:30.000]  保羅在那個地方遇到一個女人
[00:06:30.000 --> 00:06:32.000]  保羅在那個地方遇到一個女人
[00:06:32.000 --> 00:06:34.000]  保羅在那個地方遇到一個女人
[00:06:34.000 --> 00:06:36.000]  保羅在那個地方遇到一個女人
[00:06:36.000 --> 00:06:38.000]  保羅在那個地方遇到一個女人
[00:06:38.000 --> 00:06:40.000]  保羅在那個地方遇到一個女人
[00:06:40.000 --> 00:06:42.000]  保羅在那個地方遇到一個女人
[00:06:42.000 --> 00:06:44.000]  保羅在那個地方遇到一個女人
[00:06:44.000 --> 00:06:46.000]  保羅在那個地方遇到一個女人
[00:06:46.000 --> 00:06:48.000]  保羅在那個地方遇到一個女人
[00:06:48.000 --> 00:06:50.000]  保羅在那個地方遇到一個女人
[00:06:50.000 --> 00:06:52.000]  保羅在那個地方遇到一個女人
[00:06:52.000 --> 00:06:54.000]  保羅在那個地方遇到一個女人
[00:06:54.000 --> 00:06:56.000]  保羅在那個地方遇到一個女人
[00:06:56.000 --> 00:06:58.000]  保羅在那個地方遇到一個女人
[00:06:58.000 --> 00:07:00.000]  保羅在那個地方遇到一個女人
[00:07:00.000 --> 00:07:02.000]  保羅在那個地方遇到一個女人
[00:07:02.000 --> 00:07:04.000]  保羅在那個地方遇到一個女人
[00:07:04.000 --> 00:07:06.000]  保羅在那個地方遇到一個女人
[00:07:06.000 --> 00:07:08.000]  保羅在那個地方遇到一個女人
[00:07:08.000 --> 00:07:10.000]  保羅在那個地方遇到一個女人
[00:07:10.000 --> 00:07:12.000]  保羅在那個地方遇到一個女人
[00:07:12.000 --> 00:07:14.000]  保羅在那個地方遇到一個女人
[00:07:14.000 --> 00:07:16.000]  保羅在那個地方遇到一個女人
[00:07:16.000 --> 00:07:18.000]  保羅在那個地方遇到一個女人
[00:07:18.000 --> 00:07:20.000]  保羅在那個地方遇到一個女人
[00:07:20.000 --> 00:07:22.000]  保羅在那個地方遇到一個女人
[00:07:22.000 --> 00:07:24.000]  保羅在那個地方遇到一個女人
[00:07:24.000 --> 00:07:26.000]  保羅在那個地方遇到一個女人
[00:07:26.000 --> 00:07:28.000]  保羅在那個地方遇到一個女人
[00:07:28.000 --> 00:07:30.000]  保羅在那個地方遇到一個女人
[00:07:30.000 --> 00:07:32.000]  保羅在那個地方遇到一個女人
[00:07:32.000 --> 00:07:34.000]  保羅在那個地方遇到一個女人
[00:07:34.000 --> 00:07:36.000]  保羅在那個地方遇到一個女人
[00:07:36.000 --> 00:07:38.000]  保羅在那個地方遇到一個女人
[00:07:38.000 --> 00:07:40.000]  保羅在那個地方遇到一個女人
[00:07:40.000 --> 00:07:42.000]  保羅在那個地方遇到一個女人
[00:07:42.000 --> 00:07:44.000]  保羅在那個地方遇到一個女人
[00:07:44.000 --> 00:07:46.000]  保羅在那個地方遇到一個女人
[00:07:46.000 --> 00:07:48.000]  保羅在那個地方遇到一個女人
[00:07:48.000 --> 00:07:50.000]  保羅在那個地方遇到一個女人
[00:07:50.000 --> 00:07:52.000]  保羅在那個地方遇到一個女人
[00:07:52.000 --> 00:07:54.000]  保羅在那個地方遇到一個女人
[00:07:54.000 --> 00:07:56.000]  保羅在那個地方遇到一個女人
[00:07:56.000 --> 00:07:58.000]  保羅在那個地方遇到一個女人
