
[00:00:00.000 --> 00:00:02.720]  好 今日去同大家分享
[00:00:02.720 --> 00:00:05.000]  哥林多前書八章一到十三節
[00:00:05.000 --> 00:00:08.200]  好 首先我去問大家一個問題
[00:00:08.200 --> 00:00:11.720]  如果我講知識呢樣嘢
[00:00:11.720 --> 00:00:16.920]  大家你地對於知識係正面嘅印象
[00:00:16.920 --> 00:00:18.520]  定係負面嘅印象
[00:00:18.520 --> 00:00:19.920]  正面
[00:00:19.920 --> 00:00:20.920]  正面啦
[00:00:20.920 --> 00:00:23.120]  大家都好相信大家都覺得
[00:00:23.120 --> 00:00:24.920]  啊 知識一定係正面㗎喇
[00:00:24.920 --> 00:00:26.320]  因為知識
[00:00:26.320 --> 00:00:27.520]  輕則
[00:00:27.920 --> 00:00:31.520]  可以幫助我地去解決啲日常問題
[00:00:31.520 --> 00:00:33.120]  例如係啲咩呢
[00:00:33.120 --> 00:00:34.920]  嗱 我馬桶塞咗
[00:00:34.920 --> 00:00:36.920]  我就係需要搵啲知識
[00:00:36.920 --> 00:00:39.120]  去點樣去通番呢個馬桶㗎嘛
[00:00:39.120 --> 00:00:41.720]  有啲知識
[00:00:41.720 --> 00:00:44.520]  係都去幫助我地
[00:00:44.520 --> 00:00:46.720]  點樣去同人去相處
[00:00:46.720 --> 00:00:47.720]  例如
[00:00:47.720 --> 00:00:50.320]  啊 一啲交友嘅技巧啦
[00:00:50.320 --> 00:00:52.320]  一啲溝通嘅技巧啦
[00:00:52.320 --> 00:00:56.920]  而有啲係幫助我地職場嘅
[00:00:58.320 --> 00:01:01.320]  特別係一啲專業嘅知識啦
[00:01:01.320 --> 00:01:03.720]  就一定需要我地去學習
[00:01:03.720 --> 00:01:06.120]  先至可以進入嗰啲嘅行業
[00:01:06.120 --> 00:01:07.720]  或者嗰個職場裏面嘅
[00:01:07.720 --> 00:01:08.920]  例如
[00:01:08.920 --> 00:01:10.520]  工程啦
[00:01:10.520 --> 00:01:12.120]  建築啦
[00:01:12.120 --> 00:01:15.520]  亦有一啲嘅知識
[00:01:15.520 --> 00:01:17.320]  係一啲屬靈嘅知識
[00:01:17.320 --> 00:01:19.120]  例如
[00:01:19.120 --> 00:01:21.320]  點樣去睇聖經啦
[00:01:21.320 --> 00:01:22.920]  靈修啦
[00:01:22.920 --> 00:01:25.320]  詩歌啦等等
[00:01:25.320 --> 00:01:27.720]  知識
[00:01:28.120 --> 00:01:29.920]  對於我地嚟講
[00:01:29.920 --> 00:01:32.320]  全部都好正面喇可
[00:01:32.320 --> 00:01:33.720]  不過
[00:01:33.720 --> 00:01:35.720]  對於今日呢段嘅經文
[00:01:35.720 --> 00:01:36.920]  保羅
[00:01:36.920 --> 00:01:39.520]  佢係持有另一個嘅觀點
[00:01:39.520 --> 00:01:41.520]  佢指出
[00:01:41.520 --> 00:01:42.720]  知識
[00:01:42.720 --> 00:01:45.720]  令到人自高自大
[00:01:45.720 --> 00:01:48.320]  明顯地
[00:01:48.320 --> 00:01:50.520]  保羅眼中
[00:01:50.520 --> 00:01:54.320]  知識卻唔係好似我地現代人所理解
[00:01:54.320 --> 00:01:56.920]  所睇咁樣咁正面
[00:01:58.320 --> 00:02:01.120]  而且今日經文裏面
[00:02:01.120 --> 00:02:03.320]  約莫有四次
[00:02:03.320 --> 00:02:06.720]  提及到祭過偶像嘅食物
[00:02:06.720 --> 00:02:08.920]  呢個嘅字
[00:02:08.920 --> 00:02:10.920]  呢個祭過偶像嘅食物
[00:02:10.920 --> 00:02:12.920]  同知識有咩關係
[00:02:12.920 --> 00:02:14.920]  保羅
[00:02:14.920 --> 00:02:16.720]  佢想喺今日
[00:02:16.720 --> 00:02:19.120]  佢想要教訓哥林多人
[00:02:19.120 --> 00:02:20.320]  啲乜嘢呢
[00:02:20.320 --> 00:02:24.120]  同我地又有啲乜嘢關係呢
[00:02:24.120 --> 00:02:24.920]  好啦
[00:02:24.920 --> 00:02:26.720]  有啲嘢我講咗㗎啦
[00:02:27.520 --> 00:02:30.920]  好今日要去同大家去思想嘅經文
[00:02:30.920 --> 00:02:33.920]  頭先都講過係哥林多前書八章一到十三節
[00:02:33.920 --> 00:02:37.120]  而我主要採用嘅係另一個嘅版本
[00:02:37.120 --> 00:02:39.520]  叫做女鎮中嘅譯本
[00:02:39.520 --> 00:02:42.520]  作為今日訊息所使用嘅經文版本
[00:02:42.520 --> 00:02:44.920]  我想先去邀請大家
[00:02:44.920 --> 00:02:49.720]  先去讀女鎮中版本嘅一到三節先
[00:02:49.720 --> 00:02:50.520]  好
[00:02:50.520 --> 00:02:52.320]  可以跟住powerpoint讀就得啦
[00:02:52.320 --> 00:02:52.920]  好預備
[00:02:52.920 --> 00:02:54.320]  一二三
[00:02:57.520 --> 00:03:00.520]  可悶要得都可有嘅嘢識
[00:03:00.520 --> 00:03:03.520]  但知識能自取自得
[00:03:03.520 --> 00:03:06.320]  唯愛能見到真人
[00:03:06.320 --> 00:03:09.920]  若有人知我為師徒表述什麽
[00:03:09.920 --> 00:03:14.320]  他會有所不知到呢
[00:03:14.320 --> 00:03:15.920]  然知道呢
[00:03:15.920 --> 00:03:18.720]  但若有人有信任
[00:03:18.720 --> 00:03:22.120]  此人就是神秘所在
[00:03:22.120 --> 00:03:26.920]  保羅喺第八章討論到關於制偶像
[00:03:26.920 --> 00:03:27.720]  之物
[00:03:27.720 --> 00:03:30.920]  而制偶像之物呢個名詞其實喺總共
[00:03:30.920 --> 00:03:33.720]  成卷哥林多前書裏面出現過五次
[00:03:33.720 --> 00:03:37.720]  而單單喺第八章就已經出現咗四次
[00:03:37.720 --> 00:03:41.720]  看似保羅去針對緊哥林多人
[00:03:41.720 --> 00:03:43.720]  佢哋關於敬拜偶像嘅問題
[00:03:43.720 --> 00:03:45.320]  但係弟兄姐妹
[00:03:45.320 --> 00:03:48.120]  我哋要留心留意
[00:03:48.120 --> 00:03:52.320]  保羅其實係以制偶像之物作為佢嘅
[00:03:52.320 --> 00:03:53.520]  講論嘅引子
[00:03:53.520 --> 00:03:55.920]  而喺第一節
[00:03:56.120 --> 00:03:59.920]  佢兩次提到知識呢個字
[00:03:59.920 --> 00:04:03.720]  甚至乎喺第七第十第十一節
