
[00:00:00.000 --> 00:00:02.000]  大兄姊妹 早晨
[00:00:02.000 --> 00:00:05.000]  很快就來到我心中擁有的第八講
[00:00:05.000 --> 00:00:08.000]  愛是空襟 講闊
[00:00:08.000 --> 00:00:13.000]  都是用一個問題點開始今天的經文分享
[00:00:13.000 --> 00:00:16.000]  如果你有機會和一些人出去吃晚餐的時候
[00:00:16.000 --> 00:00:18.000]  你會想起和哪些人呢?
[00:00:18.000 --> 00:00:22.000]  很自然 你可能會想起和朋友 家人
[00:00:22.000 --> 00:00:24.000]  和家人吃飯 經常都會有的
[00:00:24.000 --> 00:00:26.000]  無論關係多好 多不好都好
[00:00:26.000 --> 00:00:29.000]  都會和家人同桌吃飯 是不是?
[00:00:29.000 --> 00:00:31.000]  最多是說少一些東西
[00:00:31.000 --> 00:00:33.000]  和朋友吃飯都或者會有的
[00:00:33.000 --> 00:00:35.000]  好朋友都會有
[00:00:35.000 --> 00:00:37.000]  沒有那麼熟悉的朋友或者新的朋友
[00:00:37.000 --> 00:00:39.000]  都或者會和朋友出去吃飯
[00:00:39.000 --> 00:00:43.000]  但是你有沒有想過會不會和你的敵人出去吃飯呢?
[00:00:43.000 --> 00:00:44.000]  你不喜歡的那些人
[00:00:44.000 --> 00:00:47.000]  或者害過你的那些人你出去吃飯呢?
[00:00:47.000 --> 00:00:49.000]  可能你的答案是不太想了
[00:00:49.000 --> 00:00:51.000]  真的免得過就免了
[00:00:51.000 --> 00:00:52.000]  經常有或者有
[00:00:52.000 --> 00:00:55.000]  或者不想有這些的答案好像很熟悉 是不是?
[00:00:55.000 --> 00:00:58.000]  會不會令我們想起《聖經》裡面的一段經文
[00:00:58.000 --> 00:01:01.000]  這一段經文可能你都會想起的
[00:01:01.000 --> 00:01:03.000]  為二人死是少有的
[00:01:03.000 --> 00:01:05.000]  為人人死或者有這麼做的
[00:01:05.000 --> 00:01:07.000]  當我們做罪人的時候
[00:01:07.000 --> 00:01:09.000]  神就為我們而死
[00:01:09.000 --> 00:01:11.000]  像耶穌基督寫在十字架上面
[00:01:11.000 --> 00:01:14.000]  神的愛就在這裡向我們顯明了
[00:01:14.000 --> 00:01:15.000]  很奇怪吧?
[00:01:15.000 --> 00:01:17.000]  二人死很少有的
[00:01:17.000 --> 00:01:20.000]  他的公義 他的政績不一定每個人都不同
[00:01:20.000 --> 00:01:22.000]  所以很少人為他犧牲
[00:01:22.000 --> 00:01:24.000]  為人人死有那些對人好的人
[00:01:24.000 --> 00:01:26.000]  可能你受惠於那些人
[00:01:26.000 --> 00:01:28.000]  都會為他甚至乎犧牲的
[00:01:28.000 --> 00:01:30.000]  為罪人死就沒有人聽過
[00:01:30.000 --> 00:01:31.000]  沒有理由的
[00:01:31.000 --> 00:01:33.000]  為罪人死為什麼會有這樣的事情呢?
[00:01:33.000 --> 00:01:34.000]  竟然又發生了
[00:01:34.000 --> 00:01:36.000]  有沒有想過?
[00:01:36.000 --> 00:01:37.000]  其實當我們犯罪的時候
[00:01:37.000 --> 00:01:40.000]  我們其實是成為神的敵人
[00:01:40.000 --> 00:01:41.000]  當我們是罪人
[00:01:41.000 --> 00:01:42.000]  是神的敵人的時候
[00:01:42.000 --> 00:01:44.000]  神的恩典竟然淋在我們身上
[00:01:44.000 --> 00:01:46.000]  為什麼神可以忍讓
[00:01:46.000 --> 00:01:49.000]  容忍我們這些罪人呢?
[00:01:49.000 --> 00:01:51.000]  我們要明白這段經文的時候
[00:01:51.000 --> 00:01:52.000]  我們要想起一個三角形
[00:01:52.000 --> 00:01:53.000]  看到這個三角形
[00:01:53.000 --> 00:01:55.000]  你可能想起什麼呢?
[00:01:55.000 --> 00:01:57.000]  會不會是想起三一神
[00:01:57.000 --> 00:01:58.000]  聖父、聖子、聖靈
[00:01:58.000 --> 00:02:01.000]  或者想起神有三個很特別的屬性
[00:02:01.000 --> 00:02:05.000]  神的慈愛、神的聖潔、神的公義
[00:02:05.000 --> 00:02:07.000]  就是因為這個緣故
[00:02:07.000 --> 00:02:09.000]  神的慈愛創造了我們
[00:02:09.000 --> 00:02:13.000]  很容易我們跟祂有一個很親密的關係
[00:02:13.000 --> 00:02:15.000]  很真實的關係
[00:02:15.000 --> 00:02:17.000]  但是我們人犯了罪
[00:02:17.000 --> 00:02:19.000]  就變成離開了神
[00:02:19.000 --> 00:02:20.000]  跟神有隔膜
[00:02:20.000 --> 00:02:21.000]  因為罪的緣故跟神有隔膜
[00:02:21.000 --> 00:02:24.000]  神也都不可以容忍這些罪
[00:02:24.000 --> 00:02:26.000]  在一些祂所愛人身上
[00:02:26.000 --> 00:02:27.000]  因為觸犯了神的聖潔
[00:02:27.000 --> 00:02:28.000]  但是神又是公義的
[00:02:28.000 --> 00:02:31.000]  祂不可以將有罪當成無罪
[00:02:31.000 --> 00:02:33.000]  有罪的人是需要接受審判
[00:02:33.000 --> 00:02:34.000]  接受那個懲罰
[00:02:34.000 --> 00:02:36.000]  神的慈愛、聖潔、公義
[00:02:36.000 --> 00:02:37.000]  這個很獨特的屬性
[00:02:37.000 --> 00:02:39.000]  就讓神的恩典、神的愛
[00:02:39.000 --> 00:02:41.000]  在這件事上面顯明
[00:02:41.000 --> 00:02:42.000]  因為祂要讓耶穌基督
[00:02:42.000 --> 00:02:43.000]  在十字架上面
[00:02:43.000 --> 00:02:44.000]  來為我們犧牲
[00:02:44.000 --> 00:02:48.000]  彰顯了神的慈愛、神的聖潔、神的公義
[00:02:48.000 --> 00:02:49.000]  神祂自己犧牲
[00:02:49.000 --> 00:02:51.000]  為我們罪而捨棄祂自己
[00:02:51.000 --> 00:02:52.000]  犧牲祂自己
[00:02:52.000 --> 00:02:54.000]  讓神的公義得到彰顯
[00:02:54.000 --> 00:02:58.000]  又讓我們為耶穌基督犧牲而罪得赦免
[00:02:58.000 --> 00:03:00.000]  讓聖潔愛得到彰顯
[00:03:00.000 --> 00:03:01.000]  讓神的慈愛
[00:03:01.000 --> 00:03:04.000]  繼續跟我們有一個很好的關係
[00:03:04.000 --> 00:03:07.000]  知道了神對我們的恩典的時候
[00:03:07.000 --> 00:03:08.000]  這個時候
[00:03:08.000 --> 00:03:10.000]  我們如果聽羅馬書今天對我們的教訓
[00:03:10.000 --> 00:03:11.000]  本來在十二章第九節
[00:03:11.000 --> 00:03:13.000]  其實有這件很簡短的經文
[00:03:13.000 --> 00:03:15.000]  我們可能很容易明白
[00:03:15.000 --> 00:03:17.000]  它說愛是不可以虛假的
[00:03:17.000 --> 00:03:18.000]  要真實的、真心的
[00:03:18.000 --> 00:03:19.000]  不可以虛假的
[00:03:19.000 --> 00:03:22.000]  愛是要真實的,就像神對我們的愛一樣
[00:03:22.000 --> 00:03:24.000]  惡要厭惡
[00:03:24.000 --> 00:03:27.000]  我們不要去親近那些惡
[00:03:27.000 --> 00:03:28.000]  要厭惡惡事
[00:03:28.000 --> 00:03:30.000]  反而要親近善的事情
[00:03:30.000 --> 00:03:31.000]  好的事情
[00:03:31.000 --> 00:03:32.000]  合神心意的事情
[00:03:32.000 --> 00:03:34.000]  這個一點都不難去接受
[00:03:34.000 --> 00:03:37.000]  神既然可以為我們犧牲這麼大的時候
[00:03:37.000 --> 00:03:39.000]  我們就學習那份真實的去
[00:03:39.000 --> 00:03:40.000]  那份的愛
[00:03:40.000 --> 00:03:42.000]  愛神、愛人
[00:03:42.000 --> 00:03:44.000]  我們不要去做那些惡事
[00:03:44.000 --> 00:03:47.000]  反而要親近這些合神心意的、善的事情
