
[00:00:00.000 --> 00:00:03.300]  那麼我們也有一個祈禱開始
[00:00:03.300 --> 00:00:05.880]  天父我們也求您幫助我們
[00:00:05.880 --> 00:00:10.040]  我們積聚耶穌的比喻更加生動活潑
[00:00:10.040 --> 00:00:12.540]  明白上帝您的心思意念
[00:00:12.540 --> 00:00:15.000]  求主您讓我們更加清楚
[00:00:15.000 --> 00:00:18.300]  如何面對生命裏面財富的管理
[00:00:18.300 --> 00:00:20.000]  所以上帝您就帶領我們
[00:00:20.000 --> 00:00:22.900]  聽我們祈禱奉耶穌名字而求
[00:00:22.900 --> 00:00:23.680]  下門
[00:00:23.680 --> 00:00:25.600]  今天跟大家分享的題目
[00:00:25.600 --> 00:00:28.180]  就是《假富貴真生命》
[00:00:28.180 --> 00:00:30.240]  好 那就跟大家看這個題目
[00:00:30.240 --> 00:00:34.240]  那就考考大家先 看看大家
[00:00:34.240 --> 00:00:37.840]  好 給大家看看這兩樣東西
[00:00:37.840 --> 00:00:40.880]  不知道你看到這兩樣東西有什麼共通點
[00:00:40.880 --> 00:00:45.840]  我相信很多人都會估計是食物那些
[00:00:45.840 --> 00:00:48.340]  但是如果我再給多幾樣東西
[00:00:48.340 --> 00:00:50.840]  如果這五樣東西如果都有共通點
[00:00:50.840 --> 00:00:53.140]  我不知道你找不找到有什麼共通點
[00:00:53.140 --> 00:00:59.340]  就是原來這個根據聯合國教科文組織頒發的
[00:00:59.340 --> 00:01:02.240]  保護非物質文化遺產的公約裏面
[00:01:02.240 --> 00:01:05.140]  原來定義了剛才你看到的那些東西
[00:01:05.140 --> 00:01:09.040]  都是我們香港的非物質文化遺產
[00:01:09.040 --> 00:01:12.040]  所以都是很特別的
[00:01:12.040 --> 00:01:15.240]  原來我們香港出名的奶茶
[00:01:15.240 --> 00:01:17.440]  我們用一些粥搭棚
[00:01:17.440 --> 00:01:24.240]  這些技術 燈籠 棋譜
[00:01:24.240 --> 00:01:28.840]  都是我們香港被定性為非物質的文化遺產
[00:01:28.840 --> 00:01:30.640]  不過當然我自己一路看下去
[00:01:30.640 --> 00:01:33.440]  這些非物質的文化遺產其實都很物質的
[00:01:33.440 --> 00:01:36.040]  因為全部都是一些實物
[00:01:36.040 --> 00:01:38.340]  不過這些實物裏面有很多的技術
[00:01:38.340 --> 00:01:40.340]  所以都被我們看得到
[00:01:40.340 --> 00:01:44.540]  原來我們所說的遺產
[00:01:44.540 --> 00:01:47.040]  原來不是每一下都很物質的
[00:01:47.040 --> 00:01:49.040]  原來都可以有非物質的
[00:01:49.040 --> 00:01:51.040]  所以今天都要問一個問題
[00:01:51.040 --> 00:01:53.540]  就是你的物質豐不豐富了
[00:01:53.540 --> 00:01:55.040]  你覺得你物質豐不豐富呢
[00:01:55.040 --> 00:01:58.540]  第二就是你覺得你的非物質豐不豐富呢
[00:01:58.540 --> 00:02:00.040]  原來還有一些
[00:02:00.040 --> 00:02:02.840]  其實是物質和非物質以外的東西
[00:02:02.840 --> 00:02:04.740]  是更加真實
[00:02:04.740 --> 00:02:07.940]  它是不能用物質和非物質形容的東西
[00:02:07.940 --> 00:02:10.140]  而那一樣東西你又豐不豐富呢
[00:02:10.140 --> 00:02:11.940]  所以今天我們都想一想
[00:02:11.940 --> 00:02:13.840]  這個文化遺產裏面的大力度
[00:02:13.840 --> 00:02:18.140]  我們想想這些遺產一些財富等等物質的問題
[00:02:18.140 --> 00:02:19.740]  今天跟大家去讀的聖經
[00:02:19.740 --> 00:02:25.240]  就是來自《路加福音》第十二章十三至二十一節
[00:02:25.240 --> 00:02:28.340]  我想大家先去看前面那個部分
[00:02:28.340 --> 00:02:29.840]  前面那個部分
[00:02:29.840 --> 00:02:30.940]  這裏一開始就說
[00:02:30.940 --> 00:02:33.740]  眾人中有一個人對耶穌說
[00:02:33.740 --> 00:02:37.540]  夫子請你吩咐我的兄長和我分開家業
[00:02:37.540 --> 00:02:38.740]  耶穌就說
[00:02:38.740 --> 00:02:41.040]  你這個人誰立我作
[00:02:41.040 --> 00:02:44.140]  你們斷事的官給你們分家業
[00:02:44.140 --> 00:02:46.240]  於是也就對眾人說
[00:02:46.240 --> 00:02:47.740]  你們要謹慎自守
[00:02:47.740 --> 00:02:49.540]  免去一切的貪心
[00:02:49.540 --> 00:02:52.640]  因為人的生命不在家道豐富
[00:02:52.640 --> 00:02:56.540]  說完之後耶穌才用比喻去跟他解釋
[00:02:56.540 --> 00:02:58.340]  耶穌想說什麼呢
[00:02:58.340 --> 00:03:00.840]  所以這個都是我們要去理解
[00:03:00.840 --> 00:03:05.140]  耶穌比喻裏面常常都要去學習的方法
[00:03:05.140 --> 00:03:07.840]  就是要看耶穌的比喻
[00:03:07.840 --> 00:03:10.340]  最好就要看多些前文後理
[00:03:10.340 --> 00:03:13.540]  以致我們能夠更加明白耶穌說什麼
[00:03:13.540 --> 00:03:15.240]  當然第二件事就是
[00:03:15.240 --> 00:03:17.440]  我們知道如果讀耶穌的比喻
[00:03:17.440 --> 00:03:19.140]  而耶穌很多時候說比喻
[00:03:19.140 --> 00:03:22.240]  都是藉著一個比喻的方式
[00:03:22.240 --> 00:03:24.240]  說關於天國的事情
[00:03:24.240 --> 00:03:26.540]  所以現在正正在我這個段落裏面
[00:03:26.540 --> 00:03:28.740]  耶穌在一個實際的處境裏面
[00:03:28.740 --> 00:03:32.640]  都藉這個機會去說一些天國的事情
[00:03:32.640 --> 00:03:34.840]  雖然帶出今天的經文
[00:03:34.840 --> 00:03:39.240]  所以我們先看十三節和十六節這個段落的部分
[00:03:39.240 --> 00:03:45.240]  其實你看這個耶穌說的比喻之先
[00:03:45.240 --> 00:03:47.840]  其實就是十三節和十六節就開始說
[00:03:47.840 --> 00:03:49.640]  其實這個為什麼會配合這個比喻
[00:03:49.640 --> 00:03:50.840]  耶穌說的這個比喻
[00:03:50.840 --> 00:03:53.340]  就是因為有一個人而行犯的
[00:03:53.340 --> 00:03:56.640]  十三節裏面說眾人中有一個人
[00:03:56.640 --> 00:03:58.240]  就來跟耶穌聊天
[00:03:58.240 --> 00:04:01.840]  所以整個的比喻就是來自那個人的出現
[00:04:01.840 --> 00:04:02.640]  不過很有趣的
[00:04:02.640 --> 00:04:04.940]  如果你有留意看第十四節
[00:04:04.940 --> 00:04:06.740]  當耶穌面對著這個人的時候
[00:04:06.740 --> 00:04:09.840]  祂就說你這個人 很有趣的
[00:04:09.840 --> 00:04:12.940]  不是說祂的名字 不是說祂的職業
[00:04:12.940 --> 00:04:14.840]  祂說你這個人
[00:04:14.840 --> 00:04:18.340]  如果我們用俗一點的方式去理解
[00:04:18.340 --> 00:04:20.640]  可能就是香港人會這樣說
[00:04:20.640 --> 00:04:23.140]  你這個人
[00:04:23.140 --> 00:04:26.640]  如果特別說這個人
[00:04:26.640 --> 00:04:29.740]  真的有些不一樣
[00:04:29.740 --> 00:04:33.640]  所以祂說這個人引發的事
[00:04:33.640 --> 00:04:38.440]  你這個人真的有些事是令到祂想跟祂去搞清楚
[00:04:38.440 --> 00:04:41.540]  究竟你做什麼事 你發生什麼事
[00:04:41.540 --> 00:04:43.840]  我們又看看究竟要怎麼說
[00:04:43.840 --> 00:04:47.540]  所以十三節 眾人中有一個人對耶穌說
[00:04:47.540 --> 00:04:49.240]  不過我們也要問一個問題
[00:04:49.240 --> 00:04:51.040]  就是眾人即是多少人
[00:04:51.040 --> 00:04:52.140]  大家有沒有想過
[00:04:52.140 --> 00:04:54.140]  這個人來找耶穌的時候
[00:04:54.140 --> 00:04:57.040]  其實祂在眾人裏面走出來的
[00:04:57.040 --> 00:04:58.740]  就是說在一班人裏面走出來
[00:04:58.740 --> 00:04:59.840]  但是你有沒有想過
[00:04:59.840 --> 00:05:01.540]  究竟這班人有多少人
[00:05:01.540 --> 00:05:04.440]  不如考考大家 有一百個人
[00:05:04.440 --> 00:05:06.540]  這班人眾人就是一百個人的
[00:05:06.540 --> 00:05:08.740]  一百個人以內 你就舉手了
[00:05:08.740 --> 00:05:10.540]  五百個人以內
[00:05:10.540 --> 00:05:13.240]  一千個人以內 這裡眾人之間
[00:05:13.240 --> 00:05:14.740]  五千個人
[00:05:14.740 --> 00:05:16.540]  每個人都不舉手的你們
[00:05:16.540 --> 00:05:18.640]  我看到你們的
[00:05:18.640 --> 00:05:20.240]  結他的答案
[00:05:20.240 --> 00:05:22.640]  如果你看回十三節前面
[00:05:22.640 --> 00:05:26.640]  就有說到耶穌其實就跟人聚集在一起
[00:05:26.640 --> 00:05:28.540]  有多少人呢 你看看
[00:05:28.540 --> 00:05:34.740]  聖經說這時有幾萬人聚集
[00:05:34.740 --> 00:05:36.840]  甚至彼此潛逃
[00:05:36.840 --> 00:05:40.240]  如果根據聖經這本聖經的翻譯
[00:05:40.240 --> 00:05:44.640]  它說甚至對人多到要踩腳趾
[00:05:44.640 --> 00:05:46.440]  所以其實你可以想像一下
[00:05:46.440 --> 00:05:51.940]  其實本身耶穌是很多人圍著祂的
[00:05:51.940 --> 00:05:55.340]  所以你記得耶穌很實際又施過什麼
[00:05:55.340 --> 00:06:01.140]  一百五千人 還沒有計算小孩 婦女等等
[00:06:01.140 --> 00:06:04.840]  所以你知道耶穌其實很多人都圍著祂的
[00:06:04.840 --> 00:06:06.740]  但是這裡說的是
[00:06:06.740 --> 00:06:08.040]  所以十二章一節說
[00:06:08.040 --> 00:06:10.540]  這個時候其實有幾萬人聚集
[00:06:10.540 --> 00:06:12.040]  甚至彼此潛逃
[00:06:12.040 --> 00:06:16.440]  然後耶穌就跟當時那些門徒再說一些話
