
[00:00:00.000 --> 00:00:04.040]  各位弟兄姊妹 大家好
[00:00:04.040 --> 00:00:11.080]  現在我想邀請大家合上雙眼
[00:00:11.080 --> 00:00:14.480]  你想一想
[00:00:14.480 --> 00:00:21.920]  耶穌對你是一個怎樣的人呢?
[00:00:21.920 --> 00:00:26.880]  是溫柔還是嚴格?
[00:00:26.880 --> 00:00:32.120]  是親近還是遙遠?
[00:00:32.120 --> 00:00:39.040]  是回應你的還是不秋不采?
[00:00:39.040 --> 00:00:47.120]  對你來說 耶穌是一個怎樣的人?
[00:00:47.120 --> 00:00:52.440]  你想認識祂更深嗎?
[00:00:52.440 --> 00:00:58.360]  現在我邀請大家張開雙眼
[00:00:58.360 --> 00:01:06.560]  教會今年的信息都是宣講馬太福音
[00:01:06.560 --> 00:01:14.600]  其實就是想我們一起去更深認識耶穌
[00:01:14.600 --> 00:01:25.760]  很想這種認識不是單從文字上、知識上、理論上
[00:01:25.760 --> 00:01:29.520]  不是一種冰冷的認識
[00:01:29.520 --> 00:01:34.520]  是一種認識能夠讓我們去感受、體察得到
[00:01:34.520 --> 00:01:41.800]  耶穌是個怎樣的人呢?
[00:01:41.800 --> 00:01:46.040]  耶穌有什麼心腸呢?
[00:01:46.040 --> 00:01:53.320]  剛才主席的經文記載了耶穌進入耶路撒冷城的境況
[00:01:53.320 --> 00:02:00.360]  剛才主席讀的經文記載了耶穌進入耶路撒冷聖城的境況
[00:02:00.360 --> 00:02:02.960]  經文當中耶穌只是講了一句話
[00:02:02.960 --> 00:02:05.680]  當中耶穌只是講了一句話
[00:02:05.680 --> 00:02:13.200]  但是如果我們深思今天的經文
[00:02:13.200 --> 00:02:24.480]  我們就會看到馬太福音的作者表達耶穌是怎樣的
[00:02:24.480 --> 00:02:35.920]  今天題目是:耶穌進聖城謙卑還是光榮?
[00:02:35.920 --> 00:02:38.000]  當時耶穌進聖城
[00:02:38.000 --> 00:02:46.320]  你覺得是謙卑還是光榮?
[00:02:46.320 --> 00:02:47.400]  跳到今天
[00:02:47.400 --> 00:02:52.000]  其實我們的社會對於什麼是謙卑、什麼是光榮
[00:02:52.000 --> 00:02:54.440]  已經有一種既定的看法
