
[00:00:00.000 --> 00:00:02.080]  好啊,大家午安
[00:00:02.080 --> 00:00:04.620]  讓我們先有一個禱告
[00:00:04.620 --> 00:00:09.900]  天父求祢去加力給我們
[00:00:09.900 --> 00:00:13.580]  讓我們講的有力
[00:00:13.580 --> 00:00:15.980]  聽的得到造就
[00:00:15.980 --> 00:00:18.940]  能夠將祢的話語
[00:00:18.940 --> 00:00:20.260]  去應用
[00:00:20.260 --> 00:00:23.060]  去更新改變我們的生命
[00:00:23.060 --> 00:00:25.820]  我們更加盼望祢得到榮耀
[00:00:25.820 --> 00:00:28.780]  願主祢祝福我們
[00:00:28.840 --> 00:00:30.380]  同心合意的禱告
[00:00:30.380 --> 00:00:32.180]  奉耶穌基督的聖名
[00:00:32.180 --> 00:00:33.360]  阿們
[00:00:33.360 --> 00:00:36.020]  好,今天是父親節
[00:00:36.020 --> 00:00:39.500]  先祝各位父親父親節快樂
[00:00:39.500 --> 00:00:45.100]  如果是未必有肉身的小朋友
[00:00:45.100 --> 00:00:47.880]  但是你是屬靈父親
[00:00:47.880 --> 00:00:52.220]  就是說你是在信仰上指導別人的導師
[00:00:52.220 --> 00:00:53.880]  那你也是一個屬靈的父親
[00:00:53.880 --> 00:00:56.620]  我也祝你父親節快樂
[00:00:56.840 --> 00:00:58.840]  那你也可以向身邊
[00:00:58.840 --> 00:01:00.340]  如果你知道有屬靈父親
[00:01:00.340 --> 00:01:01.600]  真的有父親
[00:01:01.600 --> 00:01:04.460]  跟他講一聲,父親節快樂
[00:01:04.460 --> 00:01:10.180]  好,想問一問
[00:01:10.180 --> 00:01:11.880]  今天
[00:01:11.880 --> 00:01:16.040]  有多少位是新朋友第一次來
[00:01:16.040 --> 00:01:19.380]  來窩福參加聚會
[00:01:19.380 --> 00:01:23.020]  好,歡迎
[00:01:26.980 --> 00:01:30.040]  那我又問一下在座當中有多少位
[00:01:30.040 --> 00:01:31.440]  你不要介意
[00:01:31.440 --> 00:01:32.140]  我問一問
[00:01:32.140 --> 00:01:33.760]  你是未認識耶穌的
[00:01:33.760 --> 00:01:36.020]  暫時都還未信耶穌的
[00:01:36.020 --> 00:01:37.020]  有沒有呢?
[00:01:37.020 --> 00:01:44.940]  好,所以我看不到兩邊
[00:01:44.940 --> 00:01:45.940]  有沒有?
[00:01:45.940 --> 00:01:48.500]  有,是,好
[00:01:48.500 --> 00:01:50.980]  好,那很歡迎
[00:01:50.980 --> 00:01:53.320]  應該是Johnny來的
[00:01:53.320 --> 00:01:54.580]  是呀
[00:01:54.580 --> 00:01:56.420]  好,那就
[00:01:56.880 --> 00:01:57.880]  好,歡迎你來
[00:01:57.880 --> 00:02:00.880]  我們一路去看神的話語
[00:02:00.880 --> 00:02:03.180]  我相信神的話語對無論信了
[00:02:03.180 --> 00:02:04.300]  或者未信
[00:02:04.300 --> 00:02:05.680]  都很有幫助
[00:02:05.680 --> 00:02:07.880]  在前一個星期
[00:02:07.880 --> 00:02:11.720]  我就去了一間連鎖快餐店吃早餐
[00:02:11.720 --> 00:02:14.880]  我就照樣去買票
[00:02:14.880 --> 00:02:16.600]  那個買票的那個人
[00:02:16.600 --> 00:02:18.180]  忽然間問了我一個
[00:02:18.180 --> 00:02:20.180]  我從來沒有人問過我的問題
[00:02:20.180 --> 00:02:22.180]  他就問
[00:02:22.180 --> 00:02:24.180]  你有沒有長者卡?
[00:02:27.020 --> 00:02:28.980]  那我就回頭說我沒有
[00:02:28.980 --> 00:02:33.180]  接著更加神奇地看著我
[00:02:33.180 --> 00:02:35.180]  你是不是長者?
[00:02:35.180 --> 00:02:38.180]  我已經說了我沒有長者卡
[00:02:38.180 --> 00:02:39.180]  你還問我
[00:02:39.180 --> 00:02:40.180]  我說我不是
[00:02:40.180 --> 00:02:42.680]  接著這個再神奇一點
[00:02:42.680 --> 00:02:43.180]  接著他說
[00:02:43.180 --> 00:02:43.680]  哦!
[00:02:43.680 --> 00:02:46.180]  就好像很不相信那樣
[00:02:46.180 --> 00:02:49.980]  那我是不是真的這麼像長者呢?
[00:02:49.980 --> 00:02:51.480]  那我回家就和太太
[00:02:51.480 --> 00:02:52.480]  和大兒子
[00:02:52.480 --> 00:02:54.980]  去說回那一天發生的事
[00:02:55.980 --> 00:02:56.980]  說完之後
[00:02:56.980 --> 00:02:57.980]  他們笑了一陣子
[00:02:57.980 --> 00:02:59.980]  我太太就真的問我大兒子
[00:02:59.980 --> 00:03:03.980]  你覺得爸爸像不像長者?
[00:03:03.980 --> 00:03:06.980]  我大兒子就回答
[00:03:06.980 --> 00:03:07.980]  像
[00:03:07.980 --> 00:03:12.980]  我不認老也不行
[00:03:12.980 --> 00:03:13.980]  我心境很年輕
[00:03:13.980 --> 00:03:15.980]  但是我可能樣子
[00:03:15.980 --> 00:03:18.980]  身體都要去承認
[00:03:18.980 --> 00:03:20.980]  我想回原來我大兒子
[00:03:20.980 --> 00:03:21.980]  出生的時候
[00:03:21.980 --> 00:03:24.980]  我已經是四字頭
[00:03:24.980 --> 00:03:27.980]  所以到了年紀漸大
[00:03:27.980 --> 00:03:29.980]  在照顧小孩那裡
[00:03:29.980 --> 00:03:31.980]  我越來越覺得我有心無力
[00:03:31.980 --> 00:03:35.980]  因為年老已經不容易再
[00:03:35.980 --> 00:03:39.980]  有時要和他們很多的糾纏
[00:03:39.980 --> 00:03:41.980]  真的很多搏鬥
[00:03:41.980 --> 00:03:44.980]  為人父母很艱難
[00:03:44.980 --> 00:03:46.980]  有時我自己我自問
[00:03:46.980 --> 00:03:48.980]  我都不懂怎樣做
[00:03:48.980 --> 00:03:51.980]  有時我會發他們脾氣
[00:03:51.980 --> 00:03:53.980]  有時我很沮喪
[00:03:53.980 --> 00:03:55.980]  我作為爸爸
[00:03:55.980 --> 00:03:59.980]  有時釋放不少的負能量
[00:03:59.980 --> 00:04:00.980]  但是有一位爸爸
[00:04:00.980 --> 00:04:02.980]  我都很肯定
[00:04:02.980 --> 00:04:04.980]  他在釋放一些正能量
[00:04:04.980 --> 00:04:06.980]  在我心目中
[00:04:06.980 --> 00:04:10.980]  他是一位非凡的爸爸
[00:04:10.980 --> 00:04:14.980]  大家都認識這個人
[00:04:14.980 --> 00:04:16.980]  這個人就是澳洲人
[00:04:16.980 --> 00:04:18.980]  他叫做力克胡哲
[00:04:18.980 --> 00:04:21.980]  他天生患了海豹之症
[00:04:21.980 --> 00:04:23.980]  沒有手沒有腳
[00:04:23.980 --> 00:04:25.980]  但是他寫的書
[00:04:25.980 --> 00:04:27.980]  很暢銷很多人看
[00:04:27.980 --> 00:04:30.980]  是一個很勵志的演說家
[00:04:30.980 --> 00:04:32.980]  和一個報導家
[00:04:32.980 --> 00:04:35.980]  他用他自己的生命見證
[00:04:35.980 --> 00:04:38.980]  感動了激勵了無數人
[00:04:38.980 --> 00:04:41.980]  我相信他向人報導
[00:04:41.980 --> 00:04:44.980]  比世上大部分的牧師都要多
[00:04:44.980 --> 00:04:46.980]  有人統計過
[00:04:46.980 --> 00:04:48.980]  他今年41歲
[00:04:48.980 --> 00:04:53.980]  他向人面對面講生命見證
[00:04:53.980 --> 00:04:55.980]  超過1000萬人
[00:04:55.980 --> 00:04:57.980]  聽過他面對面這樣講
[00:04:57.980 --> 00:05:00.980]  如果連同電視網絡的轉播
[00:05:00.980 --> 00:05:03.980]  超過28億人
[00:05:03.980 --> 00:05:06.980]  聽過他的生命見證
[00:05:06.980 --> 00:05:08.980]  他講福音
[00:05:08.980 --> 00:05:12.980]  講他自己在神裡面的經歷
[00:05:12.980 --> 00:05:16.980]  力克是一個很有影響力的人
[00:05:16.980 --> 00:05:19.980]  不過誰能幫助他
[00:05:19.980 --> 00:05:21.980]  影響到他這麼有影響力呢
[00:05:21.980 --> 00:05:24.980]  就是他的一位屬靈導師
[00:05:24.980 --> 00:05:26.980]  這位屬靈導師
[00:05:26.980 --> 00:05:28.980]  其實就是他的父親
[00:05:28.980 --> 00:05:31.980]  他的父親叫波里斯胡哲
[00:05:31.980 --> 00:05:33.980]  是一位牧師
[00:05:33.980 --> 00:05:35.980]  力克出生的時候
[00:05:35.980 --> 00:05:37.980]  外表很奇怪
[00:05:37.980 --> 00:05:38.980]  所以他的童年
[00:05:38.980 --> 00:05:41.980]  不斷受到同學欺凌
[00:05:41.980 --> 00:05:43.980]  嘲笑他
[00:05:43.980 --> 00:05:48.980]  再加上他一直以自己這樣的缺陷
[00:05:48.980 --> 00:05:51.980]  他覺得人生從來都不完美
[00:05:51.980 --> 00:05:53.980]  所以他小時候
[00:05:53.980 --> 00:05:54.980]  他10歲的時候
[00:05:54.980 --> 00:05:56.980]  試過三次自殺
[00:05:56.980 --> 00:05:59.980]  雖然每一次都不成功
[00:05:59.980 --> 00:06:01.980]  他試過開浴缸
[00:06:01.980 --> 00:06:03.980]  開滿水自己浸下去
[00:06:03.980 --> 00:06:04.980]  想浸死自己
[00:06:04.980 --> 00:06:06.980]  他都不知道自己的泳術很精
[00:06:06.980 --> 00:06:08.980]  其實他游泳很厲害
[00:06:08.980 --> 00:06:11.980]  所以他自殺不遂
[00:06:11.980 --> 00:06:15.980]  他爸爸就知道要幫助他
[00:06:15.980 --> 00:06:17.980]  爸爸對他保證
[00:06:17.980 --> 00:06:20.980]  我們永遠會和你一起
[00:06:20.980 --> 00:06:22.980]  一切都沒有問題的兒子
[00:06:22.980 --> 00:06:25.980]  你會好好去生活
[00:06:25.980 --> 00:06:27.980]  所以對於力克來說
[00:06:27.980 --> 00:06:30.980]  這個很大的安慰是充滿正能量
[00:06:30.980 --> 00:06:34.980]  力克曾經這樣描述他爸爸
[00:06:34.980 --> 00:06:36.980]  他說爸爸對神很有信心
[00:06:36.980 --> 00:06:39.980]  他告訴我神對我有計劃
[00:06:39.980 --> 00:06:43.980]  但當時我看不到他有什麼計劃
[00:06:43.980 --> 00:06:46.980]  當力克他看著自己的身體
[00:06:46.980 --> 00:06:47.980]  他就問上帝
[00:06:47.980 --> 00:06:49.980]  你為我安排什麼計劃呢
[00:06:49.980 --> 00:06:50.980]  我又沒有手又沒有腳
[00:06:50.980 --> 00:06:53.980]  我的一生應該都不能做很多事
[00:06:53.980 --> 00:06:55.980]  當時他爸爸引用了
[00:06:55.980 --> 00:06:58.980]  約翰福音第九章二到三節
[00:06:58.980 --> 00:07:01.980]  耶穌說的那件事
[00:07:01.980 --> 00:07:03.980]  那些門徒不是問耶穌的嗎
[00:07:03.980 --> 00:07:05.980]  他說拉比
[00:07:05.980 --> 00:07:07.980]  有個人天生是瞎的
[00:07:07.980 --> 00:07:10.980]  是這個人犯罪還是他父母犯罪呢
[00:07:10.980 --> 00:07:12.980]  耶穌就說不是他犯罪
[00:07:12.980 --> 00:07:14.980]  不是他父母犯罪
[00:07:14.980 --> 00:07:17.980]  是要顯出神的作為來
[00:07:17.980 --> 00:07:21.980]  原來力克的爸爸教導他
[00:07:21.980 --> 00:07:22.980]  你沒有手沒有腳
[00:07:22.980 --> 00:07:25.980]  是要顯出上帝的作為
[00:07:25.980 --> 00:07:27.980]  所以鮑里斯穆斯和他太太
[00:07:27.980 --> 00:07:31.980]  就很盡心用愛和信仰
[00:07:31.980 --> 00:07:33.980]  去建立這個家庭
[00:07:33.980 --> 00:07:37.980]  讓力克他身體嚴重殘障的
[00:07:37.980 --> 00:07:40.980]  在一個快樂環境裏面成長
[00:07:40.980 --> 00:07:43.980]  現在成為世界知名的一個生命講師
[00:07:43.980 --> 00:07:46.980]  力克有一句很出名的名句
[00:07:46.980 --> 00:07:49.980]  人生最大的殘缺
[00:07:49.980 --> 00:07:51.980]  最大的殘障是什麼呢
[00:07:51.980 --> 00:07:53.980]  就是不信
[00:07:53.980 --> 00:07:55.980]  原來人生最大的殘障
[00:07:55.980 --> 00:07:56.980]  不是沒有手沒有腳
[00:07:56.980 --> 00:07:58.980]  就是不信耶穌
[00:07:58.980 --> 00:08:01.980]  你的人生會有很多的缺陷
[00:08:01.980 --> 00:08:04.980]  有一次力克就和爸爸
[00:08:04.980 --> 00:08:06.980]  鮑里斯穆斯說
[00:08:06.980 --> 00:08:08.980]  很多人都和我說
[00:08:08.980 --> 00:08:11.980]  你們的爸爸媽媽真的了不起
[00:08:11.980 --> 00:08:12.980]  每次我的回應都是
[00:08:12.980 --> 00:08:15.980]  是啊 他們真的很了不起
[00:08:15.980 --> 00:08:16.980]  不過其實每一次
[00:08:16.980 --> 00:08:20.980]  你和媽媽都會這樣和我說
[00:08:20.980 --> 00:08:22.980]  我們不特別
[00:08:22.980 --> 00:08:24.980]  特別的是上帝
[00:08:24.980 --> 00:08:27.980]  所以鮑里斯穆斯就這樣去塑造
[00:08:27.980 --> 00:08:29.980]  去教導力克
[00:08:29.980 --> 00:08:31.980]  他天生沒有手沒有腳
[00:08:31.980 --> 00:08:35.980]  但是成為一個非常有用的人
[00:08:35.980 --> 00:08:37.980]  建立了很多人
[00:08:37.980 --> 00:08:39.980]  力克曾經都在想自己
[00:08:39.980 --> 00:08:40.980]  能不能結婚呢
[00:08:40.980 --> 00:08:41.980]  都沒有手沒有腳
[00:08:41.980 --> 00:08:45.980]  但是他在十多年前結了婚
[00:08:45.980 --> 00:08:48.980]  如果看一些報道
[00:08:48.980 --> 00:08:50.980]  他後來生了四個子女
[00:08:50.980 --> 00:08:52.980]  現在是四個子女之父
[00:08:52.980 --> 00:08:55.980]  他最後兩個是媽胎
[00:08:55.980 --> 00:08:58.980]  他的大兒子今年11歲
[00:08:58.980 --> 00:08:59.980]  他的大兒子
[00:08:59.980 --> 00:09:01.980]  其實就是這個小朋友
[00:09:01.980 --> 00:09:02.980]  他就這樣說
[00:09:02.980 --> 00:09:05.980]  我爸爸其實和其他人就
[00:09:05.980 --> 00:09:07.980]  不是太一樣
[00:09:07.980 --> 00:09:09.980]  因為他沒有手沒有腳
[00:09:09.980 --> 00:09:11.980]  但是沒有什麼關係
[00:09:11.980 --> 00:09:13.980]  因為神對我們每一個人
[00:09:13.980 --> 00:09:15.980]  都有很特別的安排
[00:09:15.980 --> 00:09:17.980]  連一個這麼小的小朋友
[00:09:17.980 --> 00:09:19.980]  都會這樣想
[00:09:19.980 --> 00:09:23.980]  所以鮑里斯穆斯塑造了力克
[00:09:23.980 --> 00:09:26.980]  力克在塑造他的兒女
[00:09:26.980 --> 00:09:30.980]  這些正能量是代代相傳
[00:09:30.980 --> 00:09:32.980]  我心目中鮑里斯穆斯
[00:09:32.980 --> 00:09:35.980]  和力克都是一個非凡的父親
[00:09:35.980 --> 00:09:37.980]  不過聖經裡面
[00:09:37.980 --> 00:09:40.980]  有一位更加非凡的屬靈父親
[00:09:40.980 --> 00:09:43.980]  就是我們今天想講的保羅
[00:09:43.980 --> 00:09:45.980]  在今天這段經文提摩太后書
[00:09:45.980 --> 00:09:47.980]  一章3到7節
[00:09:47.980 --> 00:09:49.980]  是講保羅和他屬靈的兒子
[00:09:49.980 --> 00:09:54.980]  提摩太的一段關係
[00:09:54.980 --> 00:09:56.980]  我們先看第一個段落
[00:09:56.980 --> 00:09:58.980]  3到5節
[00:09:58.980 --> 00:10:01.980]  保羅不是提摩太的生父
[00:10:01.980 --> 00:10:04.980]  不是有肉身血緣關係
[00:10:04.980 --> 00:10:06.980]  保羅稱提摩太是什麼呢?
[00:10:06.980 --> 00:10:08.980]  是我親愛的兒子
[00:10:08.980 --> 00:10:10.980]  在第一章第二節講
[00:10:10.980 --> 00:10:13.980]  保羅是栽培提摩太
[00:10:13.980 --> 00:10:15.980]  的一個屬靈的導師
[00:10:15.980 --> 00:10:17.980]  是屬靈的父親
[00:10:17.980 --> 00:10:20.980]  保羅說我感謝神
[00:10:20.980 --> 00:10:22.980]  這一位是怎樣的神呢?
[00:10:22.980 --> 00:10:24.980]  有一位我接觸祖先
[00:10:24.980 --> 00:10:28.980]  用純潔的良心所侍奉的神
[00:10:28.980 --> 00:10:30.980]  去接觸祂的祖先
[00:10:30.980 --> 00:10:32.980]  保羅是好像祂的祖先
[00:10:32.980 --> 00:10:34.980]  希伯來人一樣
[00:10:34.980 --> 00:10:36.980]  去侍奉神
