
[00:00:00.000 --> 00:00:02.640]  各位頂主平安
[00:00:02.640 --> 00:00:05.340]  我們今天是七月份第一個主日
[00:00:05.340 --> 00:00:08.660]  亦是我們開始思想一個新的題目
[00:00:08.660 --> 00:00:10.240]  亦是接下來這三個月
[00:00:10.240 --> 00:00:13.880]  我們一起盡心思想尋求
[00:00:13.880 --> 00:00:19.160]  就是求神賜給我們向祂純一的清潔的心
[00:00:19.160 --> 00:00:23.300]  叫我們的生命與神沒有阻隔
[00:00:23.300 --> 00:00:26.360]  是帶著一份真的敬畏的心
[00:00:26.360 --> 00:00:27.720]  行神的路
[00:00:27.720 --> 00:00:30.920]  我們的心亦都單單是屬於祂
[00:00:30.920 --> 00:00:33.740]  每個人的人生有不同的方向
[00:00:33.740 --> 00:00:38.240]  但基督徒一個清楚的人生方向
[00:00:38.240 --> 00:00:41.200]  就是能夠單單屬於主
[00:00:41.200 --> 00:00:44.440]  但願這段時間我們大家都一起尋求
[00:00:44.440 --> 00:00:47.220]  領受神賜給我們這方面的恩惠
[00:00:47.220 --> 00:00:48.500]  我們一起同心祈禱
[00:00:48.500 --> 00:00:50.540]  我們將時間再交給主
[00:00:56.540 --> 00:00:59.940]  天地的主,我們敬拜祢
[00:00:59.940 --> 00:01:01.640]  主,我們感謝祢
[00:01:01.640 --> 00:01:04.020]  在我們未曾認識祢的時候
[00:01:04.020 --> 00:01:06.700]  祢已經揀選我們
[00:01:06.700 --> 00:01:09.980]  主,自我們年幼或者年青
[00:01:09.980 --> 00:01:12.680]  或者過去的時間我們認識祢
[00:01:12.680 --> 00:01:15.860]  到今天祢仍然是我們的主
[00:01:15.860 --> 00:01:19.200]  是我們永遠的居所
[00:01:19.200 --> 00:01:22.120]  主,祢不單止是我們生命的主
[00:01:22.120 --> 00:01:27.860]  祢要繼續來向我們施恩,直到千萬代
[00:01:27.860 --> 00:01:30.520]  主,祢是那位信實不變的上帝
[00:01:30.520 --> 00:01:35.040]  應許凡是信靠祢的人,祢永不凋謝
