
[00:00:00.000 --> 00:00:01.520]  我們很感恩
[00:00:01.520 --> 00:00:05.640]  多謝施班剛才唱了一首很美好的詩歌
[00:00:05.640 --> 00:00:08.840]  也提醒我們今天在聖餐主日
[00:00:08.840 --> 00:00:10.440]  其實很奇妙
[00:00:10.440 --> 00:00:14.360]  每一次來到主的桌子面前
[00:00:14.360 --> 00:00:18.840]  不知道大家除了紀念主的愛、認罪
[00:00:18.840 --> 00:00:20.160]  有沒有想過
[00:00:20.160 --> 00:00:23.840]  原來在抹餅飲杯的過程
[00:00:23.840 --> 00:00:26.360]  聖靈有時會提醒你
[00:00:26.360 --> 00:00:29.320]  你又跟誰過不去
[00:00:29.320 --> 00:00:33.640]  可不可以在基督的桌子面前復和呢
[00:00:33.640 --> 00:00:35.640]  我真的聽過一個見證
[00:00:35.640 --> 00:00:36.960]  兩個夫婦
[00:00:36.960 --> 00:00:38.720]  搞了很多年都搞不定
[00:00:38.720 --> 00:00:41.080]  關係真的
[00:00:41.080 --> 00:00:44.240]  用過很多不同的輔導專家
[00:00:44.240 --> 00:00:46.440]  我跟師母都參與過
[00:00:46.440 --> 00:00:47.840]  都是搞不定
[00:00:47.840 --> 00:00:48.920]  結果很奇妙
[00:00:48.920 --> 00:00:50.640]  她去了一個恩愛夫婦營
[00:00:50.640 --> 00:00:53.120]  就在大家抹餅飲杯的時候
[00:00:53.120 --> 00:00:54.400]  聖靈感動她們
[00:00:54.400 --> 00:00:56.000]  就搞定了
[00:00:56.000 --> 00:00:57.600]  是不是很奇妙呢
[00:00:57.600 --> 00:00:59.360]  其實我們人生裏面
[00:00:59.360 --> 00:01:02.600]  你發覺處理問題
[00:01:02.600 --> 00:01:04.600]  最難是甚麼呢
[00:01:04.600 --> 00:01:06.360]  你對著電腦
[00:01:06.360 --> 00:01:08.360]  或者老闆給你一個計劃
[00:01:08.360 --> 00:01:11.360]  你去處理那些事情
[00:01:11.360 --> 00:01:13.360]  就很容易
[00:01:13.360 --> 00:01:17.360]  最多可能你做得快些、慢些
[00:01:17.360 --> 00:01:20.000]  始終有一天你可以做完那件事
[00:01:20.000 --> 00:01:21.800]  最難是甚麼
[00:01:21.800 --> 00:01:23.800]  最難其實是處人
[00:01:23.800 --> 00:01:28.160]  如果你公司或者某個你的家庭
[00:01:28.160 --> 00:01:30.160]  如果出現一些人際的張力
[00:01:30.160 --> 00:01:32.160]  那就糟糕了
[00:01:32.160 --> 00:01:35.160]  可能你無論如何都搞不定
[00:01:35.160 --> 00:01:40.160]  最近有一套電視的長篇劇集
[00:01:40.160 --> 00:01:42.160]  七十集那麼長
[00:01:42.160 --> 00:01:46.160]  我就追不完
[00:01:46.160 --> 00:01:47.160]  七十集
[00:01:47.160 --> 00:01:49.160]  但其實我很快看看資訊
[00:01:49.160 --> 00:01:51.160]  我都知道大概是說甚麼
[00:01:51.160 --> 00:01:56.160]  大家知道是甚麼延禧攻略
[00:01:56.160 --> 00:01:59.160]  是說乾隆王
[00:01:59.160 --> 00:02:03.160]  和一個很喜愛的妃子
[00:02:03.160 --> 00:02:05.160]  原本是宮女出身的
[00:02:05.160 --> 00:02:07.160]  叫做魏英樂
[00:02:07.160 --> 00:02:09.160]  證明你有看
[00:02:09.160 --> 00:02:11.160]  有多少人有看呢
[00:02:11.160 --> 00:02:16.160]  證明你們都了解一下文化上
[00:02:16.160 --> 00:02:20.160]  但為甚麼人們那麼喜歡追這些電視劇呢
[00:02:20.160 --> 00:02:22.160]  這些不是普通的電視劇
[00:02:22.160 --> 00:02:24.160]  是大型製作的
[00:02:24.160 --> 00:02:27.160]  而且是將歷史的背景
[00:02:27.160 --> 00:02:29.160]  那些人物是真的
[00:02:29.160 --> 00:02:31.160]  但那些情節不一定是真的
[00:02:31.160 --> 00:02:33.160]  所以需要編劇
[00:02:33.160 --> 00:02:36.160]  編劇是將那些很戲劇化的
[00:02:36.160 --> 00:02:40.160]  扣人心怨的情節加進去
[00:02:40.160 --> 00:02:43.160]  所以才那麼好看
[00:02:43.160 --> 00:02:47.160]  但為甚麼明知是假的都要追呢
[00:02:47.160 --> 00:02:50.160]  因為他覺得那些宮心計
[00:02:50.160 --> 00:02:52.160]  那些後宮
[00:02:52.160 --> 00:02:54.160]  那些妃嬪之間
[00:02:54.160 --> 00:02:57.160]  以如我詐為要爭寵皇帝
[00:02:57.160 --> 00:03:00.160]  或者要爭取權力
[00:03:00.160 --> 00:03:04.160]  臣子之間又彼此互相權力鬥爭
[00:03:04.160 --> 00:03:07.160]  追追續續要明要利
[00:03:07.160 --> 00:03:10.160]  其實為甚麼人們那麼喜歡看這些呢
[00:03:10.160 --> 00:03:12.160]  套套這些宮廷劇
[00:03:12.160 --> 00:03:16.160]  其實背後情節都類似有這些元素
[00:03:16.160 --> 00:03:18.160]  但其實要告訴我們
[00:03:18.160 --> 00:03:21.160]  人生其實在現實世界都是一樣
[00:03:21.160 --> 00:03:23.160]  都是有這些情況
[00:03:23.160 --> 00:03:26.160]  這些是反映我們原來每一個人
[00:03:26.160 --> 00:03:28.160]  我們都有這種罪性
[00:03:28.160 --> 00:03:30.160]  所以人的罪性一出來的時候
[00:03:30.160 --> 00:03:32.160]  我們夫妻之間
[00:03:32.160 --> 00:03:33.160]  我們同事之間
[00:03:33.160 --> 00:03:35.160]  我們朋友之間
[00:03:35.160 --> 00:03:38.160]  可能就會出現那些人際張力
[00:03:38.160 --> 00:03:42.160]  我們怎樣可以去處人處得好呢
[00:03:42.160 --> 00:03:45.160]  聖經給我們是有教導的
[00:03:45.160 --> 00:03:47.160]  因為我們看羅馬書的時候
[00:03:47.160 --> 00:03:48.160]  你會看回上星期
[00:03:48.160 --> 00:03:52.160]  黃國峰傳動物跟我們講了一個很好的總結
[00:03:52.160 --> 00:03:55.160]  給我們看回頭十一章
[00:03:55.160 --> 00:03:57.160]  都是將這個主題的信息
[00:03:57.160 --> 00:04:01.160]  是神的義賜給一切相信耶穌基督的人
[00:04:01.160 --> 00:04:02.160]  這個就是福音
[00:04:02.160 --> 00:04:03.160]  是恩典
[00:04:03.160 --> 00:04:05.160]  是伯伯給我們的禮物
[00:04:05.160 --> 00:04:07.160]  福音本是神的大能
[00:04:07.160 --> 00:04:09.160]  要救一切相信的
[00:04:09.160 --> 00:04:11.160]  所以頭八章是解釋給我們知道
[00:04:11.160 --> 00:04:15.160]  神對人拯救那個恩典的過程是怎樣
[00:04:15.160 --> 00:04:18.160]  九至十一章這三章是講
[00:04:18.160 --> 00:04:20.160]  神沒有放棄祂的選民
[00:04:20.160 --> 00:04:24.160]  神怎樣對這個以色列人的信神
[00:04:24.160 --> 00:04:26.160]  頭十一章都要講明
[00:04:26.160 --> 00:04:27.160]  恩信稱義
[00:04:27.160 --> 00:04:29.160]  這個教義
[00:04:29.160 --> 00:04:30.160]  那個真理
[00:04:30.160 --> 00:04:31.160]  是神的禮物
[00:04:31.160 --> 00:04:32.160]  是恩典
[00:04:32.160 --> 00:04:34.160]  不是靠我們人去努力
[00:04:34.160 --> 00:04:35.160]  做好人
