
[00:00:00.000 --> 00:00:01.360]  等姐妹平安
[00:00:01.360 --> 00:00:04.460]  一個很傳統的
[00:00:04.460 --> 00:00:08.700]  名字 神愛世人
[00:00:08.700 --> 00:00:11.880]  我想大家回教會一段年日應該聽不少
[00:00:11.880 --> 00:00:15.520]  這一季是講約翰福音
[00:00:15.520 --> 00:00:20.660]  講到約翰福音 其實講一句金句
[00:00:20.660 --> 00:00:23.240]  一句經文 大家就基本上
[00:00:23.240 --> 00:00:26.620]  明白整卷約翰福音裏面的主旨
[00:00:26.620 --> 00:00:29.440]  在第二十章三十一節那裏
[00:00:29.440 --> 00:00:31.840]  來到它有這樣的記載
[00:00:31.840 --> 00:00:33.520]  但記者些事
[00:00:33.520 --> 00:00:36.940]  是叫你們信耶穌是基督
[00:00:36.940 --> 00:00:38.740]  是神的兒子
[00:00:38.740 --> 00:00:40.840]  並且叫你們信了他
[00:00:40.840 --> 00:00:43.360]  就可以因他的名得生命
[00:00:43.360 --> 00:00:47.200]  就差不多講完整卷約翰福音
[00:00:47.200 --> 00:00:49.380]  來到它帶出
[00:00:49.380 --> 00:00:51.760]  是想我們知道
[00:00:51.760 --> 00:00:53.960]  耶穌基督就是神的兒子
[00:00:53.960 --> 00:00:57.320]  信了祂 你就會得生命
[00:00:57.320 --> 00:01:00.220]  靠祂的名 就會得生命
[00:01:00.220 --> 00:01:02.220]  想問問大家
[00:01:02.220 --> 00:01:05.500]  因祂的名 得生命
[00:01:05.500 --> 00:01:08.800]  其實對你來講有什麼關係
[00:01:08.800 --> 00:01:11.780]  意義在哪裏
[00:01:11.780 --> 00:01:14.980]  上天堂 拿天堂的門卷
[00:01:14.980 --> 00:01:18.080]  是否就是這樣就可以了
[00:01:18.080 --> 00:01:20.800]  如果這樣 我們大概
[00:01:20.800 --> 00:01:23.800]  就要開始去想
[00:01:23.800 --> 00:01:26.080]  我們信了 決了截之後
[00:01:26.080 --> 00:01:29.060]  我們得到上天堂的確據
[00:01:29.060 --> 00:01:31.060]  但我們還有很多年
[00:01:31.060 --> 00:01:33.060]  來到它需要繼續
[00:01:33.060 --> 00:01:36.060]  來到它信靠 去過信徒的生活
[00:01:36.060 --> 00:01:38.060]  那裏我們就要去想
[00:01:38.060 --> 00:01:41.460]  究竟我們所謂何事
[00:01:41.460 --> 00:01:43.460]  其實當我們來到它
[00:01:43.460 --> 00:01:45.460]  再去想的時候 會不會
[00:01:45.460 --> 00:01:49.620]  生命是需要去流露
[00:01:49.620 --> 00:01:51.620]  和傳達
[00:01:51.620 --> 00:01:53.620]  然後在當中會不會藉著
[00:01:53.620 --> 00:01:56.620]  去服侍其他人
[00:01:56.620 --> 00:01:58.620]  藉著與人同行
[00:01:58.620 --> 00:02:00.620]  來去將這個生命
[00:02:00.620 --> 00:02:02.620]  來去傳達呢
[00:02:02.620 --> 00:02:05.620]  上帝想人得救
[00:02:05.620 --> 00:02:07.620]  因祂的名 得生命
[00:02:07.620 --> 00:02:11.620]  而這個主題訊息
[00:02:11.620 --> 00:02:14.620]  在當中透過同一個
[00:02:14.620 --> 00:02:17.620]  我可以說是同一個真發理財人
[00:02:17.620 --> 00:02:20.620]  展開了一段沉覓信仰
[00:02:20.620 --> 00:02:23.620]  沉真的一段對話
[00:02:23.620 --> 00:02:25.620]  經文大家可以由
[00:02:25.620 --> 00:02:30.620]  二章第23至25節
[00:02:30.620 --> 00:02:32.620]  那裏開始
[00:02:32.620 --> 00:02:34.620]  有一個背景
[00:02:34.620 --> 00:02:36.620]  經文由一班因為見到
[00:02:36.620 --> 00:02:38.620]  耶穌所行的神蹟
[00:02:38.620 --> 00:02:40.620]  亦都因為他所行的神蹟
[00:02:40.620 --> 00:02:42.620]  而信主的人開始
[00:02:42.620 --> 00:02:44.620]  經文講到耶穌
[00:02:44.620 --> 00:02:46.620]  卻不將他自己
[00:02:46.620 --> 00:02:48.620]  交託他們 因為
[00:02:48.620 --> 00:02:50.620]  他知道這班人
[00:02:50.620 --> 00:02:52.620]  因為看見神蹟
[00:02:52.620 --> 00:02:54.620]  然後施以信
[00:02:54.620 --> 00:02:56.620]  因為看見神蹟
[00:02:56.620 --> 00:02:58.620]  而信他們背後
[00:02:58.620 --> 00:03:00.620]  所帶著的動機
[00:03:00.620 --> 00:03:02.620]  人心裏所傳的
[00:03:02.620 --> 00:03:04.620]  主
[00:03:04.620 --> 00:03:06.620]  他不將自己
[00:03:06.620 --> 00:03:09.620]  來去交託給這班人
[00:03:09.620 --> 00:03:11.620]  丁子妹
[00:03:11.620 --> 00:03:15.620]  你是因為甚麼而信耶穌的
[00:03:15.620 --> 00:03:17.620]  是因為主自己
[00:03:17.620 --> 00:03:19.620]  還是因為主
[00:03:19.620 --> 00:03:21.620]  他所顯現的
[00:03:21.620 --> 00:03:23.620]  神蹟奇事
[00:03:23.620 --> 00:03:25.620]  然後信耶穌
[00:03:25.620 --> 00:03:27.620]  如果沒有這些神蹟奇事
[00:03:27.620 --> 00:03:29.620]  你會不會再信耶穌
[00:03:29.620 --> 00:03:31.620]  而當時
[00:03:31.620 --> 00:03:33.620]  這班人就是因為
[00:03:33.620 --> 00:03:35.620]  看見上帝的神蹟
[00:03:35.620 --> 00:03:37.620]  然後信
[00:03:37.620 --> 00:03:39.620]  之後
[00:03:39.620 --> 00:03:41.620]  在當中
[00:03:41.620 --> 00:03:43.620]  我們就會去想
[00:03:43.620 --> 00:03:45.620]  如果沒有了這些
[00:03:45.620 --> 00:03:47.620]  你為甚麼而信
[00:03:47.620 --> 00:03:49.620]  有時在當中
[00:03:49.620 --> 00:03:51.620]  我想大家都不會陌生
[00:03:51.620 --> 00:03:53.620]  我記得我在成長
[00:03:53.620 --> 00:03:55.620]  信主成長的過程裏
[00:03:55.620 --> 00:03:59.620]  有弟兄姊妹
[00:03:59.620 --> 00:04:01.620]  去拍拖
[00:04:01.620 --> 00:04:03.620]  去拍拖的時候
[00:04:03.620 --> 00:04:05.620]  他很經歷
[00:04:05.620 --> 00:04:07.620]  神的恩典
[00:04:07.620 --> 00:04:09.620]  講到神給他很多的
[00:04:09.620 --> 00:04:11.620]  印證 很多的帶領
[00:04:11.620 --> 00:04:13.620]  然後拍拖
[00:04:13.620 --> 00:04:15.620]  我們散了
[00:04:15.620 --> 00:04:17.620]  為甚麼?當初世神
[00:04:17.620 --> 00:04:19.620]  都是
[00:04:19.620 --> 00:04:21.620]  這是神
[00:04:21.620 --> 00:04:23.620]  給你的帶領
[00:04:23.620 --> 00:04:25.620]  但這個我又看見
[00:04:25.620 --> 00:04:27.620]  神又不帶領我了
[00:04:27.620 --> 00:04:31.620]  這個就是帶出
[00:04:31.620 --> 00:04:33.620]  上帝如果
[00:04:33.620 --> 00:04:35.620]  不按你的
[00:04:35.620 --> 00:04:37.620]  想法
[00:04:37.620 --> 00:04:39.620]  或者不按你的要求
