
[00:00:00.000 --> 00:00:08.000]  不知你們有無試過問神,即是問耶穌,耶穌,你可以爲我做些什麼?
[00:00:08.000 --> 00:00:13.000]  我不知你過去有無問過耶穌,你可以爲我做些什麼?
[00:00:13.000 --> 00:00:16.000]  有無人問過這個問題?
[00:00:16.000 --> 00:00:19.000]  耶穌,你可以爲我做些什麼?
[00:00:19.000 --> 00:00:22.000]  會不會覺得這個問題很過分呢?
[00:00:22.000 --> 00:00:25.000]  喂,我說耶穌可以爲你做什麼?
[00:00:25.000 --> 00:00:29.000]  你什麼人啊?耶穌爲你做事啊?
[00:00:30.000 --> 00:00:39.000]  但我不知道你們有無問過,有一個信徒在河水裏面撿到一塊石頭,他拿了一塊石頭上來,
[00:00:39.000 --> 00:00:45.000]  這個石頭很溼,他發覺很溼,又很硬,又很滑,
[00:00:45.000 --> 00:00:50.000]  他看這個石頭的時候發覺自己好像這塊石頭一樣,
[00:00:51.000 --> 00:01:01.000]  過去人生的風風雨雨這麼多年,自己都變得很硬,又很滑頭,好像這塊石頭一樣,
[00:01:01.000 --> 00:01:11.000]  他就將這個石頭打碎,打碎這個石頭的時候,他就發覺裏面是很乾的,
[00:01:11.000 --> 00:01:19.000]  石頭在河水裏面這麼多年,他發覺原來河水都沒有進入這塊石頭裏面,這塊石頭裏面還很乾,
[00:01:20.000 --> 00:01:25.000]  在那個時候他又發覺自己好像這塊石頭一樣,爲什麼呢?
[00:01:25.000 --> 00:01:31.000]  因爲他做了基督徒很多年,他信了耶穌很多年,他回了教會很多年,
[00:01:31.000 --> 00:01:38.000]  但他的內心仍然好像很枯乾,他的生命仍然好像很乾涸那樣,
[00:01:38.000 --> 00:01:47.000]  在那個時候他和神說,我不想再好像這塊石頭一樣,
[00:01:48.000 --> 00:01:55.000]  我希望好像那塊石頭一樣,我希望可以逆流而上,
[00:01:55.000 --> 00:02:01.000]  他看着那塊石頭的時候,他心裏面很累,他說他很累,
[00:02:01.000 --> 00:02:09.000]  但就在那個時候,在河水裏面突然有一條魚在河水裏面跳了上來,
[00:02:09.000 --> 00:02:13.000]  一直跳上來,一直跳上來,看到那條魚逆流而上,
[00:02:14.000 --> 00:02:19.000]  他那時候不禁問耶穌,他說耶穌,你可以爲我做些什麼?
[00:02:19.000 --> 00:02:23.000]  你可不可以幫我,可以像這條魚一樣逆流而上?
[00:02:23.000 --> 00:02:28.000]  你可不可以給我一個生命,不是再像這塊石頭一樣,
[00:02:28.000 --> 00:02:31.000]  而是像這條魚一樣可以逆流而上?
[00:02:31.000 --> 00:02:36.000]  我想你的人生裏面曾經都會遇過逆流,
[00:02:37.000 --> 00:02:44.000]  在逆流裏面你有沒有想過,你可以問耶穌,你可以爲我做些什麼?
[00:02:44.000 --> 00:02:49.000]  因爲沒有基督的生命,沒有耶穌的生命,
[00:02:49.000 --> 00:02:53.000]  你人生頂多可能是那塊石頭,
[00:02:53.000 --> 00:02:59.000]  但你就不能像那條魚一樣逆流而上,因爲你沒有基督的生命,
[00:02:59.000 --> 00:03:04.000]  沒有基督的生命是因爲我們沒有問神,你可以爲我做些什麼?
[00:03:05.000 --> 00:03:11.000]  不要覺得這個問題很過分,只要你的態度對,只要你的語氣好,
[00:03:11.000 --> 00:03:16.000]  只要你正確去問,耶穌基督會爲你做很多事情,
[00:03:16.000 --> 00:03:19.000]  是你人生當中你想不到的。
[00:03:19.000 --> 00:03:24.000]  昔日哥羅西教會的信徒他都問這個問題,
[00:03:24.000 --> 00:03:27.000]  他說耶穌可以爲我們做些什麼?
[00:03:27.000 --> 00:03:31.000]  不過他問的時候就不是很正確了,
[00:03:32.000 --> 00:03:36.000]  他是抱着一個懷疑的態度,抱着一個責問的態度,
[00:03:36.000 --> 00:03:41.000]  他怎麼問呢?他說耶穌你可以爲我做些什麼?
[00:03:41.000 --> 00:03:47.000]  耶穌你可以爲我做些什麼?我在這樣的光景,我在這個苦難裏面,我在這個逆境裏面,
[00:03:47.000 --> 00:03:51.000]  我在哥羅西教會受到逼迫的裏面,你可以爲我做些什麼?
[00:03:51.000 --> 00:04:00.000]  這個是當日哥羅西教會他問的態度,同一個問題,但用不同的態度。
[00:04:01.000 --> 00:04:05.000]  爲什麼呢?爲什麼他會用這種態度,爲什麼會質疑呢?
[00:04:05.000 --> 00:04:12.000]  我們首先要了解一下哥羅西教會的背景。
[00:04:12.000 --> 00:04:22.000]  當耶穌基督昇天,復活昇天之後,半個世紀之後,半個世紀即是五十年左右,
[00:04:22.000 --> 00:04:26.000]  福音纔去到哥羅西這個地方。
[00:04:27.000 --> 00:04:36.000]  怎麼傳到那裏呢?哥羅西書的作者你們知道是誰吧?保羅。
[00:04:36.000 --> 00:04:41.000]  但是哥羅西教會並不是保羅自己親手建立的,
[00:04:41.000 --> 00:04:47.000]  他是差遣一個同工叫爾巴弗將福音帶到哥羅西這個地方。
[00:04:47.000 --> 00:04:56.000]  我有一張地圖,哥羅西是在小亞細亞的一個城市,
[00:04:57.000 --> 00:05:04.000]  因爲附近有好幾個城市都出名的,因爲在哥羅西書裏面都有記載,
[00:05:04.000 --> 00:05:07.000]  一個是努底加,一個是希拉玻納。
[00:05:08.000 --> 00:05:27.000]  遠一點的伊弗所就是當時保羅在伊弗所三年傳道的時候,差遣他的同工爾巴弗去到哥羅西那一帶建立教會。
[00:05:27.000 --> 00:05:32.000]  亞細亞其實就是現在的土耳其。
[00:05:33.000 --> 00:05:44.000]  如果你去過,你會發覺土耳其很特別的,土耳其的西邊和東邊很大分歧的。
[00:05:44.000 --> 00:05:46.000]  今天不詳細講土耳其。
[00:05:46.000 --> 00:05:56.000]  我們講回哥羅西的時候,哥羅西就是這個地方,就是保羅差遣爾巴弗去到那裏建立這個教會。
[00:05:56.000 --> 00:06:02.000]  所以很多的情況保羅都是從爾巴弗的口中得知到的。
