
[00:00:00.000 --> 00:00:02.000]  我們一起來禱告
[00:00:02.000 --> 00:00:04.000]  現在主我們再次來到你的寶座前
[00:00:04.000 --> 00:00:06.000]  來思想你的話語
[00:00:06.000 --> 00:00:08.000]  求你聖靈的工作在我們裡頭
[00:00:08.000 --> 00:00:10.000]  向我們的心來說話
[00:00:10.000 --> 00:00:13.000]  主讓我們明白你話語中的奇妙
[00:00:13.000 --> 00:00:16.000]  求你聖靈來啟示我們
[00:00:16.000 --> 00:00:19.000]  謝謝你讓我們聚集在你面前
[00:00:19.000 --> 00:00:22.000]  就帶出你天上的恩高與能力
[00:00:22.000 --> 00:00:26.000]  幫助我們來懂得你屬靈的事情
[00:00:26.000 --> 00:00:30.000]  謝謝主奉耶穌基督的名禱告 阿們
[00:00:30.000 --> 00:00:32.000]  這段經文裡面我不知道你讀了以後
[00:00:32.000 --> 00:00:34.000]  你的印象是什麼
[00:00:34.000 --> 00:00:38.000]  我覺得大部分人都會看到有一節經文
[00:00:38.000 --> 00:00:40.000]  哪一節
[00:00:40.000 --> 00:00:43.000]  從心得力如應展示上人
[00:00:43.000 --> 00:00:45.000]  而且奔跑不困倦
[00:00:45.000 --> 00:00:47.000]  行走卻不疲乏
[00:00:47.000 --> 00:00:48.000]  我們覺得太棒了
[00:00:48.000 --> 00:00:49.000]  這個是我們的運氣
[00:00:49.000 --> 00:00:51.000]  這是賞給我們的運氣
[00:00:51.000 --> 00:00:53.000]  但是這段經文裡面你如果仔細看
[00:00:53.000 --> 00:00:55.000]  它重複很多個字眼
[00:00:55.000 --> 00:00:57.000]  是什麼
[00:00:57.000 --> 00:01:01.000]  疲倦 困困
[00:01:01.000 --> 00:01:03.000]  其他的軟弱是沒有力氣
[00:01:03.000 --> 00:01:05.000]  你會發現它一直在重複
[00:01:05.000 --> 00:01:10.000]  疲倦 困頓 軟弱 無力
[00:01:10.000 --> 00:01:12.000]  好幾次
[00:01:12.000 --> 00:01:19.000]  這段經文在寫給那一些在疲乏的人
[00:01:19.000 --> 00:01:23.000]  那一些學一個自己在困困當中的人
[00:01:23.000 --> 00:01:26.000]  這段經文來幫助我們去思想
[00:01:26.000 --> 00:01:32.000]  當我們在疲乏 困倦 軟弱 無力的時候
[00:01:32.000 --> 00:01:33.000]  該怎麼辦
[00:01:33.000 --> 00:01:37.000]  其實聖經裡面這段經文裡面的力量
[00:01:37.000 --> 00:01:40.000]  那些力氣
[00:01:40.000 --> 00:01:44.000]  其實它有兩種向度的字眼
[00:01:44.000 --> 00:01:45.000]  其實它有三個字
[00:01:45.000 --> 00:01:48.000]  但是它大概規劃成兩個方向
[00:01:48.000 --> 00:01:51.000]  一個也可以指財富的缺乏
[00:01:51.000 --> 00:01:54.000]  一個踩個身體沒有力氣
[00:01:54.000 --> 00:01:57.000]  甚至沒有繁殖的能力
[00:01:57.000 --> 00:02:00.000]  所以其實聖經在告訴我們一個很重要的事情
[00:02:00.000 --> 00:02:02.000]  就是當我們現在那個你覺得是絕境
[00:02:02.000 --> 00:02:06.000]  而且你覺得沒有辦法的時候
[00:02:06.000 --> 00:02:09.000]  這段經文是可以幫助我們的
[00:02:09.000 --> 00:02:10.000]  我不知道Kishomen
[00:02:10.000 --> 00:02:13.000]  你有沒有經歷到各樣的艱難
[00:02:13.000 --> 00:02:15.000]  你有沒有服事到一個你覺得沒有力氣
[00:02:15.000 --> 00:02:17.000]  或是你做了一些事情
[00:02:17.000 --> 00:02:19.000]  你覺得別人誤會你
[00:02:19.000 --> 00:02:22.000]  別人不是按照你所想的
[00:02:22.000 --> 00:02:23.000]  你對他很好
[00:02:23.000 --> 00:02:26.000]  但是他卻不給你好個臉色
[00:02:26.000 --> 00:02:29.000]  你做了一些事情
[00:02:29.000 --> 00:02:31.000]  但是你卻不知道為什麼有那些結局
[00:02:31.000 --> 00:02:32.000]  你覺得很痛苦
[00:02:32.000 --> 00:02:33.000]  你覺得不知道該怎麼行
[00:02:33.000 --> 00:02:37.000]  甚至你覺得力氣當中已經沒有力量了
[00:02:37.000 --> 00:02:39.000]  但是好像環境還要逼我們
[00:02:39.000 --> 00:02:42.000]  或是環境還要推我們再往前走
[00:02:42.000 --> 00:02:44.000]  那怎麼辦呢
[00:02:44.000 --> 00:02:46.000]  我們選擇什麼呢
[00:02:46.000 --> 00:02:49.000]  這段經文是來給這樣一個人
[00:02:49.000 --> 00:02:52.000]  特別這段經文是來幫助我們去思想
[00:02:52.000 --> 00:02:54.000]  到底什麼才是重要的
[00:02:54.000 --> 00:02:59.000]  什麼是我們所要面對的一個真正的場所
[00:02:59.000 --> 00:03:04.000]  忘記了好像幾個月前有跟你們分享過
[00:03:04.000 --> 00:03:09.000]  我看天下雜誌有提到關乎休息這件事情
[00:03:09.000 --> 00:03:11.000]  就是我們常常覺得疲倦
[00:03:11.000 --> 00:03:13.000]  所以我們要去休息
[00:03:13.000 --> 00:03:15.000]  我們需要做一些轉換
[00:03:15.000 --> 00:03:19.000]  那他就提到說其實我們的疲倦有幾種
[00:03:19.000 --> 00:03:21.000]  他有提到我記得最印象的就是說
[00:03:21.000 --> 00:03:24.000]  他們的疲倦有一種是身體的疲倦
[00:03:24.000 --> 00:03:27.000]  身體的疲倦你就應該好好去休息就好了
[00:03:27.000 --> 00:03:29.000]  去睡一大覺就可以了
[00:03:29.000 --> 00:03:31.000]  他說很多人不是這樣做的
