
[00:00:00.000 --> 00:00:03.800]  其實今天很早回來
[00:00:03.800 --> 00:00:07.080]  通常我講道的週末都會很早回來
[00:00:07.080 --> 00:00:10.480]  亦都有代禱者為我祈禱
[00:00:10.480 --> 00:00:11.320]  我都很感恩
[00:00:11.320 --> 00:00:14.280]  因為在祈禱裏也給我一個很大的鼓勵
[00:00:14.280 --> 00:00:17.280]  讓我們能夠繼續在服事的裏面
[00:00:17.280 --> 00:00:18.800]  在不同的階段裏面
[00:00:18.800 --> 00:00:21.400]  甚至在不同的年紀裏面
[00:00:21.400 --> 00:00:23.600]  我們都能夠繼續去服事神
[00:00:23.600 --> 00:00:28.400]  今天去到這個門徒系列是最後一位
[00:00:28.400 --> 00:00:33.080]  我一直都不講這個門徒的原因
[00:00:33.080 --> 00:00:34.880]  就是因為我覺得真的很難講
[00:00:34.880 --> 00:00:39.960]  因為這個門徒就是出賣耶穌的猶太
[00:00:39.960 --> 00:00:42.320]  其實某個情況他真的頗為出名
[00:00:42.320 --> 00:00:43.440]  在聖經裏面
[00:00:43.440 --> 00:00:44.720]  他出名到一個地步
[00:00:44.720 --> 00:00:46.680]  其實我覺得經文記載他
[00:00:46.680 --> 00:00:49.920]  很多地方都有講到關於猶太
[00:00:49.920 --> 00:00:51.360]  但是我經常都講
[00:00:51.360 --> 00:00:54.600]  我們絕對不會將我們的下一代
[00:00:54.600 --> 00:00:57.120]  改英文名是改猶太
[00:00:57.120 --> 00:01:01.440]  因為覺得改猶太不容易出賣我
[00:01:01.440 --> 00:01:03.480]  是一個很大的挑戰
[00:01:03.480 --> 00:01:06.080]  所以換言之一個這麼出名的門徒
[00:01:06.080 --> 00:01:07.240]  去到一個地步
[00:01:07.240 --> 00:01:10.240]  我們反而不夠膽將這個名字
[00:01:10.240 --> 00:01:11.720]  成為了我們的下一代
[00:01:11.720 --> 00:01:16.120]  的確是一個不容易講的門徒的訊息
[00:01:16.120 --> 00:01:19.880]  但一方面當我自己去思考這篇講道的時候
[00:01:19.880 --> 00:01:21.760]  我發現我讀中學的時候
[00:01:21.760 --> 00:01:23.720]  讀中學的時候很多年前
[00:01:23.720 --> 00:01:27.120]  今年還是明年 我畢業50多年了
[00:01:27.120 --> 00:01:30.200]  我記得中學的時候讀聖經科
[00:01:30.200 --> 00:01:34.720]  有一次聖經老師講了一個故事
[00:01:34.720 --> 00:01:36.440]  這個故事當時我心想
[00:01:36.440 --> 00:01:39.800]  「搞錯啊 這樣也有的 這樣的老師」
[00:01:39.800 --> 00:01:42.680]  他說有一個聖經老師曾經考試
[00:01:42.680 --> 00:01:46.000]  出了兩條題目給學生
[00:01:46.000 --> 00:01:51.840]  一條是你認識的神是怎樣的神
[00:01:51.840 --> 00:01:55.360]  第二是你認識撒旦是怎樣的撒旦
[00:01:55.360 --> 00:01:56.560]  兩條題目
[00:01:56.560 --> 00:01:59.720]  其實出了這條題目也不是出奇的
[00:01:59.720 --> 00:02:01.800]  以前我中學的時候有一個老師
[00:02:01.800 --> 00:02:04.280]  他的綽號叫殘忍母
[00:02:04.280 --> 00:02:06.320]  大家知道甚麼是殘忍母
[00:02:06.320 --> 00:02:08.480]  他的評分是很嚴的
[00:02:08.480 --> 00:02:10.760]  他永遠考試都是出兩條題目
[00:02:10.760 --> 00:02:13.320]  他是教物理的
[00:02:13.320 --> 00:02:14.920]  就是出兩條題目
[00:02:14.920 --> 00:02:16.880]  一天是50分 一天是0分 一天是100分
[00:02:16.880 --> 00:02:17.920]  就是這樣的
[00:02:17.920 --> 00:02:20.280]  我試多數都是0分
[00:02:20.280 --> 00:02:23.360]  這個聖經老師就說
[00:02:23.360 --> 00:02:26.920]  全班只有一個100分
[00:02:26.920 --> 00:02:28.480]  我想一個100分
[00:02:28.480 --> 00:02:30.520]  當然是答完兩條題目
[00:02:30.520 --> 00:02:32.560]  答得很精彩
[00:02:32.560 --> 00:02:34.000]  結果不是
[00:02:34.000 --> 00:02:36.080]  他給學生100分
[00:02:36.080 --> 00:02:39.560]  是因為那個學生只答一條題目
[00:02:39.560 --> 00:02:42.200]  大家猜猜他答哪條題目
[00:02:42.200 --> 00:02:44.440]  二號老師給他100分
[00:02:44.440 --> 00:02:47.440]  答神還是答撒旦
[00:02:47.440 --> 00:02:48.960]  答神他舉手
[00:02:48.960 --> 00:02:50.400]  我做了調查
[00:02:50.400 --> 00:02:51.880]  撒旦舉手
[00:02:51.880 --> 00:02:54.480]  他們錯了
[00:02:54.480 --> 00:02:55.760]  他說他答神
[00:02:55.760 --> 00:02:57.920]  因為這個學生很聰明
[00:02:57.920 --> 00:03:01.080]  他說我的思想被神霸佔了
[00:03:01.080 --> 00:03:03.920]  根本不去想撒旦
[00:03:03.920 --> 00:03:05.840]  結果他100分
[00:03:05.840 --> 00:03:07.080]  當然我心裏不敢寫
[00:03:07.080 --> 00:03:08.440]  怎麼搞的
[00:03:08.440 --> 00:03:11.640]  考試這樣寫真是取巧
[00:03:11.640 --> 00:03:13.040]  或者可能是一個故事
[00:03:13.040 --> 00:03:14.520]  我不知道是真是假
[00:03:14.520 --> 00:03:16.560]  但是我們的心
[00:03:16.560 --> 00:03:19.840]  絕對不會說他對撒旦的認識
[00:03:19.840 --> 00:03:22.960]  是完全無知
[00:03:22.960 --> 00:03:24.240]  因為我們明白今天
[00:03:24.240 --> 00:03:25.760]  我們所信的神
[00:03:25.760 --> 00:03:27.440]  的確掌管一切
[00:03:27.440 --> 00:03:29.120]  但我們也不能否定
[00:03:29.120 --> 00:03:30.520]  在《耳福所書》那邊說
[00:03:30.520 --> 00:03:32.720]  撒旦是空中的掌權者
[00:03:32.720 --> 00:03:35.680]  而耶穌曾經出來侍奉之先
[00:03:35.680 --> 00:03:39.160]  他也受到撒旦有三次的試探
[00:03:39.160 --> 00:03:40.960]  以致我們不能否定
[00:03:40.960 --> 00:03:44.120]  我們去認識撒旦的一些作為
[00:03:44.120 --> 00:03:46.560]  今天當我思考這方面的時候
[00:03:46.560 --> 00:03:47.920]  我的題目就是
[00:03:47.920 --> 00:03:57.360]  一念之差的猶大
[00:03:57.360 --> 00:03:58.520]  一個思想
[00:03:58.520 --> 00:04:01.160]  一念就出賣耶穌
[00:04:01.160 --> 00:04:03.640]  為什麼我會用這個題目
[00:04:03.640 --> 00:04:06.360]  因為我絕對深信
[00:04:06.360 --> 00:04:09.760]  猶大在初初跟隨耶穌的時候
[00:04:09.760 --> 00:04:13.040]  絕對不會想出賣耶穌
[00:04:13.040 --> 00:04:15.200]  我這樣想 絕對不會
[00:04:15.200 --> 00:04:18.520]  就等於很多人的婚姻一樣
[00:04:18.520 --> 00:04:20.000]  當你結婚那一天
[00:04:20.000 --> 00:04:22.480]  紅地毯在教會前面
[00:04:22.480 --> 00:04:24.640]  去到牧師面前去證婚的時候
[00:04:24.640 --> 00:04:28.640]  我深信沒有一對新人在那裡說
[00:04:28.640 --> 00:04:30.400]  何時離婚 何時離婚
[00:04:30.400 --> 00:04:31.840]  他不會的 是吧
[00:04:31.840 --> 00:04:32.560]  一定不會
[00:04:32.560 --> 00:04:34.640]  我覺得正常是不會的
[00:04:34.640 --> 00:04:36.960]  你結婚不會想著離婚
[00:04:36.960 --> 00:04:40.600]  換言之 我深信當一個猶大
[00:04:40.600 --> 00:04:47.360]  去面對出賣耶穌的過程一定會有些掙扎
[00:04:47.360 --> 00:04:51.360]  當然 究竟在我自己的侍奉那邊
[00:04:51.360 --> 00:04:52.960]  有時候我都會想
[00:04:52.960 --> 00:04:55.360]  經常聽到弟兄姊妹會問我兩個問題
[00:04:55.360 --> 00:04:57.080]  關於猶大
[00:04:57.080 --> 00:04:59.480]  第一個問題是
[00:04:59.480 --> 00:05:01.480]  為什麼選擇猶大
[00:05:01.480 --> 00:05:03.320]  為什麼不選擇彼得
[00:05:03.320 --> 00:05:07.200]  十二個門徒 每一個都可以選擇
[00:05:07.200 --> 00:05:08.600]  第二個問題
[00:05:08.600 --> 00:05:11.960]  最近師母經常跟我談
[00:05:11.960 --> 00:05:17.120]  究竟猶大得不得救
[00:05:17.120 --> 00:05:18.160]  第一個問題
[00:05:18.160 --> 00:05:20.000]  真的 為什麼選擇猶大
[00:05:20.000 --> 00:05:23.760]  第二 究竟猶大得不得救
[00:05:23.760 --> 00:05:25.920]  中國有一個很出名的傳道人
[00:05:25.920 --> 00:05:28.320]  叫做王明道
[00:05:28.320 --> 00:05:32.400]  王明道先生曾經為主坐牢
[00:05:32.400 --> 00:05:36.000]  坐了二十多年 在中國國內
[00:05:36.000 --> 00:05:39.320]  但當他被釋放後
[00:05:39.320 --> 00:05:40.920]  有人採訪他
[00:05:40.920 --> 00:05:45.720]  問他在二十多年的監獄生活中
[00:05:45.720 --> 00:05:47.000]  他如何度過
[00:05:47.000 --> 00:05:48.280]  二十多年了
[00:05:48.280 --> 00:05:52.200]  不是兩年 而是二十多年
[00:05:52.200 --> 00:05:55.800]  他就說了他自己在監獄中的一些情況
[00:05:55.800 --> 00:05:57.160]  他說了兩件事
[00:05:57.160 --> 00:06:01.280]  第一 我手上沒有聖經
[00:06:01.280 --> 00:06:05.280]  但他每一天靠一首詩歌
[00:06:05.280 --> 00:06:07.520]  來鼓勵他
[00:06:07.520 --> 00:06:09.880]  來過每一天的生活
[00:06:09.880 --> 00:06:12.280]  當然這首詩歌絕對不是札美之傳
[00:06:12.280 --> 00:06:14.360]  因為札美之傳那時還沒有
[00:06:14.360 --> 00:06:15.760]  它是一首詩歌
[00:06:15.760 --> 00:06:19.680]  叫做「主凡事引導」
[00:06:19.680 --> 00:06:22.080]  信主內的人一定會認識
[00:06:22.080 --> 00:06:26.200]  All the way my saviour leads me
[00:06:26.200 --> 00:06:29.520]  耶穌基督一生來引導他
[00:06:29.520 --> 00:06:32.480]  All the way my saviour leads me
[00:06:32.480 --> 00:06:34.760]  一首很好聽的詩歌
[00:06:34.760 --> 00:06:38.320]  他說他每天用這首詩歌去肯定
[00:06:38.320 --> 00:06:43.440]  神仍然帶著他在監獄裡的每一天的生活
[00:06:43.440 --> 00:06:44.960]  第二 他就說
[00:06:44.960 --> 00:06:48.160]  縱然在艱難的日子當中
[00:06:48.160 --> 00:06:50.840]  真的很不容易過的日子
[00:06:50.840 --> 00:06:53.760]  他說他曾經做過彼得
[00:06:53.760 --> 00:06:55.360]  但沒有做過猶大
[00:06:55.360 --> 00:06:56.840]  大家會明白什麼意思
[00:06:56.840 --> 00:06:58.680]  彼得和猶大
[00:06:58.680 --> 00:07:02.080]  就是彼得曾經三次不認主
[00:07:02.080 --> 00:07:06.240]  但是猶大就出賣主
[00:07:06.240 --> 00:07:07.520]  他說我做過彼得
[00:07:07.520 --> 00:07:08.760]  我真的試過不認祂
[00:07:08.760 --> 00:07:10.040]  去到很辛苦的時候
[00:07:10.040 --> 00:07:11.880]  但我從來沒有出賣過祂
[00:07:11.880 --> 00:07:14.440]  這個自居行間給我們一個感覺
[00:07:14.440 --> 00:07:15.920]  就是說
[00:07:15.920 --> 00:07:20.280]  難道不認耶穌的罪小一點嗎?
[00:07:20.280 --> 00:07:21.600]  出賣的罪大一點
[00:07:21.600 --> 00:07:22.920]  就是一個感覺
[00:07:22.920 --> 00:07:25.400]  但是聖經那邊經常都跟我們提的
[00:07:25.400 --> 00:07:27.520]  其實罪是無分大小
[00:07:27.520 --> 00:07:30.640]  唯一在聖經那邊說到的就是
[00:07:30.640 --> 00:07:32.520]  所有的罪都可以赦免
[00:07:32.520 --> 00:07:34.000]  唯一一個罪就是
[00:07:34.000 --> 00:07:37.000]  攝逐聖靈是罪不得赦
[00:07:37.000 --> 00:07:37.960]  很多人都說
[00:07:37.960 --> 00:07:40.200]  難道聖靈大過聖子嗎?
[00:07:40.200 --> 00:07:41.480]  不是這個意思
[00:07:41.480 --> 00:07:43.480]  其實在攝逐聖靈來說
[00:07:43.480 --> 00:07:45.480]  就是在解經家來說
