
[00:00:00.000 --> 00:00:04.000]  我們應當凡事藉著禱告祈求和感謝
[00:00:04.000 --> 00:00:07.000]  我們傳言的是將我們所需要的告訴神
[00:00:07.000 --> 00:00:10.000]  我們真的在每一個人生
[00:00:10.000 --> 00:00:12.000]  無論你今天的歷程
[00:00:12.000 --> 00:00:14.000]  你遭遇什麼事情
[00:00:14.000 --> 00:00:17.000]  或者你要面對什麼選擇
[00:00:17.000 --> 00:00:20.000]  你都需要好好地學習
[00:00:20.000 --> 00:00:21.000]  謙卑自己
[00:00:21.000 --> 00:00:23.000]  去聆聽上帝的聲音
[00:00:23.000 --> 00:00:26.000]  讓我們今天看回我們的題目
[00:00:26.000 --> 00:00:29.000]  就是我們瑞士出賣主的人
[00:00:29.000 --> 00:00:32.000]  我們來到馬可福音第十五章
[00:00:32.000 --> 00:00:34.000]  和大家稍為溫習一下
[00:00:34.000 --> 00:00:37.000]  十四章我們用了三堂的時間
[00:00:37.000 --> 00:00:39.000]  我們來看到
[00:00:39.000 --> 00:00:43.000]  如何為主來到香高
[00:00:43.000 --> 00:00:46.000]  來抹主的腳
[00:00:46.000 --> 00:00:48.000]  用祂的頭髮去抹光
[00:00:48.000 --> 00:00:50.000]  這是預表主耶穌
[00:00:50.000 --> 00:00:52.000]  是要為我們去死
[00:00:52.000 --> 00:00:53.000]  上十字架的
[00:00:53.000 --> 00:00:56.000]  而耶穌設立聖餐這件事
[00:00:56.000 --> 00:00:58.000]  我們看見聖餐的無教餅
[00:00:58.000 --> 00:01:00.000]  是預表主的身體
[00:01:00.000 --> 00:01:01.000]  為我們抹開
[00:01:01.000 --> 00:01:03.000]  要還清我們每一個人犯罪
[00:01:03.000 --> 00:01:05.000]  所需要付的那個代價
[00:01:05.000 --> 00:01:06.000]  而最後
[00:01:06.000 --> 00:01:09.000]  舊約這麼多的很多預言
[00:01:09.000 --> 00:01:12.000]  都是指向這位彌賽亞耶穌基督
[00:01:12.000 --> 00:01:13.000]  祂降生為人
[00:01:13.000 --> 00:01:16.000]  最後為我們走這條苦路
[00:01:16.000 --> 00:01:17.000]  是釘身在十字架
[00:01:17.000 --> 00:01:19.000]  而今天馬可福音
[00:01:19.000 --> 00:01:21.000]  我們去到第十五章
[00:01:21.000 --> 00:01:23.000]  就是整個過程也都很清楚
[00:01:23.000 --> 00:01:24.000]  和我們說
[00:01:24.000 --> 00:01:27.000]  主被帶到去比拉多面前受審
[00:01:27.000 --> 00:01:28.000]  被定罪
[00:01:28.000 --> 00:01:30.000]  然後被鞭打
[00:01:30.000 --> 00:01:31.000]  釘身十架
[00:01:31.000 --> 00:01:33.000]  以及安葬在墓穴
[00:01:33.000 --> 00:01:36.000]  我們會分幾堂來分享
[00:01:36.000 --> 00:01:38.000]  我今天先和大家分享
[00:01:38.000 --> 00:01:40.000]  就是頭一個大的段落
[00:01:40.000 --> 00:01:42.000]  頭的十五節
[00:01:42.000 --> 00:01:44.000]  是講到一個猶太人
[00:01:44.000 --> 00:01:45.000]  就是我們這位主耶穌
[00:01:45.000 --> 00:01:48.000]  被拉到去一個外邦人的
[00:01:48.000 --> 00:01:52.000]  一個審判的法庭裡面
[00:01:52.000 --> 00:01:55.000]  因為當時猶太人
[00:01:55.000 --> 00:01:57.000]  他們這個巴勒斯坦地
[00:01:57.000 --> 00:01:59.000]  是被羅馬帝國管轄的
[00:01:59.000 --> 00:02:01.000]  這個羅馬巡撫就是比拉多
[00:02:01.000 --> 00:02:04.000]  比拉多多次的審問耶穌
[00:02:04.000 --> 00:02:07.000]  其實他審不到耶穌有任何的罪
[00:02:07.000 --> 00:02:11.000]  但是在他這些這麼清楚的證據底下
[00:02:11.000 --> 00:02:13.000]  他怎樣來到是
[00:02:13.000 --> 00:02:17.000]  明明有他的良知呼喚他
[00:02:17.000 --> 00:02:19.000]  這個是一個異人
[00:02:19.000 --> 00:02:20.000]  但是為什麼到最後
[00:02:20.000 --> 00:02:22.000]  他都是選擇了
[00:02:22.000 --> 00:02:27.000]  將耶穌交到德利奧處決
[00:02:27.000 --> 00:02:29.000]  這個不義的過程
[00:02:29.000 --> 00:02:31.000]  我們都需要研究一下
[00:02:31.000 --> 00:02:34.000]  所以讓我們進入現場
[00:02:34.000 --> 00:02:36.000]  我們進入聖經
[00:02:36.000 --> 00:02:39.000]  在當時耶穌那個年代
[00:02:39.000 --> 00:02:41.000]  我們要明白那些背景
[00:02:41.000 --> 00:02:45.000]  也都要代入那些角色
[00:02:45.000 --> 00:02:46.000]  我盼望今天
[00:02:46.000 --> 00:02:48.000]  我們沒有一個人坐在這裡聽到
[00:02:48.000 --> 00:02:50.000]  你以為你是旁聽
[00:02:50.000 --> 00:02:52.000]  你以為是在看一場戲
[00:02:52.000 --> 00:02:53.000]  不是
[00:02:53.000 --> 00:02:56.000]  你和我都好像要回到
[00:02:56.000 --> 00:02:58.000]  當日這個法庭裡面
[00:02:58.000 --> 00:03:00.000]  究竟你是屬於哪一個人
[00:03:00.000 --> 00:03:01.000]  我們一起祈禱
[00:03:01.000 --> 00:03:04.000]  天父我求你張開我們的眼
[00:03:04.000 --> 00:03:06.000]  也打開我們的耳朵
[00:03:06.000 --> 00:03:08.000]  讓我們的心靈
[00:03:08.000 --> 00:03:10.000]  有這一份謙卑受教的心
[00:03:10.000 --> 00:03:12.000]  主要是願你的聖靈
[00:03:12.000 --> 00:03:14.000]  將你的聖言打開
[00:03:14.000 --> 00:03:15.000]  你感動我們
[00:03:15.000 --> 00:03:17.000]  讓我們在哪個地方
[00:03:17.000 --> 00:03:19.000]  我們軟弱失敗跌倒犯罪
[00:03:19.000 --> 00:03:22.000]  就在何處我們要重新站立
[00:03:22.000 --> 00:03:24.000]  我們要重新興起
[00:03:24.000 --> 00:03:25.000]  為主的國
[00:03:25.000 --> 00:03:28.000]  為主的託付給我們的福音
[00:03:28.000 --> 00:03:29.000]  我們至死忠心
[00:03:29.000 --> 00:03:31.000]  我們要見證
[00:03:31.000 --> 00:03:34.000]  是我們這位從死裡頭復活的主耶穌
[00:03:34.000 --> 00:03:37.000]  你是不惜付最高的代價
[00:03:37.000 --> 00:03:39.000]  為我們眾人的罪
[00:03:39.000 --> 00:03:40.000]  犧牲了你自己
[00:03:40.000 --> 00:03:41.000]  主啊
[00:03:41.000 --> 00:03:44.000]  其實我們每一個人都有份參與
[00:03:44.000 --> 00:03:45.000]  是出賣主
[00:03:45.000 --> 00:03:48.000]  求你給我們今天再一次
[00:03:48.000 --> 00:03:50.000]  心被陰禁
[00:03:50.000 --> 00:03:51.000]  我們很好
[00:03:51.000 --> 00:03:52.000]  在你面前
[00:03:52.000 --> 00:03:53.000]  我們學習
[00:03:53.000 --> 00:03:55.000]  來回到你自己的
[00:03:55.000 --> 00:03:57.000]  私恩助前
[00:03:57.000 --> 00:03:59.000]  我們一起同心禱告
[00:03:59.000 --> 00:04:00.000]  奉主名求
[00:04:00.000 --> 00:04:01.000]  阿們
[00:04:01.000 --> 00:04:04.000]  好 我們看這一段的經文
[00:04:04.000 --> 00:04:07.000]  是首先頭五節
[00:04:07.000 --> 00:04:08.000]  我們一起來讀
[00:04:08.000 --> 00:04:10.000]  一到早晨
[00:04:10.000 --> 00:04:12.000]  眾祭司長
[00:04:12.000 --> 00:04:13.000]  長老
[00:04:13.000 --> 00:04:14.000]  民事
[00:04:14.000 --> 00:04:15.000]  和全議會的人
[00:04:15.000 --> 00:04:17.000]  大家相議
[00:04:17.000 --> 00:04:19.000]  就擺耶穌綁著
[00:04:19.000 --> 00:04:20.000]  解去
[00:04:20.000 --> 00:04:21.000]  交給彼拉多
[00:04:21.000 --> 00:04:22.000]  彼拉多問他
[00:04:22.000 --> 00:04:24.000]  你是猶太人的王嗎
[00:04:24.000 --> 00:04:26.000]  耶穌回答
[00:04:26.000 --> 00:04:28.000]  是你說的
[00:04:28.000 --> 00:04:30.000]  這一段的經文一開始說
[00:04:30.000 --> 00:04:31.000]  一到早晨
[00:04:31.000 --> 00:04:33.000]  其實這個是
