
[00:00:00.000 --> 00:00:03.000]  感謝主,我們一同同心祈禱
[00:00:03.000 --> 00:00:05.000]  親愛的天王,我們感謝祢的恩典
[00:00:05.000 --> 00:00:08.000]  賜我們有機會來思想祢的說話
[00:00:08.000 --> 00:00:11.000]  附和我們求聖靈在我們當中運行
[00:00:11.000 --> 00:00:13.000]  讓我們講得清楚
[00:00:13.000 --> 00:00:16.000]  聽得明白榮耀主的名
[00:00:16.000 --> 00:00:18.000]  奉耶穌基督的名祈禱
[00:00:18.000 --> 00:00:19.000]  阿門
[00:00:19.000 --> 00:00:25.000]  上星期我們已經看過《約翰福音》十四章
[00:00:25.000 --> 00:00:28.000]  主耶穌開始介紹聖靈
[00:00:28.000 --> 00:00:31.000]  希望大家記得《約翰福音》
[00:00:31.000 --> 00:00:35.000]  其實由十三章到第十六章
[00:00:35.000 --> 00:00:37.000]  記載耶穌的講論
[00:00:37.000 --> 00:00:40.000]  不是分開很多次來講
[00:00:40.000 --> 00:00:44.000]  而是在最後晚餐的前後講
[00:00:44.000 --> 00:00:48.000]  十三章至十四章是吃晚餐的屋內講
[00:00:48.000 --> 00:00:52.000]  十五至十六章是主耶穌帶著門徒
[00:00:52.000 --> 00:00:55.000]  走到喀西馬尼園的路途中講
[00:00:55.000 --> 00:01:00.000]  不過也同樣發生在耶穌被捕那天的晚上
[00:01:00.000 --> 00:01:02.000]  上星期我們已經講過
[00:01:02.000 --> 00:01:06.000]  耶穌介紹聖靈是慰助者
[00:01:06.000 --> 00:01:08.000]  主耶穌並沒有提到三位一體
[00:01:08.000 --> 00:01:10.000]  但是從祂的介紹當中
[00:01:10.000 --> 00:01:12.000]  我們可以認識到
[00:01:12.000 --> 00:01:17.000]  聖靈是三位一體的上帝的其中一位
[00:01:17.000 --> 00:01:19.000]  和耶穌是一樣的
[00:01:19.000 --> 00:01:22.000]  譬如耶穌一開始介紹聖靈的時候
[00:01:22.000 --> 00:01:27.000]  祂說祂要求天父賜給門徒
[00:01:27.000 --> 00:01:30.000]  是另一位慰助者
[00:01:30.000 --> 00:01:34.000]  聖靈慰助者會住在信徒身上
[00:01:34.000 --> 00:01:37.000]  將一切的事指示我們
[00:01:37.000 --> 00:01:42.000]  並且使我們記起主耶穌對我們所講過的一切話
[00:01:42.000 --> 00:01:45.000]  我也從舊約修約和我個人的經驗
[00:01:45.000 --> 00:01:52.000]  講到聖靈在信徒的內心與我們講話
[00:01:52.000 --> 00:01:53.000]  指示我們
[00:01:53.000 --> 00:01:56.000]  其實我也聽過很多其他信徒的經歷
[00:01:56.000 --> 00:01:59.000]  經歷聖靈的經驗
[00:01:59.000 --> 00:02:03.000]  都是在我們內心或者藉著聖經指引我們
[00:02:03.000 --> 00:02:08.000]  如果有人說聖靈是不會向人說話的
[00:02:08.000 --> 00:02:10.000]  這是一個很奇怪的說法
[00:02:10.000 --> 00:02:13.000]  因為上帝在舊約當中時時對人講話
[00:02:13.000 --> 00:02:17.000]  主耶穌在新約當中亦都對人講話
[00:02:17.000 --> 00:02:21.000]  而聖靈既然是三位一體的上帝的其中一位
[00:02:21.000 --> 00:02:25.000]  而我們有人會說祂不會對人講話
[00:02:25.000 --> 00:02:27.000]  這就真的有些不可思議
[00:02:27.000 --> 00:02:28.000]  但另一方面
[00:02:28.000 --> 00:02:33.000]  如果有人說他得到聖靈新的啟示
[00:02:33.000 --> 00:02:35.000]  是與聖經矛盾的
[00:02:35.000 --> 00:02:36.000]  衝突的
[00:02:36.000 --> 00:02:39.000]  這也肯定是錯的
[00:02:39.000 --> 00:02:44.000]  聽聞中國有些異端的領袖自稱是女基督
[00:02:44.000 --> 00:02:46.000]  有聖靈的啟示
[00:02:46.000 --> 00:02:48.000]  這就不可能是真理
[00:02:48.000 --> 00:02:51.000]  因為是與聖經有衝突
[00:02:51.000 --> 00:02:54.000]  今天我們繼續思想主耶穌提到的
[00:02:54.000 --> 00:02:56.000]  真理的聖靈
[00:02:56.000 --> 00:02:58.000]  在十五章二十六節那裏說
[00:02:58.000 --> 00:03:01.000]  但是那出自父親的位助者要來
[00:03:01.000 --> 00:03:04.000]  他就是真理的靈
[00:03:04.000 --> 00:03:07.000]  我從父親那裏猜他來的時候
[00:03:07.000 --> 00:03:10.000]  他要為我作證
[00:03:10.000 --> 00:03:14.000]  當主耶穌介紹聖靈是位助者的時候
[00:03:14.000 --> 00:03:19.000]  祂是強調聖靈會安慰幫助和指引我們的人生路
[00:03:19.000 --> 00:03:24.000]  那真理的靈是強調聖靈哪方面的工作呢?
[00:03:24.000 --> 00:03:28.000]  很多牧師很喜歡引用十六章八節
[00:03:28.000 --> 00:03:30.000]  祂說祂來的時候
[00:03:30.000 --> 00:03:33.000]  祂要向世人證明他們對於罪對於義
[00:03:33.000 --> 00:03:36.000]  對於上帝審判的觀念都錯了
[00:03:36.000 --> 00:03:39.000]  那就說聖靈會在人的心裏工作
[00:03:39.000 --> 00:03:42.000]  使人知罪認罪悔改
[00:03:42.000 --> 00:03:44.000]  這個是肯定的
[00:03:44.000 --> 00:03:47.000]  其實如果沒有聖靈的工作的話
[00:03:47.000 --> 00:03:49.000]  沒有人是可以信耶穌
[00:03:49.000 --> 00:03:52.000]  所以主耶穌都曾經說過
[00:03:52.000 --> 00:03:54.000]  所以我告訴你們
[00:03:54.000 --> 00:03:56.000]  人所犯一切的罪和所說
[00:03:56.000 --> 00:04:01.000]  一切褻瀆的話都可得到赦免
[00:04:01.000 --> 00:04:05.000]  但是褻瀆聖靈的人不能得到赦免
[00:04:05.000 --> 00:04:07.000]  為什麼呢?
[00:04:07.000 --> 00:04:09.000]  因為褻瀆了聖靈
[00:04:09.000 --> 00:04:12.000]  聖靈不在一個人的心裏工作
[00:04:12.000 --> 00:04:14.000]  他就不可能重生
[00:04:14.000 --> 00:04:16.000]  也不可能見到神的國
[00:04:16.000 --> 00:04:18.000]  主耶穌也說過
[00:04:18.000 --> 00:04:21.000]  人若不重生就不能看見上帝的國
[00:04:21.000 --> 00:04:25.000]  不過很多人引用十六章八節
[00:04:25.000 --> 00:04:29.000]  都只是解釋了對於罪的部分
[00:04:29.000 --> 00:04:35.000]  對於義和審判的部分就很少解釋
[00:04:35.000 --> 00:04:40.000]  有些人解釋是亡民生異的解釋
[00:04:40.000 --> 00:04:42.000]  所以今天既然說到這段經文
[00:04:42.000 --> 00:04:47.000]  讓我解釋一下我對這節經文的理解
[00:04:47.000 --> 00:04:50.000]  首先我想說解釋聖經
[00:04:50.000 --> 00:04:53.000]  正如解釋任何人說的話一樣
[00:04:53.000 --> 00:04:55.000]  都不要斷章取義
[00:04:55.000 --> 00:04:58.000]  一定要留意上文下理
[00:04:58.000 --> 00:05:04.000]  今天的經文可以說是從十五章十八節開始
[00:05:04.000 --> 00:05:06.000]  主耶穌在那裏告訴門徒
[00:05:06.000 --> 00:05:08.000]  世人會憎恨他們
[00:05:08.000 --> 00:05:11.000]  如果世人憎恨你們
[00:05:11.000 --> 00:05:13.000]  你們該曉得
[00:05:13.000 --> 00:05:16.000]  他們已先憎恨了我
[00:05:16.000 --> 00:05:21.000]  我們留意到這節經文已經提到世人
[00:05:21.000 --> 00:05:28.000]  在下文就用了很多他們這個代名詞代表世人
[00:05:28.000 --> 00:05:37.000]  在十五章二十二節和二十四節提到世人的罪是無可推諉的
[00:05:37.000 --> 00:05:42.000]  因為主耶穌曾經向他們說過話
[00:05:42.000 --> 00:05:49.000]  也曾經在他們當中做了一些從來沒有人做過的事
[00:05:49.000 --> 00:05:54.000]  這些世人都聽過主耶穌所說的道
[00:05:54.000 --> 00:05:59.000]  見到過主耶穌所行的非一般神蹟
[00:05:59.000 --> 00:06:03.000]  包括生來就黑眼的可以復明
[00:06:03.000 --> 00:06:05.000]  死了的人可以復生
[00:06:05.000 --> 00:06:08.000]  而他們的反應就是
[00:06:08.000 --> 00:06:11.000]  他們仍然憎恨我
[00:06:11.000 --> 00:06:15.000]  也都憎恨我父親
[00:06:15.000 --> 00:06:21.000]  接著十六章一至四節主耶穌更加詳細的預言
[00:06:21.000 --> 00:06:28.000]  他的使徒們將會被當時的宗教領袖迫害
[00:06:28.000 --> 00:06:30.000]  主耶穌預先告訴他們
[00:06:30.000 --> 00:06:33.000]  使他們早些做好心理準備
[00:06:33.000 --> 00:06:36.000]  而當門徒聽見主耶穌的話的時候
[00:06:36.000 --> 00:06:43.000]  他們開始逐漸明白主耶穌真的要離他們而去
[00:06:43.000 --> 00:06:51.000]  以致十六章六節說到他們心裡充滿了憂愁
[00:06:51.000 --> 00:06:57.000]  然後主耶穌就說了十六章八節到十一節那段話
[00:06:57.000 --> 00:07:04.000]  我認為要了解這段話的關鍵就是第八節裡面的
[00:07:04.000 --> 00:07:10.000]  他要向世人證明中的那個世人是指什麼人
[00:07:10.000 --> 00:07:12.000]  如果我們不讀上下文
[00:07:12.000 --> 00:07:17.000]  就很容易以為世人是指世上所有的人
[00:07:17.000 --> 00:07:20.000]  包括任何時代未信耶穌的人
[00:07:20.000 --> 00:07:22.000]  但是如果我們看上文下理
[00:07:22.000 --> 00:07:27.000]  從十五章十八節到十六章四節整段來看
[00:07:27.000 --> 00:07:33.000]  我認為世人是指耶穌時代的宗教領袖
[00:07:33.000 --> 00:07:38.000]  因為耶穌是在猶太人當中講道的
[00:07:38.000 --> 00:07:43.000]  他是傳揚天國信息和在猶太人當中行神蹟的
[00:07:43.000 --> 00:07:47.000]  所以十六章九節說他們對罪的觀念錯了
[00:07:47.000 --> 00:07:49.000]  因為他們不信我
[00:07:49.000 --> 00:07:51.000]  耶穌時代的宗教領袖
[00:07:51.000 --> 00:07:55.000]  不肯客觀地考慮耶穌所講的話
