
[00:00:00.000 --> 00:00:04.200]  今天我們要看的那段經文的名字
[00:00:04.200 --> 00:00:07.240]  就叫做《葡萄園風雲》
[00:00:07.240 --> 00:00:12.280]  就在《馬太福音》第21章
[00:00:12.280 --> 00:00:17.760]  那個比喻 20章 對不起
[00:00:17.760 --> 00:00:21.080]  就是由第1節到第16節的
[00:00:21.080 --> 00:00:24.800]  但是我們要明白這個比喻
[00:00:24.800 --> 00:00:30.280]  就要讀19章27節到30節
[00:00:30.280 --> 00:00:34.200]  所以就稍為長一點
[00:00:34.200 --> 00:00:36.720]  又加上裡面有些中文字
[00:00:36.720 --> 00:00:39.440]  可能是發音比較難讀一點
[00:00:39.440 --> 00:00:43.640]  所以我就或者讀給大家聽
[00:00:43.640 --> 00:00:45.440]  那你就跟著
[00:00:45.440 --> 00:00:50.960]  我們就先由第19章27節開始讀
[00:00:50.960 --> 00:00:58.840]  那裏就交代了這個比喻為甚麼會出來
[00:00:58.840 --> 00:01:02.720]  比喻的因由的背景
[00:01:02.720 --> 00:01:07.680]  然後那個比喻本身才在第20章1到16節
[00:01:07.680 --> 00:01:16.600]  彼得就對他說
[00:01:16.600 --> 00:01:19.960]  看來我們已經撇下所有的根從尾
[00:01:19.960 --> 00:01:23.080]  將來我們要得甚麼呢
[00:01:23.080 --> 00:01:25.480]  耶穌說我實在告訴你們
[00:01:25.480 --> 00:01:29.320]  你們這根從我的人到復興的時候
[00:01:29.320 --> 00:01:32.440]  人只坐在他榮耀的寶座上
[00:01:32.440 --> 00:01:35.640]  你們也要坐在十二個寶座上
[00:01:35.640 --> 00:01:39.120]  審判以色列十二個支派
[00:01:39.120 --> 00:01:41.880]  凡為我的名撇下房屋
[00:01:41.880 --> 00:01:46.120]  或是弟兄姊妹父親母親
[00:01:46.120 --> 00:01:50.080]  兒女前弟的必要得著百倍
[00:01:50.080 --> 00:01:52.680]  並且承受永生
[00:01:52.680 --> 00:01:56.880]  然而有許多在前的將要在後
[00:01:56.880 --> 00:02:00.480]  在後的將要在前
[00:02:00.480 --> 00:02:04.720]  第20章第一節留意那個一開始的詞
[00:02:04.720 --> 00:02:07.680]  「因為」正接著上面的
[00:02:07.680 --> 00:02:17.200]  「因為天國好將家主稱祖去僱人進他的葡萄園作工
[00:02:17.200 --> 00:02:20.120]  獲工人講定一天一錢銀紙
[00:02:20.120 --> 00:02:23.480]  就打發他們進葡萄園去
[00:02:23.480 --> 00:02:29.840]  若在時初出去看見市上還有閒暫的人
[00:02:29.840 --> 00:02:30.880]  就對他們說
[00:02:30.880 --> 00:02:33.280]  你們也進葡萄園去
[00:02:33.280 --> 00:02:38.000]  作當級的我必給你們
[00:02:38.000 --> 00:02:40.040]  他們也進去了
[00:02:40.040 --> 00:02:43.520]  若在五正和新初又出去
[00:02:43.520 --> 00:02:46.000]  也是這樣行
[00:02:46.000 --> 00:02:48.600]  若在有初出去
[00:02:48.600 --> 00:02:50.760]  看見還有人站在那裏
[00:02:50.760 --> 00:02:52.360]  就問他們說
[00:02:52.360 --> 00:02:56.240]  你們為甚麼整天坐在這裏閒暫呢
[00:02:56.240 --> 00:02:59.720]  他們說因為沒有人僱我們
[00:02:59.720 --> 00:03:02.960]  他說你們也進葡萄園去
[00:03:02.960 --> 00:03:06.040]  到了晚上願主對管事的說
[00:03:06.040 --> 00:03:07.200]  叫工人到來
[00:03:07.200 --> 00:03:15.600]  給他們工錢從後來的起到先來的為止
[00:03:15.600 --> 00:03:17.960]  若在有初僱的人來了
[00:03:17.960 --> 00:03:20.720]  各人得了一千銀紙
[00:03:20.720 --> 00:03:23.080]  及見先僱的來了
[00:03:23.080 --> 00:03:25.760]  他們以為必要多得
[00:03:25.760 --> 00:03:28.200]  誰知也是各得一千
[00:03:28.200 --> 00:03:31.360]  他們得了就埋怨家主說
[00:03:31.360 --> 00:03:33.600]  我們整天勞苦就業
[00:03:33.600 --> 00:03:36.640]  那後來的只做了一小時
[00:03:36.640 --> 00:03:39.440]  你竟叫他們和我們一樣嗎
[00:03:39.440 --> 00:03:42.000]  家主回答其中的一人說
[00:03:42.000 --> 00:03:44.120]  朋友我不虧負你
[00:03:44.120 --> 00:03:47.320]  你與我講定的不是一千銀紙嗎
[00:03:47.320 --> 00:03:48.920]  那你的酒吧
[00:03:48.920 --> 00:03:51.600]  我及那後來的和給你一樣
[00:03:51.600 --> 00:03:53.200]  這是我願意的
[00:03:53.200 --> 00:03:55.840]  我的東西難道不可能
[00:03:55.840 --> 00:03:58.360]  不可取我的意思用嗎
[00:03:58.360 --> 00:04:01.240]  因為我做好人你就紅了眼嗎
[00:04:01.240 --> 00:04:04.720]  這樣那在後的將要在前
[00:04:04.720 --> 00:04:09.960]  在前的將要在後了
[00:04:09.960 --> 00:04:12.800]  這段的比喻
[00:04:12.800 --> 00:04:15.960]  是耶穌比喻裏面
[00:04:15.960 --> 00:04:18.480]  最困難的其中一個
[00:04:18.480 --> 00:04:23.040]  因為願主和僱工的爭吵
[00:04:23.040 --> 00:04:25.480]  我們現代人很難明白
[00:04:25.480 --> 00:04:27.760]  事實上在我們現代人看來
[00:04:27.760 --> 00:04:30.000]  好像僱工是有理由的
[00:04:30.000 --> 00:04:33.560]  願主的理由不是太充分的
[00:04:33.560 --> 00:04:36.640]  我們現代人我們的原則
[00:04:36.640 --> 00:04:40.480]  就是同工同酬
[00:04:40.480 --> 00:04:44.240]  現在不同工卻是同酬
[00:04:44.240 --> 00:04:48.080]  所以做多了的工人
[00:04:48.080 --> 00:04:50.560]  他們會覺得很不合理
[00:04:50.560 --> 00:04:54.200]  所以他們埋怨
[00:04:54.200 --> 00:04:57.000]  但這個最困難的比喻
[00:04:57.000 --> 00:05:00.920]  事實上告訴我們天國一個很重要
[00:05:00.920 --> 00:05:05.360]  也很奧妙的一個真理
[00:05:05.360 --> 00:05:07.880]  就是指出在神的國裏面
[00:05:07.880 --> 00:05:12.680]  因典是怎樣運作的
[00:05:12.680 --> 00:05:15.880]  侍奉又是一回甚麼的事
[00:05:15.880 --> 00:05:18.640]  這個我相信在現代人
[00:05:18.640 --> 00:05:20.200]  是最困難明白
[00:05:20.200 --> 00:05:22.160]  也是最需要明白的
[00:05:22.160 --> 00:05:28.120]  特別是關於因典的原理
[00:05:28.120 --> 00:05:32.160]  第二點關於這個比喻的特性
[00:05:32.160 --> 00:05:37.560]  這個比喻你會發覺是相當熟悉的
[00:05:37.560 --> 00:05:41.000]  所有講的都是關於這個世界的事
[00:05:41.000 --> 00:05:44.520]  沒有提到任何屬靈的事
[00:05:44.520 --> 00:05:47.040]  譬如說沒有提到建制
[00:05:47.040 --> 00:05:48.920]  或者是信心
[00:05:48.920 --> 00:05:50.920]  或者神蹟等等這些
[00:05:50.920 --> 00:05:57.920]  所有提的就是一個等待修割的葡萄園
[00:05:57.920 --> 00:06:01.840]  一個好像不太合理的園主
[00:06:01.840 --> 00:06:05.600]  既不懂得現代管理
[00:06:05.600 --> 00:06:07.840]  又不知道經濟的原則
[00:06:07.840 --> 00:06:15.400]  更加犯了整個勞工市場的原則
[00:06:15.400 --> 00:06:18.440]  還有就是一批代業的工人
[00:06:18.440 --> 00:06:21.040]  他們當中有些是失業的
[00:06:21.040 --> 00:06:24.800]  有些幸運的被聘請了
[00:06:24.800 --> 00:06:27.000]  但正是這批人
[00:06:27.000 --> 00:06:33.160]  就是一批正想搞勞資的風潮的一批人
[00:06:33.160 --> 00:06:37.800]  一批非常不滿意園主他們的待遇
[00:06:37.800 --> 00:06:41.040]  全部都是講我們日常
[00:06:41.040 --> 00:06:43.200]  或者說在我們今天這個社會
[00:06:43.200 --> 00:06:47.960]  很容易會遇到的一些勞資糾紛這些事
[00:06:47.960 --> 00:06:51.840]  但這個好像這麼熟悉的一個比喻
[00:06:51.840 --> 00:06:58.480]  卻是講了一個是最屬靈的道理
[00:06:58.480 --> 00:07:03.760]  那個道理就是侍奉是一個恩典
[00:07:03.760 --> 00:07:08.760]  沒錯 園主需要人進入他的葡萄園來修割
[00:07:08.760 --> 00:07:10.960]  那些葡萄已經熟透了
[00:07:10.960 --> 00:07:13.960]  如果再不修呢
[00:07:13.960 --> 00:07:17.400]  很容易就會腐爛了
[00:07:17.400 --> 00:07:22.680]  如果工人肯按這個園主的聘請
[00:07:22.680 --> 00:07:26.840]  進去修這個葡萄
[00:07:26.840 --> 00:07:28.440]  在這個比喻來看
[00:07:28.440 --> 00:07:33.680]  那個工人能夠回應能夠進入葡萄園
[00:07:33.680 --> 00:07:35.400]  是一個恩典來的
[00:07:35.400 --> 00:07:40.800]  是完全沒有任何條件說園主非要請他不可的
[00:07:40.800 --> 00:07:45.040]  因為還有大班人在等人請
[00:07:45.040 --> 00:07:50.320]  但是沒有辦法找到工作
[00:07:50.320 --> 00:07:51.840]  按我們這樣來看
[00:07:51.840 --> 00:07:53.040]  這個比喻
[00:07:53.040 --> 00:07:56.040]  那個工錢那一千元
[00:07:56.040 --> 00:08:00.200]  雖然是園主按議價來比喻
[00:08:00.200 --> 00:08:02.160]  好像是一個公價
[00:08:02.160 --> 00:08:03.240]  但是如果你按說
[00:08:03.240 --> 00:08:07.520]  他們是沒有必要地一定要得到這個工作
[00:08:07.520 --> 00:08:09.880]  他們能夠得到這個工作他們就很幸運了
[00:08:09.880 --> 00:08:16.520]  我們說甚至那個公價都是一個恩典
[00:08:16.520 --> 00:08:19.360]  因為有很多人等工作
[00:08:19.360 --> 00:08:23.360]  但是他們可能回到家裡是兩手空空的
[00:08:23.360 --> 00:08:24.800]  是沒有事情做的
[00:08:24.800 --> 00:08:26.920]  連公價都是一個恩典
[00:08:26.920 --> 00:08:29.560]  這個是在耶穌的比喻裡面
[00:08:29.560 --> 00:08:34.480]  一個相當叫人驚奇的一個事實
[00:08:34.480 --> 00:08:40.000]  再有就是說人能夠回應能夠去做能夠進入那個葡萄園
[00:08:40.000 --> 00:08:43.800]  那個也都不是人賺回來的
[00:08:43.800 --> 00:08:47.880]  完全是因為園主願意請他
[00:08:47.880 --> 00:08:53.520]  特別是那些在最後那個鐘頭進入葡萄園工作的
[00:08:53.520 --> 00:08:55.360]  換句話說這裡
[00:08:55.360 --> 00:08:59.400]  園主和那個故宮的爭吵呢
[00:08:59.400 --> 00:09:05.640]  事實上就是恩典和公價的爭吵
[00:09:05.640 --> 00:09:12.360]  或者是說宗教和天國的爭吵
[00:09:12.360 --> 00:09:17.560]  這個是這個比喻裡面最深的一個肅靈的意思
[00:09:17.560 --> 00:09:21.760]  人在宗教上面做了很多的事情
[00:09:21.760 --> 00:09:24.240]  人認為按他所做的
[00:09:24.240 --> 00:09:27.160]  他應該得到這個永生
[00:09:27.160 --> 00:09:28.840]  但是耶穌說不是
[00:09:28.840 --> 00:09:31.440]  永生是一個禮物
[00:09:31.440 --> 00:09:32.640]  是一個恩典
[00:09:32.640 --> 00:09:34.520]  你只能夠接受
[00:09:34.520 --> 00:09:36.520]  全感謝的心來接受
[00:09:36.520 --> 00:09:41.120]  不是你賺回來的
[00:09:41.120 --> 00:09:46.400]  人不能夠賺他的永生
[00:09:46.400 --> 00:09:49.600]  換句話說一個最熟悉的比喻
[00:09:49.600 --> 00:09:52.320]  它是說了一個最肅靈的
[00:09:52.320 --> 00:09:59.960]  也是最典型的人心靈常問的問題
[00:09:59.960 --> 00:10:02.320]  好了我們現在看看這個比喻
[00:10:02.320 --> 00:10:04.160]  葡萄園的比喻
[00:10:04.160 --> 00:10:08.120]  到底是有些什麼背景原因
[00:10:08.120 --> 00:10:10.600]  而造成耶穌要說這個比喻的
[00:10:10.600 --> 00:10:11.520]  換句話說
[00:10:11.520 --> 00:10:15.960]  耶穌想藉這個比喻回答一些什麼問題的
[00:10:15.960 --> 00:10:19.360]  我們說所有的比喻
[00:10:19.360 --> 00:10:21.440]  我們一定要找到這個原因
[00:10:21.440 --> 00:10:24.240]  否則我們就不知道那個比喻
[00:10:24.240 --> 00:10:29.160]  是想回答什麼問題的
[00:10:29.160 --> 00:10:30.280]  大家都會記得
[00:10:30.280 --> 00:10:32.360]  其實如果我們讀前一點那麼多
[00:10:32.360 --> 00:10:34.160]  如果我們在第九章
[00:10:34.160 --> 00:10:35.800]  我們讀前一點那麼多
[00:10:35.800 --> 00:10:37.160]  就讀到一個事實
[00:10:37.160 --> 00:10:40.320]  是引導彼得問的問題
[00:10:40.320 --> 00:10:41.800]  就是那個年青的官
[00:10:41.800 --> 00:10:44.520]  問耶穌應該做些什麼事情
[00:10:44.520 --> 00:10:47.240]  才可以承受永生
[00:10:47.240 --> 00:10:49.040]  那麼耶穌說了一個條件
[00:10:49.040 --> 00:10:50.600]  但是因為這個年青的官
[00:10:50.600 --> 00:10:51.760]  是太多錢了
[00:10:51.760 --> 00:10:54.280]  他就悠悠愁愁地離去了
[00:10:54.280 --> 00:10:55.640]  他離去之後
[00:10:55.640 --> 00:10:57.000]  彼得就問這個問題
[00:10:57.000 --> 00:10:59.880]  彼得常常是第一個問問題的人
[00:10:59.880 --> 00:11:01.440]  他永遠不會坐在最後那個
[00:11:01.440 --> 00:11:03.480]  他肯定坐第一個
[00:11:03.480 --> 00:11:06.840]  他對什麼問題都是第一個有反應的
[00:11:06.840 --> 00:11:07.760]  他說
[00:11:07.760 --> 00:11:09.320]  沒錯這個年青的官
[00:11:09.320 --> 00:11:12.240]  他不肯撇下所有來跟從你
[00:11:12.240 --> 00:11:14.080]  但是你看我們就撇下了
[00:11:14.080 --> 00:11:15.320]  我們這些使徒
[00:11:15.320 --> 00:11:16.360]  這十二個門徒
[00:11:16.360 --> 00:11:18.840]  我們已經撇下了所有來跟從你了
[00:11:18.840 --> 00:11:21.960]  這樣
[00:11:21.960 --> 00:11:27.440]  將來我們要得什麼呢
[00:11:27.440 --> 00:11:33.080]  你覺不覺得這個是一個很典型的香港問題
[00:11:33.080 --> 00:11:35.120]  就是我們撇下了所有了
[00:11:35.120 --> 00:11:37.520]  那麼我們將來有什麼好處呢
[00:11:37.520 --> 00:11:41.680]  這個就是他那個問題要問的問題
[00:11:41.680 --> 00:11:43.840]  我將來要得些什麼
[00:11:43.840 --> 00:11:46.720]  這個年青的官不能夠不肯去撇下
[00:11:46.720 --> 00:11:48.440]  我們卻是撇下了
[00:11:48.440 --> 00:11:52.240]  那麼將來我們有什麼好處呢
[00:11:52.240 --> 00:11:55.000]  就是什麼是我們的份呢
[00:11:55.000 --> 00:11:57.400]  在這個問題上
[00:11:57.400 --> 00:12:02.200]  耶穌就提出三點來回答他
[00:12:02.200 --> 00:12:06.600]  這個就是第十九章二十八到三十節那裡
[00:12:06.600 --> 00:12:08.480]  那三點是哪三點呢
[00:12:08.480 --> 00:12:09.640]  第一
[00:12:09.640 --> 00:12:13.720]  他就說他德國那天
[00:12:13.720 --> 00:12:17.320]  十二個門徒要坐在十二個寶座上面
[00:12:17.320 --> 00:12:22.640]  去審判十二個支派
[00:12:22.640 --> 00:12:23.880]  就是說
[00:12:23.880 --> 00:12:27.760]  他不像在世界上那些人
[00:12:27.760 --> 00:12:32.640]  一仗功成就萬骨枯
[00:12:32.640 --> 00:12:38.680]  那個成功的將軍是踩著一萬個戰死的士兵
[00:12:38.680 --> 00:12:40.520]  然後得到他的寶座
[00:12:40.520 --> 00:12:44.480]  耶穌說你今天跟我一起爭戰
[00:12:44.480 --> 00:12:48.320]  明天你也要跟我一起得榮耀
[00:12:48.320 --> 00:12:52.920]  不是打了仗贏了
[00:12:52.920 --> 00:12:56.200]  然後就忘記了這幫人
[00:12:56.200 --> 00:12:58.520]  這個是他回答的第一個問題
[00:12:58.520 --> 00:13:00.600]  第二個問題
[00:13:00.600 --> 00:13:02.320]  第二點他提出的
[00:13:02.320 --> 00:13:05.920]  就說凡為他的名撇下房屋
[00:13:05.920 --> 00:13:10.160]  弟兄姊妹 父母 兒女和田地的
[00:13:10.160 --> 00:13:12.400]  就一定要得罪百倍
[00:13:12.400 --> 00:13:15.920]  並且要承受永生
[00:13:15.920 --> 00:13:19.200]  我們解釋這句
[00:13:19.200 --> 00:13:24.240]  千萬不可以按照字面意思來解釋
[00:13:24.240 --> 00:13:27.080]  否則就不是一種賞賜
[00:13:27.080 --> 00:13:29.320]  是一種刑罰
[00:13:29.320 --> 00:13:31.880]  得罪百倍就是一百個父母
[00:13:31.880 --> 00:13:33.080]  一百個弟兄姊妹
[00:13:33.080 --> 00:13:34.400]  這些真是不得了
[00:13:34.400 --> 00:13:35.480]  一百個兒女
[00:13:35.480 --> 00:13:40.160]  這個更加是大的刑罰
[00:13:40.160 --> 00:13:43.960]  他不是按照字面意思來解釋
[00:13:43.960 --> 00:13:47.040]  他只是說你為我
[00:13:47.040 --> 00:13:52.760]  放下了你的父母 兄弟 姊妹
[00:13:52.760 --> 00:13:54.960]  但你不是真的放下
[00:13:54.960 --> 00:13:58.680]  你將來跟他們之間的關係
[00:13:58.680 --> 00:14:01.760]  要深一百倍
[00:14:01.760 --> 00:14:04.840]  你好像為我放下了田地
[00:14:04.840 --> 00:14:06.800]  世界等等的東西
[00:14:06.800 --> 00:14:08.240]  你不是真的放下
[00:14:08.240 --> 00:14:09.720]  你要承受永生
[00:14:09.720 --> 00:14:13.560]  我講了永生是指屬神
[00:14:13.560 --> 00:14:15.320]  Ionius 是屬神
[00:14:15.320 --> 00:14:18.880]  正正是年青的觀問的問題
[00:14:18.880 --> 00:14:21.880]  我要做些甚麼才可以承受永生呢
[00:14:21.880 --> 00:14:24.760]  耶穌說你今天為我放下這些
[00:14:24.760 --> 00:14:28.320]  你跟神之間的關係
[00:14:28.320 --> 00:14:31.960]  要深一百倍
[00:14:31.960 --> 00:14:32.960]  不是那個量
[00:14:32.960 --> 00:14:34.640]  我們不是放下多少
[00:14:34.640 --> 00:14:37.600]  我讀到這節聖經一個深的感動就是
[00:14:37.600 --> 00:14:41.640]  我們很難跟人或者跟神的感情
[00:14:41.640 --> 00:14:46.800]  可以開拓 盡心一點這麼多的關係
[00:14:46.800 --> 00:14:49.880]  如果我們能夠盡心一倍
[00:14:49.880 --> 00:14:51.360]  我們很開心
[00:14:51.360 --> 00:14:56.840]  你怎樣跟你的父母的關係盡心一倍
[00:14:56.840 --> 00:14:59.760]  你跟你的丈夫或者妻子
[00:14:59.760 --> 00:15:01.640]  或者跟你的子女的關係
[00:15:01.640 --> 00:15:03.640]  是可以盡心一倍
[00:15:03.640 --> 00:15:08.120]  你怎樣去拓展這個關係
[00:15:08.120 --> 00:15:11.320]  耶穌說你為我放下了這些
[00:15:11.320 --> 00:15:13.520]  你要得著百倍
[00:15:13.520 --> 00:15:16.920]  那個關係的深化
[00:15:16.920 --> 00:15:20.960]  是完全越過了你能夠猜度的
[00:15:20.960 --> 00:15:23.960]  這個是百倍的意思
[00:15:23.960 --> 00:15:25.320]  換句話說
[00:15:25.320 --> 00:15:28.760]  包括了神和人之間的關係
[00:15:28.760 --> 00:15:31.560]  我們並沒有捨棄
[00:15:31.560 --> 00:15:34.920]  我們事實上是深化得著更加多
[00:15:34.920 --> 00:15:37.600]  這個是耶穌回答的第二個問題
[00:15:37.600 --> 00:15:39.280]  第三點
[00:15:39.280 --> 00:15:40.920]  他說不過
[00:15:40.920 --> 00:15:44.240]  你不要忘記了
[00:15:44.240 --> 00:15:46.760]  有很多在前面的
[00:15:46.760 --> 00:15:49.640]  他將要在後
[00:15:49.640 --> 00:15:50.960]  墮後了
[00:15:50.960 --> 00:15:52.840]  而在後的
[00:15:52.840 --> 00:15:55.440]  他將要在前
[00:15:55.440 --> 00:15:57.320]  留意這句說話
[00:15:57.320 --> 00:15:59.280]  出現了兩次
[00:15:59.280 --> 00:16:04.960]  這句說話是引起了葡萄園比喻的
[00:16:04.960 --> 00:16:07.720]  整個葡萄園比喻十幾節
[00:16:07.720 --> 00:16:12.440]  就是要解釋這句說話
[00:16:12.440 --> 00:16:16.200]  這句說話又要回答彼得哥的問題
[00:16:16.200 --> 00:16:17.560]  彼得哥的問題就是說
[00:16:17.560 --> 00:16:19.960]  我們為你撇下所有
[00:16:19.960 --> 00:16:21.840]  我們有什麼
[00:16:21.840 --> 00:16:24.240]  我們將來要得著什麼
[00:16:24.240 --> 00:16:25.440]  耶穌說了這兩點
[00:16:25.440 --> 00:16:27.240]  然後他說你要小心
[00:16:27.240 --> 00:16:31.600]  因為在前的要在後
[00:16:31.600 --> 00:16:32.920]  在後的要在前
[00:16:32.920 --> 00:16:35.240]  他知道這句說話不容易明白
[00:16:35.240 --> 00:16:36.120]  我們說是容易
[00:16:36.120 --> 00:16:37.280]  但是內容在哪裡呢
[00:16:37.280 --> 00:16:38.920]  於是他就用了個比喻
[00:16:38.920 --> 00:16:42.320]  葡萄園比喻來解釋這句說話
[00:16:42.320 --> 00:16:44.000]  在解釋的完
[00:16:44.000 --> 00:16:46.000]  就是最後那一節第十六節
[00:16:46.000 --> 00:16:49.080]  第二十章第十六節
[00:16:49.080 --> 00:16:50.080]  他說完之後
[00:16:50.080 --> 00:16:51.440]  他就說這樣
[00:16:51.440 --> 00:16:52.800]  換句話說
[00:16:52.800 --> 00:16:54.960]  又是承接著上面的解釋
[00:16:54.960 --> 00:16:58.040]  然後他說這樣一來
[00:16:58.040 --> 00:17:01.160]  那在後的將要在前
[00:17:01.160 --> 00:17:06.680]  在前的將要在後了
[00:17:06.680 --> 00:17:08.880]  換句話說
[00:17:08.880 --> 00:17:11.840]  第一句
[00:17:11.840 --> 00:17:13.960]  它就是一個命題
[00:17:13.960 --> 00:17:15.840]  一個thesis
[00:17:15.840 --> 00:17:17.760]  然後整個比喻
[00:17:17.760 --> 00:17:21.360]  就嘗試解釋為什麼會在前在後呢
[00:17:21.360 --> 00:17:23.240]  在後又要在前
[00:17:23.240 --> 00:17:25.000]  解釋完之後
[00:17:25.000 --> 00:17:26.120]  第十六節那個
[00:17:26.120 --> 00:17:28.640]  就是同一句說話
[00:17:28.640 --> 00:17:30.840]  但是略有少許的改變
[00:17:30.840 --> 00:17:34.640]  它就變成一個結論了
[00:17:34.640 --> 00:17:36.640]  變成一個結論
[00:17:36.640 --> 00:17:41.960]  這個就是整個的比喻和解釋
[00:17:41.960 --> 00:17:47.400]  它的結構是這樣
[00:17:47.400 --> 00:17:50.120]  好了
[00:17:50.120 --> 00:17:55.680]  現在我們說了這一部分之後
[00:17:55.680 --> 00:17:57.200]  我們就要去看一看
[00:17:57.200 --> 00:17:59.720]  到底這個比喻
[00:17:59.720 --> 00:18:02.160]  它的最中心的思想在哪裡
[00:18:02.160 --> 00:18:04.280]  它的宗旨在哪裡
[00:18:04.280 --> 00:18:06.160]  剛才我們說了它的結構
