
[00:00:00.000 --> 00:00:04.260]  今日用一個題目叫「Hey! 俾五分鐘我可以嗎?」
[00:00:04.260 --> 00:00:06.160]  這樣一個題目
[00:00:06.160 --> 00:00:09.760]  去完成這個雞同鴨講的一個主題
[00:00:09.760 --> 00:00:11.720]  我們一起去祈禱吧
[00:00:11.720 --> 00:00:13.460]  天父我們同心來到您的面前
[00:00:13.460 --> 00:00:14.460]  因為我們很感恩
[00:00:14.460 --> 00:00:16.220]  因為這位上帝
[00:00:16.220 --> 00:00:19.220]  我們所親愛的救主耶穌基督
[00:00:19.220 --> 00:00:21.220]  我們剛剛在敬拜的裏面
[00:00:21.220 --> 00:00:24.420]  向上帝和祂人蘇基督那種的感恩
[00:00:24.420 --> 00:00:26.520]  那位上帝我們獻上感恩
[00:00:26.520 --> 00:00:27.820]  因為祢在我們當中
[00:00:27.820 --> 00:00:30.560]  讓祢願意與人親近
[00:00:30.560 --> 00:00:33.760]  並且祢願意將祢的心意給我們知道
[00:00:33.760 --> 00:00:36.460]  然後祢告訴我們在禱告裏面
[00:00:36.460 --> 00:00:39.320]  我們亦都能夠將我們的心事
[00:00:39.320 --> 00:00:40.860]  去告訴上帝
[00:00:40.860 --> 00:00:42.320]  而在禱告裏面
[00:00:42.320 --> 00:00:45.320]  祢會將一些更美更善的事情
[00:00:45.320 --> 00:00:48.220]  去告訴我們並且影響我們的生命
[00:00:48.220 --> 00:00:50.520]  因此主今天讓我們在學習
[00:00:50.520 --> 00:00:52.460]  人與人溝通的事上
[00:00:52.460 --> 00:00:55.220]  我們在這個敬拜崇拜的當中
[00:00:55.220 --> 00:00:57.220]  我們一方面敬拜我們的神
[00:00:57.220 --> 00:00:58.720]  另一方面我們也學習
[00:00:58.720 --> 00:01:00.420]  在作為人的裏面
[00:01:00.420 --> 00:01:03.820]  我們怎樣能夠與人有一個更好的關係
[00:01:03.820 --> 00:01:05.920]  求主打開祢的華語
[00:01:05.920 --> 00:01:09.120]  求主祢親自讓我們今天分享的每一點
[00:01:09.120 --> 00:01:10.620]  進入我們生命裏面
[00:01:10.620 --> 00:01:12.020]  我們每一個人不同
[00:01:12.020 --> 00:01:14.020]  其實我們每一個人處境都不同
[00:01:14.020 --> 00:01:15.020]  我們的特徵
[00:01:15.020 --> 00:01:15.720]  我們的特性
[00:01:15.720 --> 00:01:16.420]  我們的個性
[00:01:16.420 --> 00:01:17.820]  以及我們的際遇都不同
[00:01:17.820 --> 00:01:19.620]  但神如果能夠用得著
[00:01:19.620 --> 00:01:21.320]  我們能夠去學習
[00:01:21.320 --> 00:01:22.420]  我們深信
[00:01:22.420 --> 00:01:24.720]  我們的生命一樣都能夠展現
[00:01:24.720 --> 00:01:27.020]  就是你說我們要賜神
[00:01:27.020 --> 00:01:29.220]  並且有耶穌基督的養成
[00:01:29.220 --> 00:01:30.320]  主祢就幫助我們
[00:01:30.320 --> 00:01:32.820]  讓我們在敬拜的裏面能夠遇上祢
[00:01:32.820 --> 00:01:35.020]  在這個專題的學習裏面
[00:01:35.020 --> 00:01:36.020]  都能夠遇上祢
[00:01:36.020 --> 00:01:38.420]  並且經歷被祢的改造
[00:01:38.420 --> 00:01:39.220]  聽愛禱告
[00:01:39.220 --> 00:01:40.020]  加我們力量
[00:01:40.020 --> 00:01:41.920]  奉耶穌祢特性的命求
[00:01:41.920 --> 00:01:43.820]  Amen
[00:01:43.820 --> 00:01:44.420]  好
[00:01:44.420 --> 00:01:46.120]  可以給我五分鐘嗎
[00:01:46.120 --> 00:01:48.720]  我不知道大家看到這個題目的時候
[00:01:48.720 --> 00:01:49.920]  你有什麼感覺呢
[00:01:49.920 --> 00:01:51.420]  或者你有沒有想過
[00:01:51.420 --> 00:01:52.620]  你也想跟別人說
[00:01:52.620 --> 00:01:54.020]  跟某一個人說
[00:01:54.020 --> 00:01:57.120]  你可不可以停下來給我五分鐘
[00:01:57.120 --> 00:01:58.420]  或者有沒有人
[00:01:58.420 --> 00:02:00.020]  會在你這麼匆忙的人家
[00:02:00.020 --> 00:02:01.520]  就是生活的裏面
[00:02:01.520 --> 00:02:02.320]  很想拍一拍你
[00:02:02.320 --> 00:02:02.820]  喂
[00:02:02.820 --> 00:02:04.820]  給我五分鐘而已
[00:02:04.820 --> 00:02:07.920]  我很想你聽一下我說的話
[00:02:07.920 --> 00:02:09.520]  這個停頓位
[00:02:09.520 --> 00:02:11.820]  或者這個邀請的位
[00:02:11.820 --> 00:02:14.020]  就是今天我們的主體和方向
[00:02:14.020 --> 00:02:15.520]  就是究竟
[00:02:15.520 --> 00:02:18.320]  我們在溝通的裏面
[00:02:18.320 --> 00:02:20.120]  我們有沒有一些地方
[00:02:20.120 --> 00:02:21.820]  在聽的裏面要停
[00:02:21.820 --> 00:02:23.420]  就是要快一點升
[00:02:23.420 --> 00:02:25.820]  然後在說的時候要慢一點
[00:02:25.820 --> 00:02:27.220]  以致那五分鐘
[00:02:27.220 --> 00:02:28.520]  不是留給我
[00:02:28.520 --> 00:02:30.420]  一個人去獨佔那個舞台
[00:02:30.420 --> 00:02:31.520]  拿著咪高峰
[00:02:31.520 --> 00:02:34.420]  而是在溝通的裏面
[00:02:34.420 --> 00:02:36.220]  每一個都能夠
[00:02:36.220 --> 00:02:38.220]  去享受到那五分鐘
[00:02:38.220 --> 00:02:39.920]  那個獨立性
[00:02:39.920 --> 00:02:41.520]  我想跟大家看這段經文
[00:02:41.520 --> 00:02:42.920]  很熟悉的了
[00:02:42.920 --> 00:02:44.120]  不過我用了一個
[00:02:44.120 --> 00:02:45.320]  《環球聖經》譯本
[00:02:45.320 --> 00:02:47.820]  不過有趣的事就是
[00:02:47.820 --> 00:02:50.520]  這句聖經在任何的譯本裏面
[00:02:50.520 --> 00:02:51.720]  基本上都是差不多
[00:02:51.720 --> 00:02:54.020]  我在說的那樣東西
[00:02:54.020 --> 00:02:56.620]  上次Tommy他在那個經文
[00:02:56.620 --> 00:02:57.720]  就是《針言》裏面
[00:02:57.720 --> 00:02:59.720]  他說一句話說得合耳
[00:02:59.720 --> 00:03:02.420]  好像金蘋果放在銀網之類
[00:03:02.420 --> 00:03:04.320]  其實那個的譯本是很豐富的
[00:03:04.320 --> 00:03:06.120]  因為有很多不同的譯本
[00:03:06.120 --> 00:03:07.520]  你能找到很多亮光
[00:03:07.520 --> 00:03:08.320]  但是這一句
[00:03:08.320 --> 00:03:09.920]  找來找去都是差不多
[00:03:09.920 --> 00:03:10.820]  所以無論如何
[00:03:10.820 --> 00:03:12.420]  我就抄了這個
[00:03:12.420 --> 00:03:14.520]  《環球聖經》譯本的譯本
[00:03:14.520 --> 00:03:15.920]  請大家一起讀出好不好
[00:03:15.920 --> 00:03:18.320]  叫個書一章19至20字
[00:03:18.320 --> 00:03:19.320]  請讀
[00:03:19.320 --> 00:03:20.920]  我親愛的弟兄們
[00:03:20.920 --> 00:03:22.420]  你們要知道
[00:03:22.420 --> 00:03:25.420]  人人都應該快快地聽
[00:03:25.420 --> 00:03:26.820]  慢慢地說
[00:03:26.820 --> 00:03:28.520]  萬一點動怒
[00:03:28.520 --> 00:03:30.320]  因為人的憤怒
[00:03:30.320 --> 00:03:33.620]  並不能成全神的言
[00:03:33.620 --> 00:03:35.620]  《雅各書》被稱為
[00:03:35.620 --> 00:03:38.020]  新約的智慧文學
[00:03:38.020 --> 00:03:39.220]  什麼意思?
[00:03:39.220 --> 00:03:42.420]  九約的智慧文學
[00:03:42.420 --> 00:03:44.820]  其中就是傳道書
[00:03:44.820 --> 00:03:47.420]  它在說我們一些道理
[00:03:47.420 --> 00:03:49.420]  或者一些人與人相處的裏面
[00:03:49.420 --> 00:03:51.020]  它如何實踐出來
[00:03:51.020 --> 00:03:52.920]  這一句《聖經》
[00:03:52.920 --> 00:03:56.620]  作者是很不客氣地有指揮性的
[00:03:56.620 --> 00:03:57.620]  他說你們也知道
[00:03:57.620 --> 00:03:59.320]  你們也要這樣做
[00:03:59.320 --> 00:04:02.120]  這樣做是什麼呢?
[00:04:02.120 --> 00:04:03.520]  上次Ivan提到我們
[00:04:03.520 --> 00:04:06.620]  其實我們最重要聆聽的是神的聲音
[00:04:06.620 --> 00:04:07.420]  所以這一部份
[00:04:07.420 --> 00:04:09.920]  我很感謝Ivan已經演繹了出來
[00:04:09.920 --> 00:04:12.920]  他說人人都應該快快地去聽
[00:04:12.920 --> 00:04:14.720]  其實在這段《聖經》裏面
[00:04:14.720 --> 00:04:16.720]  最終極的意思
[00:04:16.720 --> 00:04:20.020]  是在說我們要聽神的話
[00:04:20.020 --> 00:04:23.920]  以致我們能夠先聽神的話
[00:04:23.920 --> 00:04:25.920]  然後我們才去回應
[00:04:25.920 --> 00:04:28.620]  並且我們有情感的那一部份
[00:04:28.620 --> 00:04:30.120]  但是在人際裏面
[00:04:30.120 --> 00:04:31.720]  其實我們都可以運用這段《聖經》
[00:04:31.720 --> 00:04:35.720]  他說在我們人與人相處的裏面
[00:04:35.720 --> 00:04:38.420]  我們是先要去聽
[00:04:38.420 --> 00:04:39.520]  所以那個快快地去聽
[00:04:39.520 --> 00:04:40.720]  不是隨便地說
[00:04:40.720 --> 00:04:42.420]  你講吧
[00:04:42.420 --> 00:04:43.320]  你講完了嗎?
[00:04:43.320 --> 00:04:44.020]  到我說
[00:04:44.020 --> 00:04:46.820]  然後我就發表我的偉能
[00:04:46.820 --> 00:04:49.220]  或者將我自己的心事全都吐出來
[00:04:49.220 --> 00:04:49.720]  他不是
[00:04:49.720 --> 00:04:52.720]  他在說在溝通裏面的第一件事
[00:04:52.720 --> 00:04:55.320]  或者最重要的是什麼
[00:04:55.320 --> 00:04:59.920]  今天我想用六點跟大家講的
[00:04:59.920 --> 00:05:03.920]  那六點基本上就是用了"Please"那個字去演繹
[00:05:03.920 --> 00:05:05.520]  不過我也很不客氣地
[00:05:05.520 --> 00:05:07.020]  每個都用了"Please"
[00:05:07.020 --> 00:05:08.620]  你要去做些什麼
[00:05:08.620 --> 00:05:10.520]  第一件事他講到
[00:05:10.520 --> 00:05:12.220]  請你做什麼呢?
[00:05:12.220 --> 00:05:14.320]  他提出了一些事情
[00:05:14.320 --> 00:05:16.820]  那個優先次序是什麼?
[00:05:16.820 --> 00:05:19.520]  剛才《聖經》講了一個優先次序
[00:05:19.520 --> 00:05:21.320]  他用了很鮮明的字眼
[00:05:21.320 --> 00:05:23.020]  再講解一個書
[00:05:23.020 --> 00:05:25.320]  在那個字詞和這個《聖經》
[00:05:25.320 --> 00:05:30.820]  是很不客氣地指揮和指導你們要這樣做
[00:05:30.820 --> 00:05:32.420]  你跟人溝通
[00:05:32.420 --> 00:05:36.220]  請你先去聆聽
[00:05:36.220 --> 00:05:37.120]  OK
[00:05:37.120 --> 00:05:39.120]  他有一個優先次序給我們
[00:05:39.120 --> 00:05:40.420]  就是先去聆聽
[00:05:40.420 --> 00:05:46.620]  因為聆聽是比書更重要
[00:05:46.620 --> 00:05:48.120]  好像是阿嵐講的時候
[00:05:48.120 --> 00:05:51.320]  他講到我們語言的表達
[00:05:51.320 --> 00:05:52.420]  有哪幾方面?
[00:05:52.420 --> 00:05:53.120]  大家記不記得?
[00:05:53.120 --> 00:05:56.420]  先找找書
[00:05:56.420 --> 00:05:58.220]  是有文字的
[00:05:58.220 --> 00:05:59.620]  講出來的那些說話
[00:05:59.620 --> 00:06:01.320]  就是你講出來的那一句
[00:06:01.320 --> 00:06:02.920]  那一句就是了
[00:06:02.920 --> 00:06:05.220]  就是"我愛你"這樣講出來就是了
[00:06:05.220 --> 00:06:07.620]  "我不要走了"那些
[00:06:07.620 --> 00:06:10.520]  就是用語言去講出來
[00:06:10.520 --> 00:06:15.720]  但是有90%是非語言的
[00:06:15.720 --> 00:06:17.220]  我不知道你有沒有講過百分比
[00:06:17.220 --> 00:06:18.020]  我都忘記了
[00:06:18.020 --> 00:06:19.220]  你有講過嗎?
[00:06:19.220 --> 00:06:21.020]  是沒有特別的
[00:06:21.020 --> 00:06:22.520]  我就霸道一點
[00:06:22.520 --> 00:06:24.220]  拿去講90%以上
[00:06:24.220 --> 00:06:26.320]  當然當中有什麼?
[00:06:26.320 --> 00:06:27.520]  有身體語言
[00:06:27.520 --> 00:06:31.320]  有文字等等這些表達
[00:06:31.320 --> 00:06:33.420]  你要跟人溝通
[00:06:33.420 --> 00:06:35.320]  原來有大部分
[00:06:35.320 --> 00:06:39.020]  它不是你的字詞講什麼
[00:06:39.020 --> 00:06:42.120]  今天他講這個優先
[00:06:42.120 --> 00:06:44.120]  你要跟人溝通什麼呢?
[00:06:44.120 --> 00:06:48.720]  基督徒永遠都要找你的優先次序
[00:06:48.720 --> 00:06:50.920]  因為你沒有一個定位
[00:06:50.920 --> 00:06:54.820]  找你自己生命和生活的優先次序
[00:06:54.820 --> 00:06:57.320]  這個世界就會勾著你的鼻
[00:06:57.320 --> 00:06:59.420]  告訴你你應該怎麼做
[00:06:59.420 --> 00:07:01.420]  然後那樣東西
[00:07:01.420 --> 00:07:03.820]  它只是去滿足這個世界
[00:07:03.820 --> 00:07:07.720]  對你的侵蝕
[00:07:07.720 --> 00:07:10.320]  每個基督徒要有一個優先次序
[00:07:10.320 --> 00:07:12.620]  要排隊
[00:07:12.620 --> 00:07:14.020]  它給了一個優先次序
[00:07:14.020 --> 00:07:15.020]  關乎溝通你
[00:07:15.020 --> 00:07:16.620]  就是以靜制度
[00:07:16.620 --> 00:07:22.020]  以聽為講的溝通
[00:07:22.020 --> 00:07:23.220]  很多時候我們講溝通
[00:07:23.220 --> 00:07:25.920]  就是講我怎麼去表達
[00:07:25.920 --> 00:07:26.620]  但其實不是
[00:07:26.620 --> 00:07:28.920]  它那個優先次序是告訴你
[00:07:28.920 --> 00:07:31.420]  拜託你用耳朵去聽
[00:07:31.420 --> 00:07:37.920]  去等於和去能夠達成溝通
[00:07:37.920 --> 00:07:38.920]  行不行?
[00:07:38.920 --> 00:07:41.220]  本來我今天很想做很多版本
[00:07:41.220 --> 00:07:43.120]  我忍不住了很多次
[00:07:43.120 --> 00:07:46.020]  都是很想設計一些給你們玩的溝通
[00:07:46.020 --> 00:07:47.920]  我拿了一堆那些的教材
[00:07:47.920 --> 00:07:50.120]  不過都尊重了崇拜神
[00:07:50.120 --> 00:07:52.220]  我還是站在這裡
[00:07:52.220 --> 00:07:53.020]  Anyway
[00:07:53.020 --> 00:07:54.120]  但你可以試一下
[00:07:54.120 --> 00:07:56.520]  譬如今天你們有些夫婦
[00:07:56.520 --> 00:07:57.420]  有些情侶
[00:07:57.420 --> 00:08:00.420]  有些好朋友等等等等
[00:08:00.420 --> 00:08:01.320]  嘗試一下
[00:08:01.320 --> 00:08:03.920]  亦都可以去溝通一下
[00:08:03.920 --> 00:08:05.220]  即是溝通
[00:08:05.220 --> 00:08:06.620]  我說你給我五分鐘
[00:08:06.620 --> 00:08:08.820]  那句是說
[00:08:08.820 --> 00:08:10.120]  你可不可以給我五分鐘
[00:08:10.120 --> 00:08:11.720]  然後你告訴我
[00:08:11.720 --> 00:08:15.820]  我用聽來和你溝通
[00:08:15.820 --> 00:08:17.020]  你明白我說什麼嗎?
[00:08:17.020 --> 00:08:19.120]  我正在邀請你給我五分鐘
[00:08:19.120 --> 00:08:20.220]  不過給我五分鐘
[00:08:20.220 --> 00:08:22.220]  是我很想聽聽
[00:08:22.220 --> 00:08:24.520]  你今天的感受是怎樣
[00:08:24.520 --> 00:08:28.220]  很多人說
[00:08:28.220 --> 00:08:31.920]  特別一些以前的時代
[00:08:31.920 --> 00:08:35.820]  妻子通常生活在家
[00:08:35.820 --> 00:08:39.920]  而丈夫多數是出去工作
[00:08:39.920 --> 00:08:42.520]  有個西人的計算
[00:08:42.520 --> 00:08:44.320]  他用英文計算
[00:08:44.320 --> 00:08:46.620]  每個女人基本上
