
[00:00:00.000 --> 00:00:01.500]  今天是感恩節的主日
[00:00:01.500 --> 00:00:04.820]  在這裡先恭祝大家感恩節非常非常快樂
[00:00:04.820 --> 00:00:05.820]  Amen
[00:00:05.820 --> 00:00:07.900]  跟你媽說感恩節非常快樂跟她說
[00:00:07.900 --> 00:00:10.760]  Amen
[00:00:10.760 --> 00:00:15.700]  聖經教導我們做一個基督徒要凡事謝恩
[00:00:15.700 --> 00:00:19.500]  當然凡事謝恩的意思不是叫我們有事沒事口裡句這樣
[00:00:19.500 --> 00:00:21.120]  感謝主感謝主感謝主
[00:00:21.120 --> 00:00:23.000]  很多基督徒就變成狗頭禪了
[00:00:23.000 --> 00:00:25.200]  並沒有真的從心裡來感謝
[00:00:25.200 --> 00:00:29.260]  凡事謝恩其實是一個心態
[00:00:29.260 --> 00:00:32.400]  是一個面對神在你身上的工作
[00:00:32.400 --> 00:00:35.900]  面對你生活中的人事物
[00:00:35.900 --> 00:00:39.320]  我們應當存的一個心態
[00:00:39.320 --> 00:00:41.900]  因為很多時候我看見我們人的眼目
[00:00:41.900 --> 00:00:43.700]  是非常狹窄
[00:00:43.700 --> 00:00:50.120]  我們人所能看見的常常只是眼前的成功跟失敗而已
[00:00:50.120 --> 00:00:53.300]  但今天神怎麼看我們
[00:00:53.300 --> 00:00:56.160]  今天神看我們不像我們看我們自己
[00:00:56.160 --> 00:00:59.500]  只看眼前的成功跟失敗
[00:00:59.500 --> 00:01:03.800]  今天神看我們是看我們的一生
[00:01:03.800 --> 00:01:08.100]  因為神在我們身上是有一個計畫的
[00:01:08.100 --> 00:01:12.060]  神在我們身上是有一個託付的
[00:01:12.060 --> 00:01:17.500]  我們看見神也定義要在我們一生的道路上
[00:01:17.500 --> 00:01:21.100]  祂來成就祂在我們身上的心意
[00:01:21.100 --> 00:01:22.260]  Amen
[00:01:22.260 --> 00:01:26.160]  所以一旦你能夠明白這個真理
[00:01:26.160 --> 00:01:30.960]  那麼你就能夠對你生活有一個新的角度
[00:01:30.960 --> 00:01:33.960]  來看生活當中的每一件事情
[00:01:33.960 --> 00:01:36.500]  你不再是用狹窄的眼光
[00:01:36.500 --> 00:01:39.860]  只是看見現在的成功跟失敗
[00:01:39.860 --> 00:01:41.400]  多少時候你在成功的時候
[00:01:41.400 --> 00:01:42.800]  你多麼的喜樂
[00:01:42.800 --> 00:01:46.260]  在失敗的時候多麼挫折灰心
[00:01:46.260 --> 00:01:49.500]  那只是眼前
[00:01:49.500 --> 00:01:53.760]  當你能夠明白神在你一生當中是有一個計畫
[00:01:53.760 --> 00:01:57.660]  而神正在按照祂的心意來帶領你的時候
[00:01:57.660 --> 00:02:01.200]  忽然間你的心思意念能夠被打開
[00:02:01.200 --> 00:02:03.800]  你的心胸能夠被打開
[00:02:03.800 --> 00:02:07.800]  能夠明白神在你身上是有計畫
[00:02:07.800 --> 00:02:10.360]  你生活在這地上不是沒有意義
[00:02:10.360 --> 00:02:12.100]  不是沒有目的的
[00:02:12.100 --> 00:02:17.160]  跟你旁邊說神在你身上是有計畫的
[00:02:17.160 --> 00:02:20.360]  你就開始用一種新的角度
[00:02:20.360 --> 00:02:23.960]  來看你的生活的每一件事情
[00:02:23.960 --> 00:02:26.200]  你就開闊的心胸
[00:02:26.200 --> 00:02:31.000]  能夠看見每一件事情上都有神的恩典在其中
[00:02:31.000 --> 00:02:32.000]  Amen
[00:02:32.000 --> 00:02:35.300]  你不但能夠看見神的恩典在每一件事情上
[00:02:35.300 --> 00:02:37.660]  你也能夠看見在你的一生當中
[00:02:37.660 --> 00:02:41.600]  的確神是有一個使命在你身上
[00:02:41.600 --> 00:02:44.900]  神是有一個託付在你身上
[00:02:44.900 --> 00:02:48.400]  這是為什麼主耶穌在地上的時候多次講到
[00:02:48.400 --> 00:02:50.900]  我們是神國的管家
[00:02:50.900 --> 00:02:57.600]  主耶穌多次用管家來說明我們基督徒在地上的職份
[00:02:57.600 --> 00:02:59.500]  什麼是管家呢
[00:02:59.500 --> 00:03:05.160]  所謂管家就是去管理主人家裡的一切的事物
[00:03:05.160 --> 00:03:07.400]  那個人就叫管家
[00:03:07.400 --> 00:03:08.360]  換句話說
[00:03:08.360 --> 00:03:10.760]  做一個管家我們需要明白一件事情
[00:03:10.760 --> 00:03:13.160]  今天我們所擁有的一切
[00:03:13.160 --> 00:03:15.160]  其實都不是我們的
[00:03:15.160 --> 00:03:17.460]  都是屬於主的
[00:03:17.460 --> 00:03:19.200]  你的生命
[00:03:19.200 --> 00:03:20.800]  你的時間
[00:03:20.800 --> 00:03:22.260]  你的才幹
[00:03:22.260 --> 00:03:24.560]  你一切的資源
[00:03:24.560 --> 00:03:27.100]  以前我們以為是我們所擁有
[00:03:27.100 --> 00:03:28.900]  屬於我們的
[00:03:28.900 --> 00:03:30.760]  我們愛怎麼花就怎麼花
[00:03:30.760 --> 00:03:32.420]  我們愛怎麼用就怎麼用
[00:03:32.420 --> 00:03:35.460]  我們愛怎麼過就怎麼過
[00:03:35.460 --> 00:03:39.120]  直到有一天忽然間我們察覺到
[00:03:39.120 --> 00:03:42.600]  我們的生命是何等的短暫
[00:03:42.600 --> 00:03:47.200]  特別是當你面對身體的疼痛軟弱
[00:03:47.200 --> 00:03:51.360]  當你面對一些意外的事件發生
[00:03:51.360 --> 00:03:54.660]  忽然間的剎那之間你就明白
[00:03:54.660 --> 00:04:00.660]  原來我們的生命根本不在我們手中不是嗎
[00:04:00.660 --> 00:04:04.960]  神可以一夜之間拿走這一切
[00:04:04.960 --> 00:04:09.000]  就像多少地震天災我們看見的事情
[00:04:09.000 --> 00:04:12.720]  神也可以一夜之間翻轉我們的生命
[00:04:12.720 --> 00:04:15.760]  這一切都讓我們看見我們人
[00:04:15.760 --> 00:04:18.860]  本身是何等的渺小
[00:04:18.860 --> 00:04:21.260]  其實我們以為我們所擁有
[00:04:21.260 --> 00:04:25.260]  其實這一切都從神而來
[00:04:25.260 --> 00:04:27.660]  其實這一切都屬於神
[00:04:27.660 --> 00:04:28.620]  Amen
[00:04:28.620 --> 00:04:31.020]  今天我們需要明白我們是個管家
[00:04:31.020 --> 00:04:34.760]  換句話說我們並不真正擁有這一切
[00:04:34.760 --> 00:04:40.920]  做一個管家就要好好管理神所給我們的資源
[00:04:40.920 --> 00:04:42.420]  因為這一切都從神而來
[00:04:42.420 --> 00:04:43.860]  也是屬於神
[00:04:43.860 --> 00:04:44.720]  Amen
[00:04:44.720 --> 00:04:46.800]  剛才我們所讀的聖經很清楚講到
[00:04:46.800 --> 00:04:48.320]  所求於管家
[00:04:48.320 --> 00:04:49.800]  既然我們是管家
[00:04:49.800 --> 00:04:51.160]  那管家當如何
[00:04:51.160 --> 00:04:53.320]  所求於管家的
[00:04:53.320 --> 00:04:57.600]  我們以前以為是在他的才幹有多少
[00:04:57.600 --> 00:04:58.460]  但是這不是
[00:04:58.460 --> 00:04:59.660]  聖經怎麼說呢
[00:04:59.660 --> 00:05:02.660]  所求於管家的是要他有什麼
[00:05:02.660 --> 00:05:04.360]  忠心
[00:05:04.360 --> 00:05:07.600]  換句話說神看重這個忠心
[00:05:07.600 --> 00:05:11.700]  是過於恩賜過於這一切的才幹
[00:05:11.700 --> 00:05:13.160]  什麼叫忠心呢
[00:05:13.160 --> 00:05:15.120]  忠心簡單的講
[00:05:15.120 --> 00:05:21.920]  就是永遠把神放在我們生活優先次序的第一位
[00:05:21.920 --> 00:05:23.960]  這就叫忠心
[00:05:23.960 --> 00:05:25.460]  一個忠心的僕人
[00:05:25.460 --> 00:05:26.460]  你怎麼知道他忠心
[00:05:26.460 --> 00:05:28.520]  他永遠要做主人要做的事情
[00:05:28.520 --> 00:05:30.660]  這是忠心
[00:05:30.660 --> 00:05:33.420]  他絕對不是要做自己想要做的事情
[00:05:33.420 --> 00:05:37.800]  一個忠心的僕人要去做主人要做
[00:05:37.800 --> 00:05:40.300]  今天在教會裡我們看見很多人充滿了熱心
[00:05:40.300 --> 00:05:42.000]  也很有能力
[00:05:42.000 --> 00:05:43.220]  但很多人我常常發現
[00:05:43.220 --> 00:05:45.800]  只是為了想做自己要做的事情
[00:05:45.800 --> 00:05:47.620]  他不見得要做神要他做
[00:05:47.620 --> 00:05:49.660]  他只是想要做自己要做
[00:05:49.660 --> 00:05:53.100]  想要發揮自己而已
[00:05:53.100 --> 00:05:56.900]  反而帶給教會極大的難處不是嗎
[00:05:56.900 --> 00:06:00.620]  因為一個僕人如果天天只想到自己
[00:06:00.620 --> 00:06:03.620]  他就絕對不會去做主人要他做的事情
[00:06:03.620 --> 00:06:06.920]  他絕對不會去完成主人的工作
[00:06:06.920 --> 00:06:10.220]  他只想完成自己的工作
[00:06:10.220 --> 00:06:12.160]  想想看摩西
[00:06:12.160 --> 00:06:14.900]  希伯來書第三章第五節講到
[00:06:14.900 --> 00:06:19.060]  摩西是我們忠心的榜樣
[00:06:19.060 --> 00:06:20.320]  希伯來書三章五節說
[00:06:20.320 --> 00:06:27.320]  摩西為僕人在神的全家誠然敬重
[00:06:27.320 --> 00:06:30.100]  摩西是神給我們一個榜樣
[00:06:30.100 --> 00:06:33.020]  是一個忠心的僕人的榜樣
[00:06:33.020 --> 00:06:38.200]  在神的全家當中誠然敬重
[00:06:38.200 --> 00:06:40.600]  看看摩西的一生吧
[00:06:40.600 --> 00:06:42.460]  在摩西一生的福祉當中
[00:06:42.460 --> 00:06:45.900]  他遭遇過多少的挫折不是嗎
[00:06:45.900 --> 00:06:50.300]  他面對的貴重的埋怨多少次
[00:06:50.300 --> 00:06:54.420]  他面對多少次領袖的背叛
[00:06:54.420 --> 00:07:00.300]  甚至他面對他自己哥哥姐姐的批評跟論斷
[00:07:00.300 --> 00:07:02.500]  亞倫跟米利安
[00:07:02.500 --> 00:07:07.600]  曾經當面的公開向他的權柄挑戰
[00:07:07.600 --> 00:07:08.700]  哇這是不容易
[00:07:08.700 --> 00:07:12.760]  連自己的家人都在對付你
[00:07:12.760 --> 00:07:15.020]  多少的挫折在他一生當中
[00:07:15.020 --> 00:07:19.060]  最後甚至面對神的責備
[00:07:19.060 --> 00:07:20.300]  你還記得最後的時候
[00:07:20.300 --> 00:07:25.900]  神吩咐他 叫他吩咐磐石叫水從磐石出來
[00:07:25.900 --> 00:07:29.200]  那一天摩西比較生氣一點
[00:07:29.200 --> 00:07:32.000]  那天心情不好一點
[00:07:32.000 --> 00:07:33.720]  神對他說吩咐磐石
[00:07:33.720 --> 00:07:35.400]  他就沒有吩咐
[00:07:35.400 --> 00:07:39.100]  他拿著杖打磐石
[00:07:39.100 --> 00:07:42.300]  打一次還不如打兩次
[00:07:42.300 --> 00:07:43.900]  很生氣
[00:07:43.900 --> 00:07:46.020]  結果水還是流出來了
[00:07:46.020 --> 00:07:47.100]  可是水雖然流出來
[00:07:47.100 --> 00:07:47.820]  神就對他說
[00:07:47.820 --> 00:07:52.460]  因為你沒有在眾人面前尊重我
[00:07:52.460 --> 00:07:57.420]  神說你就不能夠進入迦南美地
[00:07:57.420 --> 00:07:59.020]  哇
[00:07:59.020 --> 00:08:03.100]  你要知道迦南美地就是摩西一生想要進去的嘛
[00:08:03.100 --> 00:08:06.820]  他搞什麼搞了四十年礦業幹什麼
[00:08:06.820 --> 00:08:09.900]  走這麼一大圈受這麼苦幹什麼
[00:08:09.900 --> 00:08:13.120]  就為了一個夢想嘛
[00:08:13.120 --> 00:08:16.020]  就能夠進入迦南美地嘛
[00:08:16.020 --> 00:08:19.720]  他一生就為此而活嘛
[00:08:19.720 --> 00:08:21.020]  竟然神對他說
[00:08:21.020 --> 00:08:22.220]  No No No
[00:08:22.220 --> 00:08:24.020]  你不能夠進去
[00:08:24.020 --> 00:08:25.320]  其他人可以
[00:08:25.320 --> 00:08:28.520]  你不能進去
[00:08:28.520 --> 00:08:30.720]  我想如果我是摩西在那時候
[00:08:30.720 --> 00:08:33.220]  我一定氣瘋了
[00:08:33.220 --> 00:08:34.100]  神啊
[00:08:34.100 --> 00:08:36.520]  算了不幹了
[00:08:36.520 --> 00:08:37.820]  I quit
[00:08:37.820 --> 00:08:39.520]  Q U I T
[00:08:39.520 --> 00:08:41.720]  Quit
[00:08:41.720 --> 00:08:43.820]  太不夠意思了
[00:08:43.820 --> 00:08:44.520]  首先
[00:08:44.520 --> 00:08:45.020]  對不對
[00:08:45.020 --> 00:08:45.820]  第一個
[00:08:45.820 --> 00:08:47.220]  這個工作我根本不想做
[00:08:47.220 --> 00:08:49.220]  本來不是我要做的
[00:08:49.220 --> 00:08:52.220]  當年是你逼我做的不是嗎
[00:08:52.220 --> 00:08:52.920]  當年主啊
[00:08:52.920 --> 00:08:54.920]  我還跟你說我左口笨蛇
[00:08:54.920 --> 00:08:56.820]  我根本不能夠做這個工作
