
[00:00:00.000 --> 00:00:05.800]  大家要開始去追到這個傳道士的作者
[00:00:05.800 --> 00:00:08.800]  他講話的節奏
[00:00:08.800 --> 00:00:11.200]  和他講的那些東西
[00:00:11.200 --> 00:00:13.400]  他跟自己講的
[00:00:13.400 --> 00:00:14.600]  他問自己的
[00:00:14.600 --> 00:00:16.400]  講完又反問自己的
[00:00:16.400 --> 00:00:19.600]  他問,我又轉耳,我又轉眼,我又轉問
[00:00:19.600 --> 00:00:22.000]  他就是跟自己辯論中
[00:00:22.000 --> 00:00:24.200]  其實他未跟自己辯論中
[00:00:24.200 --> 00:00:26.000]  他跟人生辯論中
[00:00:26.000 --> 00:00:28.400]  跟這個世界時局辯論中
[00:00:28.400 --> 00:00:30.000]  為什麼會這樣呢?
[00:00:30.000 --> 00:00:31.200]  他有兩種不同的看法
[00:00:31.200 --> 00:00:33.200]  一種是在日光之下
[00:00:33.200 --> 00:00:36.200]  無生事,從前有的事,現在再有
[00:00:36.200 --> 00:00:38.400]  現在發生的事,不是新的事
[00:00:38.400 --> 00:00:41.200]  一切都好像重重複複這樣
[00:00:41.200 --> 00:00:44.200]  兜兜轉轉這樣
[00:00:44.200 --> 00:00:46.200]  好像沒有希望
[00:00:46.200 --> 00:00:48.200]  但是他又說
[00:00:48.200 --> 00:00:53.200]  在轉換之間,你看到日光之上有一個掌管的上帝
[00:00:53.200 --> 00:00:57.200]  是有不同的眼光,不同的視覺
[00:00:57.200 --> 00:01:02.200]  好像我,不敢承認
[00:01:02.200 --> 00:01:06.200]  我二十幾歲才第一次搭飛機
[00:01:06.200 --> 00:01:08.200]  去菲律賓開會
[00:01:08.200 --> 00:01:10.200]  是陳茂君派我去開會
[00:01:10.200 --> 00:01:12.200]  第一次搭飛機
[00:01:12.200 --> 00:01:16.200]  那時我外婆還是在生的
[00:01:16.200 --> 00:01:20.200]  她很怕行船跑馬就生風險
[00:01:20.200 --> 00:01:22.200]  搭飛機,她一世未搭過飛機
[00:01:22.200 --> 00:01:24.200]  她很怕很怕
[00:01:24.200 --> 00:01:27.200]  搭了飛機場,我說不用了,飛機場那麼厲害
[00:01:27.200 --> 00:01:29.200]  搭飛機,搭了很多飛機場
[00:01:29.200 --> 00:01:33.200]  整天看著天,好像天氣不錯
[00:01:33.200 --> 00:01:36.200]  到她說,密雲有雨
[00:01:36.200 --> 00:01:38.200]  間中有狂風嘲諷那時,我又不記得了
[00:01:38.200 --> 00:01:40.200]  她很擔心,我又擔心
[00:01:40.200 --> 00:01:44.200]  我也很擔心,當時真的沒有密報
[00:01:44.200 --> 00:01:46.200]  我真的沒有搭過飛機
[00:01:46.200 --> 00:01:48.200]  去菲律賓真的很短無情
[00:01:48.200 --> 00:01:52.200]  我搭飛機,一切很新鮮
[00:01:52.200 --> 00:01:55.200]  搭飛機那麼久以前
[00:01:55.200 --> 00:01:59.200]  不用說了
[00:01:59.200 --> 00:02:02.200]  很久以前
[00:02:02.200 --> 00:02:04.200]  坐在飛機上,一切很新鮮
[00:02:04.200 --> 00:02:06.200]  然後就起飛
[00:02:06.200 --> 00:02:10.200]  那時坐窗口位
[00:02:10.200 --> 00:02:12.200]  之後我就不坐窗口位了
[00:02:12.200 --> 00:02:15.200]  坐在旁邊,看外表,看窗口
[00:02:15.200 --> 00:02:19.200]  飛機起飛,到香港
[00:02:19.200 --> 00:02:22.200]  飛機飛上去就慘了
[00:02:22.200 --> 00:02:25.200]  突然間雲湧過來
[00:02:25.200 --> 00:02:27.200]  突然在雲中
[00:02:27.200 --> 00:02:30.200]  慘了,真是在雲中,霧中
[00:02:30.200 --> 00:02:32.200]  那怎麼走呢?
[00:02:32.200 --> 00:02:34.200]  會不會真的走來撞上去呢?
[00:02:34.200 --> 00:02:37.200]  那時我也有點擔心
[00:02:37.200 --> 00:02:38.200]  我擔心的是
[00:02:38.200 --> 00:02:40.200]  我外婆在下面看上去
[00:02:40.200 --> 00:02:42.200]  剛才進到雲裡
[00:02:42.200 --> 00:02:47.200]  那時候舊機場可以看見
[00:02:47.200 --> 00:02:50.200]  機長就說
[00:02:50.200 --> 00:02:52.200]  我們現在要向上爬升
[00:02:52.200 --> 00:02:54.200]  現在多少尺,多少尺
[00:02:54.200 --> 00:02:58.200]  現在我們已經上到去
[00:02:58.200 --> 00:03:00.200]  不知多少千尺
[00:03:00.200 --> 00:03:02.200]  天氣直朗
[00:03:02.200 --> 00:03:04.200]  我一看出去
[00:03:04.200 --> 00:03:07.200]  飛機穿過了那些雲
[00:03:07.200 --> 00:03:10.200]  下面是烏雲,上面是什麼?
[00:03:10.200 --> 00:03:12.200]  好像棉花的白雲
[00:03:12.200 --> 00:03:16.200]  飛機就好像浮在雲海的上面
[00:03:16.200 --> 00:03:18.200]  天空全亮
[00:03:18.200 --> 00:03:20.200]  陽光普照
[00:03:20.200 --> 00:03:21.200]  原來如此
[00:03:21.200 --> 00:03:23.200]  那慘了,我外婆在下面
[00:03:23.200 --> 00:03:25.200]  擔心我在雲裡,舊雲裡
[00:03:25.200 --> 00:03:26.200]  那怎麼辦呢?
[00:03:26.200 --> 00:03:29.200]  我在太陽之上,日光之上
[00:03:29.200 --> 00:03:31.200]  在日光之下
[00:03:31.200 --> 00:03:33.200]  在雲層之下所看的
[00:03:33.200 --> 00:03:37.200]  五官、心情是完全不同的
[00:03:37.200 --> 00:03:38.200]  好了
[00:03:38.200 --> 00:03:42.200]  其實傳說書就是讓我們
[00:03:42.200 --> 00:03:43.200]  坐在穿梭機
[00:03:43.200 --> 00:03:45.200]  穿梭在雲層之上、雲層之下
[00:03:45.200 --> 00:03:49.200]  在想、在討論、在辯論
[00:03:49.200 --> 00:03:51.200]  究竟人生是怎麼樣的呢?
[00:03:51.200 --> 00:03:55.200]  你從什麼角度去看人生呢?
[00:03:55.200 --> 00:03:58.200]  你怎麼樣去決定人生的方向呢?
[00:03:58.200 --> 00:04:01.200]  或者人生的方向是你決定不到的呢?
[00:04:01.200 --> 00:04:02.200]  它就是這樣說的
[00:04:02.200 --> 00:04:05.200]  好了,剛才我們讀的經文就是說
[00:04:05.200 --> 00:04:09.200]  你見到世界種種的不平時
[00:04:09.200 --> 00:04:12.200]  你會怎麼看呢?
[00:04:12.200 --> 00:04:15.200]  我再讀下去,第四章第一節
[00:04:15.200 --> 00:04:17.200]  我又觀察到太陽底下
[00:04:17.200 --> 00:04:19.200]  發生的一切惡的欺凌
[00:04:19.200 --> 00:04:22.200]  我看見受欺壓的人流淚
[00:04:22.200 --> 00:04:23.200]  無人安慰
[00:04:23.200 --> 00:04:25.200]  欺壓人的大權在握
[00:04:25.200 --> 00:04:28.200]  受害者望然無助
[00:04:28.200 --> 00:04:29.200]  真似我得出結論
[00:04:29.200 --> 00:04:31.200]  死人比活人幸運
[00:04:31.200 --> 00:04:34.200]  然而最幸運的那些尚未出生的人
[00:04:34.200 --> 00:04:38.200]  他們還未見到太陽底下的一切惡行
[00:04:38.200 --> 00:04:41.200]  剛剛上面第三章就說了
[00:04:41.200 --> 00:04:44.200]  很像陽光的氣息
[00:04:44.200 --> 00:04:47.200]  然後又飛過來
[00:04:47.200 --> 00:04:49.200]  死人比活人幸運
[00:04:49.200 --> 00:04:51.200]  不出生的人更好
[00:04:51.200 --> 00:04:53.200]  然後又飛過來
[00:04:53.200 --> 00:04:55.200]  因為他看見世界種種的不平時
[00:04:55.200 --> 00:04:58.200]  那你怎麼處理這些問題呢?
[00:04:58.200 --> 00:05:01.200]  世界的公眾就在問這個問題
[00:05:01.200 --> 00:05:03.200]  拿出來跟你討論
[00:05:03.200 --> 00:05:05.200]  是最公正的地方
[00:05:05.200 --> 00:05:08.200]  甚至法庭是最公道的地方
[00:05:08.200 --> 00:05:10.200]  是公平的交易場所
[00:05:10.200 --> 00:05:13.200]  最公正、最講公義的地方
[00:05:13.200 --> 00:05:15.200]  都有腐敗的情況出現
[00:05:15.200 --> 00:05:18.200]  連在太陽底下的法庭都有腐敗
[00:05:18.200 --> 00:05:20.200]  都有邪惡
[00:05:20.200 --> 00:05:21.200]  世界有沒有公道呀?
[00:05:21.200 --> 00:05:23.200]  你答我呀
[00:05:23.200 --> 00:05:24.200]  有沒有呀?
[00:05:24.200 --> 00:05:25.200]  有?
[00:05:25.200 --> 00:05:26.200]  沒有呀
[00:05:26.200 --> 00:05:27.200]  哪裡有公道呀
[00:05:27.200 --> 00:05:32.200]  你說你沒見過世面呀
[00:05:32.200 --> 00:05:36.200]  你不知道世界艱難呀
[00:05:36.200 --> 00:05:43.200]  法庭都沒有跟你主持公道嗎?
[00:05:43.200 --> 00:05:45.200]  他說不是的
[00:05:45.200 --> 00:05:48.200]  你看法庭都說不是的
[00:05:48.200 --> 00:05:49.200]  怎麼判呢?
[00:05:49.200 --> 00:05:52.200]  這句話對某些人會覺得有些厭惡性
[00:05:52.200 --> 00:05:57.200]  不過這個確實是世界人對公正理神的看法
[00:05:57.200 --> 00:05:59.200]  他蒙著他的眼
[00:05:59.200 --> 00:06:01.200]  那不就是公正了嗎?
[00:06:01.200 --> 00:06:03.200]  他稱得著稱嗎?
[00:06:03.200 --> 00:06:04.200]  做公警?
[00:06:04.200 --> 00:06:06.200]  不過問題是蒙著他的眼都不要緊的
[00:06:06.200 --> 00:06:09.200]  你看看他稱得著甚麼呢?
[00:06:09.200 --> 00:06:11.200]  這個是甚麼來的?
[00:06:11.200 --> 00:06:12.200]  錢?
[00:06:12.200 --> 00:06:13.200]  錢錢錢
[00:06:13.200 --> 00:06:15.200]  這些都是有錢的
[00:06:15.200 --> 00:06:18.200]  他不單止沒眼睛看
[00:06:18.200 --> 00:06:20.200]  他賣個嘴給人家
[00:06:20.200 --> 00:06:21.200]  賣個嘴
[00:06:21.200 --> 00:06:22.200]  是不是事實呢?
[00:06:22.200 --> 00:06:25.200]  是不是我們真的分化疾俗呢?
[00:06:25.200 --> 00:06:29.200]  是不是呢?
[00:06:29.200 --> 00:06:31.200]  存在者在他的當中
[00:06:31.200 --> 00:06:34.200]  將來取守公法者就是這樣
[00:06:34.200 --> 00:06:36.200]  那麼今天你有沒有經歷過呢?
[00:06:36.200 --> 00:06:39.200]  大家的際遇可能不同的
[00:06:39.200 --> 00:06:41.200]  但是我們不能夠否定一件事
[00:06:41.200 --> 00:06:43.200]  就是今天很多時候呢
[00:06:43.200 --> 00:06:45.200]  在很多國家裏面
[00:06:45.200 --> 00:06:50.200]  就是法律和那些崇拜貪污
[00:06:50.200 --> 00:06:53.200]  政治等等等等
[00:06:53.200 --> 00:06:54.200]  利益
[00:06:54.200 --> 00:06:55.200]  這種直面
[00:06:55.200 --> 00:06:57.200]  民主
[00:06:57.200 --> 00:07:00.200]  甚至是common sense
[00:07:00.200 --> 00:07:03.200]  現在的common sense都不是很common的
[00:07:03.200 --> 00:07:04.200]  即是common sense
[00:07:04.200 --> 00:07:05.200]  common sense是甚麼呢?
[00:07:05.200 --> 00:07:06.200]  常識
[00:07:06.200 --> 00:07:11.200]  都不是很常常人有的
[00:07:11.200 --> 00:07:16.200]  這些觀眾的意見
[00:07:16.200 --> 00:07:21.200]  貧窮就在這個不公道的社會當中
[00:07:21.200 --> 00:07:24.200]  貧窮壓在人的身上
[00:07:24.200 --> 00:07:27.200]  在沒有民主的國家裏面
[00:07:27.200 --> 00:07:28.200]  有貪污
[00:07:28.200 --> 00:07:29.200]  有強權
[00:07:29.200 --> 00:07:30.200]  有壓制
[00:07:30.200 --> 00:07:31.200]  有剝削
[00:07:31.200 --> 00:07:32.200]  不用說了
[00:07:32.200 --> 00:07:33.200]  大根廷
[00:07:33.200 --> 00:07:34.200]  不用我再說
[00:07:34.200 --> 00:07:35.200]  夠了
[00:07:35.200 --> 00:07:36.200]  是不是?
[00:07:36.200 --> 00:07:38.200]  首先所有民主的國家
[00:07:38.200 --> 00:07:41.200]  我剛剛去年去過阿根廷
[00:07:41.200 --> 00:07:43.200]  阿根廷是民主國家
[00:07:43.200 --> 00:07:44.200]  甚麼都有
[00:07:44.200 --> 00:07:45.200]  崇拜貪污
[00:07:45.200 --> 00:07:46.200]  失業
[00:07:46.200 --> 00:07:47.200]  種族歧視
[00:07:47.200 --> 00:07:48.200]  貧富懸賞
[00:07:48.200 --> 00:07:50.200]  加拿大人民
[00:07:50.200 --> 00:07:51.200]  有嗎?
[00:07:51.200 --> 00:07:53.200]  不如去天堂
[00:07:53.200 --> 00:07:55.200]  飛虎有假
[00:07:55.200 --> 00:07:59.200]  剛剛回來不知道
[00:07:59.200 --> 00:08:02.200]  我們個人的生活
[00:08:02.200 --> 00:08:03.200]  是被那些
[00:08:03.200 --> 00:08:08.200]  國大強國的經濟系統
[00:08:08.200 --> 00:08:10.200]  所組成的經濟系統
[00:08:10.200 --> 00:08:11.200]  所控制的
[00:08:11.200 --> 00:08:13.200]  支付了你的
[00:08:13.200 --> 00:08:14.200]  所以超級市場
[00:08:14.200 --> 00:08:16.200]  能夠買到甚麼東西
[00:08:16.200 --> 00:08:17.200]  甚麼價錢
[00:08:17.200 --> 00:08:19.200]  都不只是超級市場定的
[00:08:19.200 --> 00:08:21.200]  是給這些人定的
[00:08:21.200 --> 00:08:22.200]  你買甚麼車
[00:08:22.200 --> 00:08:23.200]  甚麼價錢
[00:08:23.200 --> 00:08:25.200]  這個汽油現在又升了
[00:08:25.200 --> 00:08:27.200]  跌下來了
[00:08:27.200 --> 00:08:29.200]  是很便宜
