
[00:00:00.000 --> 00:00:02.880]  今天是年廿九
[00:00:02.880 --> 00:00:04.480]  昨天是年廿八
[00:00:04.480 --> 00:00:07.760]  傳統上我們會打掃一下家中
[00:00:07.760 --> 00:00:10.240]  正所謂年廿八做什麼?
[00:00:10.240 --> 00:00:11.680]  洗垃圾
[00:00:11.680 --> 00:00:14.680]  都將一些我們不要的扔掉
[00:00:14.680 --> 00:00:16.160]  迎來新的一年
[00:00:16.160 --> 00:00:18.800]  昨天下午我們有一群青少年人
[00:00:18.800 --> 00:00:22.000]  都幫教會大掃除一番
[00:00:22.000 --> 00:00:24.560]  下個星期三 二月十日
[00:00:24.560 --> 00:00:26.160]  其實應該是接下來的星期三
[00:00:26.160 --> 00:00:27.480]  二月十日就是四十日
[00:00:27.480 --> 00:00:29.880]  大齋期開始的日子
[00:00:29.880 --> 00:00:34.160]  上個星期我有機會到本會的秦酒堂去靜悟
[00:00:34.160 --> 00:00:37.240]  講解禮拜堂的主任牧師很有心思
[00:00:37.240 --> 00:00:39.680]  他設計了一個大齋期的操練
[00:00:39.680 --> 00:00:41.480]  鼓勵弟兄姊妹去參與
[00:00:41.480 --> 00:00:44.520]  在這四十天過一些黑己的生活
[00:00:44.520 --> 00:00:46.280]  他提出了一連串的活動
[00:00:46.280 --> 00:00:47.880]  給弟兄姊妹選擇
[00:00:47.880 --> 00:00:50.440]  都和大家分享一下
[00:00:50.440 --> 00:00:52.280]  第一就是他鼓勵弟兄姊妹
[00:00:52.280 --> 00:00:54.840]  在這四十日裏面去戒食
[00:00:54.840 --> 00:00:58.280]  戒什麼他很喜歡的食物或飲品
[00:00:58.280 --> 00:01:00.280]  第二就是在這四十日裏面
[00:01:00.280 --> 00:01:02.280]  不去買衣服、衣服、鞋、襪
[00:01:02.280 --> 00:01:04.480]  第三就是在這四十日裏面
[00:01:04.480 --> 00:01:07.280]  除了工作或你的功課需要之外
[00:01:07.280 --> 00:01:10.880]  每天只是上網一個小時
[00:01:10.880 --> 00:01:14.480]  第四就是每個禮拜最少三天
[00:01:14.480 --> 00:01:17.080]  每天做二十分鐘的運動
[00:01:17.080 --> 00:01:20.080]  而第五就是學習寫戲
[00:01:20.080 --> 00:01:21.280]  在這四十日裏面
[00:01:21.280 --> 00:01:26.280]  每天去扔掉或轉贈家裏有用的東西
[00:01:26.280 --> 00:01:27.880]  扔掉的當然沒有用
[00:01:27.880 --> 00:01:32.280]  轉贈家裏有用的屬於你的一件物品
[00:01:32.280 --> 00:01:35.880]  以騰出家居和心靈的空間
[00:01:35.880 --> 00:01:40.480]  以上所講無論是你喜歡吃的食物、飲品
[00:01:40.480 --> 00:01:43.280]  或者你去購買衣、鞋、襪
[00:01:43.280 --> 00:01:44.280]  或者上網
[00:01:44.280 --> 00:01:46.680]  或者你擁有的私人物品
[00:01:46.680 --> 00:01:49.280]  其實都不是一件錯的事
[00:01:49.280 --> 00:01:51.680]  不過藉著除舊
[00:01:51.680 --> 00:01:53.080]  藉著洗骯髒
[00:01:53.080 --> 00:01:54.880]  藉著黑己的操練
[00:01:54.880 --> 00:01:57.280]  讓我們可以更加覺醒
[00:01:57.280 --> 00:02:00.080]  我們要過一個順利所喜悅的生活
[00:02:00.080 --> 00:02:03.080]  大家不妨去參考一下
[00:02:03.080 --> 00:02:06.880]  今日經文是記載在《昌一及記》三十四章二十九至三十五節
[00:02:06.880 --> 00:02:10.480]  剛才黃腳記堂位為我們讀出
[00:02:10.480 --> 00:02:13.280]  跟除舊迎新有什麼關係呢?
[00:02:13.280 --> 00:02:20.480]  首先鼓勵大家跟我一起低頭來祈禱
[00:02:20.480 --> 00:02:22.280]  請主我們感謝祢
[00:02:22.280 --> 00:02:24.480]  因為祢的呼喚、祢的吸引
[00:02:24.480 --> 00:02:27.480]  讓我們能夠在聖主一日的清晨
[00:02:27.480 --> 00:02:30.280]  來到祢的殿內當中去敬拜祢
[00:02:30.280 --> 00:02:32.880]  求上帝你藉著整個崇拜
[00:02:32.880 --> 00:02:35.080]  無論是詩歌、圖文
[00:02:35.080 --> 00:02:37.080]  甚至是祢的話語
[00:02:37.080 --> 00:02:39.280]  來成為我們生命的糧
[00:02:39.280 --> 00:02:40.480]  也來更新我們的生命
[00:02:40.480 --> 00:02:43.480]  幫助我們每一位能夠打開我們的心靈
[00:02:43.480 --> 00:02:46.280]  被上帝祢所去訴訟
[00:02:46.280 --> 00:02:47.280]  我們這樣禱告
[00:02:47.280 --> 00:02:49.280]  奉主耶穌基督的名求
[00:02:49.280 --> 00:02:50.280]  阿門
[00:02:52.880 --> 00:02:57.480]  其實這次是摩西第二次上西奈山
[00:02:57.480 --> 00:03:00.280]  她再一次按上帝的吩咐上山
[00:03:00.280 --> 00:03:03.080]  接受上帝所頒布給以色列人的誡命
[00:03:03.080 --> 00:03:04.880]  為什麼會再一次呢?
[00:03:04.880 --> 00:03:07.280]  可能大家弟兄姊妹都會知道
[00:03:07.280 --> 00:03:10.880]  不過我在這裡略略跟大家分享一下
[00:03:10.880 --> 00:03:13.280]  上一次摩西上山的時候
[00:03:13.280 --> 00:03:16.480]  就記載了《初克及記》第三十二章
[00:03:16.480 --> 00:03:19.880]  她在山上跟上帝說話的時候
[00:03:19.880 --> 00:03:21.280]  山下的百姓
[00:03:21.280 --> 00:03:24.280]  因為看到摩西遲遲都沒有下山
[00:03:24.280 --> 00:03:27.880]  估計摩西在山上大約有四十周夜
[00:03:27.880 --> 00:03:29.680]  不知道她發生什麼事
[00:03:29.680 --> 00:03:34.480]  可能估計她已經在山上遇到一些問題
[00:03:34.480 --> 00:03:35.880]  甚至死了
[00:03:35.880 --> 00:03:38.080]  於是聚集在阿倫那裡
[00:03:38.080 --> 00:03:41.080]  要求她為他們做一個神明
[00:03:41.080 --> 00:03:44.080]  好在他們面前繼續引路
[00:03:44.080 --> 00:03:48.080]  於是阿倫就向百姓收集金飾
[00:03:48.080 --> 00:03:50.080]  煮成一頭牛仔
[00:03:50.080 --> 00:03:53.280]  認定這個就是帶領他們離開埃及的神明
[00:03:53.280 --> 00:03:57.480]  不單在這隻金牛面前竹壇獻祭
[00:03:57.480 --> 00:04:01.080]  更加是守節吃喝玩樂
[00:04:01.080 --> 00:04:03.080]  耶和華當然知道一切
[00:04:03.080 --> 00:04:04.480]  她很生氣
[00:04:04.480 --> 00:04:09.280]  向摩西說要滅絕這群眼鏡的百姓
[00:04:09.280 --> 00:04:11.680]  因為他們這麼快就已經偏離了上帝
[00:04:11.680 --> 00:04:15.680]  向著一頭自己鑄出來的偶像去跪拜
[00:04:15.680 --> 00:04:17.280]  去獻祭
[00:04:17.280 --> 00:04:19.680]  在摩西極力求情之下
[00:04:19.680 --> 00:04:21.680]  耶和華改變心意
[00:04:21.680 --> 00:04:26.080]  不將她說過的災降給以色列民
[00:04:26.080 --> 00:04:27.880]  於是摩西下山
[00:04:27.880 --> 00:04:30.880]  她手裡帶著兩塊法板
[00:04:30.880 --> 00:04:33.280]  上面寫的字是上帝所寫的
[00:04:33.280 --> 00:04:34.880]  記載著上帝要以色列民
[00:04:34.880 --> 00:04:38.480]  已經答應了會遵守的戒令
[00:04:38.480 --> 00:04:43.280]  不過當摩西走近以色列民所在的營地
[00:04:43.280 --> 00:04:45.480]  看到他們所住的金牛
[00:04:45.480 --> 00:04:47.880]  又看到百姓在跳舞歌唱
[00:04:47.880 --> 00:04:50.480]  她就按不住自己的怒火
[00:04:50.480 --> 00:04:53.080]  將手裡那兩塊法板
[00:04:53.080 --> 00:04:54.680]  丟到山下
[00:04:54.680 --> 00:04:56.480]  就這樣丟爛了
[00:04:56.480 --> 00:04:57.480]  不僅如此
[00:04:57.480 --> 00:05:01.080]  她還吩咐利美人用刀擊殺百姓
[00:05:01.080 --> 00:05:04.280]  當日倒下的有三千人
[00:05:04.280 --> 00:05:05.680]  在這個時刻
[00:05:05.680 --> 00:05:09.480]  以色列民就知道自己犯了彌天的大錯
[00:05:09.480 --> 00:05:15.080]  接著數次摩西和耶和華上帝聊天之後
[00:05:15.080 --> 00:05:18.280]  上帝吩咐摩西重造法板
[00:05:18.280 --> 00:05:21.280]  上去新界山頂再次面見上帝
[00:05:21.280 --> 00:05:24.480]  因為上帝要將摩西所率碎的那兩塊板上面
[00:05:24.480 --> 00:05:26.280]  先前所寫的字
[00:05:26.280 --> 00:05:29.680]  重寫在這一塊新造的板上面
[00:05:29.680 --> 00:05:32.480]  於是摩西就遵命而行了
[00:05:32.480 --> 00:05:33.880]  這次和上一次一樣
[00:05:33.880 --> 00:05:36.680]  摩西山上有四十座椰
[00:05:36.680 --> 00:05:37.880]  不同的地方
[00:05:37.880 --> 00:05:41.680]  是摩西她拿著兩塊法板下山的時候
[00:05:41.680 --> 00:05:44.080]  她的臉皮發光
[00:05:44.080 --> 00:05:45.880]  她自己也不知道
[00:05:45.880 --> 00:05:47.080]  聖經說
[00:05:47.080 --> 00:05:52.280]  這是因為她和耶和華聊天而沾上的光芒
[00:05:52.280 --> 00:05:54.280]  我想有一種色紋不知道大家有沒有見過
[00:05:54.280 --> 00:05:58.680]  可能你做父母的時候也會買過給小朋友
[00:05:58.680 --> 00:06:00.480]  是好像星星一樣
[00:06:00.480 --> 00:06:03.280]  將它貼在天花板上面
[00:06:03.280 --> 00:06:05.280]  這些星星是不會發光的
[00:06:05.280 --> 00:06:08.880]  不過因為白日吸收了燈光或者陽光
[00:06:08.880 --> 00:06:10.280]  到晚上
[00:06:10.280 --> 00:06:12.480]  你關了房間裡面的燈
[00:06:12.480 --> 00:06:14.280]  在那七天的房間裡面
[00:06:14.280 --> 00:06:17.480]  你就會發現整個天花板都是星星
[00:06:17.480 --> 00:06:18.480]  很漂亮
[00:06:18.480 --> 00:06:21.280]  當然因為這些不是發光看看
[00:06:21.280 --> 00:06:23.680]  沒多久這些星星就會
[00:06:23.680 --> 00:06:25.480]  那些光就會淡忘
[00:06:25.480 --> 00:06:29.080]  天花板就再也看不到星星了
[00:06:29.080 --> 00:06:30.680]  摩西的臉
[00:06:30.680 --> 00:06:33.480]  所以發光其實道理可能一樣
[00:06:33.480 --> 00:06:35.480]  是因為和耶和華聊天之後
[00:06:35.480 --> 00:06:38.680]  她是反映著上帝的榮光
[00:06:38.680 --> 00:06:41.480]  阿倫和百姓認得那個是摩西
[00:06:41.480 --> 00:06:42.680]  不過
[00:06:42.680 --> 00:06:45.480]  見她臉上的皮膚發光
[00:06:45.480 --> 00:06:47.080]  就很怕她了
[00:06:47.080 --> 00:06:49.480]  很不想靠近她
[00:06:49.480 --> 00:06:51.280]  她們怕什麼呢?
[00:06:51.280 --> 00:06:53.080]  難道怕那個傳染病?
[00:06:53.080 --> 00:06:54.280]  沒理由的
[00:06:54.280 --> 00:06:55.480]  有學者認為
[00:06:55.480 --> 00:06:59.880]  榮光其實是代表了上帝的同在
[00:06:59.880 --> 00:07:02.480]  摩西臉皮所發出的光芒
[00:07:02.480 --> 00:07:06.280]  表達了上帝正是和百姓同在
[00:07:06.280 --> 00:07:07.280]  可能你會問
[00:07:07.280 --> 00:07:09.280]  不是一件好事來的嗎?
[00:07:09.280 --> 00:07:13.280]  為什麼會怕靠近摩西呢?
[00:07:13.280 --> 00:07:14.880]  原來在百姓的心目之中
[00:07:14.880 --> 00:07:17.080]  上帝是可畏的
[00:07:17.080 --> 00:07:19.280]  不單純有敬意
[00:07:19.280 --> 00:07:22.680]  更多的是一份畏懼
[00:07:22.680 --> 00:07:23.480]  上帝的大能
[00:07:23.480 --> 00:07:25.280]  以斯利文親眼目睹
[00:07:25.280 --> 00:07:27.480]  親身來見證
[00:07:27.480 --> 00:07:29.880]  包括上帝講下實哉
[00:07:29.880 --> 00:07:33.080]  將那位硬頸的法老
[00:07:33.080 --> 00:07:35.680]  他都願意讓百姓離開埃及
[00:07:35.680 --> 00:07:37.080]  而在危急之中
[00:07:37.080 --> 00:07:39.480]  為百姓打開紅海
[00:07:39.480 --> 00:07:41.680]  那條路讓他們逃生
[00:07:41.680 --> 00:07:43.680]  不過當埃及的軍隊
[00:07:43.680 --> 00:07:45.080]  想要尾隨的時候
[00:07:45.080 --> 00:07:48.480]  他被同一個海的海水所淹沒
[00:07:48.480 --> 00:07:50.880]  當鄰國國土的居民
[00:07:50.880 --> 00:07:52.880]  軍王聽到這些事跡
[00:07:52.880 --> 00:07:55.280]  他們都顫抖驚慌
[00:07:55.280 --> 00:07:56.480]  離開埃及之後
[00:07:56.480 --> 00:07:58.680]  百姓在抗約裏行走
[00:07:58.680 --> 00:07:59.880]  沒有食物
[00:07:59.880 --> 00:08:00.880]  沒有水
[00:08:00.880 --> 00:08:02.880]  他們開始埋怨
[00:08:02.880 --> 00:08:05.080]  上帝不單沒有因為以斯利文的埋怨
[00:08:05.080 --> 00:08:06.880]  而顯出很不開心
[00:08:06.880 --> 00:08:09.080]  還一一供應
[00:08:09.080 --> 00:08:12.480]  鵪鶉 瑪那 十二古的泉水
[00:08:12.480 --> 00:08:15.280]  讓百姓毫無缺帖
[00:08:15.280 --> 00:08:17.880]  日間用雲柱領路
[00:08:17.880 --> 00:08:21.280]  夜間以火柱來照亮他們
[00:08:21.280 --> 00:08:23.280]  還有那些不知道死活的亞馬力人
[00:08:23.280 --> 00:08:24.480]  想來攻打
[00:08:24.480 --> 00:08:26.880]  在抗野之中行走的百姓
[00:08:26.880 --> 00:08:29.880]  上帝都一一擊退
[00:08:29.880 --> 00:08:31.880]  在這幾個月裏
[00:08:31.880 --> 00:08:34.880]  百姓處處看到的是順利的保護
[00:08:34.880 --> 00:08:37.880]  順利的恩典 順利的供應
[00:08:37.880 --> 00:08:39.680]  來到西乃山下面
[00:08:39.680 --> 00:08:41.880]  那是出埃及記的第三個月
[00:08:41.880 --> 00:08:46.280]  百姓看到上帝有另一個面貌
[00:08:46.280 --> 00:08:49.880]  上帝原來是興邁不得
[00:08:49.880 --> 00:08:51.880]  其實上帝沒有變臉
[00:08:51.880 --> 00:08:57.280]  只是百姓更加立體地認識他們的上帝
[00:08:57.280 --> 00:08:59.480]  上帝吩咐百姓要預備好自己
[00:08:59.480 --> 00:09:00.880]  因為三天之後
[00:09:00.880 --> 00:09:04.280]  他要在眾人的眼前降臨西乃山
[00:09:04.280 --> 00:09:06.680]  他還吩咐摩西
[00:09:06.680 --> 00:09:09.480]  要在山的四周劃定界限
[00:09:09.480 --> 00:09:11.680]  讓這個山成為聖結
[00:09:11.680 --> 00:09:13.680]  還告訴百姓
[00:09:13.680 --> 00:09:15.480]  你們要謹慎
[00:09:15.480 --> 00:09:17.680]  不要上山
[00:09:17.680 --> 00:09:20.680]  也不要摸山的邊界
[00:09:20.680 --> 00:09:24.080]  因為凡摸山的一定處死
[00:09:24.080 --> 00:09:27.080]  人和畜生都一樣
[00:09:27.080 --> 00:09:29.680]  到上帝降臨西乃山的那一天
[00:09:29.680 --> 00:09:31.680]  山上有雷光
[00:09:31.680 --> 00:09:34.080]  有閃電 有蜜雲
[00:09:34.080 --> 00:09:36.480]  並且有個角聲很響亮
[00:09:36.480 --> 00:09:39.680]  營中的百姓的反應是怎樣
[00:09:39.680 --> 00:09:40.880]  很害怕
[00:09:40.880 --> 00:09:42.480]  顫抖
[00:09:42.480 --> 00:09:45.280]  西乃山全山無煙
[00:09:45.280 --> 00:09:48.680]  因為耶和華在火中降臨山上
[00:09:48.680 --> 00:09:51.880]  山上的煙霧上騰
[00:09:51.880 --> 00:09:53.680]  彷彿好像逍遙
[00:09:53.680 --> 00:09:57.680]  整座山劇烈地搖動
[00:09:57.680 --> 00:09:59.080]  各位頂姐妹
[00:09:59.080 --> 00:10:01.680]  這個情景你熟不熟悉
[00:10:01.680 --> 00:10:05.280]  如果你曾經看過荷里活的災難片
[00:10:05.280 --> 00:10:09.680]  你就會有這種的聯想
[00:10:09.680 --> 00:10:11.680]  好像
[00:10:11.680 --> 00:10:15.080]  好像火山快要爆發
[00:10:15.080 --> 00:10:17.880]  不過不是坐在戲院裡看戲
[00:10:17.880 --> 00:10:20.280]  而是當你刺身在其中
[00:10:20.280 --> 00:10:22.480]  你會不會很害怕呢
[00:10:22.480 --> 00:10:25.480]  眾百姓見雷光 閃電 角聲
[00:10:25.480 --> 00:10:27.880]  山上無煙 就都顫抖
[00:10:27.880 --> 00:10:29.280]  遠遠的站在那裡
[00:10:29.280 --> 00:10:31.080]  他們對摩西說
[00:10:31.080 --> 00:10:33.480]  請你跟我們說話
[00:10:33.480 --> 00:10:35.080]  我們一定聽的
[00:10:35.080 --> 00:10:38.080]  不要讓上帝跟我們說話
[00:10:38.080 --> 00:10:40.880]  免得我們死亡
[00:10:40.880 --> 00:10:43.680]  他們較為近距離接觸上帝的時候
[00:10:43.680 --> 00:10:45.080]  得到的經驗
[00:10:45.080 --> 00:10:48.080]  就是害怕到身體都發出很自然的反應
[00:10:48.080 --> 00:10:50.080]  顫抖
[00:10:50.080 --> 00:10:52.080]  上帝真的輕慢不得
[00:10:52.080 --> 00:10:54.680]  上帝所賜的福我們當然要
[00:10:54.680 --> 00:10:56.480]  不過中國人都有句說話
[00:10:56.480 --> 00:10:59.680]  他說伴君如伴虎
[00:10:59.680 --> 00:11:02.480]  更何況那個是神聖的上帝呢
[00:11:02.480 --> 00:11:04.880]  還是跟上帝
[00:11:04.880 --> 00:11:06.880]  遠一點距離好一點
[00:11:06.880 --> 00:11:08.680]  摩西你跟我們做
[00:11:08.680 --> 00:11:12.480]  我們跟上帝之間的代言人
[00:11:12.480 --> 00:11:14.080]  摩西在這個情境底下
[00:11:14.080 --> 00:11:16.680]  他的反應不像百姓
[00:11:16.680 --> 00:11:21.280]  他靠近上帝所在的幽暗之中
[00:11:21.280 --> 00:11:23.080]  這次他們這群百姓
[00:11:23.080 --> 00:11:26.280]  因為誅金牛而犯下大錯的時候
[00:11:26.280 --> 00:11:28.480]  如果不是摩西極力求情
[00:11:28.480 --> 00:11:32.280]  上帝早已經將這群百姓通通滅絕
[00:11:32.280 --> 00:11:37.280]  這些經驗都讓百姓對上帝有更深刻的認識
[00:11:37.280 --> 00:11:40.880]  上帝原來很可怕
[00:11:40.880 --> 00:11:43.480]  上帝是有恩典有憐憫
[00:11:43.480 --> 00:11:47.080]  不過他同時都會發怒
[00:11:47.080 --> 00:11:50.280]  他不會以有罪為無罪
[00:11:50.280 --> 00:11:54.480]  在另一邊我們見到摩西跟上帝的關係很不同
[00:11:54.480 --> 00:11:56.080]  好像朋友
[00:11:56.080 --> 00:12:00.280]  聖經形容耶和華與摩西面對面說話
[00:12:00.280 --> 00:12:03.680]  好像人跟朋友說話一樣
[00:12:03.680 --> 00:12:04.880]  不單是這樣
[00:12:04.880 --> 00:12:07.480]  摩西還跟上帝祈禱
[00:12:07.480 --> 00:12:12.880]  求上帝顯出他的榮光榮耀給摩西看
[00:12:12.880 --> 00:12:15.680]  這是一個很大膽的要求
[00:12:15.680 --> 00:12:18.480]  上帝說:沒有人見過我
[00:12:18.480 --> 00:12:21.280]  而仍然可以存活
[00:12:21.280 --> 00:12:22.880]  原來一直以來
[00:12:22.880 --> 00:12:27.880]  上帝跟摩西的對話都只不過是讓摩西聽到他的聲音
[00:12:27.880 --> 00:12:31.680]  摩西並沒有看過上帝的形象
[00:12:31.680 --> 00:12:33.880]  在上帝的准許和安排之下
[00:12:33.880 --> 00:12:39.480]  摩西躲在一個盆石的縫隙當中
[00:12:39.480 --> 00:12:41.680]  當上帝的榮耀經過的時候
[00:12:41.680 --> 00:12:45.480]  上帝會用手去遮掩摩西
[00:12:45.480 --> 00:12:48.280]  等於說他過去之後
[00:12:48.280 --> 00:12:50.280]  上帝將他的手縮回
[00:12:50.280 --> 00:12:55.080]  摩西就可以看到上帝的背後
[00:12:55.080 --> 00:12:56.680]  摩西
[00:12:56.680 --> 00:13:01.280]  百姓跟上帝的關係有很大的差距
[00:13:01.280 --> 00:13:03.080]  各位靈智妹妹
[00:13:03.080 --> 00:13:04.880]  你有沒有想過
[00:13:04.880 --> 00:13:07.480]  你跟上帝所建立的關係
[00:13:07.480 --> 00:13:10.480]  是哪一種的關係呢?
[00:13:10.480 --> 00:13:14.080]  上帝在你心目中是一個怎樣的上帝呢?
[00:13:14.080 --> 00:13:16.080]  是親如朋友嗎?
[00:13:16.080 --> 00:13:18.280]  是疼愛你的父母嗎?
[00:13:18.280 --> 00:13:22.080]  還是可以你欺負的慈父慈母呢?
[00:13:22.080 --> 00:13:24.280]  還是讓人生畏
[00:13:24.280 --> 00:13:29.280]  處處撐人要犯錯要懲罰的判官呢?
[00:13:29.280 --> 00:13:31.280]  摩西殮上面所發出來的榮光
[00:13:31.280 --> 00:13:33.080]  讓以色列民醒覺
[00:13:33.080 --> 00:13:35.880]  上帝在這裡
[00:13:35.880 --> 00:13:37.880]  一方面讓他們去
[00:13:37.880 --> 00:13:39.880]  記得起自己所犯過的錯
[00:13:39.880 --> 00:13:42.880]  更記得上帝曾經發過烈露
[00:13:42.880 --> 00:13:45.880]  於是很害怕靠近摩西
[00:13:45.880 --> 00:13:49.280]  其實是很害怕靠近上帝
[00:13:49.280 --> 00:13:50.880]  在以色列民的心中
