
[00:00:00.000 --> 00:00:04.500]  各位大英姐妹,大家好,也在這裡祝大家聖誕快樂
[00:00:04.500 --> 00:00:08.500]  弟兄姊妹早上好,在這裡祝大家聖誕快樂
[00:00:08.500 --> 00:00:14.500]  過去這幾天都有不同大英姐妹短訊或者彼此祝賀
[00:00:14.500 --> 00:00:18.500]  這幾天弟兄姊妹之間也彼此打氣,互相祝福
[00:00:18.500 --> 00:00:22.500]  不過其中有一個我覺得很有意思,想和大家分享一下
[00:00:22.500 --> 00:00:25.500]  其實這個很有意思,我想和大家分享一下
[00:00:25.500 --> 00:00:32.500]  是我們教會的一個姐妹,董姊妹,她飛了去新西蘭
[00:00:32.500 --> 00:00:37.500]  我們有一位姊妹,董姊妹,現在已經在新西蘭
[00:00:37.500 --> 00:00:42.500]  現在是新西蘭還是新西蘭,我也分不清楚,現在她的中文名字怎麼翻譯
[00:00:42.500 --> 00:00:45.500]  大陸回應,互相回應
[00:00:45.500 --> 00:00:52.500]  她們祝賀我們每一個大英姐妹,我也希望將她們的祝福帶給大家
[00:00:52.500 --> 00:00:55.500]  祝福我們每一個弟兄姊妹,我希望將這個祝福帶給大家
[00:00:55.500 --> 00:00:58.500]  但是她的祝福很特別
[00:00:58.500 --> 00:00:59.500]  她的祝福非常特別
[00:00:59.500 --> 00:01:05.500]  牧師,我想帶一個祝福給你,因為我現在正在教會準備去崇拜
[00:01:05.500 --> 00:01:09.500]  我帶一個祝福給大家,因為我現在正準備去參加崇拜
[00:01:09.500 --> 00:01:12.500]  這個分享給我很大的感動
[00:01:12.500 --> 00:01:14.500]  她這個分享給我很大的感動
[00:01:14.500 --> 00:01:18.500]  原來她是很喜歡在上帝的裡面
[00:01:18.500 --> 00:01:20.500]  她很喜歡在上帝裡面
[00:01:20.500 --> 00:01:21.500]  去祝福大家
[00:01:21.500 --> 00:01:25.500]  希望在敬拜以前都跟大家帶著這個祝福
[00:01:25.500 --> 00:01:28.500]  在敬拜之前我帶著這個祝福
[00:01:28.500 --> 00:01:32.500]  就讓我想起在福音書裡面,耶穌曾經說過一個比喻
[00:01:32.500 --> 00:01:33.500]  在教稿裡
[00:01:33.500 --> 00:01:36.500]  我相信這個福音書裡面有一個教導
[00:01:36.500 --> 00:01:38.500]  如果我們要去敬拜之前
[00:01:38.500 --> 00:01:40.500]  我們要敬拜之前
[00:01:40.500 --> 00:01:42.500]  要先和大英姐妹修和
[00:01:42.500 --> 00:01:44.500]  要先和弟兄姊妹修和
[00:01:44.500 --> 00:01:46.500]  但是她想將這個祝福帶給大英姐妹
[00:01:46.500 --> 00:01:47.500]  將這個祝福帶給大家
[00:01:47.500 --> 00:01:50.500]  要在崇拜之前先將這個祝福帶給大家
[00:01:50.500 --> 00:01:52.500]  要在崇拜之前先將這個祝福帶給大家
[00:01:52.500 --> 00:01:57.500]  我希望大家都能夠今天在祝福裡面一起去敬拜
[00:01:57.500 --> 00:02:00.500]  希望在今天的祝福當中
[00:02:00.500 --> 00:02:03.500]  大家一起來思想聖誕的意義
[00:02:03.500 --> 00:02:05.500]  思想聖誕的意義
[00:02:05.500 --> 00:02:08.500]  講到聖誕這個題目
[00:02:08.500 --> 00:02:09.500]  講到聖誕這個題目
[00:02:09.500 --> 00:02:12.500]  我想大家都已經聽了很多年了
[00:02:12.500 --> 00:02:13.500]  如果你做了基督徒
[00:02:13.500 --> 00:02:16.500]  如果大家作為基督徒已經聽了很多年了
[00:02:16.500 --> 00:02:17.500]  聽了這麼多年
[00:02:17.500 --> 00:02:20.500]  其實你知不知道為什麼要有聖誕呢?
[00:02:20.500 --> 00:02:21.500]  聽了這麼多年
[00:02:21.500 --> 00:02:24.500]  大家有沒有知道為什麼要有聖誕呢?
[00:02:24.500 --> 00:02:26.500]  因為聖誕我有聚餐
[00:02:26.500 --> 00:02:27.500]  聖誕有聚餐
[00:02:27.500 --> 00:02:29.500]  因為聖誕我有聖誕禮物
[00:02:29.500 --> 00:02:31.500]  因為聖誕我們有聖誕禮物
[00:02:31.500 --> 00:02:33.500]  因為聖誕我可以聖誕放假
[00:02:33.500 --> 00:02:34.500]  因為聖誕我可以嫁妻
[00:02:34.500 --> 00:02:37.500]  我們有很多這些東西已經籠罩了我們
[00:02:37.500 --> 00:02:39.500]  因為有很多這些人罩著我們
[00:02:39.500 --> 00:02:42.500]  但是聖誕是什麼?為什麼要聖誕呢?
[00:02:42.500 --> 00:02:45.500]  但是聖誕是什麼?為什麼要有聖誕呢?
[00:02:45.500 --> 00:02:46.500]  不知道你還記不記得
[00:02:46.500 --> 00:02:47.500]  我不知道你還記不記得
[00:02:47.500 --> 00:02:49.500]  就好像昨天過冬
[00:02:49.500 --> 00:02:51.500]  昨天是冬至
[00:02:51.500 --> 00:02:54.500]  我們中國人冬大過年的
[00:02:54.500 --> 00:02:56.500]  在我們中國冬大過年
[00:02:56.500 --> 00:02:58.500]  新年未必一定在家
[00:02:58.500 --> 00:03:00.500]  新年未必在家
[00:03:00.500 --> 00:03:01.500]  但是冬一定會回家
[00:03:01.500 --> 00:03:02.500]  冬一定會在家
[00:03:02.500 --> 00:03:03.500]  為什麼?
[00:03:03.500 --> 00:03:07.500]  和家人一起去有團圓的時間
[00:03:07.500 --> 00:03:10.500]  和家人有團圓的時間
[00:03:10.500 --> 00:03:13.500]  所以做冬一定吃一樣東西
[00:03:13.500 --> 00:03:15.500]  做冬一定要吃一樣東西
[00:03:15.500 --> 00:03:16.500]  是什麼?
[00:03:16.500 --> 00:03:17.500]  吃什麼?
[00:03:17.500 --> 00:03:18.500]  吃湯圓
[00:03:18.500 --> 00:03:19.500]  一定要吃湯圓
[00:03:19.500 --> 00:03:21.500]  為什麼做冬要吃湯圓呢?
[00:03:21.500 --> 00:03:23.500]  做冬為什麼要吃湯圓呢?
[00:03:23.500 --> 00:03:25.500]  因為團團圓圓
[00:03:25.500 --> 00:03:26.500]  團團圓圓
[00:03:26.500 --> 00:03:28.500]  拿個諧音
[00:03:28.500 --> 00:03:30.500]  拿個諧音
[00:03:30.500 --> 00:03:31.500]  方便
[00:03:31.500 --> 00:03:32.500]  走去超級市場
[00:03:32.500 --> 00:03:33.500]  好像我昨天晚上
[00:03:33.500 --> 00:03:35.500]  馬上走去大通華
[00:03:35.500 --> 00:03:37.500]  和他買了廣告
[00:03:37.500 --> 00:03:39.500]  買些湯圓回來吃
[00:03:39.500 --> 00:03:42.500]  所以我去了超級市場買湯圓回來吃
[00:03:42.500 --> 00:03:44.500]  應夏節
[00:03:44.500 --> 00:03:46.500]  但是其實我們忘記了
[00:03:46.500 --> 00:03:48.500]  但是我們忘記了
[00:03:48.500 --> 00:03:51.500]  為什麼做冬冬至要吃湯圓
[00:03:51.500 --> 00:03:53.500]  但是為什麼冬至要吃湯圓
[00:03:53.500 --> 00:03:54.500]  你知不知道?
[00:03:54.500 --> 00:03:55.500]  為什麼?
[00:03:55.500 --> 00:03:56.500]  我家是很傳統的
[00:03:56.500 --> 00:03:58.500]  因為我家是很傳統的
