
[00:00:00.000 --> 00:00:04.280]  將你世世代代做我們的主
[00:00:04.280 --> 00:00:07.000]  你是永恆的上帝
[00:00:07.000 --> 00:00:08.880]  但你不要小看我們的有限
[00:00:08.880 --> 00:00:12.880]  不要小看我們的卑微
[00:00:12.880 --> 00:00:16.600]  你說你願意和我們一起
[00:00:16.600 --> 00:00:19.400]  去討捨我們的生命
[00:00:19.400 --> 00:00:22.240]  我們的生命在你的手中
[00:00:22.240 --> 00:00:24.560]  可以讓你去使用
[00:00:24.560 --> 00:00:26.480]  但你說我們需要迴轉
[00:00:26.480 --> 00:00:29.680]  將我們整個生命獻上
[00:00:29.680 --> 00:00:30.720]  求你帶領我們
[00:00:30.720 --> 00:00:32.360]  讓你的話語
[00:00:32.360 --> 00:00:33.880]  接著你的聖靈
[00:00:33.880 --> 00:00:36.520]  今天很實在地和我們說話
[00:00:36.520 --> 00:00:37.760]  帶領我們
[00:00:37.760 --> 00:00:40.560]  讓我們按著你給我們的感動
[00:00:40.560 --> 00:00:42.000]  我們很有勇氣
[00:00:42.000 --> 00:00:44.040]  亦可以信心地回應你
[00:00:44.040 --> 00:00:44.920]  聽我們祈禱
[00:00:44.920 --> 00:00:46.720]  奉耶穌基督的名
[00:00:46.720 --> 00:00:47.840]  阿們
[00:00:47.840 --> 00:00:49.240]  讓你知會清楚
[00:00:49.240 --> 00:00:53.240]  謝謝敬拜隊
[00:00:53.240 --> 00:00:55.400]  幾年前不知道大家有沒有
[00:00:55.400 --> 00:00:57.720]  在網絡上看過一個
[00:00:57.720 --> 00:01:01.000]  是台灣一個銀行的廣告
[00:01:01.000 --> 00:01:03.440]  那個廣告的系列的名字叫做
[00:01:03.440 --> 00:01:04.560]  「夢騎士」
[00:01:04.560 --> 00:01:06.840]  如果你現在打去YouTube找
[00:01:06.840 --> 00:01:08.840]  都會找得到這個廣告
[00:01:08.840 --> 00:01:09.920]  值得去看一下
[00:01:09.920 --> 00:01:11.560]  很感動的一個廣告
[00:01:11.560 --> 00:01:13.880]  是在說有五位
[00:01:13.880 --> 00:01:17.640]  年過八十歲的哥哥
[00:01:17.640 --> 00:01:21.120]  他們當然有很多的
[00:01:21.120 --> 00:01:24.280]  又退化又患癌症
[00:01:24.280 --> 00:01:26.280]  又有心臟病
[00:01:26.280 --> 00:01:28.480]  甚至有些已經喪瘤
[00:01:28.480 --> 00:01:30.160]  故事開始的時候
[00:01:30.160 --> 00:01:36.920]  他們中間其中一位伯伯離世
[00:01:36.920 --> 00:01:39.480]  他們再次聚在一起
[00:01:39.480 --> 00:01:41.200]  可能已經很久沒見面了
[00:01:41.200 --> 00:01:43.360]  聚在一起的時候去參加喪禮
[00:01:43.360 --> 00:01:48.360]  然後在之後的九位飯上一起去
[00:01:48.360 --> 00:01:50.640]  本來大家都沒有表情
[00:01:50.640 --> 00:01:52.240]  都不知道怎麼辦
[00:01:52.240 --> 00:01:57.280]  突然間其中一位拍下海說
[00:01:57.280 --> 00:02:00.360]  「不行了,我們不要在這裡等死」
[00:02:00.360 --> 00:02:04.280]  「我們不如一起去駕電單車」
[00:02:04.280 --> 00:02:06.640]  年過八十,駕電單車
[00:02:06.640 --> 00:02:07.800]  於是鏡頭一轉
[00:02:07.800 --> 00:02:09.440]  他們就找回我們
[00:02:09.440 --> 00:02:11.840]  不知道塵封了多久的電單車出來
[00:02:11.840 --> 00:02:15.160]  接著他們真的去騎電單車
[00:02:15.160 --> 00:02:20.040]  還要環繞台灣騎一圈
[00:02:20.040 --> 00:02:24.320]  再看的時候,原來這不只是一個廣告橋段
[00:02:24.320 --> 00:02:25.560]  原來是一個真事
[00:02:25.560 --> 00:02:27.560]  發生在2007年
[00:02:27.560 --> 00:02:29.040]  不只是五位
[00:02:29.040 --> 00:02:35.360]  是有17位平均年齡達到80歲的叔叔伯伯
[00:02:35.360 --> 00:02:38.040]  他們用了13天的時間
[00:02:38.040 --> 00:02:42.120]  真的駕著電單車環繞了台灣一圈
[00:02:42.120 --> 00:02:44.440]  過程還記錄下來
[00:02:44.440 --> 00:02:46.000]  拍成一部紀錄片
[00:02:46.000 --> 00:02:48.000]  叫做《不老騎士》
[00:02:48.000 --> 00:02:49.240]  在香港上映過
[00:02:49.240 --> 00:02:50.400]  如果你沒看過的話
[00:02:50.400 --> 00:02:52.720]  這段片也可以找得到
[00:02:52.720 --> 00:02:56.840]  廣告裡面是問一個問題
[00:02:56.840 --> 00:02:57.960]  問一個問題就是
[00:02:57.960 --> 00:03:01.800]  人為什麼活著
[00:03:01.800 --> 00:03:04.360]  當然每個人有不同的答案
[00:03:04.360 --> 00:03:05.640]  廣告裡面提過
[00:03:05.640 --> 00:03:07.080]  是不是為了思念
[00:03:07.080 --> 00:03:09.160]  為了活下去
[00:03:09.160 --> 00:03:11.400]  是不是為了活得更長
[00:03:11.400 --> 00:03:13.480]  是不是為了要離開
[00:03:13.480 --> 00:03:15.160]  當然廣告最想告訴你
[00:03:15.160 --> 00:03:19.840]  就是為了夢,為了一個夢想
[00:03:19.840 --> 00:03:22.080]  今天我們會看一篇詩篇
[00:03:22.080 --> 00:03:23.360]  詩篇有90篇
[00:03:23.360 --> 00:03:27.720]  裡面有很多對我們人生的描述
[00:03:27.720 --> 00:03:28.760]  其實某程度上
[00:03:28.760 --> 00:03:33.200]  都可能一個個回答廣告裡面的問題
[00:03:33.200 --> 00:03:36.120]  人為什麼活著
[00:03:36.120 --> 00:03:37.840]  這篇詩可能大家都很熟悉
[00:03:37.840 --> 00:03:39.520]  已經有很多其中的章節
[00:03:39.520 --> 00:03:41.320]  大家都已經耳熟能詳
[00:03:41.320 --> 00:03:42.880]  雖然時間短促
