
[00:00:00.000 --> 00:00:04.480]  我鼓勵大家要爲我們所身處的國家祈禱
[00:00:04.480 --> 00:00:06.160]  事實上大選之後
[00:00:06.160 --> 00:00:09.240]  我相信我們更加需要爲這個國家
[00:00:09.240 --> 00:00:13.120]  和當選的總統來討詬
[00:00:13.120 --> 00:00:14.680]  所以你會留意到
[00:00:14.680 --> 00:00:16.080]  在這幾個星期
[00:00:16.080 --> 00:00:17.200]  一來是感恩節
[00:00:17.200 --> 00:00:18.840]  我們會有三個星期的時間
[00:00:18.840 --> 00:00:21.560]  和大家去學習討詬的功課
[00:00:21.560 --> 00:00:22.720]  討詬裏面來說
[00:00:22.720 --> 00:00:24.600]  似乎我們每個人都懂得
[00:00:24.600 --> 00:00:25.920]  就算你不信耶穌
[00:00:25.920 --> 00:00:27.840]  有時你也會祈禱的
[00:00:27.840 --> 00:00:31.000]  我記得在我讀小學的時間
[00:00:31.000 --> 00:00:32.800]  什麼年紀我不太記得了
[00:00:32.800 --> 00:00:34.720]  總之有一天我在路邊
[00:00:34.720 --> 00:00:37.760]  見到一個婆婆擺攤
[00:00:37.760 --> 00:00:39.800]  看人家占卜
[00:00:39.800 --> 00:00:43.160]  我特別有興趣留在這兒
[00:00:43.160 --> 00:00:44.600]  看她怎麼跟人家占卜
[00:00:44.600 --> 00:00:46.440]  因爲她用的方法相當特別
[00:00:46.440 --> 00:00:50.400]  就是在桌子上有一個爪籠
[00:00:50.400 --> 00:00:52.120]  爪籠裏面分了很多格
[00:00:52.120 --> 00:00:53.400]  不知道大家有沒有見過
[00:00:53.400 --> 00:00:55.160]  我看看圖畫
[00:00:55.160 --> 00:00:57.160]  爪籠裏面有很多格放在桌子上
[00:00:57.160 --> 00:01:00.160]  每個格里面都有自己的門
[00:01:00.160 --> 00:01:03.360]  小鱈在裏面
[00:01:03.360 --> 00:01:07.520]  當有人去跟婆婆問卜的時候
[00:01:07.520 --> 00:01:10.760]  她就會隨她的心意打開哪個爪籠
[00:01:10.760 --> 00:01:12.360]  小鱈就跳出來
[00:01:12.360 --> 00:01:13.440]  爲什麼我這麼有興趣呢
[00:01:13.440 --> 00:01:14.120]  小朋友嘛
[00:01:14.120 --> 00:01:16.600]  小鱈很可愛的
[00:01:16.600 --> 00:01:18.000]  小鱈不會飛走的
[00:01:18.000 --> 00:01:18.880]  是剪了個翅膀
[00:01:18.880 --> 00:01:20.720]  我不留意就不記得了
[00:01:20.720 --> 00:01:23.160]  總之她跳出來的時候不會飛走
[00:01:23.160 --> 00:01:24.040]  不單如此
[00:01:24.040 --> 00:01:26.160]  她就好像陶慧的小鱈一樣
[00:01:26.160 --> 00:01:28.840]  她會在大堆的籤語裏面
[00:01:28.840 --> 00:01:31.920]  將籤語拿出來
[00:01:31.920 --> 00:01:34.080]  用嘴巴叼出來
[00:01:34.080 --> 00:01:42.960]  然後占卜的婆婆就會拿着籤語去解籤
[00:01:42.960 --> 00:01:45.880]  問卜的人所祈求的是不是靈驗呢
[00:01:45.880 --> 00:01:48.000]  我就不得而知
[00:01:48.000 --> 00:01:50.520]  但是我覺得很神奇
[00:01:50.520 --> 00:01:51.200]  很特別
[00:01:51.200 --> 00:01:57.600]  小鱈竟然會在籤語裏面拿籤語出來
[00:01:57.600 --> 00:02:02.960]  爲什麼我跟大家展示這樣的圖畫和故事呢
[00:02:02.960 --> 00:02:06.360]  因爲我發覺今天很多基督徒祈禱
[00:02:06.360 --> 00:02:10.600]  跟去問小鱈問卜不是差很遠的
[00:02:10.600 --> 00:02:12.960]  或者有些相似的地方
[00:02:12.960 --> 00:02:17.640]  我們向上帝祈求就好像去摸彩、抽獎一樣
[00:02:17.640 --> 00:02:19.640]  試試自己的運程怎麼樣
[00:02:19.640 --> 00:02:21.360]  看看上帝聽不聽
[00:02:21.360 --> 00:02:23.000]  我們向上帝求一些東西
[00:02:23.000 --> 00:02:25.560]  如果上帝答應就讚美他
[00:02:25.560 --> 00:02:26.920]  當然你很開心快樂
[00:02:26.920 --> 00:02:28.400]  不答應也沒所謂
[00:02:28.400 --> 00:02:29.640]  只是試試
[00:02:29.640 --> 00:02:32.200]  試試看看神會不會聽我的祈禱
[00:02:32.200 --> 00:02:35.120]  將我所要的給我呢
[00:02:35.120 --> 00:02:37.360]  所以無論結果是怎樣
[00:02:37.360 --> 00:02:40.160]  對我們來說其實我們不是很緊張的
[00:02:40.160 --> 00:02:42.200]  甚至如果你信耶穌的話
[00:02:42.200 --> 00:02:43.600]  你還會按照結果
[00:02:43.600 --> 00:02:44.920]  得與不得也好
[00:02:44.920 --> 00:02:47.280]  自我解讀一番
[00:02:47.280 --> 00:02:49.160]  所以有些不信耶穌的朋友就說
[00:02:49.160 --> 00:02:51.760]  耶穌你祈禱是靚的
[00:02:51.760 --> 00:02:53.520]  聽你講的就是天父恩典
[00:02:53.520 --> 00:02:56.000]  不靚的就是神有其他計劃
[00:02:56.000 --> 00:02:58.600]  那就被你玩完了
[00:02:58.600 --> 00:03:00.640]  有些人是這樣去批評我們
[00:03:00.640 --> 00:03:03.080]  但是無可否認我發現我做牧師這麼久
[00:03:03.080 --> 00:03:04.800]  有些基督徒祈禱
[00:03:04.800 --> 00:03:07.720]  真是配着這樣的心態
[00:03:07.720 --> 00:03:11.320]  如果我們是配着這樣的心態祈禱的話
[00:03:11.320 --> 00:03:14.440]  我相信你一定不是一個經常祈禱的人
[00:03:14.440 --> 00:03:15.160]  爲什麼呢
[00:03:15.160 --> 00:03:18.120]  首先你不到緊張關頭
[00:03:18.120 --> 00:03:19.560]  有些很重要的事情
[00:03:19.560 --> 00:03:21.520]  你不會祈禱
[00:03:21.520 --> 00:03:22.760]  第二件事
[00:03:22.760 --> 00:03:25.080]  因爲你都不知道神會不會聽你祈禱
[00:03:25.080 --> 00:03:26.680]  神會不會答應我的祈禱
[00:03:26.680 --> 00:03:28.080]  你都沒有把握
[00:03:28.080 --> 00:03:29.720]  所以你不到最後關頭
[00:03:29.720 --> 00:03:33.560]  你都不會祈禱
[00:03:33.560 --> 00:03:38.400]  這就是今天很多基督徒的祈禱生活
[00:03:38.400 --> 00:03:41.240]  以後幾個禮拜的歌曲已經講過了
[00:03:41.240 --> 00:03:42.880]  我們會跟大家討論一下
[00:03:42.880 --> 00:03:49.440]  怎樣的祈禱纔會得到上帝去隨聽呢
[00:03:49.440 --> 00:03:52.560]  我想大家記住一件事
[00:03:52.560 --> 00:03:53.160]  沒錯
[00:03:53.160 --> 00:03:58.120]  上帝不一定會應允我們的祈禱
[00:03:58.120 --> 00:03:59.320]  你求的那些東西
