
[00:00:00.000 --> 00:00:05.140]  我們開始之前先做個禱告。
[00:00:05.140 --> 00:00:08.400]  我們天上的父,感謝禰,
[00:00:08.400 --> 00:00:12.240]  我們有機會再一次來到禰的殿來敬拜,
[00:00:12.240 --> 00:00:18.300]  我們也有機會來從神禰自己的話語學習。
[00:00:18.300 --> 00:00:21.440]  我們求神禰就準備我們的心,
[00:00:21.440 --> 00:00:24.340]  因爲今天我們也是要領聖餐,
[00:00:24.340 --> 00:00:27.840]  所以神禰自己在我們的當中,
[00:00:27.840 --> 00:00:33.440]  禰的聖靈自己來準備我們聽禰的話語,
[00:00:33.440 --> 00:00:38.200]  領禰的聖餐,這樣禱告是奉主耶穌的命求。
[00:00:38.200 --> 00:00:41.500]  Amen。
[00:00:41.500 --> 00:00:46.500]  我們在人生裏面有很多的不同的過渡,
[00:00:46.500 --> 00:00:48.900]  我們要經過的。
[00:00:48.900 --> 00:00:56.340]  過渡是很難受的,很多時候是很不舒服的,
[00:00:56.340 --> 00:00:59.240]  會有恐懼,會有懼怕,
[00:00:59.240 --> 00:01:08.840]  特別是因爲它帶來了給我們很多時候一個很不穩定的場面,
[00:01:08.840 --> 00:01:17.840]  或影響到我們生命的活動,給我們有壓力。
[00:01:17.840 --> 00:01:23.340]  以色列人他們也是在一個過渡的當中,
[00:01:23.340 --> 00:01:30.340]  以色列人的領袖摩西已經死了,
[00:01:30.340 --> 00:01:37.340]  耶穌亞就要起來帶領這些人民。
[00:01:37.340 --> 00:01:45.340]  耶穌亞以前是跟着摩西幫助他來帶領這些羣人的,
[00:01:45.340 --> 00:01:50.340]  所以他知道這個工作是不簡單不容易的,
[00:01:50.340 --> 00:01:56.340]  因爲他看到這些人沒有這種感恩的心,
[00:01:56.340 --> 00:02:00.340]  還有每天在埋怨當摩西在帶領的時候。
[00:02:00.340 --> 00:02:06.340]  所以如果我是耶穌亞的時候,
[00:02:06.340 --> 00:02:11.340]  要當這個位的時候,我會想兩三次才願意去做。
[00:02:11.340 --> 00:02:19.340]  所以我相信摩西也是站在亞當河的東邊,
[00:02:19.340 --> 00:02:23.340]  有這種的恐懼壓力在他身上。
[00:02:23.340 --> 00:02:31.340]  神就用他的話語來鼓勵他,來感動他,來建議他。
[00:02:31.340 --> 00:02:38.340]  他就告訴耶穌亞說,你要甘強篡黨。
[00:02:38.340 --> 00:02:42.340]  這句話不是第一次耶穌亞聽到的,
[00:02:42.340 --> 00:02:47.340]  因爲摩西在生命紀裏面31章,
[00:02:47.340 --> 00:02:56.340]  摩西在大人的廣場裏面就跟以色列人說,
[00:02:56.340 --> 00:03:03.340]  這位就是那位會代替我的人物,
[00:03:03.340 --> 00:03:06.340]  就是我的幫手耶穌亞。
[00:03:06.340 --> 00:03:12.340]  還有當摩西介紹耶穌亞給以色列人知道的時候,
[00:03:12.340 --> 00:03:22.340]  他會當他的位的時候,神也一樣用一同的這句話來應許耶穌亞說,
[00:03:22.340 --> 00:03:28.340]  你要甘強篡黨,因爲我會跟你同在,
[00:03:28.340 --> 00:03:34.340]  你會成功,你會做一個好的領袖。
[00:03:34.340 --> 00:03:40.340]  所以耶穌亞是知道這一天會來的,
[00:03:40.340 --> 00:03:47.340]  但是當他站在河邊要過亞丹河的時候,
[00:03:47.340 --> 00:03:55.340]  他就有這種的恐懼壓力,因爲他真正要做這個工作了。
[00:03:55.340 --> 00:04:03.340]  所以神就要在這章裏面看到神在鼓勵建立他的信心。
[00:04:03.340 --> 00:04:10.340]  神就吩咐他,你要準備來過亞丹河,
[00:04:10.340 --> 00:04:16.340]  進入應許之地,我所要給你的產業。
[00:04:16.340 --> 00:04:24.340]  三次這句話被用,兩次是神告訴耶穌亞,
[00:04:24.340 --> 00:04:35.340]  最後一次在十八節裏面就是人民,特別是兩個半派的人告訴他,
[00:04:35.340 --> 00:04:39.340]  你要甘強篡黨。
[00:04:39.340 --> 00:04:47.340]  所以耶穌亞不必懼怕的,不必有這種的恐懼的,
[00:04:47.340 --> 00:04:51.340]  因爲他站在那邊他的恐懼是什麼呢?
[00:04:51.340 --> 00:04:56.340]  恐懼就是我要帶這羣的人,不簡單,不容易。
[00:04:56.340 --> 00:05:00.340]  還有恐懼就是摩西他帶領的時候,
[00:05:00.340 --> 00:05:04.340]  他有這樣多的神蹟,造這樣多的神蹟,我能嗎?
[00:05:04.340 --> 00:05:10.340]  我可以有這種的神的同在,一樣的這樣去帶領這些人嗎?
[00:05:10.340 --> 00:05:12.340]  做這些的神蹟嗎?
[00:05:12.340 --> 00:05:19.340]  他懷疑自己,他的恐懼,他覺得他自己不夠栽培,
[00:05:19.340 --> 00:05:24.340]  不夠有信心不能做這個工作。
[00:05:24.340 --> 00:05:31.340]  我很同情耶穌亞,因爲我也走過這一關的路程。
[00:05:31.340 --> 00:05:36.340]  因爲我剛剛畢業的時候,在新加坡神學院我剛剛畢業的時候,
[00:05:36.340 --> 00:05:42.340]  有一個牧師就跟我講,他邀請我,
[00:05:42.340 --> 00:05:54.340]  他說你來跟我一起侍奉,如果你可以的時候,你就來apply這個工作。
[00:05:54.340 --> 00:05:58.340]  因爲他們在聘請牧者。
[00:05:58.340 --> 00:06:04.340]  你要了解那個時候我的情形是怎麼樣的。
[00:06:04.340 --> 00:06:11.340]  那個時候我的情形是,我剛剛不久以前是一個吸毒者。
[00:06:11.340 --> 00:06:14.340]  四五年前我是一個吸毒者。
[00:06:14.340 --> 00:06:21.340]  剛剛讀完神學院是一個freshbie英文說,
[00:06:21.340 --> 00:06:25.340]  一個什麼都不懂的基督徒要來侍奉神。
[00:06:25.340 --> 00:06:31.340]  所以我很緊張很怕,還有我怕爲什麼呢?
[00:06:31.340 --> 00:06:45.340]  因爲這個教會里面的會友都是名人,不是在政府做官的,就是在大學教授的。
[00:06:45.340 --> 00:06:50.340]  還有在公司做CEO這些有名的人。
[00:06:50.340 --> 00:07:02.340]  所以我的背景,因着我的背景我不敢去even apply,去錄影來申請這個工作。
[00:07:02.340 --> 00:07:11.340]  這個牧師,這個主任牧師問我一次,我不去,我不去apply。
[00:07:11.340 --> 00:07:19.340]  第二次我也不願意,然後最後第三次我才願意去申請。
[00:07:19.340 --> 00:07:21.340]  爲什麼呢?
[00:07:21.340 --> 00:07:29.340]  因爲神還沒有第三次的時候,神準備我,就叫我用這個經文。
[00:07:29.340 --> 00:07:43.340]  在那個禮拜前,一個禮拜裏面三次一樣句的話來感動我的心,來幫助我的懼怕。
[00:07:43.340 --> 00:07:51.340]  我心裏面的恐懼,我心裏面的覺得我自己不足,不能侍奉這些的人。
[00:07:51.340 --> 00:07:59.340]  所以第三次他問的時候,那時候還不是我太太,是我的女朋友。
[00:07:59.340 --> 00:08:10.340]  我說我應該要去申請了,因爲神已經給我三次的機會,我要靠着信心去相信,去申請這個工作。
[00:08:10.340 --> 00:08:22.340]  當我願意這樣做的時候,神就用作一個教授來鼓勵我。
[00:08:22.340 --> 00:08:30.340]  因爲他聽到我要去這個教會的時候,他知道我的背景,他也知道我會有這種壓力。
[00:08:30.340 --> 00:08:44.340]  他就來告訴我說,Adrian你要記得,當你站在這個教會的講臺的時候,你要記得你是在代表耶穌基督。
[00:08:44.340 --> 00:08:51.340]  耶穌基督的應許也是這樣說的,我會跟你同在直到永遠。
[00:08:51.340 --> 00:08:56.340]  所以耶穌跟你同在的時候,你就不必懼怕。
[00:08:56.340 --> 00:09:14.340]  他也不會讓你出醜他的名,他不會羞辱他的名,所以他會幫助你做你應該做的工作。
[00:09:14.340 --> 00:09:18.340]  爲什麼他會這樣講呢?我沒有問他,我也沒有跟他講。
[00:09:18.340 --> 00:09:28.340]  他這樣講,因爲他自己本身也有被邀請在這個教會講道的時候,他有站在這個教會的講臺上。
[00:09:28.340 --> 00:09:37.340]  他知道那個恐懼,看見這些會有很大的恐懼。
[00:09:37.340 --> 00:09:46.340]  所以他這樣來鼓勵我,神用他來肯定他的福照。
[00:09:46.340 --> 00:09:55.340]  所以在我的軟弱懼怕裏面,神幫助我怎麼樣去學習信靠,依靠他。
[00:09:55.340 --> 00:10:04.340]  從做一個學生的過渡,進入到做一個侍奉神的人。
[00:10:04.340 --> 00:10:19.340]  我不知道你,但是我相信我們每個人在什麼情況裏面,我們的人生裏面,我們都有這種人生的過渡,我們要經過的。
[00:10:19.340 --> 00:10:27.340]  我們做基督徒的,我們經過這些過渡的時候,我們是靠什麼呢?
[00:10:27.340 --> 00:10:39.340]  我們是不是靠自己的聰明智慧,還是靠神的話語的允許,他的力量來走過這些的挑戰呢?
[00:10:39.340 --> 00:10:55.340]  很多時候在這種情況的時候,我們是帶着恐懼,在做我們自己不足,沒有能力,就站在那邊,走都不能走,就停在那邊。
[00:10:55.340 --> 00:11:06.340]  好像以色列人或耶穌亞在這時候,他有這種恐懼,還不想過這個亞當河。
[00:11:06.340 --> 00:11:27.340]  神要來鼓勵,你要站起來,準備三天後你就要過,你要靠着我所給你的允許,相信我會幫你渡過你以後要走的道路。
[00:11:27.340 --> 00:11:43.340]  爲什麼必須要有信心呢?這樣的依靠神呢?因爲若我們沒有信心,我們不能逃神的喜悅,這是聖經所說的,希伯來書。
[00:11:43.340 --> 00:11:55.340]  所以我們在什麼情況裏面,特別在這種過渡裏面,我們是要用做依靠神的信心來跟着神。
[00:11:55.340 --> 00:12:13.340]  還有,當我們聽到神跟我們講的話,在聖經裏面的時候,或我們在讀經的時候,這個話不只是來鼓勵我們,只是來建立我們的信心。
[00:12:13.340 --> 00:12:25.340]  這個話是要醒出來的,所以七節到九節,神就吩咐,你要成功做一個好的領袖,你必須有一個條件,那個條件是什麼呢?
[00:12:25.340 --> 00:12:51.340]  要小心去照着摩西所給你的律法去做,英文說你不要轉右轉左,當你聽到的時候你不要轉右轉左去做,乃是你要小心照着神的話語去做。
[00:12:51.340 --> 00:13:08.340]  爲什麼這樣講呢?當我讀到這個經文的時候,我的想法就是說,因爲很多時候,雖然我們會神的話語,我們清楚神的話語,但是很多時候我們就是用我們的思想,
[00:13:08.340 --> 00:13:25.340]  我們的理解,我們自己的心意,去把經文來改着suit fit我們自己的生命的情況,來justify我們自己的action,我們的作爲。
[00:13:25.340 --> 00:13:35.340]  但是神說你要小心照着我的話語,我的律法去做,摩西所給你的律法。
[00:13:35.340 --> 00:13:52.340]  還有就是你要默想,神的話語在你的嘴,還有你要思想,第八節又在吩咐就是要小心去做。
[00:13:52.340 --> 00:14:08.340]  因爲當你這樣順服去做的時候,神就會跟你同在,神說祂會跟你同在,祂會祝福你,你也會成你所應該要做,神所呼召你去做的事情。
[00:14:08.340 --> 00:14:27.340]  默想是什麼呢?通常我們以爲默想就是想神的話語,就是好像在翻詩,神的話語這樣的,來明白知道。
[00:14:27.340 --> 00:14:41.340]  對的也有部分是這樣的,但是你要聽到的時候,你要清楚明白知道神在跟你說什麼。
[00:14:41.340 --> 00:14:57.340]  然後你不但是要可以明白知道清楚的時候,你也要信神所說的,你怎樣知道你是完全信的時候,或完全明白的時候?
[00:14:57.340 --> 00:15:14.340]  你可以跟別人講,這是神的話語,這是神所說的,我相信,我也不但相信,我也可以行出來。
[00:15:14.340 --> 00:15:42.340]  如果我們不清楚,不明白,不被神的話語說定給我們這種肯定的信心的時候,我們在這種被挑戰的時候,在這種過度的當中,我們就會感覺到有這種的感覺,懼怕,恐懼,我們不足,我不能。
[00:15:42.340 --> 00:15:52.340]  因爲我們沒有真正的相信神自己給我們的應許,神的話語。
[00:15:52.340 --> 00:16:08.340]  所以我們要小心去看聖經,也要小心去順服神的話語,不是照着我們的意識,照着我們的想法去行,去做的。
[00:16:08.340 --> 00:16:20.340]  這也是在我們的侍奉裏面一樣的,因爲神的工作一定要照着神的方法,神的旨意去做的。
