
[00:00:00.000 --> 00:00:07.200]  今日呢就好想同大家分享有關公義
[00:00:07.200 --> 00:00:10.440]  但係點解要講公義呢樣嘢呢
[00:00:10.440 --> 00:00:14.480]  因為通常我哋代表差會機構去教會度分享
[00:00:14.480 --> 00:00:16.080]  咁實係講宣教㗎嘛
[00:00:16.080 --> 00:00:18.440]  我開工咁梗係講公司嘢啦
[00:00:18.440 --> 00:00:21.440]  咁講宣教啦
[00:00:21.440 --> 00:00:25.280]  咁公義同宣教關咩事啫
[00:00:25.280 --> 00:00:29.320]  宣教咪係去到傳福音
[00:00:29.320 --> 00:00:31.640]  去到一樣更多人認識咗人
[00:00:31.640 --> 00:00:33.120]  跟住就建立教會
[00:00:33.120 --> 00:00:35.480]  咁係囉去到好多教會
[00:00:35.480 --> 00:00:36.800]  咁同大興姐妹分享
[00:00:36.800 --> 00:00:38.920]  大家都係有呢個concept就係咁㗎啦嘛
[00:00:38.920 --> 00:00:41.000]  咁係咪咁㗎啦
[00:00:41.000 --> 00:00:46.600]  究竟公義同宣教有咩關係呢
[00:00:46.600 --> 00:00:48.840]  咁如果要講呢個落去之前呢
[00:00:48.840 --> 00:00:51.480]  要再問多啲問題嘅
[00:00:51.480 --> 00:00:55.800]  咁其實究竟宣教係指啲乜嘢
[00:00:55.800 --> 00:00:58.280]  究竟我哋基督徒嗰個使命
[00:00:58.280 --> 00:01:02.760]  嗰個整存嘅使命又係啲乜嘢嚟㗎
[00:01:02.760 --> 00:01:06.760]  咁今日就唔會詳細講呢個呢個問題嘅
[00:01:06.760 --> 00:01:09.440]  因為呢個另一個工作坊又可以講幾個鐘嘅
[00:01:09.440 --> 00:01:11.680]  但我只會點提式講少少嘅啫
[00:01:11.680 --> 00:01:13.840]  就因為呢個都好重要
[00:01:13.840 --> 00:01:19.240]  如果我哋對宣教嘅概念係有唔同嘅睇法呢
[00:01:19.240 --> 00:01:22.640]  就對於我哋之後嘅行動呢係會好大嘅影響
[00:01:22.640 --> 00:01:25.840]  就係向咗唔同嘅方向
[00:01:25.840 --> 00:01:26.840]  好似我頭先講
[00:01:26.840 --> 00:01:29.080]  因為我呢幾年呢度八年
[00:01:29.080 --> 00:01:32.320]  去好多教會度去到分享咩係宣教呀
[00:01:32.320 --> 00:01:34.880]  就係頭先好多弟兄姊妹就會
[00:01:34.880 --> 00:01:37.000]  佢哋嘅概念就係
[00:01:37.000 --> 00:01:38.160]  全復興囉
[00:01:38.160 --> 00:01:39.320]  建立教會囉
[00:01:39.320 --> 00:01:41.920]  冇錯好啱好好嘅完全正確
[00:01:41.920 --> 00:01:44.600]  跟住就完咗喇
[00:01:44.600 --> 00:01:48.800]  咁宣教係咪淨係只係限於呢樣嘢
[00:01:48.800 --> 00:01:51.120]  定係應該有更多嘅呢
[00:01:51.120 --> 00:01:55.240]  咁我有幾個其他model想畀大家睇下嘅
[00:01:55.240 --> 00:01:57.000]  咁呢個就係一個叫
[00:01:57.000 --> 00:01:58.560]  Five Marks of Mission
[00:01:58.560 --> 00:02:01.840]  係其中一個講聖經裏面
[00:02:01.840 --> 00:02:04.320]  將所有嘅教導呢就列曬做
[00:02:04.320 --> 00:02:07.200]  就分曬類呢就主要有呢五點嘅
[00:02:07.200 --> 00:02:13.600]  咁令到公義呢係其中一個類別一嚟㗎啦
[00:02:13.600 --> 00:02:16.400]  另外呢個呢就係一個洛桑運動啦
[00:02:16.400 --> 00:02:17.800]  洛桑movement
[00:02:17.800 --> 00:02:23.040]  咁係一個喺近代係好影響近代宣教嘅一樣嘢嚟㗎
[00:02:23.040 --> 00:02:24.480]  唔知大家有冇
[00:02:24.480 --> 00:02:26.720]  如果留意開宣教嘅呢
[00:02:26.720 --> 00:02:29.480]  你有冇聽過美德之盟呀
[00:02:29.480 --> 00:02:31.200]  或者十四十之槍呀
[00:02:31.200 --> 00:02:32.680]  呢一啲嘅詞語
[00:02:32.680 --> 00:02:34.600]  呢一啲嘅詞語呢其實都係喺
[00:02:34.600 --> 00:02:37.280]  第一第二屆嘅洛桑大會佢哋傾出嚟㗎
[00:02:37.280 --> 00:02:42.120]  咁啱啱上年呢就係第四屆嘅洛桑大會就完咗啦
[00:02:42.120 --> 00:02:46.120]  咁佢哋都會繼續推動整全使命呀
[00:02:46.120 --> 00:02:47.840]  亦都好多唔同嘅network
[00:02:47.840 --> 00:02:49.160]  而其中一個呢
[00:02:49.160 --> 00:02:52.200]  就係focus呢就係講緊自由與公義
[00:02:52.200 --> 00:02:55.960]  係講緊我哋未來嘅宣教嘅發展
[00:02:55.960 --> 00:03:00.120]  係要關注呢樣嘢
[00:03:00.120 --> 00:03:01.840]  而再下一個呢就你見到係
[00:03:01.840 --> 00:03:04.320]  我哋OM嘅core value
[00:03:04.320 --> 00:03:06.720]  係我哋嘅核心價值
[00:03:06.720 --> 00:03:08.960]  你都見到喺當中呢
[00:03:08.960 --> 00:03:10.920]  係公義justice呢
[00:03:10.920 --> 00:03:13.720]  都係我哋嘅核心嘅事工之一嚟㗎
[00:03:13.720 --> 00:03:17.280]  我哋都會做好多相關嘅工作
[00:03:17.280 --> 00:03:19.320]  咁舉頭先嗰幾個例子呢
[00:03:19.320 --> 00:03:21.400]  係想講即係其實好多地方
[00:03:21.400 --> 00:03:23.640]  係唔同大嘅機構都會講
[00:03:23.640 --> 00:03:26.640]  都會係做一啲有關公義嘅事情
[00:03:26.640 --> 00:03:29.880]  係牽涉喺宣教入面
[00:03:29.880 --> 00:03:31.440]  但係呢我今日呢就唔想
[00:03:31.440 --> 00:03:32.840]  因為其實如果你要講
[00:03:32.840 --> 00:03:34.840]  論證點解公義係關宣教事呢
[00:03:34.840 --> 00:03:37.080]  係可以好多好多講落去
[00:03:37.080 --> 00:03:38.920]  我今日淨係講其中一個
[00:03:38.920 --> 00:03:43.480]  我即係好對我自己好深刻嘅一個論點
[00:03:43.480 --> 00:03:45.640]  係即係我每次睇嗰段經文
[00:03:45.640 --> 00:03:50.640]  我都係好影響我個心
[00:03:50.640 --> 00:03:52.520]  咁首先係講呢一句啦
