
[00:00:00.000 --> 00:00:05.060]  對斷聖經在創世紀第35章第1到第3節
[00:00:05.060 --> 00:00:09.340]  這裏說神對雅各說起來上伯特利去住在那裏
[00:00:09.340 --> 00:00:11.160]  要在那裏築一座壇給神
[00:00:11.160 --> 00:00:16.060]  就是你逃避你哥哥遺掃的時候向你顯現的那位
[00:00:16.060 --> 00:00:19.640]  雅各就對家中的人並一切與他同在的人說
[00:00:19.640 --> 00:00:23.000]  你們要除掉你們中間的外邦神
[00:00:23.000 --> 00:00:26.160]  也要字節更換衣裳
[00:00:26.160 --> 00:00:28.440]  我們要起來上伯特利去
[00:00:28.440 --> 00:00:30.860]  在那裏我要築一座壇給神
[00:00:30.860 --> 00:00:34.560]  就是在我遭難的日子應允我的禱告
[00:00:34.560 --> 00:00:37.440]  在我行的路上保佑我的那位
[00:00:37.440 --> 00:00:40.040]  我們就讀到這裏
[00:00:40.040 --> 00:00:41.040]  我想作爲一個基督徒
[00:00:41.040 --> 00:00:44.600]  我們常常會感覺到我們的生活當中
[00:00:44.600 --> 00:00:47.960]  常常好像是卡在神的應許
[00:00:47.960 --> 00:00:51.300]  跟現實的環境當中不是嗎
[00:00:51.300 --> 00:00:55.460]  一方面感覺神的應許是這樣真實可靠
[00:00:55.460 --> 00:00:58.300]  帶給我們心中無比的盼望
[00:00:58.300 --> 00:01:01.140]  但另一方面常常看到現實的環境
[00:01:01.140 --> 00:01:02.960]  仍然是這麼艱難
[00:01:02.960 --> 00:01:07.440]  也讓我們的心落入灰心失望當中
[00:01:07.440 --> 00:01:11.400]  怎麼樣能夠在一種現實的環境當中
[00:01:11.400 --> 00:01:16.240]  抓住神的應許來經歷神的得勝呢
[00:01:16.240 --> 00:01:18.100]  我們看見禱告
[00:01:18.100 --> 00:01:22.840]  就是我們基督徒生活得勝的關鍵
[00:01:22.840 --> 00:01:25.600]  藉着禱告我們可以明白神的心意
[00:01:25.600 --> 00:01:29.340]  藉着禱告我們能夠推開黑暗的權勢
[00:01:29.340 --> 00:01:35.000]  藉着禱告也能夠釋放數天的大能在我們中間
[00:01:35.000 --> 00:01:37.840]  那今天在聖經當中我們就看見
[00:01:37.840 --> 00:01:43.000]  雅各在這個時刻正處在一個危機的時刻
[00:01:43.000 --> 00:01:46.160]  如果你仔細看前面創世紀第34章
[00:01:46.160 --> 00:01:49.740]  你會發現當時發生一件事情
[00:01:49.740 --> 00:01:55.400]  就是雅各的女兒被當地的人事件所玷污了
[00:01:55.400 --> 00:02:01.860]  雅各的兒子們聽見這件事情就非常的憤怒想要報復
[00:02:01.860 --> 00:02:06.540]  就用詭計騙了這些事件人
[00:02:06.540 --> 00:02:10.740]  而且把事件所有的男人全部殺死
[00:02:10.740 --> 00:02:15.340]  這件事情傳到附近的城鎮裏面
[00:02:15.340 --> 00:02:19.100]  所有城鎮人聽都非常的憤怒
[00:02:19.100 --> 00:02:22.100]  所以聯合聚集在一起
[00:02:22.100 --> 00:02:25.960]  就準備滅絕雅各這個家族
[00:02:25.960 --> 00:02:29.300]  這真的是很大的危機時刻
[00:02:29.300 --> 00:02:33.800]  在這個時刻不但雅各面對家庭裏面的問題
[00:02:33.800 --> 00:02:37.600]  更是一個性命的危機
[00:02:37.600 --> 00:02:39.540]  而就在這個時刻
[00:02:39.540 --> 00:02:42.660]  神呼召他去做一件事
[00:02:42.660 --> 00:02:44.140]  什麼事呢
[00:02:44.140 --> 00:02:49.800]  要去爲神建一個禱告的祭壇
[00:02:49.800 --> 00:02:55.560]  而當雅各按照神的吩咐去建這個禱告祭壇的時候
[00:02:55.560 --> 00:02:59.260]  神不但帶領他脫離了困境
[00:02:59.260 --> 00:03:04.540]  而且他能自終得勝仇敵經歷了神蹟
[00:03:04.540 --> 00:03:11.160]  所以我們看見禱告的祭壇的確在我們生命當中是非常重要一件事情
[00:03:11.160 --> 00:03:14.460]  所以今天我要從幾方面來思想這個禱告的祭壇
[00:03:14.460 --> 00:03:18.740]  第一個我們看見祭壇是從你的心開始
[00:03:18.740 --> 00:03:23.100]  跟你們說祭壇從你的心開始
[00:03:23.100 --> 00:03:24.860]  很多時候當我們一聽到祭壇
[00:03:24.860 --> 00:03:28.660]  我們第一個想到就是什麼是祭壇
[00:03:28.660 --> 00:03:31.200]  在哪裏建這個祭壇
[00:03:31.200 --> 00:03:33.960]  其實祭壇既不在高山上
[00:03:33.960 --> 00:03:36.200]  也不在教會里面
[00:03:36.200 --> 00:03:40.540]  祭壇永遠是從你的心開始
[00:03:40.540 --> 00:03:42.300]  什麼是祭壇
[00:03:42.300 --> 00:03:48.260]  祭壇就是一個你的心來親近神來依靠神的地方
[00:03:48.260 --> 00:03:50.100]  什麼是祭壇
[00:03:50.100 --> 00:03:56.340]  祭壇就是你在你生命當中在你心裏爲神預備的一個地方
[00:03:56.340 --> 00:04:01.540]  在這個地方當中你可以來親近神可以來依靠神
[00:04:01.540 --> 00:04:07.540]  所以我們看見當雅各聽見神吩咐他要設立祭壇的時候
[00:04:07.540 --> 00:04:12.620]  第二節你看見他就吩咐他家裏的人做兩件事情
[00:04:12.620 --> 00:04:18.580]  他對他們說你們要除掉你們中間的外邦神也要字節更換衣裳
[00:04:18.580 --> 00:04:19.780]  兩件事情要做
[00:04:19.780 --> 00:04:22.540]  第一件事情要除去偶像
[00:04:22.540 --> 00:04:26.180]  跟你們說要除去偶像
[00:04:26.180 --> 00:04:28.580]  也許你說慕斯我家裏沒有偶像
[00:04:28.580 --> 00:04:30.780]  這裏不是指你家裏OK
[00:04:30.780 --> 00:04:32.820]  這是指你心裏
[00:04:32.820 --> 00:04:35.740]  也許你說慕斯我心裏也沒有偶像
[00:04:35.740 --> 00:04:42.700]  事實上任何一個佔據神在你心中應有的地位的事情
[00:04:42.700 --> 00:04:50.140]  我再說任何一個佔據神在你心中應有的地位的事情就是你的偶像
[00:04:50.140 --> 00:04:53.500]  最簡單的就是問你自己一個問題
[00:04:53.500 --> 00:04:57.260]  請問有什麼事情是叫你憂慮的
[00:04:57.260 --> 00:05:01.180]  有什麼事情是叫你恐懼的
[00:05:01.180 --> 00:05:07.500]  你所憂慮的事情你說恐懼的事情常常就瑕疵你的心聲
[00:05:07.500 --> 00:05:10.260]  那你根本無法爲主而活
[00:05:10.260 --> 00:05:12.420]  特別是我們生活在現今的世代
[00:05:12.420 --> 00:05:16.900]  多少時候我們生活不就是被這個世界的潮流所影響嗎
[00:05:16.900 --> 00:05:19.140]  我還記得年輕的時候來美國的時候
[00:05:19.140 --> 00:05:21.500]  希望五子登科嗎
[00:05:21.500 --> 00:05:24.500]  希望有帽子妻子車子房子孩子嗎
[00:05:24.500 --> 00:05:28.740]  現在五子登科通通不要了只要錢就好了最重要
[00:05:28.740 --> 00:05:30.620]  爲什麼需要錢
[00:05:30.620 --> 00:05:33.220]  因爲你怕生活沒有寶藏嘛
[00:05:33.220 --> 00:05:35.620]  因爲怕不能夠成功嘛
[00:05:35.620 --> 00:05:39.340]  所以我們需要不斷的加班投資創業
[00:05:39.340 --> 00:05:43.260]  以至於我們不再有時間來親近神
[00:05:43.260 --> 00:05:46.100]  不再有時間來聚會
[00:05:46.100 --> 00:05:49.660]  甚至不再有時間跟家人在一起
[00:05:49.660 --> 00:05:51.500]  年輕人一樣
[00:05:51.500 --> 00:05:53.900]  現在的年輕人不見得追求金錢
[00:05:53.900 --> 00:05:58.540]  但卻忙於要追求一個自我滿足的生活
[00:05:58.540 --> 00:06:01.300]  完全是以自我爲中心
[00:06:01.300 --> 00:06:03.780]  我們拼命的追求這個世界
[00:06:03.780 --> 00:06:06.580]  所告訴我們的潮流跟價值觀
[00:06:06.580 --> 00:06:09.620]  以爲它們可以帶給我們滿足
[00:06:09.620 --> 00:06:14.220]  但最終世界所帶給我們的只是虛空的虛空
[00:06:14.220 --> 00:06:16.460]  凡事都是虛空不是嗎
[00:06:16.460 --> 00:06:19.980]  正如聖經裏面所倫隆王所說的
[00:06:19.980 --> 00:06:24.020]  但其實也不需要所倫隆來告訴我們這件事情
[00:06:24.020 --> 00:06:25.500]  只要我們生活了長久
[00:06:25.500 --> 00:06:29.420]  我們自己都早已經明白這件事情
[00:06:29.420 --> 00:06:31.620]  但爲什麼我們心中早已明白
