
[00:00:00.000 --> 00:00:02.080]  大家有沒有聽過一間大學
[00:00:02.080 --> 00:00:04.120]  在美國的叫做哈佛大學
[00:00:04.120 --> 00:00:04.840]  有沒有聽過?
[00:00:04.840 --> 00:00:06.720]  如果你有子女
[00:00:06.720 --> 00:00:07.880]  你想不想他去讀?
[00:00:07.880 --> 00:00:09.720]  當然想
[00:00:09.720 --> 00:00:10.640]  這間大學
[00:00:10.640 --> 00:00:11.320]  不想嗎?
[00:00:11.320 --> 00:00:12.120]  誰不想?
[00:00:12.120 --> 00:00:13.280]  不想嗎?
[00:00:13.280 --> 00:00:14.680]  嘩,真是
[00:00:14.680 --> 00:00:17.080]  傾家蕩產都要去
[00:00:17.080 --> 00:00:23.840]  這間大學是世界上最頂尖的幾間
[00:00:23.840 --> 00:00:26.080]  最高尚學府的其中一間
[00:00:26.080 --> 00:00:28.400]  每年它在世界各地
[00:00:28.400 --> 00:00:31.000]  都會收一些最頂尖的學生
[00:00:31.000 --> 00:00:32.600]  去修讀他們的課程
[00:00:32.600 --> 00:00:36.000]  這間哈佛大學有其中三個科目
[00:00:36.000 --> 00:00:37.240]  是最受歡迎的
[00:00:37.240 --> 00:00:39.160]  亦是最出名的
[00:00:39.160 --> 00:00:40.320]  大家知不知道哪幾科?
[00:00:40.320 --> 00:00:43.080]  分別是法學
[00:00:43.080 --> 00:00:44.240]  即是法律
[00:00:44.240 --> 00:00:46.000]  經濟
[00:00:46.000 --> 00:00:48.400]  和MBA
[00:00:48.400 --> 00:00:51.560]  工商管理碩士
[00:00:51.560 --> 00:00:54.040]  它的工商管理碩士非常出名
[00:00:54.040 --> 00:00:57.000]  是用個案研究的
[00:00:58.400 --> 00:01:00.160]  這間最高尚學府
[00:01:00.160 --> 00:01:02.320]  這麼出名的學府
[00:01:02.320 --> 00:01:05.200]  最近這幾年有些變化
[00:01:05.200 --> 00:01:09.640]  這幾年有其中一個科目
[00:01:09.640 --> 00:01:14.400]  是成為了哈佛大學最受歡迎的科目
[00:01:14.400 --> 00:01:16.480]  大家知不知道是哪一科?
[00:01:16.480 --> 00:01:20.280]  不是法律
[00:01:20.280 --> 00:01:21.920]  又不是經濟
[00:01:21.920 --> 00:01:23.920]  更加不是MBA
[00:01:23.920 --> 00:01:27.760]  而是有一科叫做幸福科
[00:01:28.520 --> 00:01:30.640]  「啊?有一科叫做幸福科?」
[00:01:30.640 --> 00:01:31.160]  是的
[00:01:31.160 --> 00:01:34.480]  這科幸福科是由Professor Ben Shachar
[00:01:34.480 --> 00:01:36.880]  Ben Shachar教授所教授
[00:01:36.880 --> 00:01:40.560]  我們從這裏看到
[00:01:40.560 --> 00:01:43.200]  原來就算是全世界最頂尖
[00:01:43.200 --> 00:01:44.520]  最出名的那群人
[00:01:44.520 --> 00:01:48.320]  他們心底裏都想追求甚麼?
[00:01:48.320 --> 00:01:51.560]  原來都想追求幸福
[00:01:51.560 --> 00:01:56.320]  這次報道大會的主題是
[00:01:56.320 --> 00:01:57.840]  「路直路彎」
[00:01:57.840 --> 00:01:59.360]  不過有一個副題
[00:01:59.360 --> 00:02:00.360]  大家看看
[00:02:00.360 --> 00:02:01.840]  這個副題
[00:02:01.840 --> 00:02:03.240]  我告訴大家一個秘密
[00:02:03.240 --> 00:02:04.240]  是我作的
[00:02:04.240 --> 00:02:08.120]  我們一起讀一下副題
[00:02:08.120 --> 00:02:09.480]  我們一起讀
[00:02:09.480 --> 00:02:10.760]  好,預備起
[00:02:10.760 --> 00:02:14.440]  或許幸福就在此尺間
[00:02:14.440 --> 00:02:16.480]  原來我們每一個人
[00:02:16.480 --> 00:02:19.640]  不單止那群哈佛大學最頂尖的學生
[00:02:19.640 --> 00:02:23.960]  我們每一個人心底裏都想追求甚麼?
[00:02:23.960 --> 00:02:25.680]  幸福
[00:02:25.680 --> 00:02:27.120]  你想不想有?
[00:02:27.640 --> 00:02:29.400]  有沒有人不想的?請舉手
[00:02:29.400 --> 00:02:32.800]  他一定要見一下陳牧師
[00:02:32.800 --> 00:02:37.160]  我們每一個人心底裏都很想追求幸福
[00:02:37.160 --> 00:02:39.760]  但是真正的幸福是甚麼呢?
[00:02:39.760 --> 00:02:43.040]  你得著這個幸福了沒有?
[00:02:43.040 --> 00:02:48.360]  你真的擁有了從神而來的真正幸福
[00:02:48.360 --> 00:02:52.280]  在聖經的亞國書三章十三到十八節
[00:02:52.280 --> 00:02:55.640]  這段經文正正向我們說出
[00:02:55.640 --> 00:02:59.200]  真正幸福的源頭在哪裏
[00:02:59.200 --> 00:03:01.480]  原來是我們需要去得著
[00:03:01.480 --> 00:03:03.800]  從天而來屬天的智慧
[00:03:03.800 --> 00:03:06.640]  我們一起重讀這段聖經
[00:03:06.640 --> 00:03:10.680]  我們先看亞國書三章十三到十八節
[00:03:10.680 --> 00:03:11.560]  我們一起讀
[00:03:11.560 --> 00:03:12.760]  好,預備起
[00:03:26.600 --> 00:03:31.360]  不可自誇,不可說謊,抵擋真道
[00:03:31.360 --> 00:03:34.640]  這樣的智慧不是從上頭來的
[00:03:34.640 --> 00:03:38.840]  乃是屬地的,屬情慾的,屬鬼魔的
[00:03:38.840 --> 00:03:41.520]  在何處有嫉妒紛爭
[00:03:41.520 --> 00:03:45.440]  就在何處有擾亂和各樣的壞事
[00:03:45.440 --> 00:03:50.040]  唯獨從上頭來的智慧先是清潔
[00:03:50.040 --> 00:03:54.360]  後是和平,溫涼柔順,滿有憐憫
[00:03:54.360 --> 00:03:58.440]  多潔果子,沒有偏見,沒有假模
[00:03:58.440 --> 00:04:03.360]  並且使人和平的是用和平所栽種的異果
[00:04:03.360 --> 00:04:07.080]  在聖經亞國書三章十三到十八節這段經文
[00:04:07.080 --> 00:04:09.640]  是用智慧作為主題
[00:04:09.640 --> 00:04:13.840]  向我們帶出一個很重要很重要的真理
[00:04:13.840 --> 00:04:15.640]  原來你是要認清楚
[00:04:15.640 --> 00:04:17.840]  你究竟有沒有真正的屬靈智慧
[00:04:17.840 --> 00:04:20.240]  當你有真正的屬靈智慧的時候
[00:04:20.240 --> 00:04:21.840]  你就會有幸福的人生
[00:04:21.840 --> 00:04:26.440]  不過,你也要看看你現在所擁有的智慧
[00:04:26.440 --> 00:04:30.440]  究竟是從上頭、從神而來的屬靈智慧
[00:04:30.440 --> 00:04:37.040]  還是從地獄、從鬼魔而來的智慧?
[00:04:37.040 --> 00:04:40.640]  你可能會問:牧師,甚麼智慧都有分嗎?
[00:04:40.640 --> 00:04:44.440]  分為從神而來和從鬼魔而來
[00:04:44.440 --> 00:04:49.040]  這兩種智慧又會為我們人類帶來甚麼結果?
[00:04:49.040 --> 00:04:51.440]  在這裡我鄭重對大家說
[00:04:51.440 --> 00:04:56.840]  原來智慧的確有從神而來和從鬼魔而來之分
[00:04:56.840 --> 00:04:59.240]  從上頭、從神而來的智慧
[00:04:59.240 --> 00:05:00.440]  是真正的智慧
[00:05:00.440 --> 00:05:01.240]  是屬靈的智慧
[00:05:01.240 --> 00:05:03.440]  是那個讓人明白真理的智慧
[00:05:03.440 --> 00:05:10.040]  並且能夠使人得著從神所賜下永遠生命的智慧
[00:05:10.040 --> 00:05:14.440]  不過那個從地獄、從鬼魔而來的智慧呢?
[00:05:14.440 --> 00:05:16.640]  那個絕對不是真正的智慧
[00:05:16.640 --> 00:05:19.840]  它只是會使人遠離永生真神的智慧
[00:05:19.840 --> 00:05:23.840]  是會將人帶進去死亡的智慧
[00:05:23.840 --> 00:05:27.640]  既然這兩種智慧帶給人的結果有這麼大分別
[00:05:27.640 --> 00:05:29.840]  我們就要懂得去區分
[00:05:29.840 --> 00:05:33.440]  這兩種智慧有甚麼分別?
[00:05:33.440 --> 00:05:34.840]  有甚麼不同?
[00:05:34.840 --> 00:05:36.840]  在《雅各書》三章十三節
[00:05:36.840 --> 00:05:39.640]  聖經一開始就提問我們
[00:05:39.640 --> 00:05:44.040]  「你們中間誰是有智慧、有見識的?」
[00:05:44.040 --> 00:05:46.840]  這個提問正是為我們引申出
[00:05:46.840 --> 00:05:50.840]  甚麼是真正的屬靈智慧?
[00:05:50.840 --> 00:05:52.240]  聖經自問自答
[00:05:52.240 --> 00:05:53.640]  在十三節接著說
[00:05:53.640 --> 00:06:00.840]  「就當在智慧的溫柔上顯出善行」
[00:06:00.840 --> 00:06:03.640]  這個正是最後在三章十七節
[00:06:03.640 --> 00:06:05.040]  聖經所提到的
[00:06:05.040 --> 00:06:08.240]  從上頭而來的智慧究竟是甚麼一回事?
[00:06:08.240 --> 00:06:11.640]  當一個人他擁有從上頭而來的智慧的時候
[00:06:11.640 --> 00:06:13.040]  原來在他的生活裡面
[00:06:13.040 --> 00:06:15.440]  就會流露出一個屬於神
[00:06:15.440 --> 00:06:19.040]  真正屬靈生命的那份美和善
[00:06:19.040 --> 00:06:20.840]  在他的生活每一個場景
[00:06:20.840 --> 00:06:22.040]  在他的朋友當中
[00:06:22.040 --> 00:06:23.240]  在他的家人面前
[00:06:23.240 --> 00:06:25.640]  甚至在他的同事裡面
[00:06:25.640 --> 00:06:29.440]  他都活得出神這份美和善
[00:06:29.440 --> 00:06:31.040]  聖經《雅各書》指出
[00:06:31.040 --> 00:06:32.840]  原來這份真正的屬靈智慧
[00:06:32.840 --> 00:06:35.440]  是一種生活的方式
[00:06:35.440 --> 00:06:39.040]  它不是智力、智慧的指數
[00:06:39.040 --> 00:06:41.440]  以前我們經常想智慧智慧
[00:06:41.440 --> 00:06:42.640]  是否說智慧?
[00:06:42.640 --> 00:06:43.640]  不是的
[00:06:43.640 --> 00:06:46.440]  從聖經來看、從神的角度來看
[00:06:46.440 --> 00:06:49.040]  這個跟我們智慧的指數無關
[00:06:49.040 --> 00:06:54.240]  真正的智慧本身是跟人的智力沒有關係
[00:06:54.240 --> 00:06:56.640]  它是跟人的心性
[00:06:56.640 --> 00:07:00.240]  我們的心性有著非常密切的關係
[00:07:00.240 --> 00:07:02.840]  因此《雅各書》三章十三節
[00:07:02.840 --> 00:07:04.640]  他再次這樣問我們
[00:07:04.640 --> 00:07:08.640]  「你們中間誰是有智慧有見識的呢?」
[00:07:08.640 --> 00:07:13.240]  他就當在智慧的溫柔上顯出甚麼?
[00:07:13.240 --> 00:07:15.040]  他的善行出來
[00:07:15.040 --> 00:07:15.840]  可以看到
[00:07:15.840 --> 00:07:18.240]  屬靈智慧並不是智力的指數有多高
[00:07:18.240 --> 00:07:21.640]  更加不是你說得有多厲害、有多動聽
[00:07:21.640 --> 00:07:23.240]  而是一個生命
[00:07:23.240 --> 00:07:27.240]  是在生活裏流露出來的那份生命特質
[00:07:27.240 --> 00:07:31.240]  屬靈智慧並不是在於你說話有多厲害
[00:07:31.240 --> 00:07:33.040]  說得有多好
[00:07:33.040 --> 00:07:36.240]  而是在你實際的行為裏面
[00:07:36.240 --> 00:07:39.240]  屬靈智慧並不是在於你所擁有的文憑
[00:07:39.240 --> 00:07:41.640]  或者證書有多多、有多大
[00:07:41.640 --> 00:07:42.840]  不是
[00:07:42.840 --> 00:07:49.240]  而是在於你在生活當中所活現出來的善行
[00:07:49.240 --> 00:07:51.440]  因此真正的屬靈智慧
[00:07:51.440 --> 00:07:55.240]  其實是在你的生活裏面所投射出來
[00:07:55.240 --> 00:07:58.840]  那個生活去彰顯出來
[00:07:58.840 --> 00:08:01.040]  聖經《雅各書》三章十三節
[00:08:01.040 --> 00:08:03.240]  聖經將兩個很特別的觀念
[00:08:03.240 --> 00:08:06.640]  分別是智慧和善行
[00:08:06.640 --> 00:08:08.240]  另外都是智慧
[00:08:08.240 --> 00:08:12.440]  不過是溫柔之間的關係結合在一起
[00:08:12.440 --> 00:08:13.240]  十三節
[00:08:13.240 --> 00:08:16.240]  「誰是有智慧有見識的
[00:08:16.240 --> 00:08:20.040]  他就當在智慧的溫柔上
[00:08:20.040 --> 00:08:22.640]  顯出他的善行來」
[00:08:22.640 --> 00:08:25.240]  屬靈智慧原來會產生善行
[00:08:25.240 --> 00:08:26.840]  而屬靈智慧的特質
[00:08:26.840 --> 00:08:29.640]  原來就是謙卑
[00:08:29.640 --> 00:08:31.240]  首先我們會看第一個觀念
[00:08:31.240 --> 00:08:34.440]  就是智慧和善行之間的關係
[00:08:34.440 --> 00:08:36.640]  《雅各書》強調提醒我們
[00:08:36.640 --> 00:08:37.840]  當我們明白
[00:08:37.840 --> 00:08:41.440]  我們的信心是要顯明在我們的行為的時候
[00:08:41.440 --> 00:08:44.440]  真正的屬靈智慧其實和信心一樣
[00:08:44.440 --> 00:08:46.440]  都是和我們的生活方式
[00:08:46.440 --> 00:08:49.840]  和我們所思所想息息相關
[00:08:49.840 --> 00:08:53.040]  由屬靈智慧所帶出來的這些行為
[00:08:53.040 --> 00:08:56.040]  必定能夠顯出我們所相信的那位神
[00:08:56.040 --> 00:08:59.240]  祂的神、祂的美、祂的善
[00:08:59.240 --> 00:09:03.440]  但是聖經《雅各書》在這裡更加有趣
[00:09:03.440 --> 00:09:04.840]  將第二個觀念
[00:09:04.840 --> 00:09:06.040]  同樣都是智慧
[00:09:06.040 --> 00:09:08.840]  不過是溫柔
[00:09:08.840 --> 00:09:13.040]  結合在一起成為了第十三節後面所說的
[00:09:13.040 --> 00:09:15.840]  「在智慧的溫柔上」
[00:09:15.840 --> 00:09:18.440]  大家知不知道什麼叫做「在智慧的溫柔上」?
[00:09:18.440 --> 00:09:20.840]  說什麼?
[00:09:20.840 --> 00:09:22.440]  知不知道?
[00:09:22.440 --> 00:09:23.240]  不知道的話
[00:09:23.240 --> 00:09:25.840]  所以牧師要解釋
[00:09:25.840 --> 00:09:27.440]  這裡所說的溫柔
[00:09:27.440 --> 00:09:30.640]  原來所說的是「柔和謙卑」
[00:09:30.640 --> 00:09:32.640]  主耶穌說我心裡怎樣?
[00:09:32.640 --> 00:09:34.640]  「柔和謙卑」
[00:09:34.640 --> 00:09:38.240]  「柔和謙卑」正顯出主耶穌的溫柔
[00:09:38.240 --> 00:09:40.840]  我們所信的神、祂的性情
[00:09:40.840 --> 00:09:43.040]  為什麼聖經將這個表面上
[00:09:43.040 --> 00:09:45.440]  似乎是風馬牛不相及的元素
[00:09:45.440 --> 00:09:47.440]  智慧和溫柔
