
[00:00:00.000 --> 00:00:05.320]  今天講的是「再加兩代情,夢福從此起」
[00:00:05.320 --> 00:00:11.520]  當然我們家庭有三代、四代、五代為你感恩
[00:00:11.520 --> 00:00:13.020]  如果大家記得
[00:00:13.020 --> 00:00:15.720]  大概在兩節前我們講到
[00:00:15.720 --> 00:00:19.020]  我們的生命是要不要醉酒
[00:00:19.020 --> 00:00:20.620]  總要被聖靈充滿
[00:00:20.620 --> 00:00:23.320]  之後就是讓神掌管我們
[00:00:23.320 --> 00:00:26.820]  之後我們的生命會開始漸變
[00:00:26.820 --> 00:00:28.620]  並且是劇變
[00:00:28.620 --> 00:00:34.320]  例如上星期梁牧師講到夫妻的關係會開始不同
[00:00:34.320 --> 00:00:36.820]  會愛、會尊重
[00:00:36.820 --> 00:00:40.420]  到今次繼續《已不所需》第六章
[00:00:40.420 --> 00:00:46.920]  另一個劇變就是兩代關係會轉好
[00:00:46.920 --> 00:00:47.920]  怎樣轉好呢?
[00:00:47.920 --> 00:00:50.820]  當然我們都很想我們的關係很好
[00:00:50.820 --> 00:00:51.520]  一家
[00:00:51.520 --> 00:00:54.620]  但是我們往往見到很多家庭裡面
[00:00:54.620 --> 00:00:57.420]  有很多的破損、爭拗
[00:00:57.420 --> 00:00:59.420]  很多的不是等等
[00:00:59.420 --> 00:01:01.720]  我們今天就進入這個議題
[00:01:01.720 --> 00:01:03.920]  讓聖經向我們說話
[00:01:03.920 --> 00:01:05.920]  講到「家」這個字
[00:01:05.920 --> 00:01:08.520]  我先去到《維基百科》
[00:01:08.520 --> 00:01:11.120]  一個自由的百科傳書
[00:01:11.120 --> 00:01:14.020]  看一看「家」它怎樣定義
[00:01:14.020 --> 00:01:16.420]  它是家或者是住所
[00:01:16.420 --> 00:01:21.620]  指示作為最少一個人類
[00:01:21.620 --> 00:01:24.720]  人類居住的空間
[00:01:24.720 --> 00:01:27.820]  你看看你旁邊那個是不是人類
[00:01:27.820 --> 00:01:28.720]  它也是
[00:01:28.720 --> 00:01:31.120]  即是說有你的份
[00:01:31.120 --> 00:01:35.520]  它說是永久或者半永久
[00:01:35.520 --> 00:01:43.820]  是睡覺、食物、庇護空間、保健、學習、玩耍等等
[00:01:43.820 --> 00:01:45.520]  不過作為你這麼聰明
[00:01:45.520 --> 00:01:48.720]  你看看這個定義都是不足夠的
[00:01:48.720 --> 00:01:49.620]  為甚麼呢?
[00:01:49.620 --> 00:01:54.120]  因為它用「家」成為了「家居」
[00:01:54.120 --> 00:01:56.020]  居所、一個地方
[00:01:56.020 --> 00:01:57.020]  那是不夠的
[00:01:57.020 --> 00:01:57.720]  為甚麼呢?
[00:01:57.720 --> 00:01:58.520]  你都會問
[00:01:58.520 --> 00:02:01.320]  這個家居可以沒有人住的
[00:02:01.320 --> 00:02:03.820]  一間屋有沒有人住?
[00:02:03.820 --> 00:02:05.020]  好了,有人住
[00:02:05.020 --> 00:02:07.020]  誰住?
[00:02:07.020 --> 00:02:08.920]  是否家人住?
[00:02:08.920 --> 00:02:10.020]  如果是家人的話
[00:02:10.020 --> 00:02:13.120]  是否即是家人的關係?
[00:02:13.120 --> 00:02:14.820]  因為我們見到很多
[00:02:14.820 --> 00:02:19.320]  在家庭裡面都是貼錯門神
[00:02:19.320 --> 00:02:20.520]  天天都在這裡
[00:02:20.520 --> 00:02:21.820]  睡同一間屋
[00:02:21.820 --> 00:02:24.120]  但是看錯了
[00:02:24.120 --> 00:02:25.620]  當然在我們來說
[00:02:25.620 --> 00:02:27.320]  我們想家庭都是
[00:02:27.320 --> 00:02:28.420]  好像這裡寫
[00:02:28.420 --> 00:02:31.020]  Life can be sweet
[00:02:31.020 --> 00:02:33.920]  前幾個星期和同事、同工
[00:02:33.920 --> 00:02:37.420]  放假時去了荃灣廣場玩
[00:02:37.420 --> 00:02:39.720]  有幾個大牌我也覺得很有意思
[00:02:39.720 --> 00:02:42.420]  也是我們作為人類
[00:02:42.420 --> 00:02:43.920]  你看看你旁邊那個是不是人類
[00:02:43.920 --> 00:02:45.320]  人類是吧?
[00:02:45.320 --> 00:02:46.420]  都想撲望的
[00:02:46.420 --> 00:02:48.520]  這個牌其中在荃灣廣場
[00:02:48.520 --> 00:02:50.520]  有兩三個人這麼高
[00:02:50.520 --> 00:02:52.120]  可能在Timmy來說
[00:02:52.120 --> 00:02:53.420]  是一個半人這麼高而已
[00:02:53.420 --> 00:02:55.420]  在我來說是兩三人這麼高
[00:02:55.420 --> 00:02:56.520]  很大的
[00:02:56.520 --> 00:02:58.120]  他說Life can be what?
[00:02:58.120 --> 00:02:59.320]  Sweet
[00:02:59.320 --> 00:03:00.720]  我們都想的
[00:03:00.720 --> 00:03:02.020]  亦都是我們的渴望
[00:03:02.020 --> 00:03:03.720]  很少我們會這樣
[00:03:03.720 --> 00:03:04.720]  如果你祝福人
[00:03:04.720 --> 00:03:07.320]  當然是Life can be sweet
[00:03:07.320 --> 00:03:10.620]  你不要說Life can be bitter
[00:03:10.620 --> 00:03:13.820]  我祝你生活好苦
[00:03:13.820 --> 00:03:15.320]  不如我祝旁邊那位
[00:03:15.320 --> 00:03:18.320]  祝你生活好苦
[00:03:18.320 --> 00:03:20.120]  說不出是吧?
[00:03:20.120 --> 00:03:22.720]  不如你祝你旁邊那位生活好甜
[00:03:22.720 --> 00:03:24.720]  你祝你旁邊那位生活好甜
[00:03:24.720 --> 00:03:26.520]  每個人都說得出是吧?
[00:03:26.520 --> 00:03:27.420]  明白的
[00:03:27.420 --> 00:03:29.420]  我們的渴望是真實的
[00:03:29.420 --> 00:03:31.620]  另外一個牌也很有趣
[00:03:31.620 --> 00:03:33.120]  他有一張床問你
[00:03:33.120 --> 00:03:35.220]  是否可以安睡呢?
[00:03:35.220 --> 00:03:37.020]  他說Monday morning
[00:03:37.020 --> 00:03:39.220]  繼續睡覺
[00:03:39.220 --> 00:03:41.420]  不是人人都可以睡得下的
[00:03:41.420 --> 00:03:42.820]  我立即組一個模特兒
[00:03:42.820 --> 00:03:43.620]  先睡一睡
[00:03:43.620 --> 00:03:45.120]  原來是站著的
[00:03:45.120 --> 00:03:46.520]  這個模特兒可以嗎?
[00:03:46.520 --> 00:03:47.320]  可以
[00:03:47.320 --> 00:03:48.120]  多謝
[00:03:48.120 --> 00:03:50.920]  當然有張床是否等於安睡?
[00:03:50.920 --> 00:03:52.220]  或者有放假
[00:03:52.220 --> 00:03:53.920]  你可否先休息?
[00:03:53.920 --> 00:03:55.720]  裡面說放假中
[00:03:55.720 --> 00:03:57.220]  沒什麼事不要找我
[00:03:57.220 --> 00:03:58.220]  休息
[00:03:58.220 --> 00:03:59.420]  但我們知道
[00:03:59.420 --> 00:04:01.420]  家不只是等於家居
[00:04:01.420 --> 00:04:02.620]  不只是等於居所
[00:04:02.620 --> 00:04:06.620]  於是我就找多一個方向
[00:04:06.620 --> 00:04:08.020]  就是找AI
[00:04:08.020 --> 00:04:09.420]  可以嗎?
[00:04:09.420 --> 00:04:11.420]  你目色進來比較潮
[00:04:11.420 --> 00:04:12.620]  查GPT
[00:04:12.620 --> 00:04:14.920]  又看看他怎樣演繹家
[00:04:14.920 --> 00:04:16.220]  他覺得比較好
[00:04:16.220 --> 00:04:17.920]  就像我們的想法
[00:04:17.920 --> 00:04:19.320]  作為一個牧者
[00:04:19.320 --> 00:04:19.920]  傳道人
[00:04:19.920 --> 00:04:20.720]  或者婚姻輔導
[00:04:20.720 --> 00:04:21.420]  家園輔導
[00:04:21.420 --> 00:04:22.420]  這個比較像
[00:04:22.420 --> 00:04:25.820]  家是一個個人與人建立
[00:04:25.820 --> 00:04:28.920]  情感聯繫的地方
[00:04:28.920 --> 00:04:31.220]  裡面會建立的
[00:04:31.220 --> 00:04:32.720]  會提供什麼呢?
[00:04:32.720 --> 00:04:34.220]  安全感
[00:04:34.220 --> 00:04:35.020]  歸屬感
[00:04:35.020 --> 00:04:36.220]  之前有一個特點
[00:04:36.220 --> 00:04:36.720]  第一
[00:04:36.720 --> 00:04:38.220]  真是有居所的
[00:04:38.220 --> 00:04:40.220]  有一個身體
[00:04:40.220 --> 00:04:41.620]  一個實質的地方
[00:04:41.620 --> 00:04:42.620]  但是不夠的
[00:04:42.620 --> 00:04:44.820]  是要有家庭
[00:04:44.820 --> 00:04:46.520]  有家人
[00:04:46.520 --> 00:04:47.520]  可能有兄弟姐妹
[00:04:47.520 --> 00:04:48.220]  有父母
[00:04:48.220 --> 00:04:48.720]  子女
[00:04:48.720 --> 00:04:49.420]  或者你現在
[00:04:49.420 --> 00:04:50.520]  長大了自己住
[00:04:50.520 --> 00:04:52.820]  但是你也會再有家庭
[00:04:52.820 --> 00:04:53.820]  走在一起的
[00:04:53.820 --> 00:04:54.820]  裡面有成員
[00:04:54.820 --> 00:04:56.720]  會建立情感關係的
[00:04:56.720 --> 00:04:59.920]  裡面會有安全感的
[00:04:59.920 --> 00:05:00.720]  就是說
[00:05:00.720 --> 00:05:01.420]  你在那裡
[00:05:01.420 --> 00:05:02.420]  你覺得被保護的
[00:05:02.420 --> 00:05:04.020]  放心的
[00:05:04.020 --> 00:05:06.520]  可以鬆懈的
[00:05:06.520 --> 00:05:07.820]  可以有私人空間
[00:05:07.820 --> 00:05:10.320]  不受到威脅的
[00:05:10.320 --> 00:05:11.420]  那你會問
[00:05:11.420 --> 00:05:12.720]  難怪
[00:05:12.720 --> 00:05:14.920]  我不是很想回家
[00:05:14.920 --> 00:05:16.020]  沒有安全感
