
[00:00:00.000 --> 00:00:02.000]  請展會平安
[00:00:02.000 --> 00:00:05.000]  今日是復活的主日
[00:00:05.000 --> 00:00:07.000]  我們一起在這裡
[00:00:07.000 --> 00:00:10.000]  去紀念
[00:00:10.000 --> 00:00:12.000]  去敬拜我們的主
[00:00:12.000 --> 00:00:15.000]  我們去思想聖經的時候
[00:00:15.000 --> 00:00:17.000]  我們先有一個祈禱
[00:00:17.000 --> 00:00:20.000]  親愛的主我們感謝祢
[00:00:20.000 --> 00:00:24.000]  感謝祢為我們降生
[00:00:24.000 --> 00:00:26.000]  受死
[00:00:26.000 --> 00:00:28.000]  復活
[00:00:31.000 --> 00:00:33.000]  今日在復活節的清晨
[00:00:33.000 --> 00:00:37.000]  我們就思想主復活的大能
[00:00:37.000 --> 00:00:39.000]  求主都幫助我們
[00:00:39.000 --> 00:00:41.000]  讓我們傳信心
[00:00:41.000 --> 00:00:44.000]  又傳一個信服的心
[00:00:44.000 --> 00:00:47.000]  當我們聆聽主的話語的時候
[00:00:47.000 --> 00:00:49.000]  我們都這樣回應主
[00:00:49.000 --> 00:00:52.000]  求主賜恩同在
[00:00:52.000 --> 00:00:55.000]  讓講的聽的同得光助
[00:00:55.000 --> 00:00:57.000]  祈禱奉耶穌基督的名
[00:00:57.000 --> 00:00:59.000]  誠心所願
[00:01:01.000 --> 00:01:05.000]  在復活節當然是要講
[00:01:05.000 --> 00:01:08.000]  和復活有關的經文和訊息
[00:01:08.000 --> 00:01:11.000]  而今日我們同時有水禮
[00:01:11.000 --> 00:01:14.000]  和兒童水禮和轉會禮
[00:01:14.000 --> 00:01:16.000]  稍後我們講到完之後
[00:01:16.000 --> 00:01:18.000]  就會有一個這樣的程序
[00:01:18.000 --> 00:01:22.000]  我們都見到有些弟兄姊妹的親友
[00:01:22.000 --> 00:01:24.000]  帶了一些鮮花來
[00:01:24.000 --> 00:01:27.000]  有禮物
[00:01:27.000 --> 00:01:29.000]  好像過節一樣
[00:01:30.000 --> 00:01:32.000]  雖然是很開心的
[00:01:32.000 --> 00:01:33.000]  可能你說
[00:01:33.000 --> 00:01:36.000]  我都不太認識那些受水禮的人
[00:01:36.000 --> 00:01:38.000]  都不要緊的
[00:01:38.000 --> 00:01:40.000]  你可以對著他笑
[00:01:40.000 --> 00:01:43.000]  這個可以做到
[00:01:43.000 --> 00:01:44.000]  對著他笑
[00:01:44.000 --> 00:01:46.000]  或者過去恭喜他
[00:01:46.000 --> 00:01:47.000]  他一定會接受的
[00:01:47.000 --> 00:01:49.000]  不會覺得很陌生
[00:01:49.000 --> 00:01:52.000]  所以我都很鼓勵弟兄姊妹
[00:01:52.000 --> 00:01:53.000]  你完了之後
[00:01:53.000 --> 00:01:55.000]  你有時間的話
[00:01:55.000 --> 00:01:57.000]  你就跟他們握手
[00:01:57.000 --> 00:01:59.000]  恭喜他們
[00:01:59.000 --> 00:02:02.000]  讓他們感覺到家庭的溫暖
[00:02:02.000 --> 00:02:06.000]  我們受禮的弟兄姊妹
[00:02:06.000 --> 00:02:07.000]  都要笑
[00:02:07.000 --> 00:02:11.000]  不會覺得突然這麼多人注意我
[00:02:11.000 --> 00:02:12.000]  這是很正常的
[00:02:12.000 --> 00:02:14.000]  也是很好的事情
[00:02:14.000 --> 00:02:17.000]  今日我和大家講的題目
[00:02:17.000 --> 00:02:20.000]  是耶穌復活之後的兩次顯現
[00:02:20.000 --> 00:02:24.000]  耶穌復活之後有很多次的顯現
[00:02:24.000 --> 00:02:26.000]  剛才我們讀的啟應文裡面
[00:02:26.000 --> 00:02:30.000]  也有在哥林多的前書裡面講到
[00:02:30.000 --> 00:02:33.000]  他顯現了很多次
[00:02:33.000 --> 00:02:36.000]  給門徒和不同的人看
[00:02:36.000 --> 00:02:41.000]  而我們今天所選的兩段經文
[00:02:41.000 --> 00:02:44.000]  是其中兩次
[00:02:44.000 --> 00:02:47.000]  可以說是很有代表性的
[00:02:47.000 --> 00:02:49.000]  或者是很深刻的
[00:02:49.000 --> 00:02:52.000]  耶穌在復活的時候
[00:02:52.000 --> 00:02:54.000]  在墳墓面前
[00:02:54.000 --> 00:02:56.000]  有人去到墳墓
[00:02:56.000 --> 00:02:58.000]  想紀念他的時候
[00:02:58.000 --> 00:03:01.000]  他就在墓前向瑪利亞顯現
[00:03:01.000 --> 00:03:08.000]  然後他又曾經向門徒顯現
[00:03:08.000 --> 00:03:10.000]  也有向多瑪顯現
[00:03:10.000 --> 00:03:12.000]  就是我們今天所讀的經文
[00:03:12.000 --> 00:03:14.000]  又在以馬五思的路上
[00:03:14.000 --> 00:03:16.000]  和兩個門徒同行
[00:03:16.000 --> 00:03:21.000]  這段都是一個非常描寫得很仔細的技術
[00:03:21.000 --> 00:03:25.000]  就是在加利利的海邊向門徒顯現
[00:03:25.000 --> 00:03:27.000]  也是我們今天選讀的經文
[00:03:27.000 --> 00:03:29.000]  耶穌升天
[00:03:29.000 --> 00:03:33.000]  也是在門徒的見證下
[00:03:33.000 --> 00:03:36.000]  向他們顯現、讓他們知道
[00:03:36.000 --> 00:03:38.000]  也在大馬式的路上
[00:03:38.000 --> 00:03:40.000]  向史陀保羅顯現
[00:03:40.000 --> 00:03:41.000]  有很多次的顯現
[00:03:41.000 --> 00:03:43.000]  所以耶穌基督的復活
