
[00:00:00.000 --> 00:00:06.820]  約翰福音,我們開始講這個經卷
[00:00:06.820 --> 00:00:09.900]  今日會開始第一講
[00:00:09.900 --> 00:00:13.400]  約翰福音有一個很特別的地方
[00:00:13.400 --> 00:00:15.700]  他裏面沒有家譜
[00:00:15.700 --> 00:00:18.200]  沒有耶穌的童年
[00:00:18.200 --> 00:00:23.600]  沒有聖誕節的牧羊人、天使
[00:00:23.600 --> 00:00:28.800]  裏面很多登山變象都沒有
[00:00:28.800 --> 00:00:34.400]  約翰福音是繼馬太、馬可、路加福音之後
[00:00:34.400 --> 00:00:38.000]  最後寫的一卷福音書
[00:00:38.000 --> 00:00:42.600]  是使徒約翰在萬年公元九十幾年
[00:00:42.600 --> 00:00:44.800]  完成的一個福音著作
[00:00:44.800 --> 00:00:50.000]  他很清楚在我們輔助經文裏面第一節
[00:00:50.000 --> 00:00:55.000]  他就說寫這個就是想我們明白
[00:00:55.000 --> 00:00:57.400]  信耶穌是神的兒子
[00:00:57.400 --> 00:00:59.400]  讓我們得著永生
[00:00:59.400 --> 00:01:03.600]  我們讀一讀輔助經文第一節
[00:01:03.600 --> 00:01:07.600]  寫一寫「是」
[00:01:07.600 --> 00:01:11.400]  叫我們知道信耶穌是神的兒子
[00:01:11.400 --> 00:01:14.800]  因為信祂我們會得到生命
[00:01:14.800 --> 00:01:17.600]  信耶穌得永生
[00:01:17.600 --> 00:01:21.000]  就是約翰福音最重要的主題
[00:01:21.000 --> 00:01:24.600]  那個「信」字那個「得永生」
[00:01:24.600 --> 00:01:27.400]  當然更重要就是信仰的對象
[00:01:27.400 --> 00:01:29.800]  耶穌基督自己
[00:01:29.800 --> 00:01:31.600]  我們很喜歡回教會
[00:01:31.600 --> 00:01:33.800]  我們很喜歡和頂姐妹一起
[00:01:33.800 --> 00:01:36.200]  但我們人生最大的目標
[00:01:36.200 --> 00:01:40.000]  就是認識基督
[00:01:40.000 --> 00:01:42.200]  約翰福音和其他福音書不同
[00:01:42.200 --> 00:01:45.600]  我們一路看下去就會看到
[00:01:45.600 --> 00:01:47.400]  剛才聖餐的時候
[00:01:47.400 --> 00:01:51.600]  我也提到世人有一個很特別的處境
[00:01:51.600 --> 00:01:56.200]  就是人活在黑暗裡面
[00:01:56.200 --> 00:02:01.400]  有一次教會有一個弟兄
[00:02:01.400 --> 00:02:07.400]  他知道有一個會友沒錢交租
[00:02:07.400 --> 00:02:09.000]  很窮
[00:02:09.000 --> 00:02:12.400]  就是一貧如洗
[00:02:12.400 --> 00:02:17.200]  他知道了就去找這個家庭
[00:02:17.200 --> 00:02:19.600]  他去到就拍門
[00:02:19.600 --> 00:02:22.400]  拍了很久都沒人應門
[00:02:22.400 --> 00:02:23.600]  他問街坊
[00:02:23.600 --> 00:02:29.000]  街坊說那個女士沒出過街
[00:02:29.000 --> 00:02:31.000]  他拍了很久也沒人聽
[00:02:31.000 --> 00:02:32.400]  沒人應門
[00:02:32.400 --> 00:02:35.800]  那兩天在街上碰到那個姐妹
[00:02:35.800 --> 00:02:39.200]  他就問「我找不到你」
[00:02:39.200 --> 00:02:42.400]  「我聽說你沒錢交租」
[00:02:42.400 --> 00:02:46.800]  你猜那個姐妹她怎麼回答?
[00:02:46.800 --> 00:02:48.800]  為什麼找不到她?
[00:02:48.800 --> 00:02:54.400]  她說你敲門我以為有人來追租
[00:02:54.400 --> 00:02:56.400]  當我們很不濟的時候
[00:02:56.400 --> 00:02:57.800]  電話來了
[00:02:57.800 --> 00:02:59.000]  有人敲門
[00:02:59.000 --> 00:03:00.800]  我們以為什麼?
[00:03:00.800 --> 00:03:03.400]  以為有人來追數
[00:03:03.400 --> 00:03:05.200]  以為有人來追債
[00:03:05.200 --> 00:03:09.000]  以為有人來找我麻煩
[00:03:09.000 --> 00:03:10.600]  我們沒意識到
[00:03:10.600 --> 00:03:13.600]  原來我們不濟的時候
[00:03:13.600 --> 00:03:17.600]  我們最困難的時候
[00:03:17.600 --> 00:03:21.600]  原來有一個神的兒子
[00:03:21.600 --> 00:03:24.600]  他來是想幫我們
[00:03:24.600 --> 00:03:28.400]  但我們人上上下下的光景就是
[00:03:28.400 --> 00:03:31.000]  我這麼不濟
[00:03:31.000 --> 00:03:33.400]  沒人會幫我
[00:03:33.400 --> 00:03:37.200]  我們看不到原來還有希望
[00:03:37.200 --> 00:03:40.000]  拒絕
[00:03:40.000 --> 00:03:42.000]  拒絕神
[00:03:42.000 --> 00:03:44.000]  在《約翰福音》三章那裡
[00:03:44.000 --> 00:03:45.400]  很出名的《約翰福音》
[00:03:45.400 --> 00:03:48.200]  聖經說神愛世人
[00:03:48.200 --> 00:03:52.000]  甚至愛到很盡
[00:03:52.000 --> 00:03:55.600]  愛到將他的獨生兒子犧牲的愛
[00:03:55.600 --> 00:03:57.000]  叫我們不致滅亡
[00:03:57.000 --> 00:03:57.800]  反得永生
[00:03:57.800 --> 00:03:59.400]  即是我們本來不行的
[00:03:59.400 --> 00:04:03.400]  我們反轉可以得到真正生命
[00:04:03.400 --> 00:04:05.600]  還是永遠的
[00:04:05.600 --> 00:04:07.400]  三章十七節
[00:04:07.400 --> 00:04:08.400]  你們手上沒有的
[00:04:08.400 --> 00:04:11.000]  我只是這麼說
[00:04:11.000 --> 00:04:11.800]  三章十六節
[00:04:11.800 --> 00:04:13.000]  十七就是耶穌來
[00:04:13.000 --> 00:04:14.600]  神差祂的兒子來
[00:04:14.600 --> 00:04:17.000]  不是要定世人的罪
[00:04:17.000 --> 00:04:18.600]  是要叫世人一心得救
[00:04:18.600 --> 00:04:20.800]  就好像有人來敲門
[00:04:20.800 --> 00:04:22.400]  當我們不行的時候
[00:04:22.400 --> 00:04:25.400]  有人來敲門
[00:04:25.400 --> 00:04:27.000]  當我沒功課交的時候
[00:04:27.000 --> 00:04:30.400]  老師來找我
[00:04:30.400 --> 00:04:30.800]  糟了
[00:04:30.800 --> 00:04:34.400]  那個還是訓導主任
[00:04:34.400 --> 00:04:36.600]  所以很多老師不想做訓導
[00:04:36.600 --> 00:04:38.400]  因為訓導主任找學生
[00:04:38.400 --> 00:04:41.800]  那些學生就怕了
[00:04:41.800 --> 00:04:44.800]  我有同事校長罵他升職
[00:04:44.800 --> 00:04:47.200]  即是一個普通的學位教師
[00:04:47.200 --> 00:04:50.200]  升了一個高級學位教師
[00:04:50.200 --> 00:04:54.600]  但條件就是要他幫忙做訓導
[00:04:54.600 --> 00:04:56.200]  他很想跟學生傳福音
[00:04:56.200 --> 00:04:58.000]  最後他就推了
[00:04:58.000 --> 00:04:59.400]  寧願不升職
[00:04:59.400 --> 00:05:01.000]  因為如果他做了訓導
[00:05:01.000 --> 00:05:03.400]  學生會怕他
[00:05:03.400 --> 00:05:05.000]  如果有人很怕你
[00:05:05.000 --> 00:05:07.800]  你猜你傳不傳福音?
[00:05:07.800 --> 00:05:09.600]  都挺難的
[00:05:09.600 --> 00:05:13.200]  後來好彩感謝神有第二個機會
[00:05:13.200 --> 00:05:16.200]  可以升職
[00:05:16.200 --> 00:05:19.000]  原來耶穌來不是要定世人的罪
[00:05:19.000 --> 00:05:21.600]  是要世人因他得救
[00:05:21.600 --> 00:05:22.800]  但人的問題是甚麼呢?
[00:05:22.800 --> 00:05:23.800]  讓方說
[00:05:23.800 --> 00:05:25.200]  人的問題就是
