
[00:00:00.000 --> 00:00:01.200]  各位姐妹大家好
[00:00:01.200 --> 00:00:02.640]  我們又一齊讀聖經
[00:00:02.640 --> 00:00:05.680]  生命樹和大家再看聖經人、聖經事
[00:00:05.680 --> 00:00:07.800]  看聖經裡上帝的作為
[00:00:07.800 --> 00:00:11.880]  今次是很可悲、很慘的
[00:00:11.880 --> 00:00:13.480]  就是約桂被擄
[00:00:13.480 --> 00:00:15.800]  以利兩個兒子被殺
[00:00:15.800 --> 00:00:18.480]  一件很重要的事
[00:00:18.480 --> 00:00:21.480]  在聖經裡是約桂被擄
[00:00:21.480 --> 00:00:22.920]  而人
[00:00:22.920 --> 00:00:27.480]  聖經的人是以利兩個兒子被殺
[00:00:27.480 --> 00:00:30.000]  神的預言
[00:00:30.000 --> 00:00:32.320]  說這個奏助
[00:00:32.320 --> 00:00:35.720]  以利你兩個兒子會同日死
[00:00:35.720 --> 00:00:39.480]  就在今天的經文裡應驗了
[00:00:39.480 --> 00:00:42.400]  來到三寶耳機上的第四章
[00:00:42.400 --> 00:00:43.920]  我們看一段聖經
[00:00:43.920 --> 00:00:50.120]  讀這些經文都會帶給我們很多警惕
[00:00:50.120 --> 00:00:52.400]  不一定要很多解經
[00:00:52.400 --> 00:00:56.080]  特別這些事不特別多解經的字
[00:00:56.080 --> 00:01:00.000]  我們從這裡一齊看下段經文
[00:01:00.000 --> 00:01:03.080]  三寶耳機上第四章
[00:01:03.080 --> 00:01:07.160]  耶和華約桂到了營中
[00:01:07.160 --> 00:01:11.400]  以色列眾人大聲歡呼地變震動
[00:01:11.400 --> 00:01:16.680]  講一下來到三寶耳機上第四章第五節的背景
[00:01:16.680 --> 00:01:21.320]  由於以色列人和菲律賓人打仗
[00:01:21.320 --> 00:01:25.120]  結果以色列人打敗
[00:01:25.120 --> 00:01:29.960]  和菲律賓人打被殺了四千人
[00:01:29.960 --> 00:01:34.200]  而菲律賓人由他們住的地方南面
[00:01:34.200 --> 00:01:36.320]  一震去到很北下
[00:01:36.320 --> 00:01:39.320]  因此不能不對抗
[00:01:39.320 --> 00:01:44.080]  以色列人沒有練兵
[00:01:44.080 --> 00:01:45.440]  人家有備而來
[00:01:45.440 --> 00:01:47.200]  因此輸了
[00:01:47.200 --> 00:01:48.840]  垂頭喪氣
[00:01:48.840 --> 00:01:51.240]  唉,怎麼辦呢?
[00:01:51.240 --> 00:01:55.760]  上一集就是講什麼呢?
[00:01:55.760 --> 00:01:58.440]  以色列的長老說
[00:01:58.440 --> 00:02:02.760]  不如我們去將約桂抬來
[00:02:02.760 --> 00:02:04.560]  為什麼我們會輸呢?
[00:02:04.560 --> 00:02:06.000]  沒理由的
[00:02:06.000 --> 00:02:08.360]  神與我們同在
[00:02:08.360 --> 00:02:09.720]  沒理由輸的
[00:02:09.720 --> 00:02:12.520]  他們就想著抬約桂來
[00:02:12.520 --> 00:02:15.320]  上次是說他們迷信
[00:02:15.320 --> 00:02:18.200]  有約桂在就會贏了
[00:02:18.200 --> 00:02:20.440]  於是就不如抬約桂來
[00:02:20.440 --> 00:02:22.560]  於是就派人去視羅
[00:02:22.560 --> 00:02:24.720]  將約桂抬來
[00:02:24.720 --> 00:02:26.400]  約桂要人抬
[00:02:26.400 --> 00:02:28.160]  抬來的距離很遠
[00:02:28.160 --> 00:02:31.280]  如果你還記得昨天的地圖
[00:02:31.280 --> 00:02:32.960]  抬到來
