
[00:00:00.000 --> 00:00:04.200]  讓我們一起祈福 預備用心去聽這條聖經
[00:00:04.200 --> 00:00:07.660]  預備來簽我們的簽證 謝謝
[00:00:07.660 --> 00:00:11.720]  慈悲的天父 多謝你能夠讓我們再次回到你的面前
[00:00:11.720 --> 00:00:18.160]  去學習 做一個著實 走在地上的基督徒
[00:00:18.160 --> 00:00:24.120]  而不是一個空口講白話 憑空想像
[00:00:24.120 --> 00:00:28.200]  一個滿口仁義道德的假信徒
[00:00:28.200 --> 00:00:32.200]  主要求你幫助我們在今天這段聖經當中
[00:00:32.200 --> 00:00:37.240]  讓我們重新捉緊很多時候我們做基督徒的
[00:00:37.240 --> 00:00:43.000]  嬰幼的態度 並且能夠有洞悉的能力
[00:00:43.000 --> 00:00:49.360]  自我覺察到在神理裏面我們有什麼虛情假意
[00:00:49.360 --> 00:00:53.540]  在期間影響了我們能夠真正活出一個
[00:00:53.540 --> 00:00:56.720]  基督的樣式的信徒的生命
[00:00:56.720 --> 00:00:58.920]  求你願意同在 親愛的主感謝你
[00:00:58.920 --> 00:01:01.720]  給我們今天能夠再次打開聖經
[00:01:01.720 --> 00:01:06.520]  能夠一同來到準確地把握聖經裏面
[00:01:06.520 --> 00:01:11.660]  讓我們怎麼樣來到明白我們自己應當如此
[00:01:11.660 --> 00:01:14.980]  成為一個哲學史實 走在地上
[00:01:14.980 --> 00:01:19.520]  真正能夠見證主的基督徒的生命
[00:01:19.520 --> 00:01:24.800]  也同時幫助我們 使我們能夠清楚了解
[00:01:24.800 --> 00:01:30.800]  掌握到底上面 我們今天的屬靈光景是怎麼樣
[00:01:30.800 --> 00:01:38.420]  好使我們免得掉在虛偽 假冒的屬靈生命當中
[00:01:38.420 --> 00:01:41.880]  仍然不了解自己的光景
[00:01:41.880 --> 00:01:43.120]  求你的幫助
[00:01:43.120 --> 00:01:47.840]  我們現在求聖靈降降我們每一個信徒的生命當中
[00:01:47.840 --> 00:01:53.080]  重新明白在當基督徒裏面應有的生命力是怎麼樣
[00:01:53.080 --> 00:01:56.660]  我們的祖教封住耶穌的名臣 阿們
[00:01:56.660 --> 00:02:02.160]  基督徒很多時候在這個地上活
[00:02:02.160 --> 00:02:04.820]  都會有很多道理和人說的
[00:02:04.820 --> 00:02:10.080]  在這個地球上生活的基督徒有很多道理跟別人講
[00:02:10.080 --> 00:02:13.920]  在過去六個月 八個月的時間我在香港
[00:02:13.920 --> 00:02:16.020]  我在過去八個月在香港時間
[00:02:16.020 --> 00:02:17.560]  中國去了四間教會
[00:02:17.560 --> 00:02:19.420]  整天去過四間教會
[00:02:19.420 --> 00:02:20.820]  應該是五間教會
[00:02:20.820 --> 00:02:21.820]  應該是五間
[00:02:21.820 --> 00:02:24.860]  聽了無數不同的牧師傳道人的講道
[00:02:24.860 --> 00:02:27.200]  聽了無數不同的牧師傳道人的講道
[00:02:27.200 --> 00:02:28.240]  有名的
[00:02:28.240 --> 00:02:28.780]  有名的
[00:02:28.780 --> 00:02:30.580]  有些不知道他們是什麼人
[00:02:30.580 --> 00:02:32.200]  也不知道是什麼人的
[00:02:32.200 --> 00:02:35.960]  但是我發現有一個很普遍的現象
[00:02:35.960 --> 00:02:37.580]  我發現一個很普遍的現象
[00:02:37.580 --> 00:02:39.040]  講得很漂亮
[00:02:39.040 --> 00:02:39.920]  講得非常漂亮
[00:02:39.920 --> 00:02:41.540]  做的卻是很少
[00:02:41.540 --> 00:02:42.760]  但做得非常少
[00:02:42.760 --> 00:02:46.300]  很多時候基督徒被人看出來的形象就是
[00:02:46.300 --> 00:02:48.160]  我們講得很美麗
[00:02:48.160 --> 00:02:50.960]  我們講得非常美麗
[00:02:50.960 --> 00:02:56.180]  甚至港台上在教會當中都講得好像合乎真理一樣
[00:02:56.180 --> 00:02:58.140]  講得好像合乎真理一樣
[00:02:58.140 --> 00:03:02.140]  但是其實很多時候是基督徒雜謀的一種誤信
[00:03:02.140 --> 00:03:06.280]  基督徒在一起有時候有一種誤信
[00:03:06.280 --> 00:03:07.620]  什麼誤信呢?
[00:03:07.620 --> 00:03:08.500]  有什麼誤信呢?
[00:03:08.500 --> 00:03:12.420]  譬如基督徒很喜歡講 我們要受苦有益
[00:03:12.420 --> 00:03:15.580]  比如說講的基督徒經常講的受苦有益
[00:03:15.580 --> 00:03:18.740]  受苦有益和自己拿來
[00:03:18.740 --> 00:03:20.340]  我廣東話這樣講
[00:03:20.340 --> 00:03:23.140]  自己拿來壞、拿來賤是不同的事情
[00:03:23.140 --> 00:03:24.380]  受苦有益
[00:03:24.380 --> 00:03:28.280]  並不是說自己故意去找一些苦來自己去受
[00:03:28.280 --> 00:03:35.480]  香港的人經常都說有一條牛仔褲是「拿來賤」
[00:03:35.480 --> 00:03:37.580]  即是自己拿來受苦的
[00:03:37.580 --> 00:03:46.100]  就是廣東話「拿來賤」
[00:03:46.100 --> 00:03:47.360]  自己拿來受苦的
[00:03:47.360 --> 00:03:49.660]  有些事情不應該做、不應該受的
[00:03:49.660 --> 00:03:51.220]  他自己拿來
[00:03:51.220 --> 00:03:53.380]  自己不應該受苦的拿來受
[00:03:53.380 --> 00:03:57.460]  但是很多時候被基督徒描寫為「受苦有益」
[00:03:57.460 --> 00:04:00.700]  被基督徒描寫為「受苦有益」
[00:04:00.700 --> 00:04:03.420]  受苦有益的意思是受苦是有它的益處的
[00:04:03.420 --> 00:04:05.220]  受苦確實有它自己的益處
[00:04:05.220 --> 00:04:07.220]  但不是自己拿苦來受
[00:04:07.220 --> 00:04:08.060]  並不是自己拿苦來受
[00:04:08.060 --> 00:04:09.260]  明不明白這個分別?
[00:04:09.260 --> 00:04:10.500]  是兩回事來的
[00:04:10.500 --> 00:04:11.380]  這是兩回事
[00:04:11.380 --> 00:04:12.580]  或者有些基督徒就說
[00:04:12.580 --> 00:04:15.940]  我們要彼此描述而不要計算別人的惡
[00:04:15.940 --> 00:04:17.700]  就是說不要彼此描述
[00:04:17.700 --> 00:04:19.500]  不要計算別人的惡
[00:04:19.500 --> 00:04:20.780]  計算別人的惡
[00:04:20.780 --> 00:04:22.700]  如果大家參加過兒童主義學班
[00:04:22.700 --> 00:04:23.860]  都會有一首歌的
[00:04:23.860 --> 00:04:25.660]  如果參加過兒童主義學班
[00:04:25.660 --> 00:04:27.860]  不要計算別人的惡
[00:04:27.860 --> 00:04:29.380]  是這樣的
[00:04:29.380 --> 00:04:30.740]  不要計算別人的惡
[00:04:30.740 --> 00:04:32.700]  不要計算別人的惡
[00:04:32.700 --> 00:04:34.140]  但實際上很多時候
[00:04:34.140 --> 00:04:36.300]  我們就變成一種
[00:04:36.300 --> 00:04:39.100]  自我抬高的一種濫愛的表現
[00:04:39.100 --> 00:04:41.820]  就是有時候變成自我抬高的濫愛的表現
[00:04:41.820 --> 00:04:43.860]  我在香港和一個弟兄聊天
[00:04:43.860 --> 00:04:45.740]  說那些基督徒有些真是
[00:04:45.740 --> 00:04:47.020]  我們自己也是基督徒
[00:04:47.020 --> 00:04:48.300]  真是頂不上他的
[00:04:48.300 --> 00:04:50.220]  就是說有時候在我們香港的時候
[00:04:50.220 --> 00:04:52.100]  和一個朋友聊天說
[00:04:52.100 --> 00:04:55.420]  哎呀我們真是頂不住
[00:04:55.420 --> 00:04:59.260]  就是明明那個人是做錯了得罪了我
[00:04:59.260 --> 00:05:01.220]  明明他做錯了得罪了我
[00:05:01.220 --> 00:05:02.660]  但是接著我們又怎樣呢
[00:05:02.660 --> 00:05:03.380]  做基督徒
[00:05:03.380 --> 00:05:04.380]  做基督徒會怎樣呢
[00:05:04.380 --> 00:05:05.700]  就走出來公眾那裏
[00:05:05.700 --> 00:05:08.460]  和所有的朋友包括那個人在那裏的時候
[00:05:08.460 --> 00:05:10.060]  就是走到公眾面前
[00:05:10.060 --> 00:05:11.220]  包括那個人在一起
[00:05:11.220 --> 00:05:14.460]  就說各位我最近被人得罪了
[00:05:14.460 --> 00:05:16.020]  我最近被人得罪了
[00:05:16.020 --> 00:05:17.460]  傷害了我的心
[00:05:17.460 --> 00:05:18.380]  傷害了我的心
[00:05:18.380 --> 00:05:20.700]  我不想說哪一個人
[00:05:20.700 --> 00:05:22.100]  我不想說哪一個人
[00:05:22.100 --> 00:05:22.980]  不過呢
[00:05:22.980 --> 00:05:23.460]  不過
[00:05:23.460 --> 00:05:25.100]  我已經饒恕了他了
[00:05:25.100 --> 00:05:26.180]  我已經饒恕了他了
[00:05:26.180 --> 00:05:30.260]  希望他自己就自己肯改過
[00:05:30.260 --> 00:05:31.780]  讓他自己能夠改過
[00:05:31.780 --> 00:05:33.940]  這些其實是虛偽的說話來的
[00:05:33.940 --> 00:05:35.260]  對 反正虛偽的話
[00:05:35.260 --> 00:05:37.620]  在教會我見不少這樣的情況
[00:05:37.620 --> 00:05:39.780]  我見過不少這樣的情形
[00:05:39.780 --> 00:05:40.700]  我和弟兄說
[00:05:40.700 --> 00:05:43.060]  這些說話其實是很虛偽的
[00:05:43.060 --> 00:05:44.740]  這個話其實是非常虛偽的
[00:05:44.740 --> 00:05:47.060]  我們做基督徒你要記住一件事
[00:05:47.060 --> 00:05:48.860]  我們做基督徒我們要記住一件事
[00:05:48.860 --> 00:05:52.660]  我們沒有權去饒恕任何一個人
[00:05:52.660 --> 00:05:54.420]  我們沒有權去饒恕任何一個人
[00:05:54.420 --> 00:05:55.780]  這個世界只有一個人
[00:05:55.780 --> 00:05:57.660]  而能夠饒恕人的罪而已
[00:05:57.660 --> 00:05:58.900]  只有一個人能夠饒恕人的罪
[00:05:58.900 --> 00:06:00.060]  就是耶穌基督
[00:06:00.060 --> 00:06:00.980]  就是耶穌基督
[00:06:00.980 --> 00:06:02.620]  我們不可以的
[00:06:02.620 --> 00:06:03.700]  我們不可以
[00:06:03.700 --> 00:06:06.060]  我們當然可以不去計算別人的惡
[00:06:06.060 --> 00:06:08.340]  我們可以不計算別人的惡
[00:06:08.340 --> 00:06:11.060]  但是我們不可以去漠視別人的犯罪的
[00:06:11.060 --> 00:06:12.700]  我們不能漠視別人的犯罪
[00:06:12.700 --> 00:06:13.900]  人家是犯罪
[00:06:13.900 --> 00:06:14.380]  人家是犯罪
[00:06:14.380 --> 00:06:15.180]  是錯
[00:06:15.180 --> 00:06:15.500]  是錯
[00:06:15.500 --> 00:06:16.500]  做弟兄的
[00:06:16.500 --> 00:06:17.140]  做弟兄的
[00:06:17.140 --> 00:06:18.180]  信徒應該怎樣?
[00:06:18.180 --> 00:06:19.220]  做信徒應該怎樣?
[00:06:19.220 --> 00:06:20.780]  邀請他們走在一起
[00:06:20.780 --> 00:06:21.620]  邀請他們走在一起
[00:06:21.620 --> 00:06:22.780]  聖經說怎樣?
[00:06:22.780 --> 00:06:23.460]  聖經怎麼說?
[00:06:23.460 --> 00:06:24.340]  跟他們說
[00:06:24.340 --> 00:06:24.740]  跟他們講
[00:06:24.740 --> 00:06:25.860]  弟兄啊
[00:06:25.860 --> 00:06:27.220]  我有一個這樣的經驗
[00:06:27.220 --> 00:06:28.220]  我有一個這樣的經驗
[00:06:28.220 --> 00:06:29.660]  你得罪了我
[00:06:29.660 --> 00:06:30.340]  你得罪了我
[00:06:30.340 --> 00:06:31.380]  你知不知道?
[00:06:31.380 --> 00:06:31.940]  你知不知道?
[00:06:31.940 --> 00:06:33.980]  你跟他們這樣去坦誠交往
[00:06:33.980 --> 00:06:34.900]  你這樣坦誠交往
[00:06:34.900 --> 00:06:36.500]  如果對方也是一個基督徒的話
[00:06:36.500 --> 00:06:37.660]  如果對方也是一個基督徒的話
[00:06:37.660 --> 00:06:38.660]  他會承認的
