
[00:00:00.000 --> 00:00:01.820]  願我一同禱告
[00:00:01.820 --> 00:00:08.720]  天父我求祢憐憫我們
[00:00:08.720 --> 00:00:10.760]  讓我們
[00:00:10.760 --> 00:00:14.200]  可能我們都有很多的雜念
[00:00:14.200 --> 00:00:15.560]  在當中
[00:00:15.560 --> 00:00:18.080]  難了我們看見祢
[00:00:18.080 --> 00:00:20.400]  難了我們願祢相遇
[00:00:20.400 --> 00:00:22.280]  難了我們聆聽祢
[00:00:22.280 --> 00:00:25.000]  願祢都將這一切都挪開
[00:00:25.000 --> 00:00:28.920]  願祢隱藏講完的聲音
[00:00:29.400 --> 00:00:31.840]  以致我們每一位
[00:00:31.840 --> 00:00:34.820]  都能夠領受從上帝而來的道
[00:00:34.820 --> 00:00:38.200]  願到今天我們能夠有機會
[00:00:38.200 --> 00:00:40.640]  親臨的去認識祢
[00:00:40.640 --> 00:00:43.680]  以致我們能夠活出祢想我們活出的道
[00:00:43.680 --> 00:00:45.560]  奉主命求 阿們
[00:00:45.560 --> 00:00:50.820]  弟兄姊妹你覺得這個問題很難回答
[00:00:50.820 --> 00:00:54.480]  你覺得信耶穌難不難呢
[00:00:54.480 --> 00:00:58.100]  有人說很難
[00:00:58.100 --> 00:00:59.880]  有人說很容易
[00:00:59.880 --> 00:01:03.320]  我認識一個朋友
[00:01:03.320 --> 00:01:06.300]  他在美國很喜歡做拍門報道
[00:01:06.300 --> 00:01:08.940]  在香港就做街頭報道
[00:01:08.940 --> 00:01:13.940]  但在美國有些地方街上不是很多人
[00:01:13.940 --> 00:01:15.400]  所以就拍門報道
[00:01:15.400 --> 00:01:17.080]  不只是摸門教做
[00:01:17.080 --> 00:01:19.700]  自己的家庭也會做
[00:01:19.700 --> 00:01:21.440]  他很喜歡做拍門報道
[00:01:21.440 --> 00:01:25.520]  有一個屋主很冷漠地拒絕了他很多次
[00:01:25.520 --> 00:01:29.260]  每次都閉門羹拒絕他
[00:01:29.260 --> 00:01:30.760]  不是很開心
[00:01:30.760 --> 00:01:34.660]  有一次這位仁兄心情欠佳
[00:01:34.660 --> 00:01:37.760]  到了拍門的時候
[00:01:37.760 --> 00:01:41.060]  又再很冷漠地拒絕他
[00:01:41.060 --> 00:01:44.100]  這位仁兄忍不住說了一句
[00:01:44.100 --> 00:01:46.240]  You are going to hell
[00:01:46.240 --> 00:01:49.000]  你就落硬地獄了
[00:01:49.000 --> 00:01:51.840]  他走的時候我不知道你怎麼想
[00:01:51.840 --> 00:01:54.940]  但我想傳福音很難比得上
[00:01:54.940 --> 00:01:56.500]  你可以嘗試
[00:01:56.500 --> 00:01:58.600]  如果你覺得可以的話可以嘗試
[00:01:58.600 --> 00:02:00.620]  到街上跟別人說
[00:02:00.620 --> 00:02:01.900]  You are going to hell
[00:02:01.900 --> 00:02:05.780]  看看有沒有人會蜂擁走來找你
[00:02:05.780 --> 00:02:07.480]  他自己也知道
[00:02:07.480 --> 00:02:09.840]  他自己出來之後都覺得
[00:02:09.840 --> 00:02:13.620]  糟了 這次我是不是做錯事了
[00:02:13.620 --> 00:02:20.300]  第二天他又再走過附近的鄰舍
[00:02:20.300 --> 00:02:23.500]  這位屋主開門走去他那裡
[00:02:23.500 --> 00:02:26.340]  真的好害怕 是不是想打他一身
[00:02:26.340 --> 00:02:28.300]  哇 你說什麼
[00:02:28.300 --> 00:02:30.100]  誰知道他走過去
[00:02:30.100 --> 00:02:32.700]  屋主說 這位先生
[00:02:32.700 --> 00:02:35.980]  昨天你說的話我想了很久
[00:02:35.980 --> 00:02:38.080]  你好像也有些道理
[00:02:38.080 --> 00:02:41.780]  我可不可以聽你說你想說什麼
[00:02:41.780 --> 00:02:45.980]  嘩 你想一想這樣也可以
[00:02:45.980 --> 00:02:49.020]  原來可以這樣傳福音
[00:02:49.020 --> 00:02:51.020]  似乎好像很容易
[00:02:51.020 --> 00:02:53.620]  但另一方面又很難
[00:02:53.620 --> 00:02:55.940]  如果你的家人不是信主
[00:02:55.940 --> 00:02:58.260]  我經常聽到故事
[00:02:58.260 --> 00:03:01.220]  家人祈禱二十年二十多年
[00:03:01.220 --> 00:03:03.260]  家人都還沒有信主
[00:03:03.260 --> 00:03:04.860]  無論如何都不相信
[00:03:04.860 --> 00:03:08.820]  這件事我又發覺信耶穌又很難
[00:03:08.820 --> 00:03:12.140]  到底信耶穌是容易還是難
[00:03:12.140 --> 00:03:15.900]  我們今天也會看一段經文
[00:03:15.900 --> 00:03:18.820]  我們這個經文由上兩個星期開始
[00:03:18.820 --> 00:03:21.820]  其實是講五章
[00:03:21.820 --> 00:03:25.260]  五章基本上是講到耶穌在安息日
[00:03:25.260 --> 00:03:27.540]  在不是大池裡面去醫病
[00:03:27.540 --> 00:03:31.860]  之後就是很常發生的事
[00:03:31.860 --> 00:03:33.940]  在楊仁福音就是耶穌被人罵
[00:03:33.940 --> 00:03:37.140]  耶穌被人罵完之後他沒有道歉不止
[00:03:37.140 --> 00:03:39.260]  他還說了一句十七節
[00:03:39.260 --> 00:03:43.500]  我負做事直到如今我也做事
[00:03:43.500 --> 00:03:46.500]  是一個非常漏打的一句話
[00:03:46.500 --> 00:03:50.620]  之後上個星期和今天這一段
[00:03:50.620 --> 00:03:54.020]  基本上就是十七節講什麼
[00:03:54.020 --> 00:03:57.060]  上一次基本上那段經文大概就是說
[00:03:57.060 --> 00:04:00.220]  耶穌說他做的工作是什麼
[00:04:00.220 --> 00:04:01.660]  其實就是兩件事
[00:04:01.660 --> 00:04:04.180]  就是賜人生命和審判
[00:04:04.180 --> 00:04:06.300]  今天就是延續這件事
[00:04:06.300 --> 00:04:10.580]  你可以說這一段是耶穌傳召三位證人
[00:04:10.580 --> 00:04:12.620]  去作出一個裁決
[00:04:12.620 --> 00:04:15.900]  今天我們聽聽這三位證人的證供
[00:04:15.900 --> 00:04:18.060]  為什麼這麼有趣耶穌會傳召證人呢
[00:04:18.060 --> 00:04:19.500]  其實有兩件很有趣的事
[00:04:19.500 --> 00:04:22.140]  第一就是耶穌為什麼會傳召三位證人呢
[00:04:22.140 --> 00:04:24.300]  其實這是符合猶太人的傳統
[00:04:24.300 --> 00:04:25.660]  在生命記裡面所提到
[00:04:25.660 --> 00:04:30.100]  一個指控要兩三個人去見證才能成立
