
[00:00:00.000 --> 00:00:02.140]  首先在這裡恭祝大家
[00:00:02.140 --> 00:00:03.400]  農曆新年
[00:00:03.400 --> 00:00:05.600]  滿有主耶穌基督的平安
[00:00:05.600 --> 00:00:07.500]  滿有主耶穌基督的喜樂
[00:00:07.500 --> 00:00:09.920]  希望大家在這一年裡身體健康
[00:00:09.920 --> 00:00:12.600]  特別是在這麼嚴峻的疫情裡
[00:00:12.600 --> 00:00:15.740]  希望大家都注意好自己的身體
[00:00:15.740 --> 00:00:17.460]  我也希望大家牛年
[00:00:17.460 --> 00:00:20.060]  更加經歷到主耶穌基督的恩典
[00:00:20.060 --> 00:00:22.560]  被祂大大使用
[00:00:22.560 --> 00:00:24.180]  十二生肖裡
[00:00:24.180 --> 00:00:28.320]  我相信以牛是最為人所共鳴的
[00:00:28.320 --> 00:00:29.560]  特別是香港人
[00:00:29.560 --> 00:00:31.560]  你想想我們的中餐
[00:00:31.560 --> 00:00:33.380]  我們平時煮的菜
[00:00:33.380 --> 00:00:35.020]  如果沒有了牛肉
[00:00:35.020 --> 00:00:36.380]  你也真的不是說
[00:00:36.380 --> 00:00:39.760]  一定是胃口也會受到很沉重的打擊
[00:00:39.760 --> 00:00:42.000]  甚至有些人誇張到認為
[00:00:42.000 --> 00:00:44.300]  這樣做人有什麼人生樂趣呢?
[00:00:44.300 --> 00:00:45.000]  沒有了牛吃
[00:00:45.000 --> 00:00:46.160]  是不是?
[00:00:46.160 --> 00:00:48.300]  我們也知道有什麼OK牛
[00:00:48.300 --> 00:00:49.160]  Chili牛
[00:00:49.160 --> 00:00:50.160]  青椒牛柳絲
[00:00:50.160 --> 00:00:51.300]  中式牛肉
[00:00:51.300 --> 00:00:52.900]  西蘭花牛扒
[00:00:52.900 --> 00:00:53.940]  炒牛
[00:00:53.940 --> 00:00:55.560]  還有牛腩煲
[00:00:55.560 --> 00:00:57.540]  牛麻筋、牛扒葉、牛雜
[00:00:57.540 --> 00:01:00.620]  你數得出的牛的任何部位
[00:01:00.620 --> 00:01:05.020]  中國人幾乎可以做出一道很好的菜給你吃
[00:01:05.020 --> 00:01:06.440]  沒有了牛
[00:01:06.440 --> 00:01:08.160]  你人生真的頗為乏味
[00:01:08.160 --> 00:01:09.160]  分分鐘
[00:01:09.160 --> 00:01:12.120]  而且有很多特別的用語
[00:01:12.120 --> 00:01:14.040]  都跟牛有關係
[00:01:14.040 --> 00:01:15.840]  例如什麼牛一
[00:01:15.840 --> 00:01:17.760]  例如什麼牛精
[00:01:17.760 --> 00:01:18.760]  波牛
[00:01:18.760 --> 00:01:20.800]  黃牛黨
[00:01:20.800 --> 00:01:22.380]  牛錦銜
[00:01:22.380 --> 00:01:23.620]  考考你
[00:01:23.620 --> 00:01:25.160]  有什麼成語
[00:01:25.160 --> 00:01:29.160]  又或者是鯉語跟牛字是有關係的
[00:01:29.160 --> 00:01:30.300]  你想不想得到?
[00:01:30.300 --> 00:01:31.620]  做牛做馬
[00:01:31.620 --> 00:01:32.720]  得鋪牛曆
[00:01:32.720 --> 00:01:34.120]  鑽牛角尖
[00:01:34.120 --> 00:01:35.320]  牛鬼蛇神
[00:01:35.320 --> 00:01:37.580]  當然還有一些叫做什麼
[00:01:37.580 --> 00:01:39.360]  牛頭不踏馬嘴
[00:01:39.360 --> 00:01:40.840]  牛耕田馬食菊
[00:01:40.840 --> 00:01:42.080]  老豆賺錢
[00:01:42.080 --> 00:01:43.040]  兒子享福
[00:01:43.040 --> 00:01:43.580]  是不是?
[00:01:43.580 --> 00:01:47.420]  聽起來這些都好像意思不太好
[00:01:47.420 --> 00:01:48.300]  不知道是不是魯迅
[00:01:48.300 --> 00:01:48.840]  我沒有記錯
[00:01:48.840 --> 00:01:53.920]  是不是魯迅曾經說過一句很重要的詩
[00:01:53.920 --> 00:01:57.800]  橫眉冷對千夫子
[00:01:57.800 --> 00:02:01.160]  俯首甘為魚子牛
[00:02:01.160 --> 00:02:03.980]  躲進小樓成一桶
[00:02:03.980 --> 00:02:07.440]  管他冬夏與春秋
[00:02:07.440 --> 00:02:08.700]  懂不懂?
[00:02:08.700 --> 00:02:10.080]  原來真的很有意思
[00:02:10.080 --> 00:02:11.420]  特別這一年來說
[00:02:11.420 --> 00:02:13.100]  我相信都很有意思
[00:02:13.100 --> 00:02:17.260]  橫眉怒對那些喪盡天良
[00:02:17.260 --> 00:02:19.080]  千夫所指的人
[00:02:19.080 --> 00:02:20.700]  俯下身子
[00:02:20.700 --> 00:02:23.900]  甘願為老百姓做魚子牛
[00:02:23.900 --> 00:02:26.320]  堅守自己的志向和立場
[00:02:26.320 --> 00:02:27.740]  永遠都不會改變
[00:02:27.740 --> 00:02:31.220]  無論外面的環境發生什麼情況
[00:02:31.220 --> 00:02:35.220]  都不會影響到他的信念
[00:02:35.220 --> 00:02:37.780]  我們都知道農村社會
[00:02:37.780 --> 00:02:39.540]  牛真的很重要
[00:02:39.540 --> 00:02:41.460]  幫助來耕種
[00:02:41.460 --> 00:02:44.800]  幫助來農耕的社會
[00:02:44.800 --> 00:02:46.920]  是一個非常重要的工具
[00:02:46.920 --> 00:02:49.760]  不過牛和錢都有關係
[00:02:49.760 --> 00:02:52.000]  十二生肖裡面只有牛
[00:02:52.000 --> 00:02:54.700]  和大肆是有關係的
[00:02:54.700 --> 00:02:56.300]  即是股肆
[00:02:56.300 --> 00:02:57.360]  牛雄正
[00:02:57.360 --> 00:02:58.220]  牛肆
[00:02:58.220 --> 00:03:02.500]  你知道牛肆是好肆還是壞肆嗎?
[00:03:02.500 --> 00:03:05.920]  牛是象徵著財富的代表
[00:03:05.920 --> 00:03:08.980]  代表著財富的象徵
[00:03:08.980 --> 00:03:11.480]  是源自古埃及的時代
[00:03:11.480 --> 00:03:15.900]  牛肆自然是想肆好
[00:03:15.900 --> 00:03:19.000]  你還記得西人新年的時候
[00:03:19.000 --> 00:03:19.900]  即是一月份的時候
[00:03:19.900 --> 00:03:24.440]  我曾經說過以《塞瓦書》第五十四章第三到第四節
[00:03:24.440 --> 00:03:26.100]  我曾經挑戰過大家
[00:03:26.100 --> 00:03:28.800]  我們教會今年要擴張領域
[00:03:28.800 --> 00:03:30.360]  衝破界限
[00:03:30.360 --> 00:03:32.300]  要去到農曆新年的時候
[00:03:32.300 --> 00:03:36.900]  我又很想挑戰你這個個人的生命
[00:03:36.900 --> 00:03:40.580]  特別我們要去操練敬虔
[00:03:40.580 --> 00:03:44.440]  這次我們就會輪到看新約的經文
[00:03:44.440 --> 00:03:47.660]  就是提摩太前書的第四章第八節
[00:03:47.660 --> 00:03:51.800]  一樣我們也會分開兩次去分享新年的訊息
[00:03:51.800 --> 00:03:53.280]  我們要公平的
[00:03:53.280 --> 00:03:54.940]  西人新年我們有兩次
[00:03:54.940 --> 00:03:58.920]  舊曆年的新年我們也要說兩次
[00:03:58.920 --> 00:04:01.060]  下個星期我們有特別的嘉賓
[00:04:01.060 --> 00:04:02.960]  一會兒我會再介紹多一點
[00:04:02.960 --> 00:04:05.220]  特別在報告結束的時候
[00:04:05.220 --> 00:04:07.400]  我會在報告的時候講多一點
[00:04:07.400 --> 00:04:10.600]  請大家記住在報告的時候不要離開
[00:04:10.600 --> 00:04:12.740]  我們在報告的時候會再講多一點我們的講員
[00:04:12.740 --> 00:04:16.940]  下個星期我們的講員是來自香港的一位女牧師
[00:04:16.940 --> 00:04:20.140]  繼續我們今天要講的一節經文
[00:04:20.140 --> 00:04:27.120]  就是來自提摩太前書第四章第八節
[00:04:27.120 --> 00:04:30.560]  寫道:操練身體益處還少
[00:04:30.560 --> 00:04:35.260]  唯獨敬虔凡事都有益處
[00:04:35.260 --> 00:04:40.000]  因為今生和來世的應許
[00:04:40.000 --> 00:04:43.660]  操練身體更加需要操練敬虔
[00:04:43.660 --> 00:04:47.060]  當然了操練敬虔才是我們的主題所在
[00:04:47.060 --> 00:04:48.740]  不過為了要突出
[00:04:48.740 --> 00:04:51.060]  為了要我們明白更多
[00:04:51.060 --> 00:04:52.900]  體會到這個主題的重要性
[00:04:52.900 --> 00:04:56.100]  保羅就用了身體上的操練
[00:04:56.100 --> 00:04:58.580]  這個不單只是當時代的人
[00:04:58.580 --> 00:04:59.940]  甚至是今天的我們
[00:04:59.940 --> 00:05:03.020]  都可以肯肯定定能夠明白的類比
[00:05:03.020 --> 00:05:05.500]  又或者我們能夠明白的例證
[00:05:05.500 --> 00:05:07.880]  就是操練身體
[00:05:07.880 --> 00:05:11.380]  他突出了操練敬虔有多重要
[00:05:11.380 --> 00:05:12.580]  我先聲明
[00:05:12.580 --> 00:05:16.160]  這兩次的講道雖然我都強調是色經講道
[00:05:16.160 --> 00:05:19.540]  但是我會比較傾向應用的層面多一點
[00:05:19.540 --> 00:05:23.920]  和我平時講道的模式有一點不同
[00:05:23.920 --> 00:05:25.900]  操練敬虔
[00:05:25.900 --> 00:05:28.740]  第一件事我們今天要嘗試去理解
[00:05:28.740 --> 00:05:33.000]  就是操練能夠帶來益處
[00:05:33.000 --> 00:05:35.940]  操練是能夠帶來益處
[00:05:35.940 --> 00:05:38.820]  我想要留意第四章第八節這裡說
[00:05:38.820 --> 00:05:41.580]  操練身體益處還少
[00:05:41.580 --> 00:05:45.360]  唯獨敬虔凡事都有益處
[00:05:45.360 --> 00:05:48.700]  這句說話原文應該可以這樣理解
[00:05:48.700 --> 00:05:51.580]  原文應該說因為身體相關的訓練
[00:05:51.580 --> 00:05:54.880]  是對一點的事情有些益處
[00:05:54.880 --> 00:05:58.420]  但是敬虔是對所有的
[00:05:58.420 --> 00:06:01.740]  全部的事情有益處
[00:06:01.740 --> 00:06:06.620]  上半句操練身體益處還少
[00:06:06.620 --> 00:06:12.040]  下半句唯獨敬虔凡事都有益處
[00:06:12.040 --> 00:06:14.300]  其實我們讀起來都應該很平衡
[00:06:14.300 --> 00:06:15.660]  聽得出是很平衡
[00:06:15.660 --> 00:06:18.860]  事實上在原文的安排都真的很平衡
[00:06:18.860 --> 00:06:21.620]  用字上也反映出這樣的模式
[00:06:21.620 --> 00:06:23.340]  唯一較為突出的
[00:06:23.340 --> 00:06:27.300]  特別不同的就是上半句操練這個字
[00:06:27.300 --> 00:06:30.700]  只是用來講到身體的操練
[00:06:30.700 --> 00:06:33.420]  所以就是操練身體
[00:06:33.420 --> 00:06:36.540]  至於下半句就沒有用多一次
[00:06:36.540 --> 00:06:39.860]  因為原文這一句的格言下半句就是說
[00:06:39.860 --> 00:06:41.940]  但是又或者是唯獨
[00:06:41.940 --> 00:06:43.060]  用中文那句說話
[00:06:43.060 --> 00:06:44.860]  唯獨敬虔
[00:06:44.860 --> 00:06:49.100]  不過原來在第四章第七節結束的時候
[00:06:49.100 --> 00:06:51.380]  有說過操練敬虔
[00:06:51.380 --> 00:06:52.980]  不過那裡應該可以翻譯為
[00:06:52.980 --> 00:06:56.060]  在敬虔上操練自己
[00:06:56.060 --> 00:06:58.260]  所以第四章第八節
[00:06:58.260 --> 00:07:01.500]  顯然是兩句的小句的平衡
[00:07:01.500 --> 00:07:02.980]  但是帶出一個對比
[00:07:02.980 --> 00:07:06.620]  或者是更加指後者是更差距的
[00:07:06.620 --> 00:07:08.620]  有一個更差距的結果
[00:07:08.620 --> 00:07:12.620]  因為原來益處這個字
[00:07:12.620 --> 00:07:14.820]  hovelimus這個字
[00:07:14.820 --> 00:07:18.500]  重複出現在這兩句的小句的
[00:07:18.500 --> 00:07:20.300]  差不多結束的位置
[00:07:20.300 --> 00:07:25.100]  這個字就是指益處這個字
