
[00:00:00.000 --> 00:00:01.580]  大英姊妹晚安
[00:00:01.580 --> 00:00:05.680]  今天很高興和大家一起去敬拜我們的神
[00:00:05.680 --> 00:00:10.180]  我想我人生,自從我病了以後
[00:00:10.180 --> 00:00:13.100]  開始明白很多人生的真理
[00:00:13.100 --> 00:00:15.180]  所以更加明白到
[00:00:15.180 --> 00:00:17.600]  在詩篇150篇說
[00:00:17.600 --> 00:00:20.140]  「凡有生命氣息的」
[00:00:20.140 --> 00:00:21.140]  怎樣啊?
[00:00:21.140 --> 00:00:24.120]  「都要來撒美若華」
[00:00:24.120 --> 00:00:26.060]  這句我也不太明白
[00:00:26.060 --> 00:00:28.320]  你知道我讀音樂的嘛,對不對?
[00:00:28.320 --> 00:00:30.820]  為什麼會搞這些東西呢,對不對?
[00:00:30.820 --> 00:00:33.440]  後來我慢慢看到上帝
[00:00:33.440 --> 00:00:36.240]  我就在《約翰福音》
[00:00:36.240 --> 00:00:38.120]  我很欣賞你們教會
[00:00:38.120 --> 00:00:39.960]  我每次來都看到
[00:00:39.960 --> 00:00:42.140]  《約翰福音》第四章二十三節
[00:00:42.140 --> 00:00:44.760]  「時後將到如今就事了」
[00:00:44.760 --> 00:00:47.640]  「那真正拜乎的」
[00:00:47.640 --> 00:00:50.220]  「用心靈和誠實去拜他」
[00:00:50.220 --> 00:00:53.100]  不過很多時候我們沒有說後面那一句
[00:00:53.100 --> 00:00:55.660]  後面那一句就很重要,知道嗎?
[00:00:55.660 --> 00:00:57.460]  大家記不記得後面那一句說什麼?
[00:00:57.760 --> 00:00:58.980]  有沒有印象啊?
[00:00:58.980 --> 00:01:01.980]  還沒完結的,這節經文,二十三A
[00:01:01.980 --> 00:01:03.560]  還有一個B
[00:01:03.560 --> 00:01:06.200]  中文誓經就是這樣
[00:01:06.200 --> 00:01:08.860]  「乎要借讓人去拜他」
[00:01:08.860 --> 00:01:10.100]  但是原文是說什麼呢?
[00:01:10.100 --> 00:01:13.360]  「乎是尋找這些人去拜他」
[00:01:13.360 --> 00:01:14.820]  大家記不記得耶穌說到
[00:01:14.820 --> 00:01:17.660]  「刻意地要去撒瑪利亞」
[00:01:17.660 --> 00:01:20.040]  「來拯救撒瑪利亞夫人」
[00:01:20.040 --> 00:01:21.840]  眾人皆知都是
[00:01:21.840 --> 00:01:23.840]  周身有問題的
[00:01:23.840 --> 00:01:26.660]  所以我們不會懷疑他是否一個罪人
[00:01:26.660 --> 00:01:28.660]  他就這樣拯救了她
[00:01:28.660 --> 00:01:32.080]  接著呢?
[00:01:32.080 --> 00:01:34.080]  為何要拯救她?
[00:01:34.080 --> 00:01:37.880]  我看了這張誓經二百五十次
[00:01:37.880 --> 00:01:39.880]  我就問這個問題
[00:01:39.880 --> 00:01:41.880]  大家有沒有留意?這張誓經很有趣
[00:01:41.880 --> 00:01:46.860]  說全福音的就是前面那一段
[00:01:46.860 --> 00:01:50.560]  記得嗎?「撒瑪利亞夫人」在井裡喝水
[00:01:50.560 --> 00:01:53.360]  要喝活水,耶穌說到「我就活水了」
[00:01:53.360 --> 00:01:56.860]  說全福音的就是這段
[00:01:56.860 --> 00:01:59.860]  說敬拜的就是後面那段
[00:01:59.860 --> 00:02:01.860]  就是二十三節開始
[00:02:01.860 --> 00:02:04.360]  「時候將到,如今就時了」
[00:02:04.360 --> 00:02:07.860]  「真正拜父的,是用心靈獲承受去拜他」
[00:02:07.860 --> 00:02:10.860]  因為「父神就是尋找這些人」
[00:02:10.860 --> 00:02:14.360]  「He is seeking these people to worship him」
[00:02:14.360 --> 00:02:18.860]  大家有想到「connection」嗎?
[00:02:18.860 --> 00:02:20.860]  為何前面這樣說
[00:02:20.860 --> 00:02:23.860]  後面就像兩件事一樣
[00:02:23.860 --> 00:02:25.360]  但其實不是
[00:02:25.360 --> 00:02:28.360]  當我看到二百二十多次之後
[00:02:28.360 --> 00:02:30.360]  我終於見到真光
[00:02:30.360 --> 00:02:32.360]  很感謝主
[00:02:32.360 --> 00:02:35.860]  耶穌基督為何要拯救這些罪人呢?
[00:02:35.860 --> 00:02:41.860]  是因為他們不懂得怎樣去敬拜神
[00:02:41.860 --> 00:02:44.860]  所以當他們認識了耶穌基督
[00:02:44.860 --> 00:02:46.360]  and through Jesus
[00:02:46.360 --> 00:02:50.860]  正如耶穌基督就是道路真理生命
[00:02:50.860 --> 00:02:53.860]  人就懂得怎樣去敬拜神
[00:02:53.860 --> 00:02:58.860]  大家記不記得保祿在羅馬書第一章二十五節
[00:02:58.860 --> 00:03:01.860]  他說今天其實每個人都在敬拜神
[00:03:01.860 --> 00:03:02.860]  大家留心
[00:03:02.860 --> 00:03:05.860]  全世界沒有一個人不是敬拜神
[00:03:05.860 --> 00:03:07.360]  從小朋友開始
[00:03:07.360 --> 00:03:10.860]  大家記不記得小朋友在敬拜誰?
[00:03:10.860 --> 00:03:12.860]  敬拜父母親
[00:03:12.860 --> 00:03:16.360]  或者讀書後敬拜誰? 老師
[00:03:16.360 --> 00:03:20.860]  其實我們所有人都不斷在敬拜神
[00:03:20.860 --> 00:03:22.360]  接著
[00:03:22.360 --> 00:03:23.860]  出到社會之後
[00:03:23.860 --> 00:03:26.360]  有些人敬拜到石榴裙下
[00:03:26.360 --> 00:03:28.860]  有些人敬拜金主義
[00:03:28.860 --> 00:03:29.860]  大家記不記得
[00:03:29.860 --> 00:03:31.860]  當然是所有不同的
[00:03:31.860 --> 00:03:33.360]  其實大家留心
[00:03:33.360 --> 00:03:35.860]  大家留心看看每一個人
[00:03:35.860 --> 00:03:38.360]  都在敬拜某些東西
[00:03:38.360 --> 00:03:40.860]  偏偏就是不敬拜
[00:03:40.860 --> 00:03:44.360]  這位創造我們的三一真神
[00:03:44.360 --> 00:03:47.360]  我開始明白這個道理
[00:03:47.360 --> 00:03:48.860]  但是我很欣賞
[00:03:48.860 --> 00:03:49.860]  上帝很幽默
[00:03:49.860 --> 00:03:52.860]  為何要容許這些所謂的謎
[00:03:52.860 --> 00:03:54.360]  在我們身邊出現
[00:03:54.360 --> 00:03:58.860]  他就提醒我們什麼叫敬拜
[00:03:58.860 --> 00:04:00.860]  很多時候我覺得我們記憶圖
[00:04:00.860 --> 00:04:03.860]  很多時候都不太知道什麼叫敬拜
[00:04:03.860 --> 00:04:04.860]  大家留心
[00:04:04.860 --> 00:04:05.860]  今天我們敬拜
[00:04:05.860 --> 00:04:08.860]  很多時候所謂的定義是從哪裡來的
[00:04:08.860 --> 00:04:11.860]  其實不是從聖經那裡來的
[00:04:11.860 --> 00:04:16.360]  因為大部分的基督徒都是叛徒出家的
[00:04:16.360 --> 00:04:17.360]  同不同意
[00:04:17.360 --> 00:04:18.860]  你有沒有見過有一個基督徒一出生
[00:04:18.860 --> 00:04:21.860]  我就說我是信念宗基督
[00:04:21.860 --> 00:04:24.360]  一定經過世界很多洗滌
[00:04:24.360 --> 00:04:25.360]  然後呢
[00:04:25.360 --> 00:04:27.860]  在最後所謂的洗滌就是
[00:04:27.860 --> 00:04:34.860]  世界給了一套有關宗教的觀念給我們
[00:04:34.860 --> 00:04:36.860]  我給大家一個例子
[00:04:36.860 --> 00:04:38.860]  你試一下傳福音
[00:04:38.860 --> 00:04:40.360]  你知不知道中國人第一句跟你說
[00:04:40.360 --> 00:04:41.860]  你跟他傳福音他會說什麼
[00:04:41.860 --> 00:04:42.860]  有沒有印象
[00:04:42.860 --> 00:04:44.860]  香港人傳的福音
[00:04:44.860 --> 00:04:46.360]  他第一句會回答你什麼
[00:04:46.360 --> 00:04:47.860]  你問你行不行
[00:04:47.860 --> 00:04:49.360]  行不行去禮拜堂
[00:04:49.360 --> 00:04:53.860]  他第一句怎麼回答你
[00:04:53.860 --> 00:04:54.860]  為何不用
[00:04:54.860 --> 00:04:55.860]  沒錯
[00:04:55.860 --> 00:04:57.360]  他肯定有問題的
[00:04:57.360 --> 00:04:59.860]  他說我沒有空
[00:04:59.860 --> 00:05:01.360]  我去了教堂
[00:05:01.360 --> 00:05:02.860]  我必須找吃的
[00:05:02.860 --> 00:05:04.360]  但是我不留心
[00:05:04.360 --> 00:05:06.360]  所以他拼了他的命在外面
[00:05:06.360 --> 00:05:07.860]  就希望賺錢
[00:05:07.860 --> 00:05:10.360]  等我賺到錢
[00:05:10.360 --> 00:05:11.860]  我就來了
[00:05:11.860 --> 00:05:14.360]  世界上的宗教就是這樣
[00:05:14.360 --> 00:05:18.360]  因為現在宗教教我們要做好事
[00:05:18.360 --> 00:05:22.360]  你沒有水怎麼做事呢
[00:05:22.360 --> 00:05:23.360]  我給大家見到
[00:05:23.360 --> 00:05:24.360]  你有沒有留心
[00:05:24.360 --> 00:05:26.360]  很不幸地今天我做了基督徒
[00:05:26.360 --> 00:05:27.360]  都是一樣
[00:05:27.360 --> 00:05:29.360]  去參加團契
[00:05:29.360 --> 00:05:31.360]  沒有空
[00:05:31.360 --> 00:05:33.860]  那些東西是從哪裡來的
