
[00:00:00.000 --> 00:00:02.220]  撒旦要引誘夏娃的時候
[00:00:02.220 --> 00:00:04.800]  你吃這個禁果 你的眼睛就會明亮
[00:00:04.800 --> 00:00:05.800]  聖經怎樣記載呢?
[00:00:05.800 --> 00:00:08.300]  當你吃了的時候 眼睛就明亮了過來
[00:00:08.300 --> 00:00:10.300]  是不是真的明亮呢?
[00:00:10.300 --> 00:00:12.600]  他看那些不好的東西就是明亮
[00:00:12.600 --> 00:00:15.400]  聖經告訴你 你那個禁果不可以吃的時候
[00:00:15.400 --> 00:00:17.200]  他以為這些是給他有智慧
[00:00:17.200 --> 00:00:19.800]  他給你眼光是有明亮
[00:00:19.800 --> 00:00:23.100]  事實上是世界的神弄黑了他的眼睛
[00:00:23.100 --> 00:00:24.700]  以至今天我們看不見
[00:00:24.700 --> 00:00:27.100]  什麼叫是非 什麼叫黑白
[00:00:27.100 --> 00:00:28.600]  在剛才我們讀這段聖經裡面
[00:00:28.600 --> 00:00:30.600]  是一個很有趣的一段聖經
[00:00:30.600 --> 00:00:32.600]  是教我們怎樣開眼
[00:00:32.600 --> 00:00:35.600]  教我們怎樣睜大眼睛來看到上帝
[00:00:35.600 --> 00:00:37.200]  看到上帝的族人
[00:00:37.200 --> 00:00:41.800]  看到上帝的心意是一個什麼樣的心意
[00:00:41.800 --> 00:00:46.000]  這段聖經是一段很奇怪的聖經
[00:00:46.000 --> 00:00:47.600]  我想起來
[00:00:47.600 --> 00:00:49.600]  當蘇聯的太空人上太空的時候
[00:00:49.600 --> 00:00:51.000]  下來的時候 他第一句說話
[00:00:51.000 --> 00:00:52.800]  沒有上帝的我看不到
[00:00:52.800 --> 00:00:56.600]  當美國的太空人到了月球的時候
[00:00:56.600 --> 00:00:58.600]  登月球的時候 他就怎樣
[00:00:58.600 --> 00:00:59.600]  詩篇第八篇就念
[00:00:59.600 --> 00:01:01.600]  諸天屬於上帝的榮耀
[00:01:01.600 --> 00:01:03.600]  窮倉傳揚他的信實
[00:01:03.600 --> 00:01:05.600]  兩個完全不同
[00:01:05.600 --> 00:01:07.600]  當我們中國的太空人上來
[00:01:07.600 --> 00:01:09.600]  楊利偉下來的時候
[00:01:09.600 --> 00:01:11.600]  一問他 你有沒有見到上帝
[00:01:11.600 --> 00:01:13.600]  他就很懂得回答
[00:01:13.600 --> 00:01:15.600]  我的即時不是看這件事的
[00:01:15.600 --> 00:01:18.600]  他比蘇聯人聰明很多
[00:01:18.600 --> 00:01:22.600]  究竟我們怎樣開眼
[00:01:22.600 --> 00:01:25.600]  讓我們睜大眼睛來看得見
[00:01:25.600 --> 00:01:29.600]  首先我們在這段聖經看到有三大矛盾
[00:01:29.600 --> 00:01:31.600]  第一個叫巴塞達的矛盾
[00:01:31.600 --> 00:01:34.600]  第二是耶穌基督醫治的矛盾
[00:01:34.600 --> 00:01:37.600]  第三個就是和我們有關係的一個更大的矛盾
[00:01:37.600 --> 00:01:39.600]  首先我們來看看巴塞達的矛盾
[00:01:39.600 --> 00:01:41.600]  第二十二節
[00:01:41.600 --> 00:01:43.600]  他們來到巴塞達
[00:01:43.600 --> 00:01:45.600]  有人帶著一個盒子來求他我
[00:01:45.600 --> 00:01:47.600]  求他我他
[00:01:47.600 --> 00:01:50.600]  這個記載是一個神蹟
[00:01:50.600 --> 00:01:52.600]  是一件很奇怪的事
[00:01:52.600 --> 00:01:55.600]  何以見得呢
[00:01:55.600 --> 00:01:57.600]  首先馬可告訴我們
[00:01:57.600 --> 00:01:59.600]  這件事是發生在巴塞達
[00:01:59.600 --> 00:02:01.600]  巴塞達是一個甚麼地方呢
[00:02:01.600 --> 00:02:03.600]  如果我們看看地理形勢就知道
[00:02:03.600 --> 00:02:07.600]  巴塞達是加利利海最北的地方
[00:02:07.600 --> 00:02:09.600]  是北端的地方
[00:02:09.600 --> 00:02:11.600]  我們知道在巴勒斯坦
[00:02:11.600 --> 00:02:13.600]  是一個很乾旱的地方
[00:02:13.600 --> 00:02:15.600]  水是一個最重要的
[00:02:15.600 --> 00:02:18.600]  所有以色列的水從哪裏來呢
[00:02:18.600 --> 00:02:20.600]  就是在黎巴嫩的黑門山
[00:02:20.600 --> 00:02:23.600]  那些雪融化之後就流水
[00:02:23.600 --> 00:02:26.600]  經過約旦河然後去到加利利海
[00:02:26.600 --> 00:02:28.600]  今天其中以巴衝突
[00:02:28.600 --> 00:02:30.600]  其中一個最大的問題
[00:02:30.600 --> 00:02:32.600]  或者敘利亞和以前的敘利亞
[00:02:32.600 --> 00:02:35.600]  或者黎巴嫩或者其他阿拉伯國
[00:02:35.600 --> 00:02:37.600]  和以色列其中一個最大的衝突
[00:02:37.600 --> 00:02:39.600]  就是水的問題
[00:02:39.600 --> 00:02:41.600]  誰拿了水
[00:02:41.600 --> 00:02:43.600]  水是一個很重要
[00:02:43.600 --> 00:02:45.600]  以色列能夠將沙漠變成良田
[00:02:45.600 --> 00:02:47.600]  就是水的問題
[00:02:47.600 --> 00:02:50.600]  而這個巴塞達
[00:02:50.600 --> 00:02:54.600]  就是剛剛約旦河
[00:02:54.600 --> 00:02:56.600]  在北面流下來
[00:02:56.600 --> 00:02:58.600]  去到加利利海
[00:02:58.600 --> 00:03:02.600]  大概距離有兩英里的地方
[00:03:02.600 --> 00:03:04.600]  這個巴塞達的名字是
[00:03:04.600 --> 00:03:07.600]  這個名字的意思是狩獵之地
[00:03:07.600 --> 00:03:09.600]  A place of hunting
[00:03:09.600 --> 00:03:11.600]  可能那些人很喜歡在那裏打獵
[00:03:11.600 --> 00:03:12.600]  不知道有甚麼可以打
[00:03:12.600 --> 00:03:14.600]  黃巾或者兔子之類
[00:03:14.600 --> 00:03:16.600]  但這個字也可以叫滿足之地
[00:03:16.600 --> 00:03:18.600]  A place of satisfaction
[00:03:18.600 --> 00:03:20.600]  如果看一看這段聖經的時候
[00:03:20.600 --> 00:03:22.600]  我們發覺巴塞達發現兩件非常有趣的事
[00:03:22.600 --> 00:03:25.600]  第一件事是耶穌在這個地方
[00:03:25.600 --> 00:03:27.600]  是用五個餅
[00:03:27.600 --> 00:03:31.600]  五餅二魚餵飽了五千個男人
[00:03:31.600 --> 00:03:33.600]  而只是男人就有五千個
[00:03:33.600 --> 00:03:36.600]  通常來說女性就多於男性
[00:03:36.600 --> 00:03:39.600]  參加聽道的多數都是女性多於男性
[00:03:39.600 --> 00:03:41.600]  所以我估計如果計算小朋友
[00:03:41.600 --> 00:03:43.600]  是有萬多人
[00:03:43.600 --> 00:03:47.600]  五餅二魚餵飽了一萬多人
[00:03:47.600 --> 00:03:50.600]  這段聖經為甚麼是獨特的呢?
[00:03:50.600 --> 00:03:52.600]  在四本福音書裏面
[00:03:52.600 --> 00:03:54.600]  馬太、馬可、路加、約翰
[00:03:54.600 --> 00:03:57.600]  這是唯一一個神蹟
[00:03:57.600 --> 00:03:59.600]  四卷福音書都有記載
[00:03:59.600 --> 00:04:01.600]  其所有的神蹟
[00:04:01.600 --> 00:04:04.600]  當然我不計算耶穌的死、復活
[00:04:04.600 --> 00:04:08.600]  所有的神蹟都沒有四卷福音書記載
[00:04:08.600 --> 00:04:10.600]  這是唯一一個神蹟
[00:04:10.600 --> 00:04:13.600]  在伯塞達五餅二魚的神蹟
[00:04:13.600 --> 00:04:15.600]  四卷福音書都有記載
[00:04:15.600 --> 00:04:18.600]  在伯塞達發現第二件事
[00:04:18.600 --> 00:04:20.600]  就是我們剛才讀的那段聖經
[00:04:20.600 --> 00:04:22.600]  就是耶穌醫好這個核子
[00:04:22.600 --> 00:04:24.600]  這個神蹟又是奇怪的
[00:04:24.600 --> 00:04:26.600]  因為在四卷福音書裏面
[00:04:26.600 --> 00:04:28.600]  只有馬可福音書記載
[00:04:28.600 --> 00:04:30.600]  馬太你找不到的
[00:04:30.600 --> 00:04:31.600]  路加你找不到的
[00:04:31.600 --> 00:04:32.600]  約翰更加找不到
[00:04:32.600 --> 00:04:34.600]  於是我們會問一個問題
[00:04:34.600 --> 00:04:36.600]  為甚麼五餅二魚的神蹟
[00:04:36.600 --> 00:04:38.600]  四卷福音書都有記載
[00:04:38.600 --> 00:04:40.600]  這個核子被醫好的神蹟
[00:04:40.600 --> 00:04:42.600]  只有馬可福音書記載
[00:04:42.600 --> 00:04:45.600]  究竟馬可今天跟我們講了甚麼訊息
[00:04:45.600 --> 00:04:47.600]  為甚麼馬可這樣的編排
[00:04:47.600 --> 00:04:49.600]  他今天要跟我們挑戰甚麼呢
[00:04:49.600 --> 00:04:52.600]  這個就要我們小心去看一看
[00:04:52.600 --> 00:04:55.600]  如果我們要明白這個問題
[00:04:55.600 --> 00:04:57.600]  解答這個問題的時候
[00:04:57.600 --> 00:04:58.600]  我們要看整個
[00:04:58.600 --> 00:05:00.600]  拿四卷福音書來記載
[00:05:00.600 --> 00:05:02.600]  事情發生的經過是怎樣
[00:05:02.600 --> 00:05:05.600]  如果我們將所有的福音書來看的時候
[00:05:05.600 --> 00:05:11.600]  我們就知道這是一個非常非常重要的階段
[00:05:11.600 --> 00:05:15.600]  是可以說在耶穌基督的傳道
[00:05:15.600 --> 00:05:18.600]  亦都可以在福音書的記載裏面
[00:05:18.600 --> 00:05:21.600]  這段時間是一個關鍵性的時間
[00:05:21.600 --> 00:05:22.600]  為甚麼呢
[00:05:22.600 --> 00:05:25.600]  這件事的結束就是
[00:05:25.600 --> 00:05:29.600]  在馬可福音跟著有講
[00:05:29.600 --> 00:05:31.600]  馬太福音十六章有講
[00:05:31.600 --> 00:05:33.600]  路加福音亦都有講
[00:05:33.600 --> 00:05:36.600]  就是耶穌基督去到最北的地方
[00:05:36.600 --> 00:05:40.600]  最北的地方就叫蓋撒菲勒比
[00:05:40.600 --> 00:05:45.600]  是耶穌在他有生以來
[00:05:45.600 --> 00:05:48.600]  他去傳道去到最北的地方
[00:05:48.600 --> 00:05:50.600]  就是愛邦人的地方
[00:05:50.600 --> 00:05:51.600]  叫蓋撒菲勒比
[00:05:51.600 --> 00:05:53.600]  蓋撒就是羅馬的皇帝
[00:05:53.600 --> 00:05:57.600]  菲勒比就是希臘的一個很出名的皇帝
[00:05:57.600 --> 00:05:59.600]  就是愛邦人最高的地方
[00:05:59.600 --> 00:06:01.600]  然後在這個蓋撒菲勒比
[00:06:01.600 --> 00:06:03.600]  他問了一個很重要的問題
[00:06:03.600 --> 00:06:05.600]  他就問這些叛徒
[00:06:05.600 --> 00:06:07.600]  那些人說我是誰來的
[00:06:07.600 --> 00:06:09.600]  於是叛徒說有人說你是以利亞
[00:06:09.600 --> 00:06:10.600]  有人說你是這個或那個
[00:06:10.600 --> 00:06:13.600]  接著耶穌問你們說我是誰來的
[00:06:13.600 --> 00:06:14.600]  於是比特說你是基督
[00:06:14.600 --> 00:06:16.600]  你是永生神的兒子
[00:06:16.600 --> 00:06:19.600]  接著耶穌就講了一個很重要的訊息
[00:06:19.600 --> 00:06:20.600]  有兩個訊息
[00:06:20.600 --> 00:06:22.600]  耶穌就說你是這個對的
[00:06:22.600 --> 00:06:25.600]  我要將這個教會建造者盤石上
[00:06:25.600 --> 00:06:28.600]  陰間的權兵不能夠勝過他
[00:06:28.600 --> 00:06:32.600]  教會這個字是第一次在這裡出現
[00:06:32.600 --> 00:06:34.600]  接著耶穌就講了一句話
[00:06:34.600 --> 00:06:37.600]  人只要被釘在十字架裡面
[00:06:37.600 --> 00:06:38.600]  被殺
[00:06:38.600 --> 00:06:40.600]  三天之後復活
[00:06:40.600 --> 00:06:44.600]  比特就說不行你不可以這樣
[00:06:44.600 --> 00:06:46.600]  耶穌就說撒旦退去吧
[00:06:46.600 --> 00:06:52.600]  這段聖經後半段是整段聖經最高潮的
[00:06:52.600 --> 00:06:56.600]  之後整段聖經就走到別處了
[00:06:56.600 --> 00:07:00.600]  耶穌基督就開始走向耶路撒冷去死
[00:07:00.600 --> 00:07:03.600]  所以這是一個非常重要的階段
[00:07:03.600 --> 00:07:06.600]  這個高潮的高峰
[00:07:06.600 --> 00:07:09.600]  就是耶穌基督去到蓋撒菲勒比
[00:07:09.600 --> 00:07:10.600]  問這個問題
[00:07:10.600 --> 00:07:12.600]  人們說我是誰
[00:07:12.600 --> 00:07:13.600]  我是誰來的
[00:07:13.600 --> 00:07:15.600]  你們說我是誰來的
[00:07:15.600 --> 00:07:17.600]  然後我們再在這裡推上前
[00:07:17.600 --> 00:07:19.600]  看看發生什麼事呢
[00:07:19.600 --> 00:07:22.600]  首先就是五餅二魚在巴塞達發生
[00:07:22.600 --> 00:07:26.600]  幾個月之後耶穌是用七個餅
[00:07:26.600 --> 00:07:28.600]  餵飽了四千人
[00:07:28.600 --> 00:07:32.600]  接著法利賽人就要求耶穌給神蹟去看
[00:07:32.600 --> 00:07:35.600]  然後耶穌就醫治了赫茲
[00:07:35.600 --> 00:07:39.600]  接著就是蓋撒菲勒比
[00:07:39.600 --> 00:07:42.600]  比特認主這段
[00:07:42.600 --> 00:07:45.600]  所以有趣的地方我們可以看到一件事
[00:07:45.600 --> 00:07:49.600]  三卷福音書的記載是很不同的
[00:07:49.600 --> 00:07:52.600]  路加講完五餅二魚神蹟之後
[00:07:52.600 --> 00:07:56.600]  就立即講比特認耶穌為主
[00:07:56.600 --> 00:07:58.600]  他沒有講餵飽四千人
[00:07:58.600 --> 00:08:00.600]  他沒有講赫茲得醫治
[00:08:00.600 --> 00:08:02.600]  他只是講比特認主
[00:08:02.600 --> 00:08:06.600]  也沒有提及到耶穌說我要建立這個教會
[00:08:06.600 --> 00:08:09.600]  這麼陰間的權柄沒有人勝過他
[00:08:09.600 --> 00:08:13.600]  路加完全沒有提這些事情
[00:08:13.600 --> 00:08:16.600]  馬太他有講餵飽五千人
[00:08:16.600 --> 00:08:18.600]  有餵飽四千人
[00:08:18.600 --> 00:08:21.600]  他有講法利賽人要求神蹟
[00:08:21.600 --> 00:08:25.600]  他甚至很詳細講耶穌的說話
[00:08:25.600 --> 00:08:28.600]  但他完全沒有提及赫茲這件事
[00:08:28.600 --> 00:08:31.600]  只有馬可福音全部有記載
[00:08:31.600 --> 00:08:34.600]  他有記載五餅二魚的神蹟餵飽五千人
