
[00:00:00.000 --> 00:00:01.720]  各位鼎姐妹早晨
[00:00:01.720 --> 00:00:04.320]  讓我們一齊同心禱告
[00:00:04.320 --> 00:00:07.280]  真是天父多謝你
[00:00:07.280 --> 00:00:10.520]  因為在我們還作罪人的時候
[00:00:10.520 --> 00:00:13.800]  你差派耶穌基督來到這個世界上
[00:00:13.800 --> 00:00:15.900]  釘身在十字架
[00:00:15.900 --> 00:00:19.120]  祂的寶血流出洗淨我們的罪
[00:00:19.120 --> 00:00:21.760]  使我們知道何為愛
[00:00:21.760 --> 00:00:24.120]  主耶今天我們都活在一個
[00:00:24.120 --> 00:00:26.300]  是充滿仇恨
[00:00:26.480 --> 00:00:30.380]  充滿許多我們不想見到的事情
[00:00:30.380 --> 00:00:32.740]  無論在家庭裏面
[00:00:32.740 --> 00:00:36.140]  有彼此之間許多的張力
[00:00:36.140 --> 00:00:38.560]  或者帶來許多的紛爭
[00:00:38.560 --> 00:00:40.520]  甚至乎是分離
[00:00:40.520 --> 00:00:43.500]  主耶我們很需要求你憐憫
[00:00:43.500 --> 00:00:47.760]  很需要回到你的話語裏面
[00:00:47.760 --> 00:00:52.100]  重新來調教我們的心思意念
[00:00:52.100 --> 00:00:54.160]  叫我們真的能夠
[00:00:54.160 --> 00:00:57.360]  當我們去明白去體會
[00:00:57.360 --> 00:01:00.180]  神的愛是多麼豐盛
[00:01:00.180 --> 00:01:02.960]  淋到我們生命裏頭的時候
[00:01:02.960 --> 00:01:06.220]  我們就很願意去活出
[00:01:06.220 --> 00:01:10.080]  耶穌基督給過我們這份犧牲的愛
[00:01:10.080 --> 00:01:15.140]  叫我們能夠將這份愛延伸開去
[00:01:15.140 --> 00:01:17.700]  求你今天你的聖靈
[00:01:17.700 --> 00:01:20.840]  就在我們每一個家庭裏面
[00:01:20.840 --> 00:01:22.600]  向我們說話
[00:01:22.600 --> 00:01:26.480]  使我們都能夠得著更新與變化
[00:01:26.480 --> 00:01:27.500]  多謝你
[00:01:27.500 --> 00:01:29.000]  垂聽我們的禱告
[00:01:29.000 --> 00:01:31.500]  奉耶穌基督得勝的名球
[00:01:31.500 --> 00:01:33.500]  阿門
[00:01:33.500 --> 00:01:35.840]  今天是母親節
[00:01:35.840 --> 00:01:41.600]  首先祝每一位媽媽母親節快樂
[00:01:41.600 --> 00:01:44.780]  如果你的媽媽就在你的螢幕前面
[00:01:44.780 --> 00:01:47.480]  跟你一起參與崇拜的話
[00:01:47.480 --> 00:01:50.140]  我都希望你有一些表示
[00:01:50.140 --> 00:01:51.800]  藉著一句說話
[00:01:51.800 --> 00:01:53.220]  很多謝你 媽媽
[00:01:53.220 --> 00:01:56.460]  過去你一直在家庭裏面付出
[00:01:56.460 --> 00:01:57.680]  我愛你
[00:01:57.680 --> 00:01:59.780]  抱著她
[00:01:59.780 --> 00:02:02.660]  以下30秒時間你去做這個動作
[00:02:02.660 --> 00:02:12.140]  雖然我看不到
[00:02:12.140 --> 00:02:13.240]  但我猜
[00:02:13.240 --> 00:02:17.140]  無論你的媽媽在你身邊或不在你身邊
[00:02:17.140 --> 00:02:20.340]  我都相信你都會傳一個很感激的心
[00:02:20.340 --> 00:02:22.340]  來道謝
[00:02:22.340 --> 00:02:25.780]  有一個人去探望一對結婚很久的
[00:02:25.780 --> 00:02:27.540]  伯爺公伯爺婆
[00:02:27.540 --> 00:02:29.860]  這個人就問婆婆
[00:02:29.860 --> 00:02:33.420]  究竟你的丈夫
[00:02:33.420 --> 00:02:35.060]  多不多缺點呢
[00:02:35.060 --> 00:02:36.340]  這個婆婆就說
[00:02:36.340 --> 00:02:37.700]  嘩 好多呀
[00:02:37.700 --> 00:02:39.960]  好像星星一樣那麼多
[00:02:39.960 --> 00:02:41.540]  問問他
[00:02:41.540 --> 00:02:43.340]  有沒有優點
[00:02:43.340 --> 00:02:44.460]  他就說
[00:02:44.460 --> 00:02:48.020]  有呀 好像太陽一樣
[00:02:48.020 --> 00:02:49.140]  如果是這樣
[00:02:49.140 --> 00:02:52.820]  那你們過去幾十年相處怎樣過呀
[00:02:52.820 --> 00:02:54.260]  這個婆婆就說
[00:02:54.260 --> 00:02:56.660]  當太陽一出來的時候
[00:02:56.660 --> 00:02:59.780]  所有星星都不見了
[00:02:59.780 --> 00:03:03.300]  如果我們能夠對我們的家人
[00:03:03.300 --> 00:03:06.580]  來這樣看他們的優點和缺點
[00:03:06.580 --> 00:03:08.980]  我相信我們整個家庭
[00:03:08.980 --> 00:03:10.540]  一定是充滿愛的
[00:03:10.540 --> 00:03:12.420]  是不是 頂姐妹
[00:03:12.420 --> 00:03:15.020]  今天我的分享在裏面
[00:03:15.020 --> 00:03:16.700]  可能你會覺得
[00:03:16.700 --> 00:03:17.860]  為什麼好像
[00:03:17.860 --> 00:03:19.220]  對著我來說
[00:03:19.220 --> 00:03:20.900]  如果剛好講正的話
[00:03:20.900 --> 00:03:23.340]  不是刻意想講你的
[00:03:23.340 --> 00:03:24.860]  只不過我相信有時候
[00:03:24.860 --> 00:03:26.380]  在這個世界的真理
[00:03:26.380 --> 00:03:28.340]  都有它的共通性
[00:03:28.340 --> 00:03:31.780]  我都是按照著我對經文的理解
[00:03:31.780 --> 00:03:35.020]  和一些我的領受經歷
[00:03:35.020 --> 00:03:38.100]  來跟大家分享
[00:03:38.100 --> 00:03:39.980]  自從做了牧師之後
[00:03:39.980 --> 00:03:42.460]  我就有機會在婚禮裏面
[00:03:42.460 --> 00:03:45.820]  主持正婚的部分
[00:03:45.820 --> 00:03:47.260]  每一對夫婦
[00:03:47.260 --> 00:03:50.580]  都會在神和人的面前
[00:03:50.580 --> 00:03:52.260]  去立誓
[00:03:52.260 --> 00:03:53.740]  我不知道大家
[00:03:53.740 --> 00:03:57.140]  還有沒有好好去履行
[00:03:57.140 --> 00:04:01.660]  當日你所許的諾言
[00:04:01.660 --> 00:04:07.220]  記不記得你說過要愛護對方一生一世
[00:04:07.220 --> 00:04:09.260]  記不記得你說過
[00:04:09.260 --> 00:04:11.940]  今後無論環境順易
[00:04:11.940 --> 00:04:13.700]  疾病健康
[00:04:13.700 --> 00:04:18.340]  我都以至誠和完全的愛來愛你
[00:04:18.340 --> 00:04:20.460]  與你同甘共苦
[00:04:20.460 --> 00:04:22.220]  此生此世
[00:04:22.220 --> 00:04:23.940]  永不分離
[00:04:23.940 --> 00:04:28.900]  求主誰監我的意願
[00:04:28.900 --> 00:04:30.780]  你還記不記得
[00:04:30.780 --> 00:04:34.300]  你說過這一番說話
[00:04:34.300 --> 00:04:35.980]  會不會結婚久了
[00:04:35.980 --> 00:04:40.140]  就以為自己已經很愛我的伴侶
[00:04:40.140 --> 00:04:42.540]  為他好為他想為他安排
[00:04:42.540 --> 00:04:46.060]  對方不單止好像收不到
[00:04:46.060 --> 00:04:48.980]  還經常好像跟你對著幹
[00:04:48.980 --> 00:04:52.020]  昔日那份濃情厚愛
[00:04:52.020 --> 00:04:55.980]  好像慢慢變得煙消雲散一樣
[00:04:55.980 --> 00:04:59.860]  枕邊人好像變得越來越陌生
[00:04:59.860 --> 00:05:03.580]  甚至乎變得彼此厭惡
[00:05:03.580 --> 00:05:05.180]  當生了小朋友的時候
[00:05:05.180 --> 00:05:07.060]  這種情況會更加明顯
[00:05:07.060 --> 00:05:12.020]  而且這種情況可能會延伸到我們的子女裏面
[00:05:12.020 --> 00:05:18.380]  很多父母死慳死抵都希望給最好的給我們的小朋友
[00:05:18.380 --> 00:05:20.980]  給他有不同的培育
[00:05:20.980 --> 00:05:24.180]  特別是我兩個兒子在讀幼稚園的時候
[00:05:24.180 --> 00:05:25.700]  認識一些家長
[00:05:25.700 --> 00:05:26.980]  嘩 厲害
[00:05:26.980 --> 00:05:29.380]  一個星期七天
[00:05:29.380 --> 00:05:34.620]  都為他們的小朋友安排了不同的東西來學
[00:05:34.620 --> 00:05:36.100]  說沒事停的
[00:05:36.100 --> 00:05:37.220]  可能都會這樣說
[00:05:37.220 --> 00:05:39.420]  不要浪費他們的才華
[00:05:39.420 --> 00:05:41.620]  他又喜歡又受得住
[00:05:41.620 --> 00:05:43.980]  那就讓他去吧
[00:05:43.980 --> 00:05:47.660]  可能我們也會為他預備一間最好的學校
[00:05:47.660 --> 00:05:49.340]  哎呀 沒辦法啦
[00:05:49.340 --> 00:05:51.340]  他很喜歡讀書嘛
