
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹,你好!
[00:00:02.000 --> 00:00:04.000]  很感謝你給我機會
[00:00:04.000 --> 00:00:06.000]  今次是第一次來到京都浸信會
[00:00:06.000 --> 00:00:08.000]  和弟兄姊妹
[00:00:08.000 --> 00:00:10.000]  和各位同工一齊分享神的說話
[00:00:10.000 --> 00:00:12.000]  這也是我的榮幸
[00:00:12.000 --> 00:00:19.000]  我知道能夠在大家忙碌的生活中
[00:00:19.000 --> 00:00:22.000]  看到很多人很早就來到當中
[00:00:22.000 --> 00:00:24.000]  我實在獻上感恩
[00:00:24.000 --> 00:00:28.000]  當我看到教會的主題
[00:00:28.000 --> 00:00:30.000]  銳意建立主門徒
[00:00:30.000 --> 00:00:33.000]  然後承傳使命正主愛
[00:00:33.000 --> 00:00:37.000]  我就想和大家在今晚和明天的聚會中
[00:00:37.000 --> 00:00:39.000]  和大家分享
[00:00:39.000 --> 00:00:44.000]  如何實際做主門徒的幾個因素
[00:00:44.000 --> 00:00:48.000]  今晚和大家講的第一個因素
[00:00:48.000 --> 00:00:50.000]  就是從祈禱生活開始
[00:00:50.000 --> 00:00:55.000]  從祈禱學習的功課開始做主門徒
[00:00:55.000 --> 00:00:57.000]  我相信大家都同意
[00:00:57.000 --> 00:01:00.000]  我們很難說一個是主的好的門徒
[00:01:00.000 --> 00:01:02.000]  或者一個很長進的弟兄姊妹
[00:01:02.000 --> 00:01:04.000]  不過他不是很祈禱
[00:01:04.000 --> 00:01:06.000]  這是差不多不可思議的事
[00:01:06.000 --> 00:01:08.000]  同樣我們說一間教會
[00:01:08.000 --> 00:01:11.000]  是一間非常被主使用的教會
[00:01:11.000 --> 00:01:13.000]  不過他不是很祈禱
[00:01:13.000 --> 00:01:15.000]  或者我們說這個世代裡面
[00:01:15.000 --> 00:01:17.000]  是神很大的工作
[00:01:17.000 --> 00:01:19.000]  不過教會不是很祈禱
[00:01:19.000 --> 00:01:22.000]  這些似乎都是一些有矛盾的經文
[00:01:22.000 --> 00:01:24.000]  有矛盾的說法
[00:01:24.000 --> 00:01:28.000]  不過事實上可能這個矛盾的情況
[00:01:28.000 --> 00:01:30.000]  正正就是發生在今天香港
[00:01:30.000 --> 00:01:32.000]  在香港的教會裡面
[00:01:32.000 --> 00:01:34.000]  我想和大家看一段聖經
[00:01:34.000 --> 00:01:39.000]  就是《馬可福音》第十一章十二到二十六節
[00:01:39.000 --> 00:01:41.000]  請大家翻開你手上的聖經
[00:01:41.000 --> 00:01:43.000]  我們知道講道就是講聖經
[00:01:43.000 --> 00:01:46.000]  麻煩你翻開你手上的聖經
[00:01:46.000 --> 00:01:50.000]  這樣會方便我們看看經文的上下文
[00:01:50.000 --> 00:01:52.000]  並且我們會更深印象
[00:01:52.000 --> 00:01:54.000]  我希望你也有一個習慣
[00:01:54.000 --> 00:01:56.000]  打開聖經來聽
[00:01:56.000 --> 00:02:00.000]  《馬可福音》第十一章
[00:02:00.000 --> 00:02:04.000]  十二到二十六節
[00:02:04.000 --> 00:02:08.000]  很多謝教會同工
[00:02:08.000 --> 00:02:10.000]  我給他的powerpoint其實沒有圖畫
[00:02:10.000 --> 00:02:12.000]  他馬上變得這麼漂亮
[00:02:12.000 --> 00:02:14.000]  我覺得很神奇
[00:02:14.000 --> 00:02:16.000]  我不認得我的powerpoint了
[00:02:22.000 --> 00:02:24.000]  或者請我們一起讀一次
[00:02:24.000 --> 00:02:28.000]  經文由第十二節到二十六節
[00:02:28.000 --> 00:02:32.000]  就算在我們經文分段裡面
[00:02:32.000 --> 00:02:33.000]  你見到分開三段
[00:02:33.000 --> 00:02:35.000]  十二到十四節是第一段
[00:02:35.000 --> 00:02:38.000]  無花果樹被奏坐的一段記載
[00:02:38.000 --> 00:02:40.000]  然後十五到十九節
[00:02:40.000 --> 00:02:42.000]  就是耶穌去到潔淨聖殿
[00:02:42.000 --> 00:02:44.000]  十五到十九節
[00:02:44.000 --> 00:02:46.000]  二十節到二十六節
[00:02:46.000 --> 00:02:48.000]  是耶穌解釋無花果樹
[00:02:48.000 --> 00:02:50.000]  引伸的一個祈禱的問題
[00:02:50.000 --> 00:02:52.000]  我們一起讀出聖經
[00:02:52.000 --> 00:02:54.000]  既然這樣我們分開三段讀
[00:02:54.000 --> 00:02:56.000]  請姐妹先讀十二到十四節
[00:02:56.000 --> 00:02:58.000]  弟兄十五到十九節
[00:02:58.000 --> 00:03:00.000]  最後一段我們一起讀
[00:03:00.000 --> 00:03:02.000]  請姐妹先讀
[00:03:20.000 --> 00:03:26.000]  請弟兄
[00:03:26.000 --> 00:03:28.000]  他們來到耶路撒冷
[00:03:50.000 --> 00:03:54.000]  他們來到耶路撒冷
[00:03:54.000 --> 00:04:10.000]  我們一起讀最後一段
[00:04:10.000 --> 00:04:13.000]  早晨他們從那裡經過
[00:04:13.000 --> 00:04:17.000]  看見無花果樹連根都枯幹了
[00:04:17.000 --> 00:04:19.000]  彼得想起耶穌的話來
[00:04:19.000 --> 00:04:21.000]  就對他說
[00:04:21.000 --> 00:04:23.000]  埃比請看
[00:04:23.000 --> 00:04:27.000]  你所奏坐的無花果樹已經枯幹了
[00:04:27.000 --> 00:04:29.000]  耶穌回答說
[00:04:29.000 --> 00:04:31.000]  你們當信復神
[00:04:31.000 --> 00:04:33.000]  我實在告訴你們
[00:04:33.000 --> 00:04:36.000]  無論何人對這座山說
[00:04:36.000 --> 00:04:38.000]  你挪開此地
[00:04:38.000 --> 00:04:40.000]  投在海裡
[00:04:40.000 --> 00:04:42.000]  他若心裡不疑惑
[00:04:42.000 --> 00:04:45.000]  只信他所說的必成
[00:04:45.000 --> 00:04:47.000]  就必給他成了
[00:04:47.000 --> 00:04:49.000]  所以我告訴你們
[00:04:49.000 --> 00:04:52.000]  凡你們討好其他人
[00:04:52.000 --> 00:04:54.000]  無論是什麼
[00:04:54.000 --> 00:04:56.000]  只要信是得著的
[00:04:56.000 --> 00:04:58.000]  就必得著
[00:04:58.000 --> 00:05:00.000]  你們站著討好的時候
[00:05:00.000 --> 00:05:03.000]  若想起有人得罪你
[00:05:03.000 --> 00:05:05.000]  當饒恕他
[00:05:05.000 --> 00:05:07.000]  好叫你們在天上的父
[00:05:07.000 --> 00:05:10.000]  也饒恕你們的過犯
[00:05:10.000 --> 00:05:12.000]  你們若不饒恕人
[00:05:12.000 --> 00:05:14.000]  你們在天上的父
[00:05:14.000 --> 00:05:17.000]  也不饒恕你們的過犯
[00:05:17.000 --> 00:05:20.000]  這段聖經正如剛才所提的
[00:05:20.000 --> 00:05:21.000]  有三個段落
[00:05:21.000 --> 00:05:24.000]  第一段是耶穌奏坐無花果樹
[00:05:24.000 --> 00:05:26.000]  第二段是耶穌潔淨聖殿
[00:05:26.000 --> 00:05:29.000]  第三段是解說奏坐無花果樹
[00:05:29.000 --> 00:05:31.000]  引伸的禱告問題
[00:05:31.000 --> 00:05:34.000]  這種記載手法
[00:05:34.000 --> 00:05:36.000]  在聖經學者裡的討論
[00:05:36.000 --> 00:05:39.000]  通常都會叫做三文治式的記載
[00:05:39.000 --> 00:05:40.000]  什麼意思呢
[00:05:40.000 --> 00:05:42.000]  第一段是講無花果樹
[00:05:42.000 --> 00:05:45.000]  第二段是講聖殿
[00:05:45.000 --> 00:05:47.000]  好像賊窩一樣的聖殿
[00:05:47.000 --> 00:05:49.000]  第三段是回到第一段
[00:05:49.000 --> 00:05:51.000]  是解說無花果樹
[00:05:51.000 --> 00:05:54.000]  第一段和第三段都是無花果樹
[00:05:54.000 --> 00:05:57.000]  然後中間是潔淨聖殿的記載
[00:05:57.000 --> 00:05:59.000]  這個叫三文治
[00:05:59.000 --> 00:06:03.000]  大家知道三文治最重要的都是中間那裡
[00:06:03.000 --> 00:06:06.000]  不然就是吃白麵包
[00:06:06.000 --> 00:06:09.000]  所以這個記載手法
[00:06:09.000 --> 00:06:13.000]  正正就突出中間潔淨聖殿的聖經
[00:06:13.000 --> 00:06:17.000]  我嘗試從這個段落和大家一起分享
[00:06:17.000 --> 00:06:19.000]  這段聖經如果看回上文的時候
[00:06:19.000 --> 00:06:24.000]  你會看到耶穌在馬可十一章
[00:06:24.000 --> 00:06:26.000]  一到十一節裡面
[00:06:26.000 --> 00:06:28.000]  是榮耀地進入耶路撒冷
[00:06:28.000 --> 00:06:31.000]  大家知道這是耶穌在地上生活的時間
[00:06:31.000 --> 00:06:33.000]  最後一個星期
[00:06:33.000 --> 00:06:37.000]  很快我們就會叫做中樹支的主日
[00:06:37.000 --> 00:06:38.000]  就是記載這件事情
[00:06:38.000 --> 00:06:41.000]  當耶穌進入耶路撒冷之後
[00:06:41.000 --> 00:06:43.000]  然後第十一節就是說
[00:06:43.000 --> 00:06:47.000]  祂晚上就和門徒去到伯大利
[00:06:47.000 --> 00:06:51.000]  伯大利大約離開耶路撒冷東南邊的
[00:06:51.000 --> 00:06:53.000]  大約兩公里的路程
[00:06:53.000 --> 00:06:56.000]  就是走路兩公里的地方
[00:06:56.000 --> 00:06:58.000]  似乎不知道什麼原因
[00:06:58.000 --> 00:07:00.000]  耶穌沒有留在耶路撒冷裡面過夜
[00:07:00.000 --> 00:07:01.000]  都去到伯大利
[00:07:01.000 --> 00:07:03.000]  去到的好朋友在約翰福音裡面說
[00:07:03.000 --> 00:07:09.000]  去到瑪利亞、馬大和拉薩路的家中
[00:07:09.000 --> 00:07:11.000]  如果你看完約翰福音第十一章的時候
[00:07:11.000 --> 00:07:15.000]  在那裡行了一個差不多是最驚人的神蹟
[00:07:15.000 --> 00:07:18.000]  叫死了四天的拉薩路從死裡復活
[00:07:18.000 --> 00:07:21.000]  然後經文記載在馬可十一章第十二節說
[00:07:21.000 --> 00:07:24.000]  第二天他們從伯大利出來
[00:07:24.000 --> 00:07:25.000]  耶穌來了
[00:07:25.000 --> 00:07:26.000]  背景是這樣
[00:07:26.000 --> 00:07:28.000]  就是說在進入耶路撒冷之後
